unit_id,CropYield,TissueNutrientAssay,CanopyTemp,do_FertigationRate
0,-8.423711606656905,54.11616548888718,64.47218829799777,50.0
1,-9.033913108689783,36.35869331208683,63.0822918338374,50.0
2,-14.44114443884033,33.27835395610426,73.3216316465103,50.0
3,-28.041247490685343,48.829141578549205,72.62004228695393,50.0
4,-27.5593508102115,67.45164157908962,56.01374466751733,50.0
5,-18.38771303603077,21.662575653366673,77.22705097830962,50.0
6,-0.15280577559608766,18.18706287585676,69.38655650096571,50.0
7,-17.031186926487482,57.03662289694025,73.52616575203966,50.0
8,17.62729311265936,17.287642698974313,69.55445871417925,50.0
9,-9.509527333832011,18.92978735925217,84.68090694597828,50.0
10,-15.00832712328615,60.23266119592412,73.39456726642595,50.0
11,-10.291313811122944,64.00941500017258,98.96407418591788,50.0
12,-20.696227328553345,45.28310579465303,73.48260089944439,50.0
13,-21.028119053093388,60.9044556436552,79.26824816939867,50.0
14,-23.32674455737771,78.00435391264288,68.6369810809194,50.0
15,-24.69197143467059,60.566481741199595,79.88501877476098,50.0
16,-3.875985272363745,85.25477226230132,97.52381230192383,50.0
17,-6.400873710676809,44.621285474227406,84.10922596272673,50.0
18,-9.702404372657107,38.585135479125064,89.15085693787638,50.0
19,6.928264761619845,52.8511545451177,83.68852883317206,50.0
20,-9.75579853789452,40.499752720871044,80.59374859161274,50.0
21,-16.409448364121324,67.05356755956487,82.00596774841762,50.0
22,9.366140821632294,6.982975928802684,79.35357083522827,50.0
23,-15.54411692156209,49.66016211085771,73.95377201786508,50.0
24,-8.00913779270993,62.09197478147746,69.80896107524858,50.0
25,-11.960113820620789,47.77316168853713,83.63896824371704,50.0
26,-22.39644962740533,53.911394453793875,66.03192553894387,50.0
27,-1.7681056828364707,50.1920972932911,87.5011474143265,50.0
28,-4.364615575078165,40.90272486705892,85.97779957395451,50.0
29,-7.2992492450359885,51.341726207400164,99.16462250345289,50.0
30,-18.31325455348516,37.33122337199103,58.60285643312726,50.0
31,-6.281648654866663,94.88177086641548,88.9851103627556,50.0
32,-26.778621152111743,53.37765123100146,59.90664353415535,50.0
33,-18.202697392197855,33.337342142380315,77.61779276795211,50.0
34,26.54518960820191,23.401167048418607,86.00770186415221,50.0
35,-17.46931458351996,17.35775034490061,64.11949664064706,50.0
36,-5.948226316837265,61.80138608658637,81.28389675784398,50.0
37,11.71596834061878,17.669353382778525,80.65958717643491,50.0
38,-34.77399155747861,70.8828067221578,44.45534534104792,50.0
39,-28.039612965973678,54.90046206015629,67.15452487713391,50.0
40,-22.09446317533212,67.78673736299027,58.4839422869537,50.0
41,-12.687191541618498,61.627655394142394,73.28846197002053,50.0
42,-12.519722395963631,73.701872505216,71.67706938122126,50.0
43,-22.57623714763967,70.77155809351397,71.64135631045964,50.0
44,-16.603104184632567,39.363935272884994,76.4414477989893,50.0
45,-23.552931312093854,46.1675412694487,67.66819579506723,50.0
46,15.313330073219156,34.2303786979291,92.88400015246732,50.0
47,-26.254108208578195,82.3023949598715,72.04107417982284,50.0
48,-13.839046632761514,43.39698013483056,86.55441288159409,50.0
49,-14.540444424410197,57.763800402655505,77.30456672444,50.0
50,-12.814340235770505,31.585340637964887,72.89725718584552,50.0
51,-16.66997873747684,65.39688401382908,86.4786944406541,50.0
52,2.2780205580938793,57.68434734412507,74.52713615014659,50.0
53,-15.97653366217547,41.50939238303555,93.01321153333006,50.0
54,-16.18232359890897,50.92449696076174,61.532332168616186,50.0
55,-27.340882523967732,62.39318650275747,57.18367789634706,50.0
56,-14.307869358162666,49.29251478009901,78.13763294840125,50.0
57,-17.316761297852274,56.535574728903,73.88679315118172,50.0
58,-23.16895437570002,63.64333848109213,68.02131122178672,50.0
59,-16.210369782590142,76.0526526334532,64.61542846179249,50.0
60,-20.1338023012347,67.49456921201906,70.46182367575538,50.0
61,-15.992167766480332,33.341984943232305,82.89785206413688,50.0
62,-11.598416433967197,58.88469749973876,75.22046080402968,50.0
63,-22.03082141251974,70.93443990375278,72.90512639614656,50.0
64,-23.551100297184767,51.96935844406717,82.39943689801724,50.0
65,-18.47200913794068,30.636570939548815,72.71517680093082,50.0
66,-15.475478105748277,52.60732611336755,71.79505553187659,50.0
67,-25.633625615688217,69.12687952243036,56.16552759281824,50.0
68,-28.894397418855757,45.42080731764972,59.32237516904441,50.0
69,-2.4521409350402386,46.643104092034015,78.10570372776529,50.0
70,-11.443152940279129,55.29453585314545,69.61038165573174,50.0
71,-6.274695496433414,47.86840469097775,73.27620828817757,50.0
72,-24.347598166597383,43.48515499305936,52.41320457153355,50.0
73,-17.387055574393933,65.02244353868605,85.36052266989053,50.0
74,-13.420968398755113,65.42624009747689,66.04163999021327,50.0
75,-20.402767789457776,63.57664399623662,53.53160168629264,50.0
76,-4.674906322975077,27.00687490217076,92.93911644924762,50.0
77,-15.836836274968382,69.36332083408207,90.21094185994627,50.0
78,-14.182759092593319,59.66620624642342,70.22087156464123,50.0
79,-13.083012636608267,71.17753228320875,80.84305847030895,50.0
80,-5.975427879277539,39.15462715874543,77.70032047789459,50.0
81,-21.00593898178699,32.89774376778762,81.36836887299518,50.0
82,-11.704084010017919,51.747980718791496,66.07705293646642,50.0
83,-18.061595333011912,43.506119582472124,66.62792554706671,50.0
84,-22.185881897394935,45.171475600672565,74.57769826999265,50.0
85,-33.52946651036063,96.54157135917458,57.03508663708565,50.0
86,-10.410795745265677,73.53337516386887,75.45372899957451,50.0
87,-28.55820223979266,48.485527418366566,57.07004225501757,50.0
88,-18.44146357376108,35.99537801041927,75.85144103351294,50.0
89,-18.623926953852777,39.2779523202874,67.85938222479021,50.0
90,-10.321361402163731,34.004099418373364,77.31170171337565,50.0
91,-20.449991975064602,53.530252160657554,66.42158509402208,50.0
