unit_id,CropYield,TissueNutrientAssay,do_FertigationRate
0,34.2878923927928,21.432825975121332,1.0
1,30.02794827943264,15.190348366039597,1.0
2,34.463660135675866,10.041390862492747,1.0
3,28.698146932120338,1.7614861902031844,1.0
4,29.50197375388045,41.34352145023819,1.0
5,35.15645544617966,17.056370553643696,1.0
6,29.249078833998375,-15.945663023893054,1.0
7,26.49355763479546,10.882296032284842,1.0
8,27.254659901492225,25.56107300510358,1.0
9,24.16708797035347,19.94867628065556,1.0
10,29.451798030566472,9.767852948877984,1.0
11,42.51650493253418,0.18741620392047587,1.0
12,29.839306363900796,26.455675093967365,1.0
13,32.69433877227433,-20.885376441999473,1.0
14,23.91991809350148,-3.3618597137226143,1.0
15,17.592032050987225,3.400862183601438,1.0
16,26.755759344369586,-3.533954353369614,1.0
17,18.72079838790563,12.55385668929608,1.0
18,20.314732776611923,38.32309653139953,1.0
19,37.640204192638116,-4.324544819351802,1.0
20,35.662560860719246,2.620735227921698,1.0
21,19.008909802539304,22.28558642948593,1.0
22,34.211550469948584,1.831502331268399,1.0
23,26.352623268488273,7.32418887207227,1.0
24,27.68533921844567,28.597064501600606,1.0
25,28.270974694025934,3.3312822250093896,1.0
26,28.51812138238912,19.76444036292486,1.0
27,34.667911314672565,17.454158801262654,1.0
28,23.30640536173262,20.04376893729423,1.0
29,36.578092970089905,14.028849116836609,1.0
30,33.6660165686622,20.58205458163569,1.0
31,33.16872028041039,14.408158324317132,1.0
32,31.841087295750214,18.83246034872451,1.0
33,22.148998280066603,21.604707667835285,1.0
34,35.53205433321625,5.551923151747761,1.0
35,27.977582450058566,-24.141807833205515,1.0
36,18.969766700612904,15.86166298574075,1.0
37,35.77513013296589,-6.759925830966809,1.0
38,34.35662371141806,27.285814931407113,1.0
39,29.563527593172875,21.451729388650087,1.0
40,31.613611634744064,2.3496711916637896,1.0
41,38.48587560445587,27.739393289292504,1.0
42,37.047016813560944,-8.501086406985984,1.0
43,30.54355988527118,-10.468225147553603,1.0
44,20.01691005815744,9.723485623792879,1.0
45,34.03389345653588,-6.372451509142257,1.0
46,35.647448293652545,40.07794355339903,1.0
47,46.48373140736631,24.78026274378484,1.0
48,20.871944590169658,16.599907951226676,1.0
49,18.8177576306149,20.8786898638916,1.0
50,35.35641917502292,4.608946076996668,1.0
51,21.524333909274507,24.747319487432236,1.0
52,24.925898506743728,25.915097928732607,1.0
53,37.31626478439396,3.311941047395381,1.0
54,27.19493336283012,-3.9405482815609894,1.0
55,40.66863898494665,19.156247541066794,1.0
56,22.237778590868942,27.489926626921054,1.0
57,32.76607934084156,17.66620369206986,1.0
58,29.219905214806523,-4.171705028094687,1.0
59,26.140503688138914,7.192719324058431,1.0
60,42.707633522604404,12.353731554647911,1.0
61,21.930229489500025,9.484180476458608,1.0
62,25.639226689691235,-13.639544093612054,1.0
63,31.52206018124575,-9.991918154958631,1.0
64,29.842185493986058,9.827050781434922,1.0
65,18.661789043261802,26.77351895140074,1.0
66,27.2391443630467,0.43824182306652304,1.0
67,21.96807484044284,33.45743961977904,1.0
68,26.210824598446823,-8.633737637082309,1.0
69,26.829471637113127,3.4557601474212296,1.0
70,35.067943231235134,-22.680397399486157,1.0
71,31.94488363604557,-4.47533299977721,1.0
72,32.76442663897719,15.004546209770151,1.0
73,28.241674585686464,-5.37740512268854,1.0
74,26.28445051164663,-14.17765079750037,1.0
75,25.345920356135256,44.8028785974585,1.0
76,22.070951946213704,3.099573302582293,1.0
77,23.391652230548004,1.0294063897261285,1.0
78,29.455135708519535,-9.480109393731396,1.0
79,26.286745061424433,-40.72317423294203,1.0
80,21.230690450267076,19.42649625509236,1.0
81,26.92797551447553,2.1468520341692923,1.0
82,28.727090772875947,29.584645992188854,1.0
83,27.66722441543814,5.8085188036319995,1.0
84,18.167318686912196,26.441434304930176,1.0
85,22.7987096384408,18.001640608921118,1.0
86,45.77278127856509,20.388500975954422,1.0
87,29.685976845415468,-6.229612938794812,1.0
88,33.799556941704424,19.178626806668575,1.0
89,29.525934371790115,29.26058890843997,1.0
90,32.59545618162409,23.388422844004182,1.0
91,28.436926039391125,5.179381157878861,1.0
92,19.13115869044958,23.824244759456676,1.0
93,26.899160035071937,24.49827282697162,1.0
94,33.89503469330959,7.031809448481489,1.0
95,25.649761062056168,0.39374517373861906,1.0
96,26.759449402724314,14.076872296299289,1.0
97,26.592605403986433,4.283659525589219,1.0
98,34.52790337872617,-10.000239494231817,1.0
99,26.517630554974737,-11.942445422566031,1.0
100,43.885025843594235,44.020554920238624,1.0
101,32.414115606440234,21.82267048689525,1.0
102,27.197229653506653,15.097760268415737,1.0
103,24.414007713722526,15.02754581111801,1.0
104,37.0876594338516,-3.2185420825399707,1.0
105,29.93886310082034,6.7898809294683895,1.0
106,31.09479658381637,13.201604823917092,1.0
107,17.186385064067395,-7.451513727803995,1.0
108,38.36208950639453,17.410579201467485,1.0
109,19.34673648953854,-8.585082543241892,1.0
110,31.72292701361086,-3.2086092725192863,1.0
111,30.473520653918072,-16.198519289632618,1.0
112,33.66571854164498,-2.4346054746855668,1.0
113,34.90828069257748,-9.396639542995246,1.0
114,38.36394873385509,7.83143873018631,1.0
115,23.291207132537792,5.572826653430801,1.0
116,41.023863261038215,10.165879426638158,1.0
117,33.15518882906146,3.83198240665181,1.0
118,21.967967912193373,30.80994648247127,1.0
119,30.442618083497,8.721851999631392,1.0
120,28.357905228891344,39.42316474785591,1.0
121,24.24227090848037,18.924220784254928,1.0
122,25.1179075166681,5.586188288933815,1.0
123,28.94616019850472,-17.964063678556116,1.0
124,35.28739102174967,-5.318335651325681,1.0
125,22.396966659889266,0.28114305944252216,1.0
126,23.793835645292603,11.849778826418142,1.0
127,27.168425821394543,3.3513289935766633,1.0
128,33.319238031169476,16.595794542248065,1.0
129,26.514408714360307,29.938061054896167,1.0
130,35.99488627377496,17.802544861361234,1.0
131,17.01062722376742,17.554327882818725,1.0
132,33.419423391851694,35.19013877183295,1.0
133,25.65582888406459,6.0168037107975945,1.0
134,28.784707113872194,19.930973714312444,1.0
135,30.65175075741107,-2.0434844984552623,1.0
136,27.57513798692867,31.387433419394036,1.0
137,23.090897531791825,-18.957081688917388,1.0
138,32.495005259732146,-19.539835784392302,1.0
139,21.501974790103226,21.31254458302476,1.0
140,36.66635649339073,24.247479196408758,1.0
141,26.0287205587832,29.04630596667341,1.0
142,30.797918097013365,-11.082897830260649,1.0
143,19.424403008061176,35.39710678847628,1.0
144,21.707882701490757,-14.500072841977524,1.0
145,26.939963415688897,-2.401808844950457,1.0
146,28.777011133855797,14.687473959891333,1.0
147,29.971465914988055,5.199120556705827,1.0
148,21.575037652709565,31.40121712647025,1.0
149,37.59080539008052,28.911938156423385,1.0
150,20.606663516799415,33.88304751025517,1.0
151,29.236379688328235,21.05664097151489,1.0
152,27.459490074600332,39.46466992657417,1.0
153,32.22933032993984,25.495356087004797,1.0
154,29.972424966871603,10.081122263488739,1.0
155,47.665951578144046,18.66591669014222,1.0
156,17.83807626486909,-0.38920130917009566,1.0
157,21.63832078197501,-0.12997258494968378,1.0
158,23.365286254703822,33.32764018920537,1.0
159,29.139110787558685,9.519789468665264,1.0
160,33.23067888338969,27.85595624272041,1.0
161,24.04349561795931,-15.26986761276019,1.0
162,38.520335345738644,-13.408062978811614,1.0
163,33.086777283558504,-11.966966734149793,1.0
164,49.045234830784736,14.225690337768718,1.0
165,26.130367843021528,24.325551821141698,1.0
166,41.53035940235189,-3.6918039419208633,1.0
167,24.74206934851393,-0.010256818955273417,1.0
168,37.30371378978232,13.740865934985191,1.0
169,18.644544050595115,-1.3069665146821716,1.0
170,41.14969942666745,27.4028944757558,1.0
171,32.39905064397125,30.981921360017388,1.0
172,23.327775023310522,5.910206205924565,1.0
173,21.816326255135838,18.055181288453248,1.0
174,37.68080367810413,2.505362885697866,1.0
175,32.64727840445289,18.46311743462127,1.0
176,32.52160637660313,24.976937286158858,1.0
177,24.803160798946895,7.432543763091129,1.0
178,31.225316952475108,-18.496883294159854,1.0
179,40.00086546239402,3.9042131154450965,1.0
180,35.369250804109484,20.552357810088317,1.0
181,37.99824417831076,25.995105596721608,1.0
182,40.37436846362417,-12.807635718022643,1.0
183,26.587617487627433,20.924129537879978,1.0
184,32.14239885921911,10.917349980890181,1.0
185,33.02983043822723,4.982084160911172,1.0
186,22.28952094169444,15.098154500472273,1.0
187,40.04313986025497,-28.49351733642309,1.0
188,32.15993361922018,2.2079121686678347,1.0
189,32.01817178166186,4.473673885998483,1.0
190,15.757837302540079,23.86873164446622,1.0
191,25.352689734131154,28.746390159187413,1.0
192,32.43529610391545,-1.8725588752695508,1.0
193,44.971529338582066,11.845910546856201,1.0
