unit_id,ProductTiter,BrothTurbidity
0,5.415969895614452,60.945971556939625
1,15.369129084298432,73.78316265984989
2,21.623152035467626,38.95639963884565
3,26.23752658442564,35.78646535972176
4,24.45126977530957,81.9315513804671
5,16.142249009637286,54.045718869335936
6,8.557178152456359,51.80666836096761
7,16.295495781741213,73.56876653774961
8,11.748140237584204,52.14552460290284
9,11.928035954746134,66.64037821519435
10,14.691369079759301,24.992320313934076
11,-0.45717721995012495,51.07963619966462
12,26.294700901601274,45.4445594619718
13,16.5506304404511,31.15058977343423
14,0.7447077840429435,34.57459189729927
15,9.531145110608627,48.924270027538356
16,14.810392520741324,61.630348294748515
17,14.695745863783484,41.299662300142174
18,52.76290923360631,36.53017893475233
19,20.211890025293425,59.855421333910336
20,19.79286069737569,43.44579388465152
21,12.805933948926938,67.8955416485823
22,51.78346067601502,-2.233225597383152
23,7.5877318040029325,59.59665703481988
24,16.495092912215412,44.443046518655514
25,9.635066613346794,45.15696723546385
26,31.69236950160796,25.933878741616557
27,22.422530817880357,50.133351826288425
28,6.752085243963679,30.058136301461854
29,24.830466044053594,44.356527433151115
30,16.309842929863176,67.4180419158225
31,33.61091561651056,13.196543668159816
32,8.950426374878894,45.82921943219029
33,26.65756185199202,30.793758797601882
34,31.952665645002874,60.89584404339085
35,25.602771435448847,50.52879647945788
36,33.18161482708147,31.39947295250844
37,16.08834773642318,49.42912099298336
38,13.224565120328903,52.03458713906334
39,-1.821281661090917,59.590812161684234
40,5.6839886176220915,43.99905983821396
41,24.465808261554933,34.22839615297826
42,51.38110060398433,17.648668489427152
43,23.404625004280422,57.53872726531614
44,18.855795211745182,74.67597245394255
45,21.387071741213134,63.59770664085674
46,19.992816193937966,71.01525000791426
47,35.460411819108344,22.68820078227827
48,5.758878480651024,43.001544567536236
49,37.125785550992155,35.124909612561446
50,12.129693398027882,36.69449101999401
51,4.723051355819962,85.1313663471465
52,19.797612625333585,23.13621237191794
53,49.23222207548388,11.737292869480912
54,0.7484659745904407,65.08678593628893
55,41.43060925074414,45.627059699256876
56,27.402513351754482,25.508217965389896
57,18.77634980848873,57.16000839527479
58,7.635341517050218,50.847259312283136
59,27.619569624000977,33.24090322253706
60,23.12964799514388,46.135994806072965
61,33.55303005836481,31.780638443004676
62,26.376612606266043,40.3445434393032
63,20.429120238112574,67.99893437664798
64,14.793244767694619,36.69814935894128
65,6.053929584456141,42.60731588641674
66,20.476817198676432,30.935739292602243
67,3.2084750973057585,73.99689741288533
68,24.342856343700863,38.222947387485185
69,7.875346291234144,13.798487164425872
70,19.920691697126635,15.780819480008596
71,26.15950851561538,54.6651319459535
72,15.21543595918197,60.51299940117188
73,11.532518769010682,31.271961997487498
74,13.255375815734677,49.55968645646092
75,8.517236603399088,69.9442116331735
76,13.604265499111557,74.74828677964922
77,6.524274351253441,58.52712143836744
78,17.267334812986725,43.944037195645556
79,28.708372565294198,31.04083412229472
80,48.03936570983049,10.661914910801311
81,30.691599991133906,71.87860538406592
82,11.192431203042062,50.826971009501676
83,47.97555310875389,12.93880632179284
84,12.495177253995553,55.970352319426866
85,9.248975860532086,86.2359064030062
86,10.286700979288787,44.05835933763154
87,19.82608653227283,50.601099851629336
88,5.415357561840552,56.19235319277244
89,1.4221675297046625,53.2609945233981
