unit_id,WaferYield,LeakageCurrent
0,23.120537448357407,9.873678573744915
1,26.63651881107675,10.269333712370221
2,23.062294937874952,9.138680224656358
3,20.076067374271066,9.617750560043035
4,27.396243178443278,10.589167191404048
5,27.519787127646484,9.521799997739743
6,23.47472439351383,9.47234309812051
7,24.621047367883964,10.391466807687594
8,27.46499349981732,9.585671062576674
9,27.192743893101227,10.09366170470322
10,23.164486630054565,8.681065768664148
11,26.100475640558777,10.123621119970608
12,20.625582581429803,9.70727283038851
13,30.66815575311771,9.043486164994047
14,25.238350489470147,8.942352129668423
15,27.12872873450541,9.512754923742415
16,28.752691226349405,10.046093294410177
17,27.012440754593378,9.032576513258862
18,26.696670938707957,10.097293401474548
19,24.001599780347554,9.810603694174018
20,27.385689268950063,9.369925065004
21,23.33246844964812,10.43753142097408
22,19.46883590794363,8.923352114596428
23,25.372498953544177,9.750858813802218
24,32.85129825388223,9.162581768899466
25,21.418253835686627,9.250813697378595
26,23.584416917264384,9.986260692511138
27,23.7668582286412,9.590848554972778
28,29.54527066678967,8.640748896911763
29,23.695257763254503,9.292333148321426
30,24.91461359778751,10.200062960123178
31,27.132483861415285,8.758210505078015
32,26.789799806586753,9.491402493378287
33,22.698196193686847,9.786218890624362
34,30.542328495019937,10.04796310128998
35,26.293596079317954,9.441643266769653
36,24.930736173191,9.233987186864002
37,24.086645661556172,9.740548129664981
38,26.547440388372173,9.52271211448261
39,23.55801033610719,9.901250017425031
40,21.90367335938888,9.20698547310659
41,21.022915907276495,9.54311383671619
42,24.2899940813999,9.220649655040079
43,23.158208090755586,9.840458580712314
44,30.77136290890281,10.331986156404096
45,28.087936285503023,10.095903743868153
46,26.541561536726963,10.248797256628798
47,22.80224327022633,9.105495857683286
48,27.407639347998483,9.07750676781565
49,26.8604294814487,9.413192852090825
50,28.768382551233323,9.251840604830472
51,30.53310090314061,10.721196337761455
52,27.207790120195245,8.702761186352337
53,18.17857940653095,9.124539621815625
54,26.614203301282785,10.1220014958037
55,21.414204073284722,10.18747595274174
56,24.656604078672324,9.107823660151412
57,29.804706714836165,9.642213422549688
58,29.946041814525838,9.357380046311714
59,23.902433715311435,8.844340876532236
60,27.413877920744195,9.560544984197081
61,27.865481176893347,9.553022947143116
62,22.57717847999912,10.129601160824743
