unit_id,CropYield,SoilMoisture
0,23.120537448357407,84.45696686026722
1,26.63651881107675,87.60303280324769
2,23.062294937874952,84.44536385312335
3,20.076067374271066,72.84667505074378
4,27.396243178443278,89.09058633503815
5,27.519787127646484,83.28531488365296
6,23.47472439351383,80.51616537500124
7,24.621047367883964,83.23607175477503
8,27.46499349981732,88.6819387448431
9,27.192743893101227,85.94554247447904
10,23.164486630054565,68.88124694907293
11,26.100475640558777,74.16975783654783
12,20.625582581429803,68.82854964092597
13,30.66815575311771,74.18147673512124
14,25.238350489470147,80.12603977649538
15,27.12872873450541,74.77527420435592
16,28.752691226349405,74.48970582147152
17,27.012440754593378,80.89368152986991
18,26.696670938707957,60.46371797189763
19,24.001599780347554,86.83903527956774
20,27.385689268950063,76.39237500734001
21,23.33246844964812,85.59247345821271
22,19.46883590794363,45.98777755978065
23,25.372498953544177,77.88134578509019
24,32.85129825388223,94.86161801998416
25,21.418253835686627,86.50523401316595
26,23.584416917264384,55.04604979150841
27,23.7668582286412,74.75822857640513
28,29.54527066678967,80.58647208734656
29,23.695257763254503,76.40587970927169
30,24.91461359778751,79.2218024026911
31,27.132483861415285,54.626290084309126
32,26.789799806586753,86.89002924576457
33,22.698196193686847,57.31758223924696
34,30.542328495019937,72.94020249502101
35,26.293596079317954,83.69935862797726
36,24.930736173191,62.759895178675
37,24.086645661556172,67.30097945835601
38,26.547440388372173,86.31525578197643
39,23.55801033610719,81.99398688958499
40,21.90367335938888,82.81459508724754
41,21.022915907276495,65.46666317570204
42,24.2899940813999,56.69279563155195
43,23.158208090755586,77.39300048783404
44,30.77136290890281,83.43219328399407
45,28.087936285503023,80.04770542583648
46,26.541561536726963,77.12033584964584
47,22.80224327022633,58.569454697154015
48,27.407639347998483,79.25018950146318
49,26.8604294814487,63.59135209278407
50,28.768382551233323,74.27353058802737
51,30.53310090314061,100.0788032786024
52,27.207790120195245,68.16395819312166
53,18.17857940653095,52.90234093794577
54,26.614203301282785,99.07227965105874
55,21.414204073284722,69.02435120544868
56,24.656604078672324,65.12957001747932
57,29.804706714836165,80.71411227422095
58,29.946041814525838,91.2768892442658
59,23.902433715311435,76.04662115246003
60,27.413877920744195,70.1801114575689
61,27.865481176893347,67.55827500252518
62,22.57717847999912,58.81578604432237
63,28.90023657486724,82.02564973447161
64,27.35483907418774,79.02492976487913
65,28.04683033189124,94.34974416378918
66,24.990770962667664,74.3389212506527
67,26.771219480594386,97.64450299931976
68,23.33853133521713,61.79054984639477
69,23.063868397740624,73.85290792132226
70,27.736091434712833,74.67800516006186
71,21.7488619169895,77.28717627830957
72,24.585748451272064,79.6924408691158
73,27.061182072887217,79.18970403396659
74,28.184491443492714,90.9754256301437
75,17.4946041924896,84.56406606354899
76,28.350131694913962,89.6114712037859
77,28.130534073096385,105.51982974893662
78,34.37213270835406,83.10647228000464
79,24.492638815345217,64.1106564802797
80,23.747628958053117,50.10258554986719
81,25.602092533938755,77.5273880664059
82,23.481617714997622,83.00353876548957
83,18.449705484342523,47.92789559001752
84,27.61789495319223,87.09744858746133
85,25.86206989812197,91.01650246111787
86,22.980479862995956,74.35005030142543
87,22.346516174805924,73.24156677526422
88,24.93742564419208,87.63443551192846
89,28.825553708757766,79.9294401626496
90,22.489304176689355,57.407277168624255
91,24.82691718800446,69.9787252403614
92,30.11818756460037,84.74964117954407
93,25.400496039507217,75.26020552193607
94,24.32036589063602,63.317076891471345
95,19.4773439278606,55.76644698999566
96,32.03939224106174,94.20912633905701
97,25.54202063445937,60.76795342028454
98,23.799230842376218,67.45669082499208
99,21.502802864044877,57.74282403901399
100,23.803708644892843,77.22037250036809
101,26.11614324992584,100.05004445685493
102,29.96041548392504,93.96746817008652
103,26.14068303865672,92.5177724153634
104,24.78948121840964,70.04864250277176
105,35.57982920556053,77.34176291654005
106,22.895798541226455,80.03661782003304
107,25.801049952903345,76.76967143025033
108,21.409909023758637,66.8399365726735
109,23.1520119093457,76.54031755176014
110,30.3265167761745,83.04986007424873
111,26.720861967936894,56.08063666016047
112,22.459207268583736,56.183728561237025
113,21.235472584932896,59.60263488578078
114,35.92582048421206,88.26814245531575
115,25.203189931827307,63.8322133600414
116,30.485273004189224,78.3050384188644
117,27.338871230953778,80.36735924509738
118,26.275933048415784,72.15989828772356
119,22.629746390285753,82.37086691062599
120,26.904658450534864,74.03572436724521
121,24.289778898307745,74.21776568042813
122,23.586566657000294,86.24868320410488
123,27.468563317323646,76.194213459919
124,25.014189334088083,75.21364962058
125,25.303334314177835,90.12620886731216
126,26.888638354191787,71.30189535660058
127,26.765454346035476,96.61762497289862
128,27.481601003379097,70.17797809640646
129,26.309198836452634,57.30804992545747
130,28.07546521968979,70.51803919346136
131,24.482174473924125,81.94897405227483
132,22.75909415756893,66.75704410288641
133,23.547232087568286,46.26398835705813
134,21.186489730876037,60.8750186900123
135,25.79106796436108,61.07621028803234
136,22.76694316486406,61.593121713393984
137,21.551909706493547,50.37089260417148
138,29.508909446255696,84.49824028989116
139,30.371225182542304,77.59962865264339
140,31.100050186156842,61.90048996997544
141,29.72028601252857,85.48017333450798
142,29.10957429807263,61.087246490902274
143,21.89857131615381,60.7648271957305
144,22.830366076090982,70.89815903055411
145,24.684163901612084,58.20834304944856
146,19.514584414448432,54.92881635218998
147,28.55121503189998,86.00568344604132
148,26.581232550058306,72.19610684755551
149,30.649503161259272,96.81977758229993
150,26.546949100041278,68.70809748956873
151,26.39886826620949,84.60776986352118
152,21.679297054314603,72.90408945140064
153,28.83124436603921,92.70908331587428
154,19.800316811443494,68.10930359975502
155,26.78097138345767,62.8976705773067
