unit_id,AmmoniaLevel,NitriteLevel,WaterTempAqua,TankTurbidity,StockingDensity,HarvestBiomass
0,49.840092073929675,42.15901047004297,44.69379206522565,79.4497345392881,55.40884304031158,-8.52821974779846
1,49.10940488579857,45.34504438158506,64.6481079727678,81.01880046116398,60.00656285197018,4.946138942017702
2,71.27169401071909,37.584114760997025,44.674000315723816,79.06154958630526,25.899301361037246,15.73271238406965
3,31.010172344862376,44.074552649623,43.64214287803343,68.65642734538318,17.575354000618397,5.317877460918183
4,55.28301949272638,46.844360486463145,57.34944865066629,85.34207160068182,58.544209926125276,20.660273761650018
5,38.088951374118956,68.88625518316341,47.116369401995435,81.59737534671143,67.72543505158728,10.162444307307183
6,62.76190530501011,38.33952576844108,50.98878587773376,84.57927861564531,69.91939259682269,15.66485344835837
7,64.9101829328165,64.61616014465693,55.15368126580578,76.75414660325416,73.19549222498902,14.236327679459734
8,66.16629938737145,58.4244184851459,23.706988655209123,96.19062550804475,58.86666679062609,7.674218310791957
9,25.460245100787827,35.78003964595507,37.615507313862764,75.59566576512367,53.83100219732708,-1.3279382029543516
10,63.0995117201408,45.53252719589694,35.72015051858918,76.26476793698849,62.56128144380366,6.064755455448094
11,49.28806165003174,33.46498462774896,43.246424301153226,75.26780805558992,101.293052585725,8.774089037019188
12,43.031315743757325,40.659777444626584,41.774578346301624,70.55293923235412,47.83045688953147,-2.9291719736747432
13,41.924095957300864,59.84650883657997,43.86617623258037,83.33823056350302,72.16296526460077,8.790852326882924
14,78.45978999273422,53.83323610304517,39.54308234420288,88.56819852062308,79.24519392574122,8.033082100679128
15,48.451921831900904,45.28725004601454,58.55043043582157,77.92611062678276,81.7751950587092,2.017977478802477
16,38.77998239138367,36.77716852996355,16.245921654819846,66.10091050384497,79.70603290814452,-0.1435241712483979
17,66.13035150961693,41.72948794724448,49.42665075964472,81.8283303670165,64.2839928745696,6.1752252443095195
18,62.421928689939314,46.952682992137554,53.55837150251777,52.32821590759437,33.16913542157824,-14.428867534062425
19,52.82237819992311,82.44864656182531,54.89531333278167,82.49787984800804,43.506093369442226,13.367632559148998
20,69.87928852604229,37.7257120291572,64.03549867795384,73.14524377936048,58.66536826877187,-0.08773208323414394
21,55.44662553666654,49.05190062285497,35.27992199398445,79.44151446066768,61.73723234009142,11.647104965292304
22,26.147985614855607,41.12132884034699,50.61358158108825,52.94089914654296,60.99575610341725,-5.475122724929725
23,60.62236985308258,43.57328600244722,42.54045063617774,73.32691310997724,85.92180364143566,12.621335798217462
24,50.64675864607424,57.61059717260569,71.69808603055976,100.39095308999075,37.44275233336887,5.207419499862104
25,39.94530821901958,64.8503563960316,68.43536675756944,92.05535334535656,35.179266631072494,-1.4235853181156237
26,52.448074699087584,39.891496773610086,27.99920165532833,54.778250513763226,77.9019144949309,-0.22486371456597598
27,69.70434267444996,71.55216907929902,39.52097857329267,77.16144341391868,60.539952276183506,7.280612819140034
28,50.535346496934835,50.08553543958886,45.143211295138066,91.38037179766626,51.602866466767985,-3.3065651885684773
29,40.44731937037115,51.47607640651505,40.728269161064375,74.79313323028245,61.07848311445798,27.173805386119984
30,39.168230048690035,56.88254577927041,62.132617571436775,72.70218859902465,80.60747134657227,7.473576093506482
31,36.021550132522506,36.33427651694488,36.76530765672847,58.73462237214379,80.65260621186187,5.261354245384753
32,64.78193486866824,60.48837635315784,51.95664215415256,88.5097830422205,72.47197953892734,7.49467473366487
33,46.56919155241404,35.28712510182711,40.62604346015288,61.20295824346084,106.09936403143074,18.63524010546879
34,60.66365822997834,53.39295106353013,33.513433968852254,66.28681415296948,77.60273605562105,10.625718067506627
35,50.69564883202428,52.35207818922345,63.20362561827595,83.5927797830581,49.11083970349275,26.446791519148626
36,56.72253175086643,58.256380844564234,46.344209037717135,66.2753652362126,64.05735234010179,2.740827286958347
37,49.03711188493023,43.092935663385525,55.627060533243245,70.7867153874048,99.85598478917674,12.799483113298663
38,58.26018009917219,40.69190735521119,56.08899527950865,87.26644680964031,34.29632695525251,-4.640824243518984
39,29.61006745815509,52.89486489534807,69.8060388928966,82.27232796443596,74.26075937416195,6.442585321736107
40,63.39487967520705,29.497964273377793,52.923455457950006,81.7770338555701,46.08499108568193,-5.280534851110739
41,64.54717069817534,51.457735124591096,63.32659546303085,62.43815276935518,37.48483569670757,-9.856402274377206
42,23.91802799222271,55.55085053405475,47.06000836255472,65.36312494057873,42.88839596288411,-5.125377004645427
43,44.17234947220763,42.75825673917895,64.97168393044772,72.4910923565949,56.52406108941169,8.862001881835942
44,54.23284718386489,39.33624524665521,25.91554806002318,73.63642018883813,81.65505120508303,10.69018680008443
45,65.14527020258414,61.66743353067046,38.94638665634805,80.83808004187941,44.30323316669231,-5.2179708844823915
46,73.11143909492277,58.44663763063821,60.1869455587775,72.65519698130124,86.82382912283583,12.98473908910413
47,49.07339968711249,61.8956867910428,55.82488803361801,64.26535937943135,62.63826385930857,-0.08179864933802694
48,39.12309527141891,49.263365825113816,65.10293913386496,81.91900573961728,79.8835673158065,12.692176223587222
49,39.06040031288629,71.24088463486072,67.9307607112024,69.31293944165228,65.25766718451537,-2.4982706720832675
50,40.99992270954097,35.13602583505753,55.385357572546894,73.1409060658756,44.60370064576787,-12.051476256621001
51,39.137403476179095,56.899731234285284,48.48927686804854,92.63181773113602,91.64723762114119,16.154799866541985
52,50.66359221288293,54.365334912756936,57.87058966974604,74.89847465016219,48.08469056696747,-6.237810002079144
53,52.266185361668974,35.911228444925186,37.977093356333874,56.59215925113895,58.28385275175422,2.6281490418294498
54,26.020332411516666,65.65474298930289,49.60833527123862,101.60729985567738,93.81360253276145,17.02863211257894
55,47.129667256068224,65.68731599818592,50.18993093068495,58.93479868623793,19.87560023810533,-1.1647676970395708
