unit_id,HarvestBiomass,AmmoniaLevel,NitriteLevel,WaterTempAqua,TankTurbidity,StockingDensity
0,1.2869799664485773,74.73689044520975,40.69227866837298,37.44226959530492,72.09049584951862,41.9678728543296
1,10.57408183170852,53.84246081591312,45.621868978639846,52.90276096497129,83.19541204840075,40.84307478175208
2,-10.399819018183734,47.64558521671682,54.238293273962704,70.69959094154763,53.44251980334877,64.76632098030993
3,7.457355329689165,25.339254453403104,44.454857384294385,39.34191485181526,91.28954636415175,72.88054335098509
4,62.119884532210435,47.2855460066047,59.94846604920261,36.77729438409152,95.71963667082346,112.8972490820714
5,0.9633440977708663,64.5512796607252,48.138498455871975,61.325227167443835,87.26064503075271,50.401010276099626
6,4.691783088561968,65.88264094148731,43.81992227387378,50.03917453930807,66.62245023711982,57.31667317453862
7,-0.8381644690471639,41.725029543341556,51.563397851230356,39.025014232671936,70.40812472949361,46.12923722128016
8,10.474771203820127,49.68276259203719,54.71272228193313,69.82937024208074,81.99225948462828,80.16463108300876
9,15.74686873262884,72.3503063229988,39.865160822593054,58.603216225637944,78.14874434818881,31.830991768682278
10,18.21847676197009,41.52416519819278,50.41029103572591,55.072102983951524,76.68253156134318,61.3853684620438
11,15.272454085534239,34.425351429746,46.721602140114065,24.51142822777407,85.89124537650721,23.046237363317054
12,10.618700401859648,49.042482759773755,63.815871549240526,50.61054432670152,75.10901342905206,34.30971302403379
13,32.440784881099304,48.69807335437269,29.43386304831544,47.29285772711767,80.96939599095857,35.52843112619293
14,-3.3610790866571776,55.6825101791793,34.612458727539625,58.54836722820895,79.013789235068,73.41191714955445
15,2.2426468584464154,72.22534440803011,67.5885887160636,68.4765807356999,84.41230323512877,48.00474031319468
16,-6.98757792789961,51.77023603474203,42.117535474225605,58.915920762137375,59.50002085133552,27.267458855839486
17,-3.2737331333499,22.723938112830677,36.312809429755895,42.57786725547521,74.38154382462446,62.301765684081886
18,1.733679834082865,43.482420646941975,37.56051432133679,70.20339648702763,75.13467461764307,61.78648939612147
19,10.41429304873282,57.773147719644214,83.26554593973997,53.67537490182493,68.6541727519114,68.36471803903427
20,3.034199794056968,44.0316835030738,26.954268583287405,60.47208236810252,81.13469803222029,50.898309623021085
21,-9.576262732088646,40.07690672253506,52.0671978117755,33.60034959443652,69.9082483198588,54.94900015911772
22,7.668282122492098,53.12819932893314,51.57912503292839,84.61876547525328,98.07268034831097,35.46033864247024
23,17.170748447932866,49.07449775551386,31.41179471874682,59.43445244568048,73.37481395867718,64.7705953108581
24,10.869741006084382,50.81032416326344,55.56333696319458,58.633590899494116,86.08957911974016,47.88229645189322
25,16.295932318800887,42.339066040485164,61.672188090024115,46.16520173257434,90.10559578669634,60.32288686926169
26,9.567288441270252,61.660183278691406,54.84500803917183,71.10788119739239,81.0060187449576,26.106806108126598
27,5.4382385886892095,54.203032866640385,63.89135195896086,36.32143376025181,80.31220284726672,45.60519402186705
28,-5.393680750958373,48.726798382748186,43.89901582713116,35.193138516375676,64.67234293208487,43.58942242602821
29,5.785107505241026,53.722780324302356,48.88349360575506,65.49863089692408,77.86214197807583,37.602081127979005
30,3.067590238934801,52.93896087754418,72.50612837372893,52.7680226169492,97.84265906730144,53.019348998510644
31,19.05392112386581,30.92633092785323,65.52944828788719,58.63613656306272,67.71040311451543,87.9903363689607
32,4.083933258252392,42.99209314379019,54.54489996862138,67.03444003367494,76.26947642750154,75.36293609825206
33,9.298360000747646,53.69095084537332,40.6546340602614,47.57141695517918,64.52771812895637,69.69557353741725
34,-12.503147534963908,54.742652212163655,60.78704160587956,34.42924104194723,75.34078880058307,52.73585717114993
35,17.11448914725836,41.093408180686765,59.44048852836836,44.88268883956242,94.0877554395039,66.38792355541015
36,-2.5991727947755443,54.73835800903675,35.902689806303194,49.60218443917349,62.18185397167662,50.92042429172186
37,16.357952261714022,54.34052450938919,38.450235705768826,43.43468937672947,60.73264634398998,56.42966944541004
38,8.409630520730445,55.775911917870616,39.63789299162684,55.49718143516219,72.48417999532192,33.468959381233034
39,1.4060373898103853,52.359079685006336,52.82076502594948,52.02139608585832,74.27191409483842,46.30627925453746
40,1.0673141215909303,58.43624745074166,58.073185782672844,90.59247705212783,69.85002983159967,77.36587971168578
41,-0.8156381573945248,35.054464185531856,33.35763390307977,52.43711561059228,100.17936977298133,44.33504486586739
42,13.241709186232926,30.789034140701503,31.80159394843683,47.40514457465127,74.54516027566874,67.21523720378109
43,8.04491162519408,37.62507932277343,44.89007721966369,58.17012724406139,89.73559753344568,23.483288689637412
44,20.991929367672686,62.06358511792636,46.599020227262294,52.85400071582009,70.54025509106648,106.3216570296829
45,1.5847033971793207,45.34300342689484,33.50015868941076,56.4858320406559,80.74482632823661,27.44058069610867
46,5.653352719275667,42.895130438069096,46.20554623361129,61.98780397405981,72.44231626683273,60.942200002213276
