unit_id,WaterTempAqua
0,53.39384365697918
1,55.093451306462875
2,46.831163099437575
3,61.00717254603548
4,56.52225933825855
5,43.390053338137136
6,47.70023992073126
7,42.74266915414229
8,39.392362283209316
9,44.980963743387875
10,45.944371901851085
11,69.46160690537604
12,45.02300573889978
13,43.502623277230214
14,43.719427906639964
15,56.09870699996729
16,72.61428942486548
17,44.47878257474243
18,55.86036152228047
19,43.11537672557305
20,37.39075122614008
21,54.634994731556084
22,37.12163297008737
23,31.4785201380892
24,36.46058327520945
25,72.1658072091212
26,44.96740370949481
27,49.61933172846093
28,58.883138615113566
29,53.97118565081774
30,49.02065880145024
31,54.44545062208585
32,41.164271599220044
33,50.38135131116478
34,45.483792489356325
35,49.62259948764279
36,44.7626386604569
37,61.51051227317914
38,47.741610965834234
39,43.05908097281668
40,69.1768159691473
41,37.34368303870968
42,33.924498843510285
43,55.270002089204795
44,54.05862357210485
45,32.132661436124444
46,36.8867839125197
47,46.81527741044431
48,84.52565536561897
49,50.561877229716565
50,60.10672973187542
51,42.63085464779844
52,51.584169949700836
53,58.52646640180069
54,38.93565623494555
55,76.5717422480682
56,43.911028094422086
57,44.86844202619306
58,46.542534008488815
59,51.418248111528925
60,46.572661354271304
61,31.155755268784237
62,41.890128728137334
63,42.208656803184475
64,66.25974267083959
65,45.685320605102206
66,32.88275332521834
67,52.945638050351704
68,35.00088122729442
69,60.10834964304196
70,29.29135786102497
71,40.58298157604991
72,41.904232871187745
73,67.65671777903295
74,52.36069484527891
75,79.40466036594366
76,45.36084563423958
77,51.797390693858446
78,39.9194369314597
79,45.765894975026114
80,25.734985868899514
81,55.14825125899777
82,44.33348784665307
83,59.81766113937475
84,19.76398768887716
85,41.020839395117896
86,43.7602096845633
87,30.594185644661444
88,56.811391353017704
89,40.87274939761948
90,60.341530251112125
91,46.06172101269123
92,38.14676585778336
93,39.72210568520944
94,59.92653145581935
95,37.15497525552267
96,68.71341394557278
97,37.35805409413324
98,53.79492139552635
99,43.65230048244178
100,44.86081850070282
101,42.26876525509598
102,60.66427635369693
103,52.57209964905514
104,53.736640385042406
105,42.950709644045226
106,44.95743938688614
107,45.76683519219414
108,42.18399524346801
109,41.287029081325
110,31.071044679592134
111,45.710704768384005
112,54.981553468504146
113,49.33659521859892
114,33.149528197912
115,57.50487961883833
116,49.68120712186273
117,48.931692347835074
118,46.7144855667592
119,47.63484604550627
120,75.96899213989361
121,60.49954561733736
122,30.361898909892826
123,75.1974228961429
124,29.469889301153373
125,64.72056512802187
126,43.2387992245049
127,40.30883128025917
128,22.08627297816327
129,36.987910735270574
130,54.808634959576416
131,50.764348058901874
132,50.92880191272656
133,29.000100199859034
134,21.73148899236473
135,45.110507333388824
136,54.710312168616305
137,49.0370290162431
138,54.86648159297211
139,54.078245391055276
140,50.80432821171738
141,46.991066874273436
142,46.2430253575896
143,42.37753155820133
144,53.65852871004475
145,40.088328367372874
146,47.96290513268063
147,28.14451399125028
148,37.21400757555304
149,53.596508565198185
150,39.81845970374527
151,58.138256617290146
152,59.604190516196
153,42.00334232451978
154,60.541399099150105
155,70.48586295387494
156,37.01364428756524
157,62.12272001945016
158,63.82976372883476
159,43.7626978664233
160,63.28882655281065
161,47.253791825475126
162,56.835213579057246
163,42.348153387355104
164,28.5650370665936
165,52.61959248701948
166,57.80932588118462
167,51.784148969042505
168,56.38871893111721
169,46.63538205949602
170,38.81623875543765
171,47.44869667380965
172,48.37660898684945
173,41.0520246675167
174,62.12055850119108
175,44.04977808230923
176,49.57339242723086
177,38.10142400560411
178,38.176907625833486
179,45.86626997411649
180,67.79132493271074
181,54.33530339178631
182,78.43112514959122
183,27.296527356062974
184,73.79039074650976
185,78.27787248474387
186,61.436310993076745
187,44.200811109253095
188,60.83252543926956
189,50.18860418719527
190,68.1464057238854
191,77.7659260225107
192,45.77759962914096
193,42.949604568378255
194,74.99692959621382
195,43.575765826073386
196,78.4501900185159
197,61.91184341835076
198,45.85830912269437
199,53.07246531865208
200,36.72261592641255
201,55.235359862245886
202,55.66224088891962
203,47.9884615284052
204,40.13252433511444
205,58.33391320320376
206,28.538490053229598
207,47.423430710651076
208,28.120475156788157
209,66.45142354866792
210,42.155173488207964
211,46.19911517164565
212,54.187236228810995
