unit_id,HarvestBiomass,TankTurbidity,AmmoniaLevel,NitriteLevel,StockingDensity,WaterTempAqua
0,21.949252374412104,76.58690495675363,65.0612224258883,55.03840566801145,108.51272791191144,45.449994193544455
1,-5.239959554748817,52.78832641166384,47.92226948348396,38.753474613499094,26.351676837165535,51.505413287209294
2,18.01356471326644,67.65522902262671,43.4064335174798,64.02327619047367,83.82125355940205,46.60998428858095
3,10.574838089144858,65.10559471340378,59.168645286885635,59.555928473053946,83.2191243443181,38.721355209046834
4,3.9872924307004194,64.74002326836695,47.84190210458319,40.395784280703204,86.79281371172351,49.000006539017896
5,-4.55620976745783,80.49983227613957,54.166440164466,50.45396702184687,53.88681121902064,42.82982668316805
6,-0.29649944890624513,83.71425321713703,43.97859722253453,46.04948739149191,66.07122034462958,52.23305631464406
7,12.649047703182921,84.60247506101395,57.962785683454214,27.952075779114836,90.13154688760471,67.67667009409884
8,5.362483021329052,93.00622682621716,45.99803261055854,60.022802917288885,52.0890912439384,40.95597650960425
9,-12.554749264180327,51.764326339878025,43.168559295201106,51.26233066314441,43.28715318029546,51.835718341262655
10,-10.390157583518992,70.2527593141505,58.33000836536058,62.98441669527824,45.03288360398798,45.35228196640039
11,0.4373952122077922,71.81404046665142,30.1881374685719,11.942975672929363,57.815298220528874,64.10967018903757
12,11.675834357032235,77.68511845952568,62.102347508031436,63.880572109166984,55.304604968469256,71.79767424663831
13,0.6025090307353196,86.33250108107859,33.596136304290155,43.6770862617635,42.837807889870085,30.874408088147163
14,7.125178929393364,86.31531768416184,51.528029555657945,26.83860738541436,56.85896518880877,30.358765629835112
15,27.520773033676644,58.37891440549484,38.49575208493003,61.641434931730764,59.689576385560784,45.29158069676497
16,4.9534116795549075,66.40043011491697,31.071959742337853,40.10366170245054,87.13576695335367,63.16051804369049
17,-7.301805055434144,66.7465248437596,40.25906657124714,51.22513465208689,30.487454614782624,46.7814347552728
18,6.993183991135429,73.78922871048813,74.95753755116507,66.85545383543116,51.50004595180744,55.83745626198279
19,6.817647457088188,63.43680559968927,47.16115473954318,53.342068811952544,47.6437292915508,54.451760349125074
20,31.204894898713157,92.69084136271853,69.02065764849185,74.82668339836488,54.05605305533078,75.23618075192965
21,-15.02422262273079,49.90354898741838,43.78569640462231,40.125712856349395,47.732642843079496,51.337938860679195
22,31.85966362911374,78.15892111568905,41.6002308578913,43.2853899547952,93.7635130300264,49.32106498288459
23,15.274188096001405,93.95000977186331,66.93095273130041,58.65348215384438,92.89988619488142,42.34608198156168
24,27.974737312942832,73.00730019277718,62.99198819593915,57.39299078845081,55.45084636211947,47.66341917224483
25,12.126385516239083,57.1829693953083,45.17753155299701,55.527831459226306,78.00837590164771,58.67763573005829
26,1.122708988569129,76.08494843993687,70.35023043102272,37.37334802392134,39.60560035526975,72.53867434542326
27,-7.317937454390842,72.44208521770538,39.95134943650292,42.12605167876765,61.549576415500205,68.29971900897051
28,1.676998581200051,79.5603616205297,63.22971749458039,69.13382655226,55.34402679191153,69.65034869771995
29,-5.191340511842237,72.31389839539528,51.01994407146799,41.19054396147627,32.11461384380491,49.20258828622819
30,9.497817356759844,88.34921012877744,38.861460530915245,38.90780105993142,81.78613828116605,34.57576020452133
31,-3.2104852409363076,62.50852164086392,36.75384079991917,41.927978932320336,67.01648642684137,44.18867309416644
32,6.167736914935203,66.18817652430579,24.744298588514006,61.93004129694058,73.78967208631096,47.88601687093206
33,0.9452530538918946,70.91145435671584,45.37410384366499,45.32552137891816,25.12634811638101,62.89008681546932
34,2.7512739371764834,61.59733821720693,51.60087164490387,43.215258849685384,58.72558204570164,48.23041935135921
35,9.253029763561948,77.25977094345822,19.256325015669404,49.7491346247499,55.7864090028145,43.854650592677665
36,10.128576685341185,64.51905756572401,62.85677449766516,57.38786698311469,57.956964744558334,24.64749103491662
37,21.449749932918532,71.37936390988456,59.31346440504798,41.02050714576457,68.62669891404126,33.8436620270905
38,-5.818452750341039,71.43687135668581,60.02346294355212,42.11852639559085,48.590218344105615,46.509172204320876
39,5.4167594483227175,82.85793102553104,37.23701170359351,40.46786688916756,55.86310475490708,39.9713095324888
40,-1.928708362574223,58.61860416279742,46.57995322220096,52.23770646148258,67.20633198718407,43.79489087376696
41,13.269929704786872,73.67936576376198,59.4578180380808,38.4650008174293,82.9371088435972,31.421274379006125
42,8.603047282812692,70.66023762039599,53.58433663371067,54.0608532560747,90.27724937888344,39.262618462600685
43,11.321243405072648,76.88224881199892,59.70742179787844,58.86249915509726,70.55876883515641,64.34841852467858
44,15.73208274886671,74.74913561616216,63.49369106387264,50.22362947829643,83.77596110840811,30.358532271316193
45,3.3736748593735455,62.2264524131131,42.03350927432416,61.092696337183106,54.4019946457814,55.028503959161625
46,14.605859708465461,91.96545618924576,79.65953430569085,55.19966965554762,34.69197730385869,37.51088205040007
47,0.6815597596732643,84.2899220432859,35.028240378968675,42.25811328218302,40.2279260575433,39.96920301004466
48,2.509818246895648,68.3833113126771,50.296144093249225,54.27225620873721,73.63877338061285,52.617585107689536
49,-4.097603208812311,72.187321189902,42.769657924296084,52.85963487341289,58.56671651083856,24.43528491698565
50,-3.0068724284705066,87.95370705416201,56.0058508404789,18.671978583430064,39.336561679138995,56.71663041888162
51,-3.6208662806333143,89.47459122856681,55.058183950593666,47.53681412154655,59.78993562423149,55.89301006328818
52,-0.4886326103081817,80.1751961999928,64.09805038399631,60.22572614317478,57.938320732359614,46.37925771396957
53,-4.70954505126143,57.468973737932494,58.33625314520695,71.22624015404601,61.49821767642233,42.29994688628465
54,-2.18496782216884,65.73138348374738,57.9579698978953,33.34520318409393,49.10605345411261,63.31858105986868
55,1.4939542899019287,84.48566455333115,52.60722916206789,45.47464214598378,56.62483173777241,57.06191170597668
56,6.042641383553282,86.02927072387214,42.40726644929222,47.37152359880229,71.1756552406154,42.967557080585415
57,-2.1641467320226164,77.17444697426788,44.96965310310911,50.50471443790876,62.43926630577434,65.93757942189487
58,18.483036432126582,88.92076295475329,41.22476091809442,46.236967053146145,6.4535513691882915,30.581608355617586
59,2.414801731631151,92.49554045540233,44.20131563295436,40.7577960793922,45.59496355101677,29.24879652748418
60,-0.139589082839354,58.47646687611554,29.93616124790569,40.86810122792978,41.103034167445706,40.6778402292579
61,5.447574144812275,58.14116840917441,45.917561293063045,65.30625622760192,74.98084684438689,26.852501419840547
62,4.794834880319097,77.147251256542,51.17226503463527,44.428013477122285,67.64851378427517,26.313610682443233
63,17.09405445050296,76.95894533796968,49.58191548248821,51.10610162820846,97.98678191446743,44.300299889420785
64,24.274313371147436,78.42555100939151,65.45705729100244,74.06642779356497,75.48747396971706,50.07220960411926
65,15.309171502645071,77.67531334696136,34.72092934833077,49.79881825995151,75.41110026188093,49.91017233518548
66,26.577843011786953,90.11192868151107,58.70077352765822,41.50850851052011,113.21275195234706,49.49668956677463
67,4.237963813812062,87.52606001288461,52.33230317917566,56.99332760926322,61.34140882928665,53.65192923226518
68,-3.429884820424141,63.001113203875796,35.53268938359793,44.883100779944755,40.08502952835682,41.81996979534121
69,3.0093630326662297,76.95656078781357,46.415931489752936,50.01140165171058,64.79846676772874,23.470063814211585
70,2.7971833254823775,78.99964927256497,50.00529684372866,38.80624067865373,68.32574816652891,53.48286901827304
71,4.266908530470792,77.10160511336274,56.53504681483365,49.24051505487239,62.878030852944505,39.83059919689111
72,-8.72928587541122,71.92435348422651,72.92133811037627,53.31551895980306,47.64714506827785,51.24748727254895
73,8.327159300175115,76.99976796371455,44.181379414015794,40.91373131011242,96.16730409515158,62.432950542609994
74,-0.11174678737499288,76.73304617809612,53.33783442685137,48.26632699750224,44.38753027260512,57.89040822307979
75,12.449695873782236,72.0190073955927,42.23361023821718,28.368766730684673,89.89987058824799,60.66845108544829
76,-2.702249651624717,77.61921790276693,47.549061634989144,54.54285035433115,60.96722711204796,37.48906212487295
77,-20.665714245101043,47.61741972147474,19.76342363214761,38.77605404525285,41.76319260671704,52.26197782847088
78,22.631850398303936,69.1211806786417,64.17020351535184,34.94022180224233,85.68853469676542,61.43460760478364
79,22.221973634399298,72.59670241392386,32.3046323782546,67.4922895339048,47.90993102759306,51.51702227775384
80,-3.489101832600154,83.97926458570693,31.180355362021004,8.051535153335688,48.77737165654995,48.18879549528188
81,-3.670435227113484,74.41486255271535,45.399498265665066,23.848833400222524,48.40773301001264,56.95262777410304
82,-0.33464419200011,57.68880381691274,46.44237911901904,39.02783871800383,82.72674977115571,55.738912390085986
83,-6.666442096816093,69.80138864155956,52.24003321646873,54.93526681888595,51.05120631200003,59.28815327872031
84,1.9507863861338648,66.25245433822634,43.51165923064296,40.59124696422601,65.90172109507756,58.82552748843357
85,1.3924391881860778,66.84887377517016,34.140022818993394,58.32756382948906,50.6709996590953,49.70130852347332
86,-6.07751072736324,60.975691464959034,61.660234543984245,36.38580289734136,34.51938607295048,40.768343539614655
87,-1.50296763701147,66.71267274945556,46.92724905240566,54.833109580774945,57.14563793020728,42.78312244834022
88,1.8602798714444333,83.99194846675498,54.69778928139948,57.5017306592592,34.56448652981129,57.28995457036907
89,-6.836629537865989,74.54434121182403,72.57789935168036,41.8651426808522,32.79817510434238,47.91367052005914
90,11.492258711719431,85.41900976342298,53.24542258392485,49.510158486989795,78.54570998178221,63.45977834641807
91,-9.292612352904237,65.3526735847903,40.74078998701985,70.35513420900637,39.228288304750144,39.58378981701403
92,0.2412332858561823,85.93048881838963,55.844203892769684,50.497055925457914,53.3163054291999,49.95490873727606
93,-6.312749631416009,68.40395909351419,75.37242546106033,67.54800874708305,20.857979253679368,59.09302162838801
94,1.2626172654265593,83.22953745334164,54.92814113846829,52.00345450597128,27.49876903522527,35.401364293923095
95,3.6902828543414143,65.76151097576685,21.003567258281375,69.92920930881793,18.654314049445116,69.87551207988456
