unit_id,HarvestBiomass,AmmoniaLevel,NitriteLevel,TankTurbidity,do_set_FeedProteinPct
0,-5.763625815904769,53.02802664257066,53.93146268076554,76.11819795980227,50.0
1,-3.4701170641411023,34.33190450251118,43.79601668155649,60.02928651970386,50.0
2,-6.025017814457487,49.81516105906476,48.04808667599468,62.70469474545701,50.0
3,1.3464198791603676,25.159353387821394,55.295537555745184,76.14063987370592,50.0
4,1.7016477718792498,35.52887947974,65.00014532474613,75.59699363530532,50.0
5,16.367233596293364,58.13402167464396,39.45263498305298,67.72674897420576,50.0
6,-5.323199441493785,54.13043650092108,39.92480955427378,75.80458765808602,50.0
7,-12.616869953862604,62.31134183184262,58.133273470951586,72.66721466412177,50.0
8,3.2542249367718914,41.07825454385093,55.91157289654299,67.47502164728873,50.0
9,6.12791720419496,30.358056587321872,36.268592213773374,91.00460014346149,50.0
10,6.549501369864485,48.439800348015865,53.20992728305616,82.85032583449855,50.0
11,-2.5458254544503767,49.29931208915396,34.103573319922326,62.7307620666567,50.0
12,4.239712184257976,40.90126787203488,67.67462721715195,88.30989332977765,50.0
13,-0.7987600882307264,34.70318225363814,52.21374039276211,55.70172382141383,50.0
14,-1.6960602670207177,64.31342927785245,19.330817673592062,79.17456362347062,50.0
15,1.6209959745127556,49.88009172626773,36.52566271143833,67.83870329522603,50.0
16,-0.37321804417796445,37.22552514157907,32.75039189239384,85.48353011731265,50.0
17,18.41943179778651,52.099624893221886,35.50815306815361,77.01756703130052,50.0
18,-4.863086377624363,70.77949893939773,44.166477641017615,65.39355209772458,50.0
19,12.348014434688281,48.38869968253946,53.94758378015895,69.17564660748774,50.0
20,6.024563392155246,68.05079090500033,42.061032200889336,96.78442867581201,50.0
21,0.5515339331739613,36.537127131717334,69.90419334165001,74.81204037738237,50.0
22,4.8100353401491365,45.61510703832883,34.279039452346986,64.20813054015267,50.0
23,3.5413530492037517,43.68174229866834,31.16361526600103,71.38344362906983,50.0
24,25.2487564561832,38.81812652327342,44.092012519508984,99.7281758472588,50.0
25,-4.301623069165735,39.077047855594245,31.593824702596073,79.00261579115079,50.0
26,8.358609070068294,44.5233820597421,57.65214171640384,72.57039205985826,50.0
27,-9.8220042578148,55.52824597466841,42.29408935196382,72.97582541451648,50.0
28,-1.2585267692629427,60.491248985232005,36.952704805017426,63.58288681463519,50.0
29,-8.881452459636808,53.39452363798631,46.95063016951949,66.33594006731023,50.0
30,19.812842348825864,65.40509866956421,42.464002896557574,96.99659602187782,50.0
31,7.619031181874023,44.74062839188238,52.71082297949733,87.10811447344895,50.0
32,7.669195734417306,19.816182885223064,51.85272739847121,80.64823403230585,50.0
33,9.25271958479898,35.8748199029365,53.24722394585294,95.45318403931714,50.0
34,-2.019811031915638,61.33013767109398,72.77948299010367,69.17604554142089,50.0
35,6.526354783889426,32.553624962094524,34.41360069272346,59.419604185480864,50.0
36,21.494456934262345,42.73885084284302,46.928654646940046,91.81116002820387,50.0
37,11.151099143550537,50.65594005088484,25.037860244332407,81.20332916804796,50.0
38,-4.253446120354009,54.078506939710415,50.212892062904906,56.86146309226957,50.0
39,21.2990634390609,57.78434906524159,65.13114611597723,84.8168530680719,50.0
40,5.098486830660448,51.590311604208615,45.25336807717127,67.2239532265713,50.0
41,3.819125202364802,52.75873184400157,73.33325086305472,85.08779879387099,50.0
42,10.05279990389205,35.385209092439474,46.8581565690768,62.887560017101094,50.0
43,38.69138599402612,30.14788577224358,66.81499077414506,86.72283250657475,50.0
44,8.469022718239215,28.37455604077598,20.21046996024333,57.079897369405344,50.0
45,4.979986055220584,64.17190809950792,53.87042923882357,58.38854102683895,50.0
46,2.1378660372127394,52.58745432172326,55.23573903557944,85.71632571293438,50.0
47,12.573688896539295,48.33175521048189,57.0745768008212,71.41115638431278,50.0
48,23.937460495064386,56.3510179402368,61.44118409845025,91.12724076615523,50.0
49,6.586041435559178,41.14936115298459,37.156193072479425,77.46333269552571,50.0
