unit_id,HarvestBiomass,AmmoniaLevel,WaterpH,TankTurbidity,WaterTempAqua
0,15.665902184159979,43.19771977448409,41.194800103573904,84.95243927464549,40.75379164158088
1,19.799317519702615,52.095529935536014,34.431974832748445,75.39601566603586,67.31975747422182
2,23.950025315929242,64.5141448185972,71.34562924387318,78.55039288168017,63.32296271227612
3,21.414393032438127,58.24081762803483,60.09025025382484,70.78128865189322,51.996434483824174
4,17.137488172578575,62.20240365127763,39.25168111511466,79.57896935247113,49.11874659097983
5,22.693027517378916,34.73194222640449,41.367675854162805,78.9653435004552,62.58777779015493
6,18.329283190153323,58.92901842117412,54.54663858541677,70.1828484079946,53.34908369823232
7,16.351934426913324,72.62830495599816,52.49560627227902,74.56252553933122,34.31515672879822
8,15.895201636524812,54.061400431980694,59.095807843899514,69.7135382737996,60.262603837965585
9,18.48087967261555,31.06566985687419,44.11119048487535,55.430005625722174,66.40198430304247
10,18.84348929830641,62.066797728969505,42.47185381435726,67.89453400750752,38.01868792762038
11,28.658491172080033,40.32270980454079,49.32084757044573,83.01895974748615,30.523608024023012
12,17.472777554839695,60.45863071471914,63.94606385560956,78.03470581986724,48.60683279083155
13,18.92050436914108,40.23794455414451,52.90427054642812,79.78537297363553,33.55226893103377
14,15.709847604700135,58.23866837105464,54.19419936102366,69.66369920538585,27.999407962093702
15,12.463712750242824,43.77405523891197,54.1852205372223,60.9876021399693,44.329859033230775
16,14.402665100753733,51.85023531720343,62.15098525403881,79.64412063957998,60.97146520532489
17,10.515183631123339,52.815002910684534,27.68018767598462,65.45774081832312,29.2881912520176
18,16.99960922739109,60.87530991104255,36.135594846656524,54.97435622529634,62.4701818798874
19,19.74081919195424,36.70697450608244,34.431985842631526,98.0572605366279,49.84600227407513
20,20.527109320863648,57.2497532168506,59.40056305354718,91.79118786678964,66.00030376358667
21,12.85228270746467,71.33275587824066,37.76492313318519,65.49354388146584,24.883095602224927
22,18.961020114611856,50.00719645188608,63.14582988615893,84.86052136135581,57.72434349496725
23,17.291078098403094,36.689968569278946,47.91247126618102,63.53180441508351,51.23934447042232
24,16.96194354995208,53.660612103480226,56.631347915663035,73.88073823538126,57.818747847552345
