unit_id,WaterpH,TankTurbidity
0,58.802797069714494,76.58690495675363
1,35.621995785182726,52.78832641166384
2,50.088574912827774,67.65522902262671
3,44.043847810970306,65.10559471340378
4,43.67676945372801,64.74002326836695
5,59.89347306264148,80.49983227613957
6,58.52803022824534,83.71425321713703
7,35.986994030613914,84.60247506101395
8,50.775549880805954,93.00622682621716
9,36.28825221808891,51.764326339878025
10,43.321340588316474,70.2527593141505
11,39.05619543973814,71.81404046665142
12,43.66166378720647,77.68511845952568
13,83.64410778459435,86.33250108107859
14,44.669546351986256,86.31531768416184
15,61.03354048195392,58.37891440549484
16,41.27343091723378,66.40043011491697
17,62.86747670272107,66.7465248437596
18,37.21602380408492,73.78922871048813
19,23.507868537979565,63.43680559968927
20,77.4606549273886,92.69084136271853
21,44.819249829428585,49.90354898741838
22,67.27832403897008,78.15892111568905
23,45.96617544674974,93.95000977186331
24,34.25795704740874,73.00730019277718
25,50.56975472779394,57.1829693953083
26,58.97185548185391,76.08494843993687
27,70.3098042434324,72.44208521770538
28,28.100670691378355,79.5603616205297
29,75.25373686422992,72.31389839539528
30,65.93349204325139,88.34921012877744
31,63.207826500445975,62.50852164086392
32,61.14990240470781,66.18817652430579
33,43.93226470534762,70.91145435671584
34,64.62510565626926,61.59733821720693
35,23.485021195279714,77.25977094345822
36,63.5947496262351,64.51905756572401
37,37.94820504048214,71.37936390988456
38,62.38510259117024,71.43687135668581
39,41.50492629393422,82.85793102553104
40,63.179486369211176,58.61860416279742
41,34.58896372897102,73.67936576376198
42,25.308818542804108,70.66023762039599
43,61.672672626820955,76.88224881199892
44,62.36344486501396,74.74913561616216
45,39.545275978860644,62.2264524131131
46,50.40497831160413,91.96545618924576
47,61.64837891103706,84.2899220432859
48,32.02717067234176,68.3833113126771
49,34.830682391564174,72.187321189902
50,47.05067002907498,87.95370705416201
51,50.26602117452178,89.47459122856681
52,40.36395612742312,80.1751961999928
53,47.24641957953375,57.468973737932494
54,41.682426824454524,65.73138348374738
55,28.22744576876667,84.48566455333115
56,56.26867928814932,86.02927072387214
57,56.7903484732643,77.17444697426788
58,59.34824532245518,88.92076295475329
59,60.68077854290311,92.49554045540233
60,55.46251081593101,58.47646687611554
61,54.067420429612994,58.14116840917441
62,35.83843724126425,77.147251256542
63,48.573709344234565,76.95894533796968
64,59.10491608880061,78.42555100939151
65,58.950584168859535,77.67531334696136
66,57.15437126737469,90.11192868151107
67,57.33141505824086,87.52606001288461
68,74.13332693259126,63.001113203875796
69,32.851235174555605,76.95656078781357
70,46.02715358500819,78.99964927256497
71,60.27173931365931,77.10160511336274
72,55.236796419416486,71.92435348422651
73,42.94837848352274,76.99976796371455
74,50.383180787645315,76.73304617809612
75,55.214951540763664,72.0190073955927
76,29.136720248002582,77.61921790276693
77,76.24436644809434,47.61741972147474
78,57.190071938786616,69.1211806786417
79,57.62312141564664,72.59670241392386
80,19.97662860484234,83.97926458570693
81,68.52491390570589,74.41486255271535
82,65.39464969791689,57.68880381691274
83,44.005235910087436,69.80138864155956
84,34.938864361471566,66.25245433822634
85,54.34324890620344,66.84887377517016
86,53.12717983657745,60.975691464959034
87,42.68636970401982,66.71267274945556
88,67.58823588611583,83.99194846675498
89,49.17284013887919,74.54434121182403
90,33.204877519861306,85.41900976342298
91,40.7629816803511,65.3526735847903
92,44.807628579057216,85.93048881838963
93,50.45508770748002,68.40395909351419
94,58.93376237518567,83.22953745334164
95,45.10815072507985,65.76151097576685
96,44.92491923691618,75.30664874230807
97,47.4640230793821,66.80169390299501
98,42.456356123514965,74.54971117523945
99,75.13444061563783,83.99048596424616
100,30.619045292652203,71.97900073492836
101,54.5337284299937,84.1797426087689
102,29.258984034796292,62.8769859858271
103,45.147403150075704,57.31440072488319
104,46.329189663648314,73.30289499272743
105,21.34631536265326,83.98718254560004
106,49.40584380204169,76.78627689465365
107,35.14472164263095,64.60105105550856
108,53.46632269124379,98.13968838878684
109,58.68099769464545,69.52335599717576
110,35.373315410841464,71.75487647214739
111,48.06555611860878,59.53894245583323
112,50.99091673434936,69.18745026103275
113,52.44479497637414,57.531441033866344
114,41.61691198226692,92.39821556595737
115,60.663649671189425,52.13222136293377
116,53.83854954704818,67.20335259560153
117,38.982782311228064,74.77696765341786
118,42.004677964900665,81.31239097731523
119,47.61153552657493,82.29175180175285
120,37.71387796070904,63.22864698880222
121,71.77384572863322,86.53258889624172
122,18.81686747244942,68.23949164222927
123,25.014888187037496,58.543854230517745
124,56.11546237122348,49.08727731755226
125,49.002909569981796,62.55935487589178
126,67.29523221296634,49.26593572375018
127,61.81796843831597,86.99544616210332
128,45.51868903754625,77.03824844519896
129,43.70120022323017,54.671547460195306
130,30.139027697811525,67.36294851853894
131,64.91000412894658,86.79705225725769
132,34.18926143098933,85.88237425053264
133,37.828007290279324,82.49058595109334
134,37.1297500482643,86.05049500326484
135,19.742670364856604,79.3938900746931
136,60.98335378944232,82.86482635598625
137,47.45684174967539,85.61123480652617
138,48.23852477125021,80.01520679159756
139,48.04902905001941,65.23514306850119
140,29.67065083109242,84.88686340712037
141,39.5457421539632,89.90543843037086
142,42.105136250614265,65.66434826910857
143,30.927793389354544,72.42179117415706
144,55.1556047953485,72.49271601658404
145,62.68009892577372,68.34331307940134
146,30.604915573129837,74.8093529041132
147,40.6816183536113,71.75961389679873
148,59.23222368478438,79.13217748268593
149,43.45705940692774,75.83296333288587
150,20.00852160490932,64.606226358653
151,40.444561129462514,95.04943911966726
152,55.049777215153895,71.78102551345799
153,63.339551528959255,76.93955538253161
154,54.98658765943393,72.5064040809446
155,57.09633452632794,70.50272909598688
156,41.90012471626412,61.08813874679276
157,70.06932012020881,64.61263698007123
158,63.30584883345653,63.90974251040847
159,52.14634714871128,57.7201547689618
160,21.243226759449406,78.86419183102774
161,28.568067432988336,65.08714767020767
162,48.88601664101208,95.42962251795844
163,42.46626944274326,109.81868259114425
164,30.29374215970726,77.2574002906188
165,55.0411094026359,100.79977395392531
166,50.58901117650314,55.03350814353587
167,56.80661379466264,59.86345794682206
168,50.818863195598794,98.7243272700743
169,29.558541087130248,82.34934837040255
170,41.29859794013185,69.26724086435772
171,34.5886470345247,76.9620893094261
172,70.03745070132751,77.94082435853392
173,56.513986157304146,92.17010967940078
174,48.37888035043449,84.7877572217091
175,41.147220904253466,79.37356701157324
176,60.19155037086005,73.44838003074838
177,44.37614112331919,85.43806678217041
178,55.99653759233276,83.90422739272202
179,29.500012776559473,81.28467512671693
180,60.21682886318609,72.91354594927249
181,80.03455586945913,74.28400473139835
182,67.41136886540838,63.10491583248491
183,38.67607022125491,67.31274187748765
184,34.05324202462989,78.24950217602789
185,40.55871401574031,77.15568826684436
186,52.486802154778644,66.44922576830629
187,72.97475715319814,51.28849333993475
188,32.41321428984384,67.15708603105752
189,36.16003942932396,66.8806752181095
190,30.063207500311155,79.34114832471388
191,57.912303743118464,68.0390192760246
192,45.10212565431685,96.04276254105059
193,68.22590235029755,71.36227438277228
194,42.094310656388835,86.20232941318874
195,62.607579378295256,64.63556889211
196,50.24132618769429,47.99108352703554
197,70.52371256983005,72.6343310262697
198,49.233700816462644,83.02405941973494
199,45.56638798515348,71.52562504154054
200,51.05250862388368,85.34444937574793
201,35.76133075446271,79.96057087784122
202,39.88320512249376,82.07597266664683
203,46.48786430983391,77.96182858111361
204,57.59564121809575,75.87236429248414
205,32.41394253400337,89.26782225203311
206,45.7031161985128,88.67613360994385
207,67.74739894164776,66.90685010317904
208,58.99355687880749,81.11954108840312
209,33.39187939344573,66.01450887678611
210,42.304755402427126,68.86598603697372
211,69.35320170464837,61.901051021457945
212,46.70764815287592,58.30130498254915
213,79.46715385642527,74.05338800145098
214,66.17083513217828,62.88847008702642
215,37.69749395650303,82.67871287176268
216,52.47357112154681,87.56445851821047
217,47.98975994095759,89.69915727217986
218,34.78319210072047,50.81193493821512
219,70.18892183154286,88.87147983024332
220,41.6853962629409,92.6769637287374
221,72.14209645587292,80.79753088850482
222,43.95365377151357,79.75200572374523
223,51.915000836794285,72.5551200839035
224,45.20134258595285,70.62283757860818
225,43.12922302941695,59.19857047560602
226,44.49665031878995,53.598504937866096
227,36.239724524783995,87.47898443309994
228,40.32779281278992,62.020931288711886
229,43.58656622570294,62.15269067315616
230,40.41811221352803,82.54470178190616
231,65.08277043847028,66.82868671209137
232,49.588034230615776,97.92024234420326
233,55.845156436312536,75.64697996997695
234,61.07191364400673,85.61920392170119
235,38.59710740487828,68.78464011531784
236,52.26451743820239,57.17723200505057
237,45.889619445046705,73.08043293985374
238,55.44665871664073,63.61149535703029
239,47.69937166082957,67.81997746082499
240,42.41604509510982,79.32038151548743
241,42.83932987092055,53.75887101897194
242,41.095143932005975,64.91037126247465
243,66.06014386688662,65.70852131652298
244,59.82515722968523,94.94030997537597
245,55.1639142877648,50.664349605709475
246,49.02531766224337,74.71376397506243
247,30.30981151066147,103.9823997158065
248,32.99297305272796,47.559876925770624
249,78.24113245857778,79.88001582960612
250,52.49807697607009,83.6329093996909
251,58.09454089617252,65.66903429582597
252,31.632368416919704,68.76306733860666
253,55.33255055721061,89.688715683716
254,37.431265872412304,62.15961259637105
255,52.74193643613581,88.58890540961546
256,50.04037061171696,79.07100877211995
257,54.572533120354805,53.9159254677472
258,61.07389672711254,65.30055592809276
259,64.04380907703627,71.68480909436266
260,36.88843572916767,76.87133983576854
261,50.40873400924529,64.92194322092855
262,43.3901209809825,91.5706455853412
263,41.116907728770045,76.5672147705292
264,63.57243173219925,96.19667406816396
265,79.83967948003489,82.97504873103105
266,44.34578480604489,88.2441532108959
267,41.96200593602001,75.09475960085425
268,43.00394853529679,79.166403363435
269,60.58168613101008,85.59156241544682
270,50.26020441997081,63.06894948876641
271,34.8931673549444,79.79099708335944
272,59.51391453715911,83.9636713736648
273,62.93074239640968,88.88336107629463
274,46.96851353092716,54.723147091913674
275,71.64082945728588,81.38450811881755
276,48.510767776967256,86.95441927893377
277,62.82677767905103,81.47704006520478
278,61.07111439699255,62.33017855675793
279,51.2227460733936,83.75571167390189
280,55.86942614037588,82.06623395990982
281,50.795706339436656,101.69035994048225
282,36.816209112205826,86.51144583924204
283,87.70809672980937,68.26829039402787
284,65.18859615981,83.19668985650148
285,45.03671310229325,55.28256361158668
286,48.95506920927713,63.515236596310004
287,39.24601508155999,74.00211422782877
288,58.83831707962221,73.36058062304333
289,46.475636157240196,86.19434093999763
290,47.370319815804564,77.77101702043207
291,41.711297899336245,72.8774159057024
292,42.61734760038677,84.80188009181751
293,21.214334714794393,80.15512551887464
294,48.649565018150064,71.25322560435036
295,35.47820919700476,68.96301663626551
296,59.054124485761825,75.67307012086495
297,55.63298837327906,85.12889996788128
298,57.568182852589246,66.53572446434086
299,54.255471312540784,88.74339716278777
300,46.62554211706723,68.43738466063078
301,48.40217757458047,76.30443830071073
302,57.87896930639811,49.88204673318911
303,64.47456645598727,69.5912711920104
304,37.50255138288135,57.12730396712078
305,44.84686537896679,81.91212827401023
306,51.22739702156768,75.6887936884059
307,48.937479165753835,70.11259964593164
308,16.0005560983216,67.42606152817302
309,46.597900311620535,75.68850716210791
310,56.96757781232161,75.171514789757
311,60.74543886309111,39.94635794348379
312,51.414189098329416,72.64570120969077
313,60.77349098959275,82.66699923632835
314,34.61496777243459,65.92103958432455
315,45.22854390012934,86.60093153687849
316,51.879625987152934,67.49046154160786
317,73.25883056308079,64.35474269674292
318,61.30585469334882,79.89059966043563
319,39.433664767876664,80.67668698701587
320,63.34389003149886,74.9445078202777
321,49.62973405347623,82.17569278596133
322,58.441246838562606,63.978224638878466
323,38.810370860303976,63.45877534123902
324,52.40143538466548,74.83309059465054
325,45.97877002143759,67.59385077442876
326,61.15044069434941,69.36909636715808
327,48.22171603043091,76.19904770199668
328,57.30914347124798,65.43851717440953
329,73.60123786313498,85.43304162688977
330,48.73303349813255,80.88802979669762
331,28.586845618089736,77.70013351287135
332,53.90260779855313,86.20540717238462
333,26.067963150189584,82.67477525254252
334,48.29446881487066,87.536088291593
335,58.27108556408456,79.13789475176465
336,69.67509029853343,60.71610460179872
337,51.02016670492823,84.69844158281947
338,52.177287006479645,92.30500467656367
339,61.590327684759245,77.23994218163497
340,48.11430317315687,51.14743720445462
341,42.735543378941166,65.86132585984448
342,65.181298722295,91.47754762502531
343,29.389470687885957,68.07310608318666
344,38.80555038566142,81.18408600327805
345,58.23260416854056,62.86823965299607
346,51.50716112327584,56.20322237665469
347,47.727411917500106,101.53628571874262
348,36.29222177633005,80.51522448760541
349,75.44710025426313,74.8399114391768
350,30.211021054086597,91.47707975895528
351,61.31414479544938,81.55915122229499
352,48.08844460942973,55.63065982872572
353,47.32022541798757,53.29757385366488
354,49.91889496576675,77.0647949083303
355,61.31835997622674,68.61605932692589
356,34.96931748824749,78.9250495831323
357,55.52758644237207,63.118017090768404
358,37.544997703539856,100.19830293048713
359,40.70241349085749,77.37376747760055
360,33.66168120755026,58.3002410937043
361,32.84723432142065,78.89721064470424
362,68.62655053003529,72.96504488507058
363,75.99389264938705,72.28112630518069
364,55.01727096997609,91.20868066564637
365,34.625271060667544,85.21409412942288
366,42.048783069437306,76.41332521265984
367,42.66554027335123,90.08783870313215
368,23.520165943329257,77.92168397952408
369,34.99790699336009,67.41973393224617
370,53.84858822963414,63.15745644622502
371,61.63515799109343,71.34459729460983
372,41.62427857467366,71.0868954990412
373,39.55736637866235,63.827531731867204
374,65.63280257413271,73.99812027276798
375,67.34419233109145,45.042280515718986
376,69.07592792438247,94.61591848851681
377,37.410528045174175,77.95922129588597
378,39.46437080672677,77.20024648870209
379,73.4484128369674,70.0421218458549
380,47.44891723965154,63.188684485109405
381,55.52830843181662,69.75141903747394
382,34.56474450565167,82.25012395903566
383,39.90836700482559,70.16897291312117
384,49.714800576227795,77.85730585612916
385,47.69795916775305,101.66240365306766
386,27.210077982561398,81.55347821168621
387,44.75257698476939,85.91186202160662
388,46.50331091849611,80.17818238771758
389,57.16854516199024,74.26428038965805
390,55.53213953743574,69.90423236927464
391,46.98353845090531,88.80762273903179
392,55.603569655351194,76.68148605064705
393,60.58694181769544,79.55799263103893
394,63.21265859710758,62.032985766282344
395,42.58111146829906,83.81546721032417
396,55.34023278372378,68.79867922443626
397,71.06332123098315,68.00391591271678
398,55.190976718804144,57.21611200983781
399,64.23842406316031,77.41704515579194
