unit_id,HarvestBiomass,WaterpH,TankTurbidity,AmmoniaLevel,WaterTempAqua
0,14.723778421341775,62.71994101412509,78.0144405453798,53.211884463116796,57.08770245036719
1,19.693505581808772,57.03232394701253,63.802526075584765,51.1182708795642,65.53802835261183
2,15.497464439775138,54.36907039745421,61.06432843921954,36.38460960369403,39.881181296550785
3,10.671155794753368,47.87187654291058,58.20744569926507,45.29730320635231,62.648913257658684
4,21.81607940676581,50.812427437416844,77.05142364995561,56.014842747189164,57.54632539745334
5,20.682398147848524,61.6992445505213,65.31901532818495,55.91334951766695,57.00548898285264
6,17.382842683994475,61.64287533442151,77.1733866761124,51.77126765233819,58.61295789114893
7,12.90019526950346,53.48767335621222,75.90304161471985,51.02248844035804,46.690604931863135
8,21.475055423048783,42.781111565288064,84.93371987145561,57.46745855204016,23.884748031286183
9,15.999296008999103,35.802220734530835,74.68567054245223,44.61286578597979,48.977261969672696
10,17.33447715811084,33.595970691039966,68.54039761163708,33.68256825549499,57.63772817843225
11,22.787564882821837,68.61553506203586,97.52719132987849,51.17975994187154,40.49809170131706
12,16.822615512966085,39.35155812313591,75.88451592064973,60.158535541894885,49.98258270418979
13,18.50808098004986,51.105664720373376,97.41172887951639,54.8434034269607,55.54455755605993
14,18.88005170903947,55.71794572600364,60.00702673940517,65.43469263043428,48.20907786181877
15,13.730170523813282,52.59167625712186,51.207475194040555,47.943381975859744,51.36670710222389
16,19.21021968729201,55.4179544642755,68.17806455080472,38.751803370190565,53.02349521999965
17,14.306213070758698,49.946189752713856,80.05659137316898,55.601460936090795,69.66616766335484
18,14.977212701390616,40.21101353915574,66.82134547279901,48.013553907456235,35.783309873310735
19,16.52141535358915,45.22552242609833,62.49116480537134,36.528327177985474,55.82759132971761
20,18.378976126656934,48.31457309362648,79.83160906738658,43.973626687319786,51.136099049588175
21,16.430380904253635,47.253682129772216,67.30472074472293,52.1970409042752,45.901539294614636
22,12.105496225758515,33.28149154262952,83.92466198204201,63.65800406776038,59.05598350274177
23,16.59007553937682,48.118334435526386,78.1697737517286,29.62826306381919,27.100850965306602
24,19.630465486368113,44.0261133682795,72.53365331455379,42.67082777181714,60.35112063907298
25,21.71964652179857,47.94376847651948,86.76538388527747,26.650367518219277,42.01099578300694
26,14.984232685339418,48.86312203933193,65.54000364837313,48.03664141401717,66.0123267488852
27,18.50103090490132,37.310581372776916,64.6635398090602,39.623639464649116,52.74212729610937
28,20.302015114682753,43.73984814740474,94.09670830806728,52.18573188091463,53.58765103425691
29,13.440001506758014,54.628017112529314,82.47650533698447,50.39498606190328,58.448094192307586
30,20.151654955137708,44.63215211198831,96.15849759737159,58.654797063123155,49.47512808046405
31,21.598601171781922,53.56854378833999,85.15539428206125,53.05913377005218,65.82416421348542
32,20.357943660117428,35.71100670725845,83.59421111322901,37.718861063495986,36.8837762345987
33,17.5116514935987,70.37302235947192,75.8829097097156,42.04829684765644,28.98943422406898
34,12.882018361462004,35.17203670203103,74.94540879083462,69.99295905388155,47.78132933122687
35,20.432212871487824,52.492005130652196,88.42215641216941,38.750481238997295,41.56888104899292
36,22.94375221771798,41.302905394515875,65.67991117373404,43.81878988193812,45.57367986244171
37,17.860998978274832,45.52678627348893,86.97398032784947,38.64575187843026,69.57460399009
38,14.718935001462327,42.19008181098537,73.64857901248087,45.85405600200632,40.50127025832455
39,22.468614034337413,50.52464647757661,104.12389042512352,25.67835394983874,60.631707652108325
40,19.68357309713874,36.86769741490524,83.77943768756326,49.659749290663484,27.354252174208675
41,22.21514069589157,42.679914885126095,54.226450235088436,68.33083965761713,10.899959844635669
42,17.629274469015854,72.3809168289583,82.8842714750355,46.67975388797122,56.376091057777934
43,18.356111376392963,70.16224512591081,69.35751180963508,49.99051523333667,59.47402811920308
44,19.891889586394157,49.66204333244118,69.54642964988432,48.33135554813788,50.36511008261206
45,24.09323376491581,44.05210583103139,82.42425179519411,47.26975632484814,38.616195809168914
46,10.630503365409576,49.832587566452794,62.161637085263884,78.22125800007099,67.33001494015002
47,13.720026966372606,54.41424291211252,47.0820070778067,44.68162474556362,37.15358291243892
48,18.847939267959223,39.12733399868524,86.30603535884617,61.97511235974091,40.85402352809493
49,15.899798670223266,24.83313614196518,67.09773140216156,40.398887607965094,57.844239145315136
50,17.909186914349053,45.65077052946131,58.52836052289292,41.379111517064516,58.49134239957238
51,11.338026516062822,58.646761993583596,70.14209252450598,51.433313867089126,57.11232878283645
52,17.284793030592432,35.09388148490628,80.24486502569039,46.332522760164586,49.27735673549463
53,22.607305046967234,31.31293735491266,85.0816614142519,66.17923943993102,52.22396486738893
54,21.561924465726165,50.191257115071885,84.33868722842085,31.768977135609553,64.26892706426665
55,21.012262395246957,37.416853614132485,72.9822667721067,67.42184507600088,51.12861275367658
56,17.826599038325135,36.42860953089276,97.43099792600948,48.477922881721646,52.3723246598441
57,14.402615927149322,62.96395766223899,84.15056922052365,31.2934824666266,35.37988661337945
58,21.154520895479042,26.589854757041234,90.28099526136567,67.95931475218072,33.27614946272409
59,17.229955729437375,54.636609630556265,78.79080938095791,40.17486937331175,48.22681112427295
60,17.595987731136404,57.15418526421776,74.97458505070475,67.52933913012893,43.24268084785622
61,20.56054733737729,50.610195713510535,71.83843945949931,41.814309145974775,49.28203117628107
62,15.108180406062884,65.1898382339764,53.4712626404533,59.10354382000121,41.1064374031563
63,19.43793111108582,44.62688395849585,91.2062706839763,58.05733665342592,43.515260515701044
64,20.843071582721073,52.87521837738291,74.89791989570708,65.44028641676998,54.55371217631659
65,21.56541813921843,57.806613097820104,73.9358612827623,47.859866937753395,55.71816098065126
66,23.870498199893163,53.722177518347536,82.97818050162752,56.40519685803257,28.354054085226398
67,22.820840950935395,45.086495459798165,95.53129127620461,53.746247934869594,62.22624168137083
68,17.226860859537744,27.85878785598408,68.47127161131237,45.74420720377043,61.49739765932272
69,21.188836316454523,67.95253071429555,77.36383505030095,30.789203964344438,40.459762774075145
70,19.109228830571674,29.216425973762043,63.60487291829071,64.24068114251787,37.35708333862756
71,16.920702127757025,24.133551814691828,77.42680806011205,54.034257621181105,40.68034855990724
72,19.266966873005707,49.02070244081587,97.576781585278,45.29782216522206,62.14382351988475
73,15.264003934174749,52.60327115406837,76.30130590857586,45.536530511402304,54.70646874804327
74,18.853765534957326,58.538316047957295,75.41375818536952,69.30113386751928,19.65850283205501
75,20.36250263727979,51.42222176439695,74.2084894375977,52.56647076567896,44.38838212270428
76,23.34107058933173,53.23353258134672,77.91545082435032,55.119279395302755,53.22993406819846
77,13.249134139044397,26.49600707997299,68.60081065253968,55.614356150787046,47.578873073876146
78,19.28245245777635,82.45460833436573,93.25913133991419,45.84328595739832,67.7204960575548
79,12.969184989557762,49.74116470769597,62.747198634211614,53.09178922900369,69.55363718532513
80,15.87243024541554,54.90865002120114,69.45740366800574,56.483711830769565,39.69835822108043
81,14.856151538539576,50.15321439488241,63.36507435832953,75.68011992086252,54.75043548179397
82,14.148129842419845,57.461650264790194,75.94637729366583,30.672512138773538,38.3978185180898
83,22.078080433750877,39.27397186634516,78.78340177168066,55.18498385202627,41.21873677721308
84,19.196520482554515,43.35071757183045,71.50795877592664,60.656848901150504,39.00337416653971
85,18.737945657298763,61.363078011292494,75.26740922356888,67.90229058949771,65.09016896545917
86,17.834097825790963,58.01280250360042,53.30621282111173,69.31563452639088,51.562360131247125
87,19.407068710557493,60.84916551258795,79.72387579846648,54.10093769515982,73.7825422142829
88,16.574431615093093,29.70802520792185,63.988255340504175,55.31305490356353,53.47095368099581
89,19.33530100062344,46.47514788815678,63.24504853059969,88.33973106235047,44.14776942643112
90,16.003577991470166,53.31671282013856,72.64056375476868,38.08988027745676,52.17155360349959
91,18.99546437731363,52.33821251188942,79.37883000529143,35.46342993842218,42.491196612366956
92,19.943461502754804,57.60511053869928,98.39171327332397,59.04948969519427,66.02960892771789
93,15.597929094020405,38.03864889890073,56.4686120901481,64.72608462212679,34.741849194150646
94,21.761816008401773,43.530682005414185,80.82504512888062,54.020975092146244,54.5999534388915
95,13.431922741021978,45.914633764991585,61.6749581063758,43.51753627264852,24.29495697394092
96,16.486250665385242,71.09829112828336,73.66801652052422,35.44816342860108,77.79257952088548
97,11.515018187632233,49.149894276183346,85.56372226468736,34.07543026352142,63.73388970156738
98,13.258034260485505,27.53517787674756,86.10217615044017,43.64716869077362,31.250091458436643
99,20.2402104696065,47.95646721689266,81.60556336506336,50.94967854205959,43.069520798306435
100,19.317352505311348,15.236735940550293,61.1945802735089,32.8474286550964,35.71292482938094
101,10.515659989135028,56.409526102298486,70.38340512829393,45.573023286987755,28.69815867257342
102,20.602881141868426,38.320249836786864,86.85454276462549,48.05155152461494,44.89924823665885
103,23.1652545346712,45.69914307553146,77.75130699294047,57.4509618600633,20.43339000743062
104,21.548455014818813,35.46394875268267,70.25809641795729,45.80472135304772,63.94579809174796
105,14.249770220555298,30.28623128094905,66.35412676023098,53.44674290570009,66.96569937596978
106,19.450334908923466,45.750543267730905,64.30320099714223,54.61572177769329,21.91048762565178
107,24.46877502674962,32.193478792212574,93.68377446692853,51.67381915587482,58.53768740221719
108,15.362261966341919,67.07610337382636,78.53242219430223,53.7711591042023,45.36941924609925
109,16.994434690310452,52.72812323683789,63.660405556218215,59.070927414111594,69.77550045430856
110,17.051279042633123,46.56340563937579,67.05811852712516,32.80294423247497,68.89907828912646
111,20.03426812525965,58.9970993078891,87.07979583242157,39.915963372906916,47.967788724618416
112,12.120983360642674,59.34018424677331,61.0130856110731,24.990174434878487,71.08595854486873
113,19.416663419823838,57.24100761523398,77.28795995023873,46.998338259708234,66.84014611719829
114,13.066928988242744,32.80980470824973,55.92880297953806,55.708433347655166,52.834550010708725
115,17.418288095776905,45.137567839276606,64.51186561340602,52.19779599618934,55.71228938581239
116,20.64919767604084,40.00323479566122,83.71662677329925,55.363562597339836,61.591714026163515
117,18.287898530926785,50.53085595891312,82.9212802589611,51.02581654600312,13.86435658635402
118,14.004097132758567,60.23240191019458,64.49214573552662,32.40255123758995,52.34267530221538
119,14.457316088265182,23.832586141810285,64.23713986602026,62.452788138343855,58.625136478364574
120,17.240029312980838,51.79962200767166,75.987822312273,54.64569939437507,46.5323224870815
121,21.47737888694959,44.04358105084813,74.04793633821471,53.36933222802376,57.087292860477106
122,15.217400037591943,41.02982057331191,77.63535683138693,44.37197366546699,35.51857580308116
123,19.279477472519087,76.4851084179764,76.57198411130759,54.76333338881781,44.551465336147004
124,19.971790350733272,46.53204315853868,76.69794378716384,46.88936387266479,58.01088139499957
125,16.58166435038254,74.92203341439131,84.1013927726533,65.76066352134917,59.74197292649565
126,17.022366590915958,67.3990845351829,77.84431145564926,38.24959772815208,48.730217682929705
127,19.197762879875487,66.7992077413161,85.50431586955904,38.88197246155534,40.48648860325851
128,19.562684320146964,60.132099770408274,89.15956108349307,74.49051690332627,60.6690910846447
129,10.366015736459033,27.173454174783085,76.22938349794924,56.10168603674272,43.36180018602837
130,17.640944602422675,41.01609281528192,93.0111015607993,43.957097553797475,45.78682182784457
131,20.430144336269517,50.243692047396564,68.08532711953319,69.73637798195546,50.41184125773496
132,14.243590211816862,66.22311420656156,86.50342797069267,61.451467011730635,22.087421391375678
133,20.38424622954352,50.967150385020446,77.20891463922742,58.98558358344408,39.63032452351594
134,14.4316297188109,58.835778428857864,54.68839485394151,49.77295298966314,60.07871894671427
135,19.749552110685244,54.157905073986626,52.36807004117258,61.73170394305013,57.3423644392132
136,18.038304574498333,47.97053190356114,90.73532088784816,59.12626322551487,42.7027824887878
137,16.981338728069097,35.528652682686264,57.5798724346576,36.45725459664511,48.15714777398554
138,12.227380500414782,31.191195360027976,41.66537555604742,46.934312964662396,60.647698354581195
139,17.9132741010577,37.22667455655743,82.14563339521011,41.05358197259164,58.50741656152151
140,18.773653219591086,58.38468827377911,74.4440962253501,51.643891075589465,58.293525895022974
141,18.947365490542676,70.91035363412051,84.06667213727843,50.752257821250005,42.975598607626026
142,14.884256484122815,55.21910875015665,68.24719800779123,83.76982127800878,50.83592214265074
143,20.38189181683878,52.39974662757932,73.91748760794337,45.62721248183278,39.35700940808043
144,21.0670928104813,46.240606099127575,94.17137863865038,33.99207177215051,60.241949166501094
145,20.230086633721413,43.25950441889607,87.33229232022741,47.32740096045087,39.02954572929035
146,20.273660296323737,60.81475534395712,89.08154083537754,28.89771869224951,57.07793255850284
147,19.853021303669404,43.96137443414078,70.38254590881134,58.85874271436481,50.68633100884621
148,11.10136860947524,50.16529463849344,78.79647383927889,54.329593185893096,46.779185270964255
149,23.26497699743161,54.9820632629114,91.30120044463497,63.95424714540158,50.97017610345565
150,23.723169832081577,36.65907728800949,84.88328798124965,54.632283345126986,48.74845980681552
151,23.41159103822833,39.8018814765231,69.59520364711005,38.24231393980212,45.67275984349773
152,19.632941926682513,52.373995399189525,61.63461951765903,49.72685206201381,48.42477885109245
153,19.126867387337203,60.365518522172046,66.82505737219283,21.75760404948984,55.45401893519958
154,20.959457978955797,28.872441856727118,82.62928224503807,42.24908100988608,56.59249699567953
155,19.47540578815818,67.1322004437109,74.20121112830464,49.60763486907405,38.99499241014598
156,16.484725604514743,61.3777761956818,74.20807358576745,47.39614366455986,32.04826243362309
157,21.050000904815587,42.95739624217498,67.86113692000816,43.68574557931673,47.87512474629177
158,19.55415426323336,61.16074943600878,60.112787221298184,60.77773691562618,34.19438025861611
159,24.161814277956115,48.435697085171896,98.64151508205643,44.620999827701034,38.68961482995772
160,10.94795504994589,40.64342067771726,66.62254089026072,42.64059058096287,67.80410042190834
161,20.269590709350574,42.14035954482514,69.28001203768241,66.84768144902921,45.332207670833895
162,16.037540712160613,38.83606528018662,63.09971686864939,49.325648881361566,39.92462774567892
163,21.955082608185478,46.52356201971633,69.88336557692735,45.216450076220156,50.82999605527612
164,20.30470276724322,51.147311752330886,98.12160456124914,30.964556163617907,39.33415386259223
165,19.780096993936024,58.61748710913164,73.02335225090017,64.14249761477615,63.79936704081935
166,16.48131523152253,61.76334118800043,78.8968872832696,28.599285348522898,36.83750869394889
167,18.61884139566475,35.72587199038626,84.00574701009735,60.43788871235219,53.37154287199887
168,18.8616395093215,31.68211195989196,78.92023679679231,29.08458910672464,57.46661647865571
169,15.590742033513688,64.23383343687134,81.19761845891293,54.975203778675755,52.29148695314895
170,16.49919331735666,53.57494874180508,68.1749190544493,64.41148662934273,55.23216640380412
171,17.77578261599141,48.35853923301399,67.38677934423555,51.92041468198107,38.44151274965934
172,18.309631725258143,39.90410739216769,89.39295677209519,41.725721301717066,48.60933386075772
173,21.05242389235356,55.945732030853016,70.34942479299094,47.82613832501075,51.023417801598576
174,15.029960472761687,72.52115956817163,69.82030224617617,57.4250334330382,72.44660384568188
175,26.39585473521459,39.97767355604097,99.4984474582719,44.801083357621714,44.302429196471664
176,16.73336267911539,54.63478256351876,50.49517238255208,36.75007714077223,44.92425791482213
177,19.8720449748815,44.4725432769286,85.50153336277626,38.067531569585014,67.35395391226855
178,19.29621253705012,63.75436714664205,78.82194555088795,49.81856068941867,42.582468776722315
179,21.122419764057167,59.53944190492086,68.9173102282629,84.02740108491082,22.018288200729558
180,14.24243050879964,66.01798943778385,88.62599769783998,52.40128984954083,60.800359471009514
181,22.495096594142773,35.76513676321682,96.91246474223091,68.00305542995538,43.40101993557017
182,21.984573050924862,47.16891614173286,79.91941872326622,69.60747685213536,53.61843125680789
183,19.617822960207583,48.557998644711326,72.52124457876859,41.16257138224959,38.96694928387264
