unit_id,HarvestBiomass
0,16.550254316608935
1,19.626715725544855
2,17.711208381456423
3,20.964961022654137
4,17.44028058344867
5,16.11010026096104
6,20.6684576799143
7,20.22684272354268
8,15.002038613647287
9,20.85116606990608
10,10.782671002459159
11,15.818762105702898
12,19.094321887592137
13,18.313568039358508
14,21.33745199511366
15,22.14918035785821
16,16.632454709300617
17,18.780785656635572
18,16.999596898255174
19,14.813039415348268
20,17.38061132396515
21,17.055951300672774
22,20.05514688523523
23,19.56573246456075
24,15.458477742716758
25,13.853561317954098
26,19.818313993603088
27,17.902666327815506
28,19.009651777346104
29,19.7381475925633
30,16.52871063807382
31,15.789758086684467
32,20.15060099652101
33,17.820324026555042
34,17.45886704926196
35,16.147325081254937
36,15.884295675719839
37,15.721450343219367
38,16.670597487625944
39,18.550835518775372
40,15.274513621322093
41,16.668640080664417
42,23.052260258903118
43,23.27719746820543
44,16.331875072874283
45,9.029367524436847
46,22.0347559918625
47,15.89989636145441
48,15.381799649127254
49,14.41570349077599
50,19.284118486686854
51,15.432623793447217
52,20.032801524497575
53,9.49764041161285
54,15.44043847650255
55,18.93002101913062
56,13.923097404769338
57,20.39416540238923
58,20.71389994953944
59,15.427052271251085
60,15.279696598209753
61,12.448276675119434
62,21.655060284703715
63,22.136866667526306
64,22.085822353746405
65,13.083593218814418
66,14.486891844381159
67,17.26506134335324
68,15.155403170835882
69,20.890236798344464
70,17.79752527372038
71,13.40322456517472
72,18.292505153845827
73,10.057645238902028
74,17.666220123619553
75,21.429354464112144
76,16.120990799707084
77,14.982768070270104
78,19.752862115182822
79,13.69420955620482
80,18.857709795555294
81,24.242367126217502
82,25.41501446892255
83,19.328990246603237
84,15.131649314129394
85,15.599475027549609
86,16.726976327403612
87,10.440556888456799
88,11.027035939254834
89,15.39224545069783
90,13.703553304116184
91,16.81416871263898
92,22.006738057290967
93,19.821121714818343
94,21.36584201025113
95,16.24496956454957
96,14.563081077662204
97,21.44995894476837
98,20.23026274608363
99,11.531582904707195
100,16.588608607244115
101,21.71912267137649
102,18.11399338662321
103,16.128710877874738
104,16.38372993918307
105,15.811167700228873
106,20.379390561583733
107,21.385644642283527
108,20.656691074437553
109,16.969661240017285
110,20.694396650897264
111,10.458859496745474
112,13.379541310854558
113,20.01605687887072
114,22.363345057475566
115,16.0659778115786
116,19.74525644338383
117,18.02585439424246
118,23.820774391906202
119,16.98298459511675
120,14.283995015734838
121,21.757627514241193
122,19.367848292694422
123,16.96346666692054
124,16.896003491354787
125,14.572744771260995
126,23.11230010941086
127,23.733948740552627
128,10.485421965806278
129,22.857172159868945
130,18.38925715727678
131,24.55833124557485
132,17.792748413247676
133,22.243277449717343
134,14.42016510434658
135,22.908232223980242
136,15.99716018664305
137,19.632821091021576
138,22.35896467394588
139,21.663797703126498
140,21.785951306560342
141,19.15064570386691
142,16.236915819229
143,17.509508061701116
144,21.7169917808878
145,18.31914051932105
146,22.663177290455636
147,17.698330039506896
148,20.606316536291157
149,21.95147469392566
150,18.796330855999877
151,19.93845962227672
152,19.217679483047704
153,14.60844146599265
154,20.586644682738125
155,16.38249859417238
156,11.530318150711723
157,18.127956448913885
158,16.80130590511816
159,21.628511318590526
160,26.69886514968644
161,15.39351855312929
162,17.749560812359334
163,21.46565544257704
