unit_id,AmmoniaLevel,WaterTempAqua
0,53.207619980230795,54.6509110024461
1,58.00881298955668,51.226268128381136
2,46.36334624309758,47.596230133428435
3,40.18988683708345,56.91177564565862
4,53.58178951020736,69.77578519357651
5,72.13811304024145,38.96177119644954
6,45.47839195474766,50.427629353270405
7,40.162445967035254,46.1282972547251
8,51.19818107804966,37.978636773900405
9,70.26405212474855,67.92863084610165
10,52.28225564173841,27.713501872693318
11,44.29544571188961,33.07486811635172
12,45.388350113444304,64.70247999454644
13,47.596557888488746,52.09341752921412
14,45.44477414795437,60.148644472311915
15,47.872988159969886,34.961314728498095
16,63.06759882639052,45.49625615619371
17,53.97943534255791,76.73375740861628
18,72.57330997459464,65.56808645312768
19,41.477956389231636,44.69031444511751
20,31.32768042656275,33.107710781708
21,72.68628343883994,46.45747333158998
22,61.52276763976531,48.97511720056479
23,49.755854700303075,59.85926300138622
24,45.69387891471041,77.55037192036046
25,47.775249080860874,52.77171068760342
26,50.744629114150655,59.749798152012445
27,40.08525851674551,45.45242091498633
28,30.684294048362947,39.94786166140942
29,36.87725825591073,54.19753281261468
30,49.267007644371034,46.73975613003178
31,51.80815131708837,50.770429054178706
32,46.95829693925745,58.84310582256389
33,50.03042322246798,29.871484372861072
34,48.169789294074356,70.29631913573888
35,52.449692670864245,30.072740131625235
36,61.948956016988085,57.31634839759423
37,47.37493810163475,67.61254022999137
38,45.089764243407366,52.6253299412164
39,35.02417083429156,66.35901048505964
40,50.49070269879486,52.31708622216961
41,56.49850366755405,40.031467388516
42,43.87540707082768,56.632291429876766
43,60.910770184925546,45.66495814252471
44,43.396161856965584,47.487819419632174
45,60.409964786663515,73.81165937872635
46,51.63104057519894,48.09904083881034
47,41.9505211640882,22.744595963080926
48,40.600776825548465,30.73373759613128
49,64.51450976605355,59.90527714220682
50,45.53517977454961,44.39999818503227
51,36.85227245023791,63.88613511813426
52,33.60314748535163,41.65380882990256
53,34.650833233384404,42.56829677603036
54,22.45747012395101,84.29537406078768
55,49.83928834288064,55.11339768844246
56,54.483550579436226,33.946597876935876
57,61.2062700848207,65.51915197043321
58,72.89039697887695,83.00784072177453
59,32.866815748607344,41.27561308531231
60,46.02605172986311,48.10373372180551
61,57.22951949067459,72.97625220300276
62,51.40443368210331,52.367558722902004
63,60.783023385999265,62.54217083987114
64,45.55317927591737,51.643687052633794
65,72.86833749888123,41.56588396178617
66,46.06817796456096,54.18813274931081
67,59.54433395027788,62.962703189858715
68,18.338385702958472,60.94720919640527
69,43.09740575153162,40.7094200197484
70,56.807266117456514,64.77579449815984
71,44.96467576750852,48.4056717512474
72,48.899698260579584,20.99692937986638
73,43.674491466224445,33.457659921657324
74,64.11249798292948,47.872219086005664
75,58.76529871117327,67.07728455249546
76,43.193475515852754,54.32722147009216
77,38.192184340974954,78.29597436987109
78,44.22662378157253,54.693121299417314
79,41.47097517928074,59.75616827584262
80,51.8053570410069,62.135630841121205
81,26.36976157422437,42.74065222037133
82,60.51781595148654,49.75939438001965
83,34.90338736781422,72.36099275167513
84,22.16271969158864,66.039972486941
85,47.3853586586276,68.61802120637705
86,44.62967497290044,52.133403970451376
87,45.42422507819121,59.33781991131167
88,52.138318438673004,45.57172836217534
89,62.91954728581435,53.06076814423807
90,43.1021869633208,46.58048893346537
91,62.76882421275311,59.99005780340073
92,61.62427150326199,43.831558175452074
93,58.55202548668999,60.387151679730216
94,47.61287326752473,48.78407143330147
95,54.159689560251806,53.63891155935096
96,71.85041191260501,74.72447178732067
97,40.807305103863754,70.4907189409717
98,57.387240835869235,53.03594059863606
99,31.232322494856927,72.24976273237382
100,44.38900429336464,46.648054619036714
101,54.53335927920731,70.44261353484323
102,42.85171900730986,70.51189586040348
103,67.52980191619106,68.46923702635414
104,43.480264380447636,58.0329208235649
105,61.82280781089623,57.5728367125047
106,43.98225874954667,33.505804805966676
107,64.02194062282997,65.1543361663665
108,52.081230825590545,57.48096339741914
109,23.723760800129522,48.819537509602256
110,45.98702014825144,54.06362664760511
111,37.334640275110296,36.033958872757786
112,46.493720790836385,47.71139606835602
113,54.71200595410668,43.2673191137145
114,68.25341716484763,37.10342622926733
115,59.551360987493425,33.01707255089675
116,36.96523777044708,58.304806169990584
117,48.84815576140544,48.400600004871634
118,40.68124709797887,69.32056390123103
119,50.284178758398866,39.67316157236194
120,64.62244975441088,35.108144054177195
121,25.478134283820744,61.00245568858464
122,59.34847782119392,60.4244957273772
123,54.74242309460023,43.812702866202365
124,54.240410665065596,58.074219201482066
125,41.72399876922834,42.764284888707216
126,33.75698006498128,29.683463427338886
127,66.01876461080312,51.38628927825184
128,49.80807401372138,29.709313131588214
129,65.50849546437563,46.56518271201256
130,55.72271716418968,61.348190463018874
131,48.97173345682382,48.789275638523485
132,54.398445550827454,71.67426523251123
133,45.38913270733874,56.1888605169222
134,48.0250389726036,39.15868116403421
135,60.37843359740583,39.53029640691071
136,47.609239526702034,50.69615403014141
137,31.967076270250793,55.47597570959269
138,60.77896882683296,49.55050273155982
139,54.5583751780984,42.672492212394715
140,61.469543313854906,36.43714745545407
141,41.03317453241753,74.73507124059219
142,44.98024107742075,72.09971577568966
143,40.78634959046815,43.29931114855747
144,54.09547780813336,21.969604528676676
145,40.64554559144367,34.86847424626051
146,39.73230436609549,51.24270763057656
147,54.13475531033741,62.77345592061567
148,65.69804017118679,24.441779138080864
149,52.77435243157865,41.57207792712833
150,45.5809817108556,39.62331569675134
151,53.11749137693184,57.09895154322043
152,55.7327074952635,45.1509533238537
153,62.27010471001829,63.94814540375642
154,26.570563777910778,41.63108445835686
155,46.21550487490754,41.52644561646977
156,63.89863144675296,62.26273606904851
157,50.719808975954976,59.00884683464701
158,23.80692932014458,60.50554620301791
159,65.09209386979173,18.32662767110035
160,47.74731666324037,54.92494569553774
161,48.72495354348805,56.463523342003214
162,65.0209058348095,55.804900821692314
163,55.63248816129761,44.04493519483288
164,39.328334968396554,52.993561674692174
165,60.34243042927402,46.74458584743508
166,58.542783464566405,37.120928934980434
167,50.1463834863109,63.11104656688089
168,40.95066444796716,55.72680752421304
169,69.14740378508638,61.82013694717821
170,63.5288329750786,53.58522710878009
171,50.847004412358686,75.01004527214985
172,56.148812787103466,60.82083622147548
173,39.08808789930633,40.833725353125985
174,45.409819802878125,52.27996947509135
175,57.26996866621267,60.987389918653804
176,47.22781678285599,52.621471376456086
177,48.3284918091196,61.79995444056332
178,75.67165187752117,38.52291507780769
179,38.39065041170504,56.372992575120385
180,60.37977142210078,53.6118496250273
181,34.080565638348844,42.001560102022935
182,49.99442874450902,50.28943088605438
183,56.14199340529379,50.994676412388216
184,52.49311771786227,48.118982564907576
185,59.04314776488523,58.6246341732223
186,52.52072967138026,47.590423503043866
187,51.35555622277423,45.256512180850244
188,46.50331878906624,56.87640158742094
189,56.88852062762313,64.23163705241528
190,57.59169079492039,67.2450456751712
191,60.10484136447748,30.301379854272085
192,61.4513241488691,36.89178660345084
193,71.04007946913265,59.78313052600957
194,29.33362060858661,62.17730594933627
195,39.637615968910595,56.736665126447974
196,47.97743471098235,45.06731396591146
197,67.64887993189791,52.83789380805414
198,58.83273769991687,51.18800145610452
199,43.15815019299616,67.51127801835068
200,85.1530494617317,49.29021360098127
201,72.60942755580767,53.61652803150925
202,62.95124491858436,37.70271520911564
203,44.57196074097539,42.34918056185183
204,54.153461981186304,60.40162494430496
205,35.05710787866094,47.939845729346
206,60.481687888321105,22.884635637681704
207,51.59432888711185,37.52049775466854
208,36.14990517158942,64.00307050821631
209,47.452044596794835,49.908174631510356
210,47.90062571658189,28.96568772105263
211,73.98159040959669,36.0658640744822
212,50.75385430766596,56.7355601013016
213,57.96101777868202,71.17088868907727
214,46.93412809953639,51.785749995883975
215,74.57323486644499,44.307245256631475
216,60.07035965987803,55.909200168373275
217,53.74540717609833,61.11221505616953
218,59.99722492767744,30.85612204216909
219,53.848669616795505,40.11915183899468
220,21.432344838860246,65.90393090809566
