unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_FeedWaterFlowRate
0,18.613404230565223,26.809544716337765,64.47218829799777,10.0
1,15.64183981099801,11.28277637138427,63.0822918338374,10.0
2,18.029290703740138,2.114054056134801,73.3216316465103,10.0
3,3.9101385411061607,18.274517638350858,72.62004228695393,10.0
4,4.772341810618186,36.15056617138574,56.01374466751733,10.0
5,14.103288733854049,-9.288835472897219,77.22705097830962,10.0
6,24.225807409891985,-6.383065028816642,69.38655650096571,10.0
7,13.69286657140125,27.74753656707137,73.52616575203966,10.0
8,28.88135080809457,3.979011684439441,69.55445871417925,10.0
9,20.593696772561202,-10.391671975974978,84.68090694597828,10.0
10,15.678549131719876,29.873176398880418,73.39456726642595,10.0
11,18.747114124408306,36.41219000358323,98.96407418591788,10.0
12,11.567496042201782,14.386328893181151,73.48260089944439,10.0
13,11.369512855562437,29.59741386834674,79.26824816939867,10.0
14,5.876685060412,50.03819506171068,68.6369810809194,10.0
15,5.802867431214926,31.475491770938056,79.88501877476098,10.0
16,28.264824368143696,53.95705488620894,97.52381230192383,10.0
17,22.766962541351578,15.691978371280529,84.10922596272673,10.0
18,22.56591628164539,7.7760842111561175,89.15085693787638,10.0
19,24.22733641497171,33.83662304617714,83.68852883317206,10.0
20,22.51775544146419,9.292035181532809,80.59374859161274,10.0
21,15.854318049801018,35.47864019551901,82.00596774841762,10.0
22,27.69570605648479,-12.27299714002238,79.35357083522827,10.0
23,16.430256401320506,18.502961292279753,73.95377201786508,10.0
24,18.965682807345274,34.725447773048025,69.80896107524858,10.0
25,20.230801083404838,16.508394420691772,83.63896824371704,10.0
26,10.001041940341475,22.46301287016586,66.03192553894387,10.0
27,27.31290585541394,21.255279072722328,87.5011474143265,10.0
28,24.35502963042377,12.39099059020874,85.97779957395451,10.0
29,24.974610830274734,20.346382687293517,99.16462250345289,10.0
30,12.937196798913488,6.86219842451858,58.60285643312726,10.0
31,25.846200655477023,63.46541350916204,88.9851103627556,10.0
32,5.675732280568583,21.928138124129624,59.90664353415535,10.0
33,9.464267887588125,7.593694197397298,77.61779276795211,10.0
34,35.75085605965767,11.776535422362295,86.00770186415221,10.0
35,12.412671059820225,-11.76528046152327,64.11949664064706,10.0
36,26.48800110662453,30.23419931309158,81.28389675784398,10.0
37,27.39715102107785,0.5388758435986478,80.65958717643491,10.0
38,-2.461760631737465,39.23019746915162,44.45534534104792,10.0
39,1.6960489921371251,26.698067477762898,67.15452487713391,10.0
40,5.073059067883215,42.07441606629238,58.4839422869537,10.0
41,18.320267265008752,31.00170675166884,73.28846197002053,10.0
42,19.913999136977093,41.96813898325073,71.67706938122126,10.0
43,9.915539795554327,39.12417581208007,71.64135631045964,10.0
44,15.029297040540062,9.314949036902567,76.4414477989893,10.0
45,8.444245151667687,15.044437930594924,67.66819579506723,10.0
46,36.1505774450994,12.446002647464972,92.88400015246732,10.0
47,5.802867116302499,51.15041054212953,72.04107417982284,10.0
48,18.3190411232366,12.664178216147093,86.55441288159409,10.0
49,17.82353855083033,26.27288463006105,77.30456672444,10.0
50,16.46375632716983,2.7493027323568437,72.89725718584552,10.0
51,13.862770292965928,36.197356750714384,86.4786944406541,10.0
52,21.334040789748762,37.09487855513105,74.52713615014659,10.0
53,14.111417186901761,13.121009834912046,93.01321153333006,10.0
54,16.293708129037498,19.5156073608099,61.532332168616186,10.0
55,5.046879655064178,31.080571912139686,57.18367789634706,10.0
56,18.176943835290214,17.98039980099776,78.13763294840125,10.0
57,13.64800435154344,26.013620704703918,73.88679315118172,10.0
58,8.678410810189208,33.00458422511918,68.02131122178672,10.0
59,14.366642161191864,45.55696909657987,64.61542846179249,10.0
60,12.28531760125008,35.85028628399091,70.46182367575538,10.0
61,15.290405247850888,3.772075152373489,82.89785206413688,10.0
62,20.877503710423973,27.46278645286052,75.22046080402968,10.0
63,7.751211366726941,42.45822907123479,72.90512639614656,10.0
64,7.277138805537597,22.638116994968414,82.39943689801724,10.0
65,12.72380394281747,0.30238725850965764,72.71517680093082,10.0
66,17.005889063606958,21.17895613246104,71.79505553187659,10.0
67,6.76762428154457,37.698883315164984,56.16552759281824,10.0
68,3.5941923432947007,14.103945353109271,59.32237516904441,10.0
69,25.123562870928517,18.993605012896914,78.10570372776529,10.0
70,18.929429068862095,25.25017904760431,69.61038165573174,10.0
71,16.73077739127271,24.045888085915813,73.27620828817757,10.0
72,6.733867658169052,13.05723638298597,52.41320457153355,10.0
73,15.090543118205662,33.51027539414763,85.36052266989053,10.0
74,16.67677302478054,35.457318773189286,66.04163999021327,10.0
75,11.596540831750584,32.20810511584082,53.53160168629264,10.0
76,27.808045618731796,-3.9870535282576327,92.93911644924762,10.0
77,11.993233621867658,42.946279001441994,90.21094185994627,10.0
78,18.30876507727711,28.161406591434485,70.22087156464123,10.0
79,19.405485478144563,39.54517978416055,80.84305847030895,10.0
80,22.22313574170988,11.095261590205828,77.70032047789459,10.0
81,7.3052446932497705,6.493944570176364,81.36836887299518,10.0
