unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_FeedWaterFlowRate
0,-20.427549228676604,37.55526706146705,57.072764502378014,25.0
1,31.24674867701978,25.06688832328574,89.5690835895432,25.0
2,-14.133120305502922,47.30227513388455,67.20420891155527,25.0
3,-14.65062588036243,71.61454524479286,67.31256543408466,25.0
4,-15.055439559189567,32.251895077984614,50.75822607847725,25.0
5,-23.042587682215427,36.69284648384432,56.38953850920595,25.0
6,-1.4755300044067763,56.045081329573804,76.27684560080759,25.0
7,29.65750205069224,12.772770639235823,87.11293239079001,25.0
8,-0.41406097544547915,26.434557199987772,75.24837102618696,25.0
9,-19.233252764837097,30.937812512068227,65.81695692294886,25.0
10,-13.400896003227617,38.103287514424196,70.3188592908564,25.0
11,5.693491411197304,29.43420946038183,83.38202698131774,25.0
12,11.847762364886975,2.440619256144764,68.540298350799,25.0
13,-9.187802181322015,42.29968634716798,78.01154745125065,25.0
14,5.280039658124334,26.51416443283936,80.17475369958382,25.0
15,-10.612657197337901,24.349245912485905,63.6733621406166,25.0
16,-5.0016494897324115,48.49301456658537,63.028176052723445,25.0
17,0.5107421669953589,59.36147703636142,78.49567939239213,25.0
18,-7.212233757603283,61.792328279425305,76.88928178323663,25.0
19,-0.9338151184715302,38.84171404694311,62.17212594260709,25.0
20,2.2121374335937496,39.93937559303688,74.13128848282926,25.0
21,-1.3252565020276574,38.143846919550185,67.16705859468516,25.0
22,-10.912755284805781,49.32163698163955,75.43794667404835,25.0
23,22.597972501792686,16.897958007987675,63.73818685154688,25.0
24,7.4243828109733805,46.73320888509849,101.29980722413106,25.0
25,2.819626442158478,30.60699701460325,83.5572263594916,25.0
26,0.187430245142145,55.28334391430239,66.10924395780994,25.0
27,0.8840900860091601,54.653614654563185,83.59632889014364,25.0
28,-5.38420213613032,38.21513805694984,58.52099761603046,25.0
29,9.892558501567859,26.509210652688555,83.89756026346598,25.0
30,15.2210648160654,22.017518740260897,88.25362383990837,25.0
31,14.047858413838764,26.36999947856169,83.23940431321284,25.0
32,6.141619215084887,17.902587146029887,81.04405527022062,25.0
33,-9.288257456630738,60.66686321430093,73.73012189271941,25.0
34,-13.710776479519158,54.801935113477214,68.72060625204605,25.0
35,11.237875937792442,22.306901697310423,70.86702071896087,25.0
36,8.813808645096353,31.113741687759003,91.1691540969329,25.0
37,-2.7074706406379683,46.99581839584023,69.58226175309646,25.0
38,7.895157730333809,44.372376386359264,72.99014292511607,25.0
39,3.9460878832481523,17.399279424043606,77.08227215301767,25.0
40,0.9220753089535207,47.99148260466729,83.44323307223864,25.0
41,4.728388789483886,40.915233000589524,87.69619970355895,25.0
42,3.587165335780781,54.18019206382916,91.5611692270148,25.0
43,-12.599286212241003,27.05609218781847,62.344894512973184,25.0
44,2.723493535496689,41.894104541067506,73.81340668037957,25.0
45,0.9950801348977505,62.20117324400205,81.02311178916224,25.0
46,0.7847866667714642,44.48775819550727,84.33068388707066,25.0
47,-3.6957328693791935,17.427306563785717,74.21768199375246,25.0
48,-0.21410937533620195,20.225083795316948,90.14771954864219,25.0
49,9.506379792079564,38.70132080779025,67.5541457358363,25.0
50,4.854485959819931,54.20258794468981,88.57993585210299,25.0
51,15.227850364759407,26.274102335348324,86.62052458869884,25.0
