unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature
0,-15.384725376892145,61.90951635706372,88.11596620273696,51.27436355915592
1,-6.973981218538483,70.14831067272158,78.77779239863905,49.103883739740006
2,16.883395338863494,13.762077535603211,86.9224881635239,54.395848952775886
3,3.105035620680585,32.26251288565474,70.02518708746179,37.746393505327404
4,9.201820604488537,62.926819284757144,78.51671051043365,48.76305602648724
5,-4.662228429604981,47.797970379275434,84.213069478883,68.35783148221982
6,-15.629914895836162,50.51680479956134,79.76357914381045,39.92826984844857
7,-11.418264366033341,69.76252096896046,77.24529219386811,46.12602152092759
8,-3.1604081941270032,44.27258090552502,90.95422065324884,63.23517054853771
9,-9.36663946071319,66.41531191009433,70.8822534874648,47.23413074615327
10,-14.920605719124598,24.7055255637843,64.88306480823576,69.41048567118743
11,-22.777207260426742,56.432631635212964,72.38010965211242,57.319805814429344
12,-15.253607538949769,50.403480558533374,64.07502596032633,52.36484313912028
13,-8.194995849883519,28.532220665342887,75.5648489421798,46.559937388962226
14,-15.726290376431251,34.49473027705601,89.21708615062418,68.59646234436042
15,-18.196688472950544,53.38175155053626,80.95411271529466,55.9748633232386
16,-18.812345985513435,71.0844891046495,69.87875990494625,43.163848995881935
17,-4.906943947512859,34.73821752423086,82.90002739204458,44.70964530552776
18,-12.098024644114094,60.87887021661162,51.62239166063582,47.89025150883087
19,8.602304140453402,41.00118978399004,88.91337328512618,51.852665437941056
20,-5.383198866623449,38.60148192679702,80.3135542984737,47.34494820332697
21,-9.62907052229297,61.51732477371411,80.2405585275907,49.895128232449785
22,-31.494505334662918,34.68928533178404,52.60386315025217,25.63006765625458
23,-20.11408104282292,65.13557204317209,73.28354255622257,50.863877288067826
24,14.048248837827998,29.233595955978963,92.13153517344995,61.46790868226231
25,-1.234115814571406,33.33379794537148,85.30837662286847,66.21005161600445
26,-30.40366040619718,50.82510109668958,58.06213692261744,44.825124605084206
27,-7.736708142977559,45.80253031860618,67.18791527081922,34.25486516564813
28,-7.934711752355115,29.293310115511204,89.69193188926651,70.46399255706405
29,10.844756729548267,19.478824800511436,75.47113305638977,55.65193956777213
30,-15.317349144290358,68.11705895106786,75.37763478288066,59.71886798737924
31,-20.205230743255395,27.25669498098941,58.072829685962496,45.648000845727665
32,-7.073591545346598,39.885714829888386,89.83395907359824,27.7293155351736
33,-27.531322576441298,42.79563520652985,57.43487873600821,53.962426537858036
34,-6.449502721174158,60.77257629748476,62.48087667948616,44.409646510418135
35,19.854090715363764,20.72486363792175,84.39084947608686,74.56726818533747
36,-10.512245701709945,33.16954945215479,69.27357071350825,35.88901371714588
37,-25.14669778770937,58.67711720238215,68.53886068929049,35.927402487257126
38,-1.0683005552635918,45.44085306552907,91.27906822990506,50.705923271067164
39,-20.9344705853073,63.605153989733566,85.13313374597475,41.63277183297616
