unit_id,EthanolYield,ViabilityStain
0,19.52498701274899,9.873678573744915
1,23.035752791053397,10.269333712370221
2,19.45548799096913,9.138680224656358
3,16.46843127189652,9.617750560043035
4,23.79918316156706,10.589167191404048
5,23.91737839497882,9.521799997739743
6,19.878501024611513,9.47234309812051
7,21.03573959398901,10.391466807687594
8,23.884825785283976,9.585671062576674
9,23.597028105560536,10.09366170470322
10,19.565211629694783,8.681065768664148
11,22.57193109428409,10.123621119970608
12,17.022341378195932,9.70727283038851
13,27.10130580803893,9.043486164994047
14,21.656471283264263,8.942352129668423
15,23.53963845988939,9.512754923742415
16,25.157377689361674,10.046093294410177
17,23.40626327857095,9.032576513258862
18,23.089926543444697,10.097293401474548
19,20.396491834063387,9.810603694174018
20,23.794082913236917,9.369925065004
21,19.774883986622992,10.43753142097408
22,15.86724741037585,8.923352114596428
23,21.76824163797121,9.750858813802218
24,29.252092009107677,9.162581768899466
25,17.81332934484428,9.250813697378595
26,20.052008755571602,9.986260692511138
27,20.162660173176494,9.590848554972778
28,25.941185484724414,8.640748896911763
29,20.094020228867294,9.292333148321426
30,21.32586739710553,10.200062960123178
31,23.54283096640092,8.758210505078015
32,23.225953058965278,9.491402493378287
33,19.165963781745546,9.786218890624362
34,26.94425396114628,10.04796310128998
35,22.690166612521647,9.441643266769653
36,21.334441768937854,9.233987186864002
37,20.502638666238045,9.740548129664981
38,22.941863911660256,9.52271211448261
39,19.97704173008597,9.901250017425031
40,18.298556816495793,9.20698547310659
41,17.41623514589097,9.54311383671619
42,20.683227073467418,9.220649655040079
43,19.552674429119755,9.840458580712314
44,27.17758490292627,10.331986156404096
45,24.482547276636186,10.095903743868153
46,22.94024059104775,10.248797256628798
47,19.200199543929532,9.105495857683286
48,23.805739693520994,9.07750676781565
49,23.255111902737482,9.413192852090825
50,25.181881337291482,9.251840604830472
51,26.96060636278544,10.721196337761455
52,23.604991046244795,8.702761186352337
53,14.572440950190744,9.124539621815625
54,23.0547396011531,10.1220014958037
55,17.80665100576097,10.18747595274174
56,21.049530389275816,9.107823660151412
57,26.20425317974074,9.642213422549688
58,26.339431706080905,9.357380046311714
59,20.296907180695282,8.844340876532236
60,23.82372503683781,9.560544984197081
61,24.258299286885737,9.553022947143116
62,19.038284748620303,10.129601160824743
63,25.302485710251272,10.136365319719875
64,23.74800582693435,9.185237518933787
65,24.600988722929987,10.45683957919141
66,21.388562440867464,8.86982553612066
67,23.172327436251575,10.06475453699662
68,19.73613436309451,9.40762228216572
69,19.464146456906125,8.166770851141983
70,24.132180664562064,8.233773664853965
71,18.14327971964637,9.950659135879045
72,20.982419161749743,9.77196791104169
73,23.455068482901734,8.804811211262631
74,24.589767652599125,9.334156747324272
75,13.89040562129642,10.1611348751192
76,24.764556718545315,10.38605526294614
77,24.525665311749584,9.524164610483513
78,30.788624882298965,9.307037397740409
79,20.898322652248932,9.300242393174228
80,20.15587120431356,9.284916090057386
81,22.004333021458784,10.509350300863723
82,19.87649020247845,9.385318073810113
83,14.933638933831594,10.343364969383837
84,24.01212439259132,9.600432218487272
85,22.263619763029343,10.6856866737608
86,19.41311550094506,9.50475006986744
87,18.74127223220772,9.666047955431212
88,21.3458010311569,9.602624251851827
89,25.38021789731924,10.942906472788486
90,18.883064923844163,9.236071500041447
91,21.223534680045038,9.909439196915956
92,26.52787863160276,9.016586844387389
93,21.822174676991306,9.435561681648725
94,20.716677662483846,10.325583329105898
95,15.872110939929229,9.380289030514847
96,28.437049159990227,9.301134065117704
97,21.951776345284625,9.132825050082772
98,20.19898750415551,10.116634409658765
99,17.907128466360827,9.757119500246477
100,20.19895938320357,9.601806070636941
101,22.511790725854894,10.333226429154978
102,26.35452895713429,9.847237063847219
103,22.556053490843357,9.776645241819217
104,21.22921926656953,9.124447726766101
105,32.0078996075868,10.073922221099897
106,19.302938627003225,9.654777125223076
107,22.279533087110117,11.278884547291252
108,17.804612481025853,9.505657180253568
109,19.55601585249496,9.782622514300991
110,26.733318028739532,9.581934762579937
111,23.222139941653683,9.836221261269696
112,18.859910796848926,8.619629893426268
113,17.63345779000626,9.36584706060445
114,32.329829749696586,9.80769114705088
115,21.597319239062795,9.164236985046816
116,26.878046142057034,10.468647402268875
117,23.733923684000395,8.960252425575968
118,22.683149694809796,8.695806037071423
119,19.071474947751724,9.834342788229456
120,23.380335908500246,10.452971009240727
121,20.684899132819513,10.260020789328628
122,19.988124099458375,9.853477490471406
123,23.862526007627647,9.217475814501379
124,21.41545355604725,9.45737086057599
125,21.698849432287798,9.657468892758727
126,23.299663623126225,9.069631184319503
127,23.16785635088148,9.932900899884565
128,23.92418304287863,8.881852321986981
129,22.770771410374426,9.985305008511906
130,24.47057573564792,10.013250991571493
131,20.881358984122137,9.961936202174094
132,19.158440312210224,10.404545961424095
