unit_id,EthanolYield,ViabilityStain,do_MicronutrientSpike
0,10.777469242472776,7.9657900132798725,100.0
1,13.963911127784552,19.15613986334226,100.0
2,10.64523503878368,2.300389136965353,100.0
3,14.025724779768984,12.47364901262243,100.0
4,11.622089630141746,20.341700898901856,100.0
5,11.621051598413825,4.444637861489565,100.0
6,16.49063864294131,2.4441466357747323,100.0
7,13.711035455711299,-12.001154436415003,100.0
8,8.790339692606015,2.100180840499352,100.0
9,13.994384377829881,14.681908820268857,100.0
10,3.0458028982407486,17.34011447646051,100.0
11,10.58221318318211,-0.8200482741406443,100.0
12,13.625446698640694,9.875904444894136,100.0
13,14.164357014068168,15.558092084829795,100.0
14,15.899631806425042,21.64630192154863,100.0
15,18.75262465947963,16.486670811666517,100.0
16,10.37603999055863,0.25523194514855163,100.0
17,12.68151302128783,-2.962651762828747,100.0
18,12.064293509998167,1.0468984801216052,100.0
19,11.233177827841242,24.415930365903325,100.0
20,13.311857901853129,8.06374350658637,100.0
21,10.347206171394951,7.141265277173449,100.0
22,15.633698045546293,20.82377720086501,100.0
23,16.158874259939395,-0.005830597802123805,100.0
24,11.491707910792398,21.25878362175051,100.0
25,5.944869817122557,2.7739664438906786,100.0
26,17.427452491542734,10.391187560172671,100.0
27,12.311921554469269,20.35747081654852,100.0
28,14.90338070561153,-3.4892358561515895,100.0
29,14.087900405185898,11.639002490352441,100.0
30,10.59419684455381,7.872712577691845,100.0
31,10.869285669465617,-2.9904831981472437,100.0
32,14.096745810035609,-10.495725997093743,100.0
33,13.614426755415476,10.48193244943409,100.0
34,9.470034913761918,8.687346588760745,100.0
35,11.344217153296487,5.5082209193133655,100.0
36,11.480528514882868,11.106939762778115,100.0
37,11.808986184452536,14.443232347022903,100.0
38,6.246189306281599,6.90764370912583,100.0
39,14.68138357979767,3.1970745967824827,100.0
40,10.741103706637787,16.22110268957168,100.0
41,9.807219827517729,13.064213498667739,100.0
42,19.07570992256199,5.932124030241001,100.0
43,17.07088298627818,5.7376951535355705,100.0
44,8.719475298816102,12.369282721445028,100.0
45,3.0423963582742033,0.30746339560761626,100.0
46,16.147795947955636,33.43415149890593,100.0
47,9.99037020409446,2.802795577402744,100.0
48,10.472071925594726,3.1958492156246567,100.0
49,8.145689253364981,5.939638146206693,100.0
50,15.470717628691983,13.93503914122169,100.0
51,6.705161864834485,-1.2951245509398142,100.0
52,15.406150444200954,5.846544461449625,100.0
53,3.8329530941320904,27.749940258649417,100.0
54,10.919235831773012,-6.700304456070901,100.0
55,14.553664430855319,16.87219725435899,100.0
56,7.381330052883497,-2.8607602106722894,100.0
57,14.046953391605593,12.284410505954037,100.0
58,17.81577493635734,9.333439396355812,100.0
59,11.85137428718173,18.34326758646593,100.0
60,9.792849261746934,8.457696233799233,100.0
61,4.098492286218022,-14.097492345346932,100.0
62,16.34330046854025,21.782375263367506,100.0
63,18.324292505333425,11.272707411356546,100.0
64,17.006727507021907,18.086785747491383,100.0
65,4.891212652541969,15.264869481000174,100.0
66,7.511245451739434,12.194167503792107,100.0
67,12.463829837915625,6.428253674093852,100.0
68,10.589716475207581,-2.0055568094322194,100.0
69,15.68609946981991,-9.37665205284128,100.0
70,12.723883037830154,11.381109879680277,100.0
71,4.9929556018667505,15.070962237840344,100.0
72,12.744950009250289,-0.3268353858280708,100.0
73,1.921826081388308,3.9503975502486908,100.0
74,12.68504457436066,3.8373958110034287,100.0
75,16.030242404425916,8.80592581385937,100.0
76,10.752350996615606,19.244709159198614,100.0
77,9.309950190076151,7.952034790911041,100.0
