unit_id,HarvestBiomass,AmmoniaLevel,NitriteLevel,WaterTempAqua
0,9.806956761676288,55.02978779989026,88.11596620273696,40.43031788719616
1,15.633610797053391,54.04205799630279,78.77779239863905,62.61252262023256
2,14.22432968904532,58.433709652889455,86.9224881635239,48.5833364451302
3,8.565181278636318,40.88907928434785,70.02518708746179,30.87882602029157
4,17.521126969778383,51.574442077254496,78.51671051043365,58.54561632580401
5,17.447216157157378,69.62378613492596,84.213069478883,44.294985749273636
6,6.137929302569985,36.88093491796551,79.76357914381045,60.08669385718431
7,8.809571691574003,50.98746538456824,77.24529219386811,51.469855052632184
8,16.35653200725597,57.60365547613647,90.95422065324884,50.706291333135624
9,14.141675972497772,54.99653827816981,70.8822534874648,59.39354909485562
10,10.819663478581433,63.87284493025076,64.88306480823576,33.492017445516694
11,-20.720819744162842,56.496268150147785,72.38010965211242,65.82593141073058
12,7.654248227085983,51.07155094554917,64.07502596032633,77.92060327193985
13,13.492695278176795,39.69237201767589,75.5648489421798,51.09517974219809
14,1.546305017530213,62.26484328626465,89.21708615062418,79.0194047744028
15,0.2609228743220191,53.611736006418475,80.95411271529466,55.175008561743255
16,5.533698994560856,49.45544548410185,69.87875990494625,38.49941638300499
17,18.03420192938891,44.0086586776678,82.90002739204458,37.15661770146829
18,12.076140050378553,53.991878057058315,51.62239166063582,56.650647074246464
19,14.51647200197419,55.10853201161083,88.91337328512618,57.99082310580829
20,14.895305680709036,49.78029662431161,80.3135542984737,64.96645684495188
21,10.779557642126218,54.50834748060856,80.2405585275907,19.69257313343155
22,3.539176533817449,20.415226466182855,52.60386315025217,54.14273587617721
23,-1.956504241887873,54.279701794402534,73.28354255622257,56.865828516202775
24,22.957934995824814,57.320907379757365,92.13153517344995,46.141248940824795
25,11.368488799791127,62.047462116861475,85.30837662286847,38.588805382369635
26,-7.776185465770584,45.02597406339309,58.06213692261744,40.45512381525794
27,12.808151794016432,32.45245403751298,67.18791527081922,38.83583940100469
28,18.051096111209922,62.368567774324276,89.69193188926651,67.09288384677643
29,14.040832112185837,56.86149942701407,75.47113305638977,31.831933556912954
30,7.461235235099079,64.60857834012907,75.37763478288066,35.096042919922695
31,7.242926323329581,42.566751629851666,58.072829685962496,47.78961060167965
32,12.483150196676135,26.514500187831644,89.83395907359824,62.18363863837832
33,-15.064002127880894,51.04839453469763,57.43487873600821,80.29858938270806
34,15.826271773303185,49.39968776695678,62.48087667948616,33.14874059838142
35,17.466917395032183,74.64720231902683,84.39084947608686,61.45284204441103
36,12.120341141420077,33.252411173992684,69.27357071350825,56.1785793016071
37,-12.775028081448044,33.313100540470536,68.53886068929049,60.44541131710284
38,15.897313109399272,49.992530000319256,91.27906822990506,40.21377091893407
39,-2.1625514444892397,41.42401602683793,85.13313374597475,44.118441107195174
40,10.891069409785944,39.7314969328863,83.37942604292074,41.504674513130695
41,6.631089365321411,42.55734440475995,62.355419532284245,43.40822713614467
42,11.804779924942466,42.06360487125038,58.805280710496454,57.79436497697983
43,12.838781084502866,34.79330723204675,75.2611177268962,36.869785726353854
44,9.806430819788307,44.879844853188175,72.11717172570097,47.742182396147875
45,16.08422608498832,62.18875299709666,64.37986451962779,78.59892829289166
46,2.473425974650356,51.56742338819649,69.64698197484127,66.1609767708615
47,9.24274200754488,54.517774174319435,61.763191858587646,39.07408437854844
48,1.9680571717089048,43.68386097774368,76.44674041923882,36.72398266852088
49,14.678288207992573,59.71383320241189,69.1178807137023,65.34925951691817
50,12.352300874906163,29.50789874071552,76.83208145276367,60.61866519293675
51,-1.9914615045564266,43.50107911693982,90.4245526124487,43.524241575919824
52,14.105843544142253,42.75717769937756,72.5104868457977,46.792913400127354
53,5.367396303261886,53.31187997459288,53.66841174052073,35.10490686302976
54,-3.7592594407508466,47.1748003865985,93.4889538996312,59.25362981992031
55,9.190555962934665,58.29128973135513,62.39693415768337,43.93933892360728
56,11.963481816555563,46.60159818215865,72.41398734660488,60.68660328715546
57,14.573594928770477,59.56117182429075,84.59721743490526,61.553607639976875
58,20.270414987273146,32.28144491111805,88.1667559865542,52.55916247305385
59,15.4063629163989,54.117880954216346,85.71274441951138,39.250928586354874
60,11.709813068152812,52.85744028971292,69.66322368529892,66.10229282563441
