unit_id,HarvestBiomass,TankTurbidity,SurfaceActivity,do_set_FlowThroughRate
0,16.365665140952373,93.61831346741737,92.1004321330196,75.0
1,16.756137943197327,73.27191051309008,72.17736760580668,75.0
2,-1.5340787825346869,76.325964772695,76.57750725208821,75.0
3,16.757976262292253,62.330186837686895,66.17675569073758,75.0
4,12.792214817636406,85.34322273755505,75.4416421414072,75.0
5,18.039591387608642,79.45848820768981,77.29718069689278,75.0
6,12.132287436686928,66.99979707379165,66.54725892371192,75.0
7,10.349113986931217,72.34423889522881,70.8923242456055,75.0
8,13.227732512285957,78.02001289642556,79.73063462146438,75.0
9,9.309464753646093,64.29944837261748,52.222744615441016,75.0
10,16.11225611217118,72.36228374985667,70.6995748591817,75.0
11,17.73952400699266,80.10959029303515,89.66524323809334,75.0
12,-0.18485113120200536,81.50593287534987,78.5359199076561,75.0
13,17.5095463906905,71.0183445484036,84.20477294590087,75.0
14,9.198691967229921,63.78565639658004,66.52570077742622,75.0
15,4.327340746460434,58.85295588897257,62.05130823343645,75.0
16,8.215727238397218,73.7156380012654,78.68282792947844,75.0
17,6.348789897327386,68.0201379406945,64.0877049015861,75.0
18,6.68384084615173,64.2032156456114,58.5825452377059,75.0
19,17.721030021770304,85.6434474062604,85.85077418434231,75.0
20,-7.63745077356997,84.36906313967737,91.40688549522842,75.0
21,5.917902162264903,65.7870039719062,62.194173877813284,75.0
22,16.722380633881144,81.49916339486612,84.68300734147572,75.0
23,13.218066508286249,68.11378385857688,70.4133753721189,75.0
24,13.635178320435118,77.42923137367342,77.8953757319245,75.0
25,-0.591965283866162,73.49544560040832,80.37473502729732,75.0
26,14.184217457556258,76.2228918845941,73.57987131928762,75.0
27,18.155108561113863,83.36088298007077,94.03693431981041,75.0
28,9.968311360307421,73.35199160173268,66.69976979853409,75.0
29,4.3150376171599305,92.95212858065884,96.64488265961512,75.0
30,17.540338567041907,81.14295189506505,74.86166837019074,75.0
31,20.575470272233623,71.11290222421916,65.94799043414024,75.0
32,13.26595305267697,80.19055918718526,76.95414070814519,75.0
33,8.604533656925401,69.21426162518377,69.76674142670436,75.0
34,18.092027156819434,84.54867183890445,91.58656464321717,75.0
35,8.55649675100944,63.35424701151083,67.40850863228371,75.0
36,-11.285813367675896,60.61674899203321,51.887234760954044,75.0
37,17.81558342285138,79.07449680672605,89.02024594510452,75.0
38,8.839959226561003,82.72717619652818,72.63835782412164,75.0
39,14.982624640387929,75.54497449492702,71.7547855562245,75.0
40,15.90178356227677,73.39085122856501,74.10499174847443,75.0
41,16.62268799535325,93.34664813198184,92.31192472013868,75.0
42,13.889420699631263,82.89573009071312,95.86812963575173,75.0
43,10.60603852190845,80.03855383027239,87.11999141548411,75.0
44,6.483881276375927,56.66408328990581,52.104632956971635,75.0
45,13.82481649556313,79.75205201222138,88.59681645765848,75.0
46,17.3771376136378,97.79765169482754,90.87224157220813,75.0
