unit_id,HarvestBiomass,TankTurbidity,do_set_WaterTempAqua
0,18.068925002129063,72.28894055322236,10.0
1,11.248929084844201,74.10916029242972,10.0
2,21.124411020612797,84.83366049213703,10.0
3,19.30406326690703,77.13525997379426,10.0
4,17.923910915429673,91.90776164725085,10.0
5,1.1297340869135435,75.01897565885139,10.0
6,18.65737795945818,62.79849002413914,10.0
7,11.003882637224448,72.00191807903221,10.0
8,10.366906917100385,67.10181819549943,10.0
9,12.175609833410931,68.49722319304547,10.0
10,11.486084394703528,70.12098022440293,10.0
11,15.503797186132312,81.462314324766,10.0
12,7.323827715549195,45.33886429664057,10.0
13,9.830238243261995,80.74925999079184,10.0
14,-14.201819290386112,70.37396566996384,10.0
15,14.234396464512276,79.66333341389017,10.0
16,13.316921048266842,73.7304601362622,10.0
17,13.01905856705738,66.33844466651722,10.0
18,13.607638284034591,67.76642804891328,10.0
19,16.007759558525347,73.6014733010166,10.0
20,-0.9758557803195544,69.99745077275782,10.0
21,14.809383356865498,80.94849955375824,10.0
22,10.727441983490932,75.55336416193094,10.0
23,10.005746442253177,61.42871397270292,10.0
24,8.711425931203243,85.27797631365739,10.0
25,13.266881304926459,85.94094688504462,10.0
26,9.82880129250752,55.766725822458426,10.0
27,9.667311173815092,70.98862165534631,10.0
28,-3.997544648224676,52.67624837034428,10.0
29,9.537068021489365,78.28781060866551,10.0
30,13.19050268459505,73.9568262857458,10.0
31,14.557300690028356,74.67349930198674,10.0
32,4.4644456992621455,61.023328864866514,10.0
33,8.803407901754575,63.626386407244006,10.0
34,5.917950345822412,48.47358715166976,10.0
35,6.774235150149214,64.9963795087923,10.0
36,16.852661268562525,71.12096567215642,10.0
37,19.4917783342422,81.62746989392777,10.0
38,10.208244800507593,71.92175152514905,10.0
39,14.83316196225373,82.61229991149996,10.0
40,3.682930207172955,79.70210558693785,10.0
41,0.2949337137036445,64.35048249237413,10.0
42,10.441871426431085,75.192110765566,10.0
43,12.385348248778628,72.33941914829975,10.0
44,20.031757521932704,85.0646376434464,10.0
45,9.612411784327572,61.395848545878806,10.0
46,18.460849279636705,80.3354346466769,10.0
47,9.965653150959543,61.506772428910324,10.0
48,17.761670903187294,84.08305332433468,10.0
49,11.149641249854751,68.8990205646405,10.0
50,13.119717879272095,74.1711286394248,10.0
51,13.654600322579546,74.98674268638158,10.0
52,8.961461904023412,65.19101382526662,10.0
53,6.579577186296998,84.89328047340238,10.0
54,-13.754979949497017,77.80667853251072,10.0
55,18.77922040236393,97.55439552085708,10.0
56,28.030529023619785,101.16196669361702,10.0
57,14.969784834667124,69.21236184586863,10.0
58,-3.8901387420736278,44.21957915019158,10.0
59,13.916723730212391,79.81291012814603,10.0
60,13.300545853925694,79.29419030896973,10.0
61,18.75780759597094,90.84822098864825,10.0
62,12.309679239384675,63.9653817469119,10.0
63,16.079713781923434,76.96212631374519,10.0
64,15.073422148536954,76.76053390720844,10.0
65,7.6579864359346335,68.59255723566551,10.0
66,17.47399171549019,93.00461807657925,10.0
67,13.979159770410835,84.36263414903645,10.0
68,-1.1222510344035208,75.92996585160435,10.0
69,11.370281924515997,58.81573270875395,10.0
70,12.169382957186023,64.54545515738522,10.0
71,-9.289790709985507,68.52249677798234,10.0
72,12.992271358743729,63.63323002253534,10.0
73,10.126758865961389,76.750137981829,10.0
74,21.070186630956805,87.45943760505652,10.0
75,20.498414214167372,90.5938646470365,10.0
76,12.595276495785408,73.00904613208078,10.0
77,11.948780344780195,70.42898744963426,10.0
78,14.811479104134936,77.29785421830204,10.0
79,17.478819335492766,87.60967264004717,10.0
80,15.271805462574289,56.97317693780532,10.0
81,17.571302628815356,76.59729881135394,10.0
82,7.627704591594202,72.52160095375667,10.0
83,16.205880907263364,71.02638714936954,10.0
84,12.594102586378373,64.81481229923217,10.0
85,15.390185321738155,81.00883645851982,10.0
86,18.053168037253116,84.01210972178913,10.0
87,10.81075882501151,81.02446750564351,10.0
88,24.147193130531367,98.30501177557238,10.0
89,3.173205166308966,56.665901079528865,10.0
90,7.56891970392361,77.48658623502246,10.0
91,10.74795094243021,92.02439532519632,10.0
92,3.0208423326734675,78.21759904036061,10.0
93,3.9031794411056264,68.62802608261279,10.0
94,10.683632900140196,59.01239860053447,10.0
95,17.44394883455804,88.4407454489096,10.0
96,7.937834363721109,84.36291174396166,10.0
97,15.197913862162018,88.53224575561272,10.0
98,13.579707819842602,80.8761628776008,10.0
99,13.764552026629005,79.93366826853921,10.0
100,17.36354840887411,78.61190592589617,10.0
101,7.431037151186529,65.64126585003655,10.0
102,20.374868928193617,76.08041384244986,10.0
103,15.638003656491291,78.44798782750286,10.0
104,-2.5098331814031067,74.84149290841366,10.0
105,16.09000720182352,91.31816789030498,10.0
106,6.122006898836403,61.15732115500521,10.0
107,15.188450041257418,72.9062378892386,10.0
108,8.48033901757928,93.8309105825413,10.0
109,5.806881946386373,60.163868827013275,10.0
110,10.617824966296592,72.67338881773026,10.0
111,13.702830774410907,89.49893877907111,10.0
112,0.8910647249875994,62.013736274515736,10.0
113,14.03999938943081,69.16240491622253,10.0
114,13.264971304827732,81.13497990154922,10.0
115,6.047251784640192,73.69512014834241,10.0
116,19.994160708383305,101.13428555175645,10.0
117,16.5961808794409,81.82885606898445,10.0
118,-10.252638644221097,79.37662933360123,10.0
119,1.8622462480535775,75.88782866718512,10.0
120,-18.883038155627755,75.59676977884826,10.0
121,13.582785797745483,69.54214239974212,10.0
122,-20.958384044957892,63.603487009243096,10.0
123,12.007100545192003,65.40885035574046,10.0
124,4.744314770944203,70.84251026741246,10.0
125,19.011711674217867,86.660669082641,10.0
126,15.884951807873342,88.48635363081533,10.0
127,9.9533229798924,88.7038350024922,10.0
128,-3.207895246760892,67.87397867428547,10.0
129,13.611626025034735,81.33325079791183,10.0
130,18.437203598579377,84.243130175128,10.0
131,8.597135275298937,70.65814092247864,10.0
132,2.929603951517767,50.1223204588467,10.0
133,15.693548415393652,69.46979259990182,10.0
134,13.547941466443389,83.4614567286883,10.0
135,2.3856695113895783,58.579168095146585,10.0
136,12.964060214413827,77.8136486202531,10.0
137,2.8037804475985357,73.56648515416184,10.0
138,16.193620005937934,82.26104585326436,10.0
139,13.903562123654662,73.57714781777211,10.0
140,20.247015495203932,87.01227172465968,10.0
141,18.536245542049734,83.58655532576275,10.0
142,14.810147809368027,74.8613471376429,10.0
143,23.66930144896737,92.66037616539597,10.0
144,8.11309295138117,70.11007407694154,10.0
145,12.578694247329212,53.76394822862868,10.0
146,21.0202687692464,88.87080819221293,10.0
147,12.057075415106011,62.41100484955852,10.0
148,14.525476002625258,68.64256450339566,10.0
149,12.175122554385156,57.230907634911,10.0
150,12.409054217924986,93.89096946733136,10.0
151,20.31590097091148,86.84223427248348,10.0
152,19.463487198822328,68.38633253965918,10.0
153,15.815078825805138,78.43670891632483,10.0
154,14.636000008820078,78.22764430385992,10.0
155,12.32013661203659,76.00910318076322,10.0
156,-0.08948593829012941,73.55322816148369,10.0
157,5.257178612876136,69.40663547538021,10.0
158,7.513753833088311,62.365277160685494,10.0
159,-4.675036510537073,84.734504561984,10.0
160,13.853344905548276,84.40698050506779,10.0
161,11.041206644731371,87.06002585309056,10.0
162,-13.940749905846408,87.83514354155194,10.0
163,13.58114212112704,66.73222882414005,10.0
164,9.199421367586776,62.14540358782822,10.0
165,13.97473803026618,76.05436820976821,10.0
166,16.791782128639998,76.99967827821091,10.0
167,11.082945999014822,68.17753007574754,10.0
168,23.772519513541503,83.4343071485827,10.0
169,7.174879542214409,78.39542212632894,10.0
170,22.478429281693934,78.98885758624266,10.0
171,3.4800598454546714,49.52095122513728,10.0
172,10.651496948813657,85.89657618550852,10.0
173,12.658902276070538,65.16227667507529,10.0
174,18.07297258752973,80.03563597005589,10.0
175,2.063442184871402,83.08074567693548,10.0
176,14.585125311469449,84.04088489281911,10.0
177,14.892471067707593,84.96872023030198,10.0
178,19.121323384957158,82.20011482934817,10.0
179,10.308247661340435,70.68763936102492,10.0
180,-1.497271542136187,56.47247583655097,10.0
181,8.372695456705467,80.13264183361284,10.0
182,13.113526224095267,80.49631162082771,10.0
183,11.14943304685617,67.71016665525248,10.0
184,5.434946219627833,66.5883966041502,10.0
185,14.291639366616813,81.12824296954277,10.0
186,2.2891500813813677,80.1040744426763,10.0
187,-10.37351818775652,74.35742522030742,10.0
188,-11.738256469169029,77.88956120909292,10.0
189,22.322576029714313,96.98130833483259,10.0
190,9.774617672254465,65.35401507666926,10.0
