unit_id,CropYield,LeafGreennessIndex,do_iron_fertigation,do_ph_acidifier
0,64.46480383449772,68.01503642679856,80.0,70.0
1,63.21659150174622,67.51580957252717,80.0,70.0
2,71.92609507284718,66.99503432279181,80.0,70.0
3,61.66770366530302,67.43005133103676,80.0,70.0
4,64.92109640002475,68.08091262903372,80.0,70.0
5,64.59230512172178,66.58855561114346,80.0,70.0
6,67.45827895118836,66.92059648187166,80.0,70.0
7,69.14334036231062,67.65907520030191,80.0,70.0
8,67.89016860253426,67.34768075214454,80.0,70.0
9,60.59997080169548,66.7018435758353,80.0,70.0
10,63.276622341825544,68.04911932848024,80.0,70.0
11,67.79224919480174,67.85852328672108,80.0,70.0
12,63.96597100204611,67.3339342286558,80.0,70.0
13,61.591095721052675,67.87108406857456,80.0,70.0
14,68.2806199720603,68.328252450369,80.0,70.0
15,61.825981827527265,67.77124043454546,80.0,70.0
16,66.94200629858325,68.6579620066737,80.0,70.0
17,62.51986446779411,67.60512415467103,80.0,70.0
18,66.38122348755115,67.11080542724213,80.0,70.0
19,60.19847605380601,68.33117686364695,80.0,70.0
20,66.20654261081692,67.27251542247406,80.0,70.0
21,60.03069970525614,68.16005851206265,80.0,70.0
22,63.898880365067605,66.76463426038592,80.0,70.0
23,64.67738393870324,67.60936019177653,80.0,70.0
24,65.7765634911045,68.28381831349074,80.0,70.0
25,65.54057739462836,67.52507695426857,80.0,70.0
26,63.55945885039594,67.7015596038372,80.0,70.0
27,65.40208839809858,67.7951119173042,80.0,70.0
28,64.93005357062125,67.50160324096416,80.0,70.0
29,65.20309285049429,67.53712379415569,80.0,70.0
30,65.81835542622574,67.2511011633545,80.0,70.0
31,68.14915850214172,68.97835208875291,80.0,70.0
32,63.87119583475422,67.67106172852579,80.0,70.0
33,70.99212724780747,66.81633338867518,80.0,70.0
34,66.70871522615973,67.61933018966214,80.0,70.0
35,63.16381834538901,66.66060677507791,80.0,70.0
36,70.92939219659408,67.95689213567262,80.0,70.0
37,61.80976654307776,67.21211783917798,80.0,70.0
38,60.93071509129151,68.28150428866681,80.0,70.0
39,64.66600654406828,67.56628670035349,80.0,70.0
40,75.17944436538838,67.96058202662566,80.0,70.0
41,64.40626032877663,68.07708453672,80.0,70.0
42,67.85380258064349,68.35468946042879,80.0,70.0
43,63.517223345780515,68.22951092848972,80.0,70.0
44,67.45716576728093,67.09867832747041,80.0,70.0
45,60.36412121264684,67.49074155678787,80.0,70.0
46,66.52363789039629,67.58598937950823,80.0,70.0
47,61.01464971791591,68.55367095715084,80.0,70.0
48,65.8559501469126,67.26212281008338,80.0,70.0
49,66.46528062047166,67.8359125322655,80.0,70.0
50,62.57660464387397,67.16483194172312,80.0,70.0
51,63.64144035989552,67.93337021130299,80.0,70.0
52,61.74749617183751,68.43166019836721,80.0,70.0
53,66.26400036796579,67.12619675387631,80.0,70.0
54,74.40427180739138,67.58180678512208,80.0,70.0
55,61.758842242798764,67.91929441614054,80.0,70.0
56,67.76882392024874,67.50530971222682,80.0,70.0
57,62.422493889304086,67.90967085862981,80.0,70.0
58,66.37587639244113,67.91896654994216,80.0,70.0
59,63.66738889180473,68.58327320374165,80.0,70.0
60,64.654650287369,68.15070112705857,80.0,70.0
61,67.864875923507,66.88456883608342,80.0,70.0
62,68.6011224312476,67.82123729535147,80.0,70.0
63,69.74665773298754,68.1023311288643,80.0,70.0
64,62.25245386718358,67.49268626595122,80.0,70.0
65,59.563332216654665,67.03110856392806,80.0,70.0
66,64.56352528696594,67.63547384011147,80.0,70.0
67,66.2705745869832,68.14609455665772,80.0,70.0
68,62.099664832303674,67.39082974503563,80.0,70.0
69,63.77014035965497,67.74311570217957,80.0,70.0
70,65.4477359655437,67.9015037198142,80.0,70.0
71,59.920481684581354,67.96263950660364,80.0,70.0
72,64.21412734651402,67.46704864893334,80.0,70.0
73,59.298350852086806,68.02678381252306,80.0,70.0
74,61.625760692846555,68.25407669967947,80.0,70.0
75,69.91736141687575,68.07162685880411,80.0,70.0
76,64.15873230740155,66.7604142067135,80.0,70.0
77,67.3259043038384,68.02074076456114,80.0,70.0
78,69.47241835760082,67.86239923284336,80.0,70.0
79,65.01611653035506,68.23839804437361,80.0,70.0
80,65.47528941314941,67.46640526300585,80.0,70.0
81,68.34984763121102,66.80967592464135,80.0,70.0
82,72.49980404712876,67.60802152464836,80.0,70.0
83,63.924229150959036,67.47835973708008,80.0,70.0
84,64.93242285819392,67.2652355707874,80.0,70.0
85,64.96839130180499,68.99020410708825,80.0,70.0
86,69.57819125707174,68.39708070818585,80.0,70.0
87,62.67342184952595,67.51138237617803,80.0,70.0
88,59.65684431305279,67.16348805128058,80.0,70.0
89,65.48259418301609,67.25827813401817,80.0,70.0
90,63.70306539131345,67.19382646897664,80.0,70.0
91,63.548802100230645,67.71003472398893,80.0,70.0
92,64.59595099446798,67.8774111089631,80.0,70.0
93,66.06906157823279,67.45494885881877,80.0,70.0
94,63.6157201293349,67.90760944438127,80.0,70.0
95,67.10822819537866,68.02888457037386,80.0,70.0
96,62.454554123449434,67.70322455446409,80.0,70.0
97,57.03618380403317,68.38681000540878,80.0,70.0
98,69.04768334687458,67.75689146842595,80.0,70.0
99,65.1212077613512,67.88340988819154,80.0,70.0
