unit_id,CropYield,LeafGreennessIndex
0,15.89137875846496,7.237599462100361
1,15.431575691105468,7.244141638024592
2,16.794975377189818,7.011926606836424
3,17.60498783138421,6.594606145057905
4,18.85959381027685,8.011148984035158
5,21.583279056825717,7.860793643096842
6,20.48900347559495,8.063926961629539
7,17.54830192509496,7.317358439923859
8,22.625140598393905,7.809243191900784
9,17.142432854547135,7.109766937206496
10,14.74687256223299,7.662111577723616
11,16.663931703002238,7.3790655865706425
12,18.579963395287166,7.768890009136448
13,25.79564300452851,6.77695376521303
14,25.396551485524366,7.743961042265353
15,13.93789217128866,6.633349332085373
16,12.7162475865271,6.995481661056525
17,20.37024761155857,7.4319391047033765
18,21.755540461020907,7.709987260474758
19,14.454226772054646,7.056383251511536
20,24.22658855581046,7.712172681717323
21,16.203962651523653,6.809481606253623
22,14.117516991175998,7.725889864840893
23,21.212883357955068,8.484744750037517
24,11.885897653108596,6.878392206725468
25,15.146258352094389,6.491019713332168
26,21.794932082128952,6.662485492192233
27,13.302055417659775,7.759287978861319
28,17.44076360322628,7.878743925748652
29,19.602615020223656,7.1838133918124445
30,18.110559607157104,7.951787009306992
31,17.011603709742555,7.180573236003557
32,23.012157978562364,6.694286886117455
33,26.51955533673078,7.18619637097789
34,22.154735671076878,7.573052378385638
35,13.397311497110529,7.528900891554499
36,25.811139523405117,6.822789274339208
37,16.495573029242404,7.035077021064946
38,19.27142644779497,7.954901061696662
39,20.413873478823074,7.159749611658796
40,21.327876132166143,7.091514344366034
41,15.978504024095773,7.613007176160947
42,18.65262703960235,6.7362119186389435
43,18.45903046849956,7.4004974423267145
44,20.07969940138366,7.7492374736994805
45,18.862303381277982,7.31645845327461
46,20.425743847754177,7.734993675787782
47,17.292590477092865,6.562648216378802
48,21.22200007784393,7.02543004091914
49,16.379010146412377,6.8799109916614025
50,15.84370453760735,8.060887678533414
51,19.098021238784384,7.595710094648213
52,19.517201126071093,7.529177056670137
53,20.81193624029007,5.785933400969671
54,16.973308443025488,6.96162764568493
55,12.552096086101528,7.531198831986476
56,13.273711035643785,7.156327014222009
57,21.070785232357856,7.778947430861736
58,24.772667540311804,8.126235763379201
59,17.03367319336237,7.765039617536104
60,22.29754262067276,7.582581431502113
61,25.72761970351484,7.763389747000508
62,22.65460458281184,7.32871718416454
63,19.164461576341456,7.424494706716823
64,19.41505346738388,6.823257969536323
65,17.132659222161543,7.352525451354076
66,20.619628324220898,7.003008835376432
67,17.886432108591162,6.481970800704951
68,18.92565775861378,7.280642951906712
69,18.063946460553865,6.337746512266434
70,15.626850550271344,7.8973358948452175
71,21.900215326143282,8.141642137530651
72,21.22153343088169,7.533380296853563
73,18.856658327458522,8.015297987498357
74,16.78055185867413,7.3928621298121255
75,19.834183692858392,7.106916832498103
76,13.304702570908772,7.981673735513052
77,19.875367002561163,7.7573659245862645
78,21.536324791398137,6.618439305479513
79,20.153649291378386,7.0551448249490605
80,16.726195504619312,7.07194061048681
81,17.726223837428066,8.055993479597099
82,14.973177977255503,7.576518501596528
83,17.886208772342552,8.088796113222921
84,20.003697885614493,7.02881724131724
85,21.599685003173608,7.8846822872851074
86,17.248035913608696,6.861283187116299
87,19.11200767345189,8.156805488134049
88,17.237147470890392,6.81900680569845
89,21.46197462374306,6.643697607566324
90,13.963894944413047,8.379263488129052
91,19.32802926568007,7.598757463776132
92,18.268900735472567,8.258656033897594
93,16.153441390562673,7.230357903761505
94,18.917309071683356,7.74593974154765
95,13.737925943821118,7.743539764918499
96,14.33818368723594,6.944517629559242
97,15.095714512981438,6.89522056591338
98,13.573412642559646,7.348634796795753
99,22.78056437743859,8.237167861610182
100,21.753285125826732,7.513911514751826
101,17.67307541018081,7.256997555530022
102,12.553591709758521,7.384402963066239
103,18.544535175879997,7.082004720688434
104,19.655911848811556,7.4717046053855745
105,17.080697210071047,7.238656601228154
106,17.17093495100027,7.315020545196523
107,15.783984839165981,7.566112723097361
108,13.1260978381408,7.813908676552186
109,21.952816011067505,7.159511010226083
110,20.52557654114997,7.68760469290805
111,16.66207842250534,7.529110551672781
112,17.78948046776994,6.757174275629591
113,15.094345269129876,6.65723190294975
114,19.5414122755298,8.135502623873863
115,18.911046579068703,6.558147348222385
116,18.979997143724564,7.710586892864218
117,21.44638088612527,7.83111782841249
118,27.359488730814718,6.662959214157604
119,13.998537984125987,8.043517205373579
120,17.761612991006363,7.934468604554083
121,20.00022856940669,6.527375740488636
122,22.456011793152427,6.907894243321372
123,14.286902363903188,6.652590311948578
124,24.112806662049003,7.9412424830156425
125,23.78359250903987,6.837293163884614
126,22.725113742529,6.058197972565081
127,22.825781707883408,7.742403172197421
128,27.596631785890192,7.049775945774996
129,16.723328177505095,7.33298695750503
130,25.83008572763259,6.767057764045859
131,18.379536253415086,7.695276879283281
132,14.858030870126768,7.987855649876138
133,16.486177533054253,7.921209142548588
134,20.489970992076987,7.457442912236205
135,18.926329023043454,7.272088070406432
136,19.702944625714256,8.029558381451526
137,16.489556311464636,8.515605233735496
138,19.347623304534103,7.842437770385478
139,18.622990776330163,7.937227512794385
140,15.587248312736067,7.336535291616677
141,12.092841144536123,7.8334488365254105
142,19.51220032944219,7.610627029520593
143,18.800004800022002,6.294523619950644
144,16.7962547470893,7.745089824841009
145,21.241654351737274,6.875596621454794
146,22.24141524768322,7.6901177077133145
147,17.457432266310896,7.5924990134881405
148,19.902522454710322,7.102295587402348
149,16.6244353890037,7.481150915617
150,16.559458352217042,7.0857189595968695
151,19.58088910010595,7.282321183618266
152,19.216140516865142,6.998060709821007
153,21.155485101687454,8.046618189258876
154,16.98558909722044,7.491832363669256
155,20.932135063907204,7.092963296383751
156,22.22555020817385,7.341441313253554
157,23.491277358282673,7.513547390494691
158,16.660959269525485,7.59787392915518
159,17.809438306247657,6.844748155444816
160,22.84051143504307,7.9474518491891875
161,18.312835964674427,7.55351498322388
162,19.854487458687572,7.372752897608946
163,14.85179256251243,8.856021441734736
164,16.684088461837607,7.071955203210787
165,20.660413815219883,8.40665951739666
166,16.266231394484407,6.292482434820849
167,14.948540866419448,7.475790958505965
168,15.136442913366134,8.569021989952052
169,23.32526768062766,7.243512867626609
170,19.34149821215438,7.248779587047426
171,20.39162195580938,7.963829948463213
172,26.01744013270291,7.3436863313420195
173,17.152188018963365,8.246751078515855
174,22.13896831787126,7.165806624878663
175,16.441804645591553,7.681951098981068
176,21.992227137819327,7.566611588590961
177,18.63845385942027,7.354258930214396
