unit_id,CropYield,LeafGreennessIndex,do_iron_fertigation,do_ph_acidifier
0,44.23896517180296,24.772121142377152,60.0,50.0
1,46.36295594850939,25.349451370220972,60.0,50.0
2,42.84129502178105,25.156005962988612,60.0,50.0
3,51.01935379082812,25.830565093211266,60.0,50.0
4,49.88822051901498,24.693753194530558,60.0,50.0
5,47.197901672799325,24.696158733233382,60.0,50.0
6,42.80277036148841,25.79606023399535,60.0,50.0
7,46.286451687663,24.85859193478231,60.0,50.0
8,47.15695237268053,24.77067917434317,60.0,50.0
9,45.87415733408571,24.50667360133267,60.0,50.0
10,45.236825035408394,24.754087818505965,60.0,50.0
11,45.688986717522226,24.858576597818562,60.0,50.0
12,42.175168108285504,24.417226437348205,60.0,50.0
13,46.68734123301714,24.92913403387018,60.0,50.0
14,40.73751894664875,24.89293719658156,60.0,50.0
15,43.8182999846402,24.53035797832037,60.0,50.0
16,47.14267341833249,25.52346833648874,60.0,50.0
17,44.757095562276604,25.743596106647168,60.0,50.0
18,44.67386280966805,25.688744127178687,60.0,50.0
19,44.442296486278224,25.252788665846964,60.0,50.0
20,49.49026711229739,25.15303592522253,60.0,50.0
21,44.88711174540745,25.179263532474884,60.0,50.0
22,47.1209174799361,25.142117440448757,60.0,50.0
23,48.982161823719366,25.157769955491514,60.0,50.0
24,44.37798838593069,25.343485480054383,60.0,50.0
25,47.644965077770095,24.817046623286636,60.0,50.0
26,47.06158236616522,25.700734157270777,60.0,50.0
27,45.44133797805578,25.466446893843447,60.0,50.0
28,42.43539723652816,25.272361349480992,60.0,50.0
29,45.39143789171813,24.81742573625102,60.0,50.0
30,44.394759449395,24.748857021872745,60.0,50.0
31,44.652486667773346,24.961667930931565,60.0,50.0
32,47.93579957619734,24.48333025194901,60.0,50.0
33,39.556809678277745,25.866327425224455,60.0,50.0
34,44.66283895965598,25.411391333679862,60.0,50.0
35,46.884928851402805,24.816898997803722,60.0,50.0
36,45.381050062775444,24.88360200867077,60.0,50.0
37,42.71066418642851,25.348048083189383,60.0,50.0
38,45.33138009263377,25.59157312040559,60.0,50.0
39,49.94954532884642,24.371146208742715,60.0,50.0
40,44.904473305657575,25.401436057270562,60.0,50.0
41,47.25019196353247,25.082303221260286,60.0,50.0
42,43.14369084291735,25.5774280647372,60.0,50.0
43,47.07237082070467,24.526559879032035,60.0,50.0
44,45.07340669552414,25.24224050436,60.0,50.0
45,48.89082401079321,25.788028747342494,60.0,50.0
46,50.78021219428094,25.05180945273847,60.0,50.0
47,44.38898528284973,24.434614151277046,60.0,50.0
48,47.03209793599807,24.27450547622479,60.0,50.0
49,45.501376395565494,25.48341490871457,60.0,50.0
50,48.91236688665113,25.635512024999983,60.0,50.0
51,47.57713630006711,24.802693019277836,60.0,50.0
52,48.23369141291451,24.436454499516405,60.0,50.0
53,42.082009609827885,25.309554819626218,60.0,50.0
54,44.70164694290493,24.880727773505335,60.0,50.0
55,51.148626701601806,24.819039948157954,60.0,50.0
56,47.78000084598953,25.351848865628014,60.0,50.0
57,50.801432636710345,25.27342806462316,60.0,50.0
58,40.23872279826852,25.353747557370284,60.0,50.0
59,44.901386056382385,24.677999411890568,60.0,50.0
60,53.49842323088872,24.19005209853791,60.0,50.0
61,43.9454902585218,25.165389792624012,60.0,50.0
62,48.44447314817248,25.127394623739526,60.0,50.0
63,43.18430978266617,24.243768985137642,60.0,50.0
64,45.40077364934847,24.725270723940934,60.0,50.0
