unit_id,CropYield,LeafGreennessIndex,do_ph_acidifier
0,24.66545960988502,6.490980113853768,50.0
1,26.145238449964687,7.077845986320866,50.0
2,20.214247203307227,7.214892165926087,50.0
3,24.365321537204068,6.640630517151718,50.0
4,18.49267120846154,8.363245640936821,50.0
5,20.630538608783656,8.233357661874459,50.0
6,19.880040385826135,7.860063113402044,50.0
7,22.817053448974715,7.9629229892520925,50.0
8,14.626328623695189,7.557070124989734,50.0
9,16.802328969161955,7.54099574782705,50.0
10,17.18876513383014,7.09832930012482,50.0
11,16.09022207025988,7.168815203808951,50.0
12,21.228453832242405,7.375032972099308,50.0
13,21.191549508478797,6.7042320566969735,50.0
14,23.176738902732207,7.426945637026672,50.0
15,20.663430833589857,8.19633493868813,50.0
16,19.655084865500005,7.252179249175522,50.0
17,22.149334481558054,6.835391239548275,50.0
18,23.535688766667135,8.171568986165976,50.0
19,19.291653289341074,8.064800154422256,50.0
20,20.02486438854385,7.660517285911858,50.0
21,28.362763488997658,8.084921705675004,50.0
22,13.936803149047405,7.14950150021348,50.0
23,16.889135537172955,7.615843063283133,50.0
24,16.543900758547295,8.644773114966167,50.0
25,26.3871499393621,7.617575183525209,50.0
26,15.783027035601012,7.6336480898438905,50.0
27,19.330109305204495,7.386077231302637,50.0
28,15.327028540532726,7.926462629004935,50.0
29,18.959828440423422,7.924251049752334,50.0
30,19.873620583922037,8.031158956583901,50.0
31,30.525582055847202,7.563195808518257,50.0
32,19.933458651271504,8.059273847739641,50.0
33,17.596416516614035,7.265474059642406,50.0
34,16.876607078549128,6.986261921225016,50.0
35,22.22776428733533,7.407778869112582,50.0
36,16.203063774639258,6.8086964261178915,50.0
37,18.168299730241888,7.706603987820904,50.0
38,21.38318338997006,7.181998673488167,50.0
39,23.97445920920099,7.051350895570499,50.0
40,19.953846075670253,7.183604668534118,50.0
41,18.940229325017768,8.450971248113802,50.0
42,18.627283455841955,8.540596594023881,50.0
43,22.675944789682514,7.5339847110199765,50.0
44,23.616957278102817,8.00559018046335,50.0
45,18.70269864375754,7.614402303932998,50.0
46,17.768822008879315,7.6346586528765705,50.0
47,17.91830036390712,7.7136383115636225,50.0
48,18.532213789817977,7.752016943297967,50.0
49,17.951415387137263,9.0003070795252,50.0
50,23.63876236763954,7.673564859229156,50.0
51,22.629200956494568,7.443598858099693,50.0
52,21.43839993888542,8.017845660210046,50.0
53,28.828072607478923,6.988080482635354,50.0
54,20.396052716350454,7.804735311204403,50.0
55,24.400442208188274,8.78586754807805,50.0
56,16.164980679457503,7.865536129168248,50.0
57,15.806889810849523,7.075405208349508,50.0
58,19.888224356712218,6.566297650624174,50.0
59,21.590011670722202,8.116078400766307,50.0
60,17.03102019210132,7.994485080465455,50.0
61,25.231095895266602,7.26395805926359,50.0
62,17.306083382986376,7.349871356273266,50.0
63,19.712696819817175,6.971384077977702,50.0
64,24.2279279555912,7.090857279715118,50.0
65,28.433319422500507,7.9416608792694845,50.0
66,21.96245375138635,6.865301837084814,50.0
67,18.65269695263602,7.323430739773652,50.0
68,21.616176122487563,7.480450898307583,50.0
69,25.705778765829933,7.484579935719216,50.0
70,17.971814359778357,7.904492852572529,50.0
71,22.310635290398928,7.797731377758926,50.0
72,17.793495521788778,7.472467252616156,50.0
73,26.729089737145543,8.128191056074618,50.0
74,24.20448346931142,6.882250413184567,50.0
75,20.47264346772069,7.921033861101961,50.0
76,15.142144424670217,6.9855614767399565,50.0
77,11.764768145378776,6.751184272625861,50.0
78,14.800259418214178,7.687360157908207,50.0
79,20.630539826551967,7.222239036522478,50.0
80,22.04297997946071,7.707631671627851,50.0
81,26.639110422630793,7.6549391523109485,50.0
82,16.894837470399352,8.030971067403723,50.0
83,18.007691101359594,8.531318266331684,50.0
84,15.38077726665064,7.670696442999165,50.0
85,14.712326116130214,6.864834013453232,50.0
86,24.822381070525125,7.281821168166957,50.0
87,19.202385802510857,7.710218686376358,50.0
88,20.638560098874347,8.193785652521642,50.0
89,21.073249676420673,8.018922117537373,50.0
90,20.667524698259996,7.7621701212053775,50.0
91,14.439805613133522,7.439582105568831,50.0
92,16.96291244313303,7.049374683311556,50.0
93,17.037107002006355,8.031665190701757,50.0
94,22.173671583092872,7.842294242752104,50.0
95,22.787951972346676,7.526160285421497,50.0
96,18.589546796202054,7.99834023262508,50.0
97,22.556169271951397,8.373192047469393,50.0
98,22.045271249556414,8.07018100804857,50.0
99,17.912653695361456,7.314606923422488,50.0
100,19.623645019821634,6.9846259376218285,50.0
101,16.80800230554697,7.336968129431467,50.0
102,28.03085439484383,8.053194455459927,50.0
103,20.321901113657088,7.772587304952464,50.0
104,17.559521678998017,7.7589608439344,50.0
105,23.9815746534724,8.0260780590849,50.0
106,16.14090544798871,7.74634352612936,50.0
107,16.18850552623898,6.922563410483763,50.0
108,24.18458577994445,8.270882209628702,50.0
109,15.52600681698412,8.49862194776751,50.0
110,15.441247911380293,8.638250541388711,50.0
111,23.546573065727905,7.716146310649573,50.0
112,22.352760440638548,6.840886966975726,50.0
113,19.237451100721323,7.32960555490011,50.0
114,13.8818530671877,6.972162088604219,50.0
115,23.365960733850628,8.436175057961309,50.0
116,15.611380683675465,8.010709919870536,50.0
117,22.07499065694381,8.322299962853362,50.0
118,20.313540284399323,6.731303487106031,50.0
119,19.08105326268975,7.125681989563769,50.0
120,23.491790162545257,7.309448779806031,50.0
121,18.48314536979093,8.220799110631695,50.0
122,18.291950719124838,7.716252890344099,50.0
123,19.637615176878384,8.201446328923021,50.0
124,12.384221327752483,7.571034155076353,50.0
125,21.156567190528566,7.613979741636804,50.0
126,14.33891598801091,7.533754094348032,50.0
127,16.79458503324688,7.865818975120405,50.0
128,16.23838434263831,7.6412596061401015,50.0
129,22.464437669635302,7.313770827708698,50.0
130,18.245972988438094,7.050964259478947,50.0
131,23.840057488119385,7.598447716188837,50.0
132,26.474161309219188,7.261813009388526,50.0
133,21.830010892055167,7.522758540513886,50.0
134,19.687489825259643,7.942448098714524,50.0
135,20.988872590688963,7.62350560966992,50.0
136,16.66144257790163,6.87869269152061,50.0
137,15.909426379954791,7.380202647484277,50.0
138,23.297511075528888,7.3009524896144296,50.0
139,19.021711322855534,7.186575519012212,50.0
140,17.93434038588589,8.040192819358383,50.0
141,18.817711741003205,7.894979544767392,50.0
142,20.38702412581958,7.5822084788175195,50.0
143,14.828312821846442,7.880641118125502,50.0
144,16.46354923638044,6.893254974870575,50.0
145,18.66589471389429,7.355997150263712,50.0
146,17.093859793226738,8.14332847224317,50.0
147,23.448741787808725,7.535013372057288,50.0
148,16.248949136635694,7.57067219948668,50.0
149,22.869995326706327,8.008129384836312,50.0
150,17.286863400451537,7.274304311974285,50.0
151,22.457333175416323,7.627598979012638,50.0
152,19.90634801010446,8.460905915778998,50.0
153,23.424536516407553,6.897137902157523,50.0
154,28.045037813781878,8.371571073489495,50.0
155,24.955796973250344,8.690224537473757,50.0
156,18.608857339948656,8.540462937812833,50.0
157,23.834255812230502,6.957042790083011,50.0
158,20.75329124000148,7.846893828555452,50.0
159,26.124554225319066,7.147329735384322,50.0
160,19.31428359619561,6.969626745336643,50.0
161,17.32437798490173,7.432076396440357,50.0
162,17.86256470043537,7.667683682898908,50.0
163,17.623139272333123,7.891541534167749,50.0
164,29.26954113535689,9.120534875430414,50.0
165,19.800674417921115,7.627036473814539,50.0
166,14.89301971210455,6.690450509462591,50.0
167,20.26819099430847,7.554657991631473,50.0
168,17.467311651078397,7.786923736496955,50.0
169,17.609591393137766,7.675181560592136,50.0
170,18.009984310297313,7.601732514942762,50.0
171,17.99049664381295,7.420014315555564,50.0
172,22.637670138422607,6.802008385999064,50.0
173,19.101710573092692,6.831030408334545,50.0
174,18.575230916148282,7.7470490610963525,50.0
175,22.150652997589066,8.587491077700895,50.0
176,19.381513964199485,7.805837705277322,50.0
177,15.85089401917499,7.7523190718562525,50.0
178,20.147352635567557,7.724092602991926,50.0
179,14.872165128866904,7.768052224719513,50.0
180,24.15457751983297,7.085757148237351,50.0
181,21.950557983496076,6.8771869560620535,50.0
182,24.294626690285924,7.2937513618368754,50.0
183,13.260593780115103,7.88696005096281,50.0
184,19.93617663756188,7.5603536503592865,50.0
185,22.146682399912592,7.696441140058005,50.0
186,24.45886129517485,8.886734131982811,50.0
187,16.723252424756318,7.452602872657998,50.0
188,14.373807576536464,7.0178866062089975,50.0
189,19.765357835061902,7.515915443467254,50.0
190,21.06573244445727,7.916362452204256,50.0
191,22.149144253076464,7.7496421612735205,50.0
192,19.300230103725816,7.108493059704267,50.0
193,18.001810777006686,8.009767844431273,50.0
194,15.812444620129398,6.984843373562225,50.0
195,19.007217368931784,7.008590232856976,50.0
196,19.30344899621091,7.5894979856251235,50.0
197,13.509267888163427,7.2789443359993715,50.0
198,18.31473645984658,6.6761904593777155,50.0
199,23.045104376329082,7.429001151161141,50.0
200,13.97331443757554,7.803835970548733,50.0
201,21.764666796893692,7.4929796636465955,50.0
202,19.266336687065014,7.369325207400075,50.0
203,17.881214613462024,7.208540698887516,50.0
204,21.526085838956845,7.191400033449769,50.0
205,19.684350073154327,7.8376717861776175,50.0
206,14.412304930821513,7.175334607220638,50.0
207,23.934851598698053,7.2289942541278425,50.0
208,17.159943401168853,8.545624866244738,50.0
209,19.10783718550813,7.226378585786174,50.0
210,16.731367073869844,7.940179282631507,50.0
211,20.645292281653287,6.595820916531203,50.0
212,24.25639383717858,8.377764109146568,50.0
213,14.960281614715411,7.506112945823325,50.0
214,13.893616419292815,7.481610289313558,50.0
215,16.10867132098142,7.312475122111102,50.0
216,13.652042311230495,7.753751115644856,50.0
217,20.091608488491897,7.609325653422734,50.0
218,16.933273206638347,8.15099835307112,50.0
219,17.974319472788054,7.9234716259253535,50.0
220,22.018509241482462,7.612458950355086,50.0
221,24.551319480288875,7.43310412573557,50.0
222,23.10602367134133,7.172004525824644,50.0
223,20.129055953780576,8.099315336692873,50.0
224,22.91363710050605,8.147409457900778,50.0
225,19.54726723561196,7.71832500785182,50.0
226,17.16834803821652,7.362994894277717,50.0
227,21.090319419228333,7.119096554202339,50.0
228,22.10525685606477,7.721186878761619,50.0
229,21.61468503936527,8.017450162112622,50.0
230,20.86390846802697,7.018422761605878,50.0
231,15.736212693450197,7.4133182185321616,50.0
232,22.14801383546172,6.966532733278216,50.0
233,19.466533755332836,7.229078601423204,50.0
234,19.242691020797594,7.470866424360514,50.0
235,23.560501180625526,6.697461267635844,50.0
236,21.887489907719484,7.250310431726582,50.0
237,15.56556429997951,7.650981201097537,50.0
238,17.11661308676711,6.903666612522041,50.0
239,16.28436903426598,7.621316223075222,50.0
240,19.559815856955034,7.240871063022453,50.0
241,18.045041527138537,8.21507408461803,50.0
242,16.780284151597513,7.215567887566394,50.0
243,21.745221799511327,8.619527527139097,50.0
244,14.838544324956835,7.931596664884169,50.0
245,19.21800633527647,7.895292270352301,50.0
246,17.829642978164927,7.140695957227859,50.0
247,16.51985386397011,7.373656381303888,50.0
248,23.595609372774685,7.118046005698803,50.0
249,16.041975209646107,8.735262129876638,50.0
250,24.188485488535328,6.703018241451145,50.0
251,21.604621301122428,7.9648618865559815,50.0
252,16.906529271319567,7.828315415011452,50.0
253,26.973933661650182,7.5265363259665925,50.0
254,18.545232178842728,7.439721901118393,50.0
255,14.875171004996037,7.10148032349752,50.0
256,23.9332781810676,8.272396709729307,50.0
257,19.50201607173577,7.66823317750419,50.0
258,12.347461772679269,7.121821984507628,50.0
259,25.1085827768628,7.286509455526847,50.0
260,16.163296125791618,7.483400426115782,50.0
261,23.047192770985856,7.639294134419747,50.0
262,21.75425341739268,7.286073605481597,50.0
263,21.294127270911826,8.011407496002215,50.0
264,20.862189341513602,7.944236363780831,50.0
265,18.046157519467954,7.015560878872535,50.0
266,22.086922274167144,7.461127479753032,50.0
267,22.412602555249126,7.681793441187111,50.0
268,22.75903134044235,7.035110115800526,50.0
269,20.733570430463132,7.858955049727896,50.0
270,21.498710125763363,7.43568779351225,50.0
271,26.2035729177,7.729045053286189,50.0
272,22.533995297982244,6.893269924040592,50.0
273,24.0056279064775,7.517630933767588,50.0
274,25.19815679674808,7.023811198269774,50.0
275,17.457782044592545,7.395695212317567,50.0
276,18.322355041556506,7.862531894618534,50.0
277,20.977187194827305,7.022335146200227,50.0
278,22.636280127562035,7.675209605395998,50.0
279,16.83356932359726,6.69472970438907,50.0
280,21.455683716998667,7.904071615658452,50.0
281,18.64190742228516,7.920763960759058,50.0
282,25.85314845506211,7.147034967874256,50.0
283,21.634667797119214,6.671729900962125,50.0
284,18.327971640946426,7.3507527276369125,50.0
285,21.732273832479105,8.05768683615494,50.0
286,19.128527537315694,6.853405281918671,50.0
287,22.154131159290813,7.473064882508062,50.0
288,22.127181359787862,8.353651031932241,50.0
289,21.879021603511823,8.14563373212271,50.0
290,24.704491744698437,7.756425260261433,50.0
291,18.441825046733836,6.821863435431102,50.0
292,22.265604023327946,8.098457154526555,50.0
293,19.185658059168595,6.769931191686661,50.0
294,13.570755620717122,8.466440415208398,50.0
295,19.380432225083833,8.484952270715583,50.0
296,21.6994206415477,7.766484956158425,50.0
297,22.906758919149098,7.4975646918064465,50.0
298,18.455479425013884,7.33229540097271,50.0
299,27.37204609794254,7.9212325422769885,50.0
300,22.641274300276045,7.60173779574735,50.0
301,17.69137567675976,7.827459102407292,50.0
302,20.72645442639654,7.700740533284986,50.0
303,16.691736083158233,7.682657659167932,50.0
304,21.676975263834414,6.748817928223446,50.0
305,13.041804058798867,6.981346252139825,50.0
306,13.970482590125018,7.9970861586335795,50.0
307,20.519171947105495,7.247133310538034,50.0
308,19.633104146401127,8.471643098429091,50.0
