unit_id,ProductTiter,BrothTurbidity,do_stabilizer_additive
0,35.154721671309375,50.67454480863447,50.0
1,28.768405845567862,49.705252807691934,50.0
2,17.299290747532645,40.82134504287274,50.0
3,1.8463653769292354,45.2018977082695,50.0
4,21.199922258087696,58.42610238706059,50.0
5,9.72940516853547,60.89368499285422,50.0
6,32.01013016587955,43.77718273274642,50.0
7,36.098645158473836,20.96880065412404,50.0
8,8.929654920986271,59.640133507864256,50.0
9,35.76029083388513,32.995681709798625,50.0
10,35.237866377775745,47.541594502934196,50.0
11,36.04348824333497,33.25733049366052,50.0
12,34.2806943267611,12.739617735126664,50.0
13,41.43723115063683,56.62890686035707,50.0
14,7.279965217812645,35.11580540724411,50.0
15,20.20096964658909,54.26948918867434,50.0
16,45.619713192658274,17.21112435586621,50.0
17,13.221203338214625,59.87033135242793,50.0
18,27.985280906745825,42.806493347969464,50.0
19,27.590365074363724,45.5596057517771,50.0
20,19.12346140655454,55.58303137636872,50.0
21,20.816278234130365,42.218965561972325,50.0
22,21.244555971643376,37.982623034384446,50.0
23,24.841009341676767,63.30132315051364,50.0
24,22.863878198334355,47.067603123367654,50.0
25,21.30133245047169,59.57090875480741,50.0
26,29.112904912566176,26.290491010184077,50.0
27,27.94977298199475,6.899601641675282,50.0
28,49.74260780310866,17.997128641938488,50.0
29,32.50043519475039,34.81062007951726,50.0
30,8.98299872983823,56.70601026438189,50.0
31,27.611859605574413,24.21807907881262,50.0
32,12.440202270083452,77.91817793705876,50.0
33,33.297907269054974,26.688005053931285,50.0
34,19.329738270994866,30.47679195023423,50.0
35,23.072549248299318,77.52024690549638,50.0
36,42.88231198536039,59.13303823708445,50.0
37,42.745817035260124,42.13926471418182,50.0
38,38.70919974495319,41.61544502865014,50.0
39,39.006341195897754,40.22276590416766,50.0
40,24.605699726897843,56.357283266241396,50.0
41,8.990176146556895,51.21169807996812,50.0
42,22.83779797830327,50.58532758794796,50.0
43,22.794176062387297,27.840645047056388,50.0
44,23.86152099770471,71.63087013016134,50.0
45,32.60922662609729,34.24299054762791,50.0
46,29.51972831014559,52.78840747364845,50.0
47,36.45364089543417,26.627785600451674,50.0
48,17.57778725823643,53.02132780497808,50.0
49,28.173813046643524,67.7402586387828,50.0
50,47.18090719699952,29.155126195685924,50.0
51,23.7701647364985,46.46037896317396,50.0
52,17.59798102958925,65.54666279677201,50.0
53,25.523909492247185,60.608135327886245,50.0
54,22.780837074801326,73.96395111990904,50.0
55,33.96149517085747,31.8187783810979,50.0
56,42.74096446170616,36.90038839249658,50.0
57,23.38322645132964,38.26791765010862,50.0
58,25.30148878542839,64.2903947704157,50.0
59,19.93684397555124,29.452458530282197,50.0
60,21.357212602423726,45.94970504002323,50.0
61,47.72444930847645,32.33755712513149,50.0
62,50.526555369822425,35.094757844690065,50.0
63,31.094091762086965,68.93159422862323,50.0
64,27.300106043998444,70.07113565739056,50.0
65,40.65626992454194,36.42747159860345,50.0
66,13.033367044148472,73.27716520774496,50.0
67,60.92002871888684,0.8149192532469343,50.0
68,5.228423558271524,64.61184908414022,50.0
69,28.55253092666547,61.89962178765197,50.0
70,29.067881299540137,44.270471457580214,50.0
71,12.043330353650322,32.847670661634304,50.0
72,55.12340854575002,0.605285655524419,50.0
73,29.6753666218909,45.6543036198255,50.0
74,6.271322294670957,59.86960357266037,50.0
75,24.88616544951437,34.92170998532872,50.0
76,18.28557274733928,39.98029342710063,50.0
77,28.03167173119335,57.442643172038,50.0
78,20.78008604031456,60.56268092308443,50.0
79,18.63367194676526,59.94645232723731,50.0
80,29.23360593330319,52.736111819557536,50.0
81,18.641622746331933,50.85242456978121,50.0
82,18.84664471194684,43.842334903731,50.0
83,37.18612863409902,29.724608256348894,50.0
84,31.84399101695764,52.06701835292209,50.0
85,13.691290088076268,53.334871144004225,50.0
86,22.57558940201138,66.59439168699264,50.0
87,15.48184504497545,40.64593510722913,50.0
88,21.51750677098438,41.43517921250809,50.0
89,0.7940128106555999,34.66342713756386,50.0
90,16.734213459932988,62.23222200604481,50.0
91,17.587916407037007,11.659220322782673,50.0
92,38.873128521877504,23.567604571311442,50.0
93,32.189357348217776,35.328362253498554,50.0
94,17.536869633487008,71.84613528838499,50.0
95,61.9173580802068,11.734510969011854,50.0
96,23.00026000029035,1.5331502331075058,50.0
97,12.995042034235116,74.53830923559703,50.0
98,19.095400047000403,48.736674214072515,50.0
99,31.74120552732383,22.476493075076405,50.0
100,26.032603870362756,63.45424700704125,50.0
101,14.716775269939246,34.55259109837786,50.0
102,24.397053886769164,37.23907662372407,50.0
103,21.89558356297125,47.256353559221075,50.0
104,3.953741979150494,39.305375248533686,50.0
105,21.845714465628184,53.13778534408626,50.0
106,25.98345158474704,51.849569388352656,50.0
107,11.764626922922087,55.91614809272809,50.0
108,29.279560294916813,43.76838207123705,50.0
109,20.067856214267206,62.933456937119175,50.0
110,24.194811006902107,51.42253693865804,50.0
111,34.70729072501451,62.739985535984,50.0
112,17.522804030198103,41.99005727160841,50.0
113,30.59514995063714,10.724675554164119,50.0
114,27.45995796869208,22.07509518996361,50.0
115,15.236828750055674,42.797933850455685,50.0
116,61.05255357417894,-4.580266736555307,50.0
117,53.08773471914392,21.570964855633076,50.0
118,16.938518646793547,38.986013260027406,50.0
119,48.27388482174909,10.24196563973711,50.0
120,1.482258525629657,62.839397616741316,50.0
121,25.69016081216401,11.008494567312823,50.0
122,42.18226408455732,67.61399257650879,50.0
123,9.415407381494372,39.90183950086142,50.0
124,25.9723534396272,36.356941537796736,50.0
125,41.20067951496148,28.671967423050518,50.0
126,35.69598738454293,47.623057036396325,50.0
127,-7.700449062532849,50.62458388443023,50.0
128,17.34096064632822,61.4961282193168,50.0
129,21.875858729673755,55.581292488819436,50.0
130,50.026622109186306,32.95344137233598,50.0
131,25.464729532825427,63.81118719459848,50.0
132,13.887946457061597,35.10689950021171,50.0
133,9.953708466944992,56.04623072847058,50.0
134,12.97748009548804,56.21604386423743,50.0
135,24.46831524802298,26.573620091192808,50.0
136,6.689008287211848,69.1580985491942,50.0
137,31.606299810634688,20.179701747370586,50.0
138,35.47059416121169,38.73698713338468,50.0
139,46.85328833049383,29.780712468995127,50.0
140,25.634713087671816,32.56590900267959,50.0
141,24.57792171022783,53.06058857380987,50.0
142,21.233327604106034,60.056892805829754,50.0
143,32.50348536941322,28.57642602125934,50.0
144,28.306387253214115,61.69088628416229,50.0
145,22.18960497635647,72.02747393976736,50.0
146,6.661045267404748,44.96564105830237,50.0
147,23.886891859684727,79.83956293507099,50.0
148,5.033000242641654,62.488248070884296,50.0
149,31.881669774627863,46.97534723202307,50.0
150,29.016035795087927,24.896464068281027,50.0
151,27.397940719622966,29.804570201603255,50.0
152,5.573900497878917,42.955576489050614,50.0
153,34.94504330268409,36.4845218159238,50.0
154,15.821943905735843,49.1104302535159,50.0
155,36.132583321493065,21.742119762025297,50.0
156,25.085304159126498,50.75050300714777,50.0
157,65.59550234817824,12.258560133183698,50.0
158,53.68460243699928,20.73333527263614,50.0
159,20.77044595787432,65.07357414723349,50.0
160,18.54530438034113,58.675565067987264,50.0
161,22.944254882273714,36.405709506219424,50.0
162,18.738593532146467,71.04323494443956,50.0
163,21.042057233504195,61.67341192435123,50.0
164,21.590010925985403,47.797936853246114,50.0
165,26.067542588460036,29.130791931497548,50.0
166,24.86017875013484,54.25678769376489,50.0
167,12.2601960773777,9.115786317473876,50.0
168,32.83342892147407,42.54728358707487,50.0
169,52.84816191833189,35.0439957439599,50.0
170,41.426279332671534,59.882565842963885,50.0
171,45.224383082082326,41.66166320988704,50.0
172,15.08058694246027,70.01552223380251,50.0
173,1.9907857568935885,88.35344435979482,50.0
174,9.048719071259967,55.21034763697527,50.0
175,3.006057419015219,18.480080524472413,50.0
176,21.84057358357069,55.96766237373074,50.0
177,38.12723212726385,40.630498377664345,50.0
178,9.975888938227182,71.24462523179209,50.0
179,44.10555543928699,-8.183896156965439,50.0
180,39.67373465080873,56.77276679187162,50.0
181,30.469567251026497,16.27058783391035,50.0
182,20.86203148085877,49.866060802030546,50.0
183,29.97440196780435,31.77603322937158,50.0
184,46.55286281663069,-4.994854376285172,50.0
185,26.732199059659084,48.60188796610236,50.0
186,29.270786785007424,49.49913694685077,50.0
187,30.451440724644858,41.64769471627339,50.0
188,25.005819899949635,-1.9861840552412602,50.0
189,23.732274278858743,43.859950880431285,50.0
190,10.25664001175345,35.75330410197448,50.0
191,28.532545601612114,68.34503499099308,50.0
192,33.75770004957686,38.68255708025538,50.0
193,36.42346641148756,29.141216017878243,50.0
194,20.364379409493854,81.31511724534842,50.0
195,28.584018850580826,64.14494999573347,50.0
196,66.55920361552712,35.07589393643535,50.0
197,17.732159525304855,52.22912024791268,50.0
198,43.31664655914361,33.23418972596996,50.0
199,44.925953583340984,22.165783303288123,50.0
200,20.893437115774482,43.194759687620035,50.0
201,23.529184010186444,38.45186784475026,50.0
202,21.336008798355643,24.364463815560025,50.0
203,11.598211688934898,36.467858637847826,50.0
204,32.073447266521676,35.79492690666712,50.0
205,9.7811006479154,86.31904971997872,50.0
206,25.975364966212577,65.04536085480464,50.0
207,13.501723150788521,83.795804414914,50.0
208,31.301045444851823,51.65730103864494,50.0
209,33.51823504052727,33.389834054564,50.0
210,35.71593130402394,20.111973316326967,50.0
211,24.198037780464027,50.192524342246905,50.0
212,32.7100998093529,37.212491040225345,50.0
213,18.66409876887679,47.53606225088829,50.0
214,20.89764641597137,60.07663829570903,50.0
215,11.964307519434016,57.07772413393499,50.0
216,50.55744585336862,17.100943384446133,50.0
217,46.38970124039575,42.80424848177056,50.0
218,20.30828431578012,47.83290249496854,50.0
219,45.86397704732584,28.173776928952908,50.0
220,15.767684657335842,52.70424454619409,50.0
221,24.902221105171904,37.64225958820834,50.0
222,24.22172065029012,50.5092403778842,50.0
223,35.98007859742139,29.48871162096935,50.0
224,17.223966943795666,56.81575820016881,50.0
225,4.960480163246098,73.36933284257168,50.0
226,13.47812010141363,54.974794642465945,50.0
227,48.67496710748739,19.709795929029525,50.0
228,14.428074221244213,53.78646010376499,50.0
229,21.61217750684318,36.87797478522507,50.0
230,28.51409932779112,32.145756503505446,50.0
231,36.074558248132675,29.109945388243506,50.0
232,14.540362546908362,29.657678662967975,50.0
233,52.008900818014524,54.53268284543787,50.0
234,9.526130662862275,76.5940840282483,50.0
235,30.688700387877155,32.85670830950193,50.0
236,44.919449945454815,-6.274265771434749,50.0
237,19.70266150331908,67.1041502722043,50.0
238,12.59040650873701,68.71077337971082,50.0
239,17.269281116287562,80.49021571523718,50.0
240,36.91039950711056,2.7614016893870748,50.0
241,12.150266908113721,62.94117286522699,50.0
242,16.29291437866764,87.61133834131772,50.0
243,41.10713607952012,50.7086011215131,50.0
244,24.36824729713618,69.07976702858676,50.0
245,44.57125209998173,58.66109535682277,50.0
246,17.553501288604306,44.862047004651025,50.0
247,30.54058495180402,71.30605538209711,50.0
248,27.71590039835302,45.88979545166193,50.0
249,25.707596483524604,33.767695335148844,50.0
250,24.72565996385533,58.17610904946624,50.0
251,19.753898979029476,27.572778323107627,50.0
252,35.52560565200237,49.73024189729355,50.0
253,28.935359255545656,50.96426846077177,50.0
254,20.579260255987208,32.86800095937268,50.0
255,24.021881176601077,23.563581230736844,50.0
256,27.857407279228692,68.62455670837159,50.0
257,40.98748211492802,31.336797037902603,50.0
258,37.94103722091906,0.240681636283405,50.0
259,20.963258212812107,-8.779940101619303,50.0
260,36.67668898216529,61.28468963991409,50.0
261,32.904468723712036,44.03205181183558,50.0
262,43.929625295236775,31.131538597623646,50.0
263,34.16063244427543,59.212790499661224,50.0
264,36.10405404679405,43.69857889193362,50.0
265,22.357749521979013,66.8669132361992,50.0
266,37.50554779544367,29.913841814682517,50.0
267,16.708846285080444,-13.817929581201113,50.0
268,24.900913925737925,42.38501662019744,50.0
269,20.760027819130002,32.31953940779905,50.0
270,52.117159792295396,14.173505517837961,50.0
271,26.302267702962457,60.794715940785174,50.0
272,20.171192224827692,36.89457963230802,50.0
273,12.483292060250923,35.89411360466931,50.0
274,12.675163831425612,74.49830141899082,50.0
275,24.681917919386766,37.2964070857113,50.0
276,30.075562808114782,23.40185934466469,50.0
277,13.361903583331314,38.16681922416873,50.0
278,14.629426741449977,46.301376190027185,50.0
279,48.512007963873685,45.32202387553437,50.0
280,25.021895668368618,60.340658941021694,50.0
281,20.193451127418886,55.97676776403422,50.0
282,59.47210862719001,13.337870170843162,50.0
283,14.263893019327078,47.85885476191734,50.0
284,33.67213414276884,50.564612467872536,50.0
285,22.435975309030432,10.637781083310522,50.0
286,23.538511082715946,61.83965465870265,50.0
287,33.196554705492986,67.28360275980084,50.0
288,22.896809428436402,33.05585381683513,50.0
289,24.745684173084435,22.371894484740704,50.0
290,16.035923090275396,43.5454551433634,50.0
291,68.84426088659639,-3.4284883341693977,50.0
292,22.279975188460117,33.47843913906169,50.0
293,36.58118441337285,42.165171727934116,50.0
294,10.763722126104724,75.42117203841346,50.0
295,24.705794484609502,28.28018649158721,50.0
296,4.955872166510678,54.84792561860654,50.0
297,8.691824934786634,93.6632008601949,50.0
298,28.655304658491403,56.12331733954456,50.0
299,11.068568071540778,29.043310370585914,50.0
300,37.309258930077156,29.529265772852902,50.0
301,27.28150730486587,25.565252693186427,50.0
302,9.46592131423625,49.7546709610447,50.0
303,16.209083953437837,73.83749982157588,50.0
304,19.788508824171146,59.739969328370336,50.0
305,10.669902707397643,40.25101401611483,50.0
306,36.76723886135248,65.60993413590217,50.0
307,44.768099077220214,2.1705732419299295,50.0
308,11.502185849176406,49.09182839768133,50.0
309,21.276513158729713,48.388622587876554,50.0
310,39.96191533262594,33.33511543852586,50.0
311,7.247011358274272,67.31534966822915,50.0
312,10.89905295279219,41.91769353321234,50.0
313,13.430289325352456,64.40589939038743,50.0
314,25.22177114081323,39.68689780062871,50.0
315,28.962786650140462,38.32743006290714,50.0
316,5.866204883865149,51.84375003527499,50.0
317,35.63330256528624,63.0207620865166,50.0
318,6.978516545929143,66.1084419504927,50.0
319,24.661111341008727,40.679689190835234,50.0
320,23.409824914038005,57.65372453713509,50.0
321,26.56613302110993,22.334278711157285,50.0
322,15.111607102087623,42.366523305289206,50.0
323,20.349041749009896,56.446656534550726,50.0
324,35.1987098511099,58.54856633787276,50.0
325,23.071525574727833,82.14315782352409,50.0
326,10.581651703316341,35.05649250268409,50.0
327,13.432609683572823,51.52097551439568,50.0
328,33.56647763452145,22.555606379667825,50.0
329,16.67620157022762,51.17744566454662,50.0
330,42.44012769784979,2.937851994974114,50.0
331,15.724880844654454,51.092064864074864,50.0
332,24.55144579877245,24.107838197453987,50.0
333,20.262778724561528,19.420363364591093,50.0
334,16.588985240453898,42.878581353747414,50.0
335,39.040363643487304,29.224434484953022,50.0
336,40.54697869641597,21.603304144351668,50.0
337,23.55346207082265,48.911569224048165,50.0
338,50.17651338951049,18.01164177896241,50.0
339,25.628121179758402,55.18861417031103,50.0
340,50.68921793730777,2.886662484627813,50.0
341,22.506127309471555,44.27929649454602,50.0
342,19.42669569490117,32.400878731966806,50.0
343,29.770980900412706,35.65994572331509,50.0
344,29.333123358249072,11.536942135886214,50.0
345,13.742679332577382,45.20135548248965,50.0
346,19.92373184965716,54.19013064345428,50.0
347,63.22033743522475,6.99430765445975,50.0
348,43.74622852868352,64.3663458749948,50.0
349,30.568259900149023,47.24284086364578,50.0
350,24.143205061761584,29.511882449512207,50.0
351,42.92541353155414,29.02273150359409,50.0
352,37.94308491358983,6.943023057608158,50.0
353,18.51350202681384,50.50476677102351,50.0
354,42.78900622238694,26.19688142433624,50.0
355,12.5932632022845,34.29616592037159,50.0
356,28.614949580870004,14.788107117597924,50.0
357,19.15063888280152,25.229502906830653,50.0
358,16.53609103151618,53.60928133636602,50.0
359,52.81970981449176,21.63380035076027,50.0
360,10.396273778750711,82.03175433132166,50.0
361,40.26334967784532,51.30939672999883,50.0
362,34.64781389184876,38.169562315862564,50.0
363,21.506017353249895,22.208368656603316,50.0
364,40.75886855852835,25.586175050828476,50.0
365,20.496943223539255,38.357092099323054,50.0
366,3.4067756553534316,39.933129242996216,50.0
367,4.796590318948979,81.91484120459822,50.0
368,23.174545347145234,45.69741847961074,50.0
369,28.454298047553166,41.28119121054983,50.0
370,31.655782130516897,38.43731346797293,50.0
371,19.295939881796215,32.7670640594083,50.0
372,24.54520788592939,66.01212862190737,50.0
373,32.73671248001069,75.15504750497968,50.0
374,37.37394953723765,22.510389319227738,50.0
375,17.694037430393763,40.997689280334065,50.0
376,30.908182406268935,34.22227347109823,50.0
377,24.375494247663212,39.509119089708996,50.0
378,17.96857969096007,17.724168601763726,50.0
379,49.08975454689052,7.7720770830002515,50.0
380,28.386463352971962,37.31067324924364,50.0
381,13.805382775820943,79.01726674757572,50.0
382,30.28509437952194,49.49321282030779,50.0
383,38.74170555791764,62.271118742606646,50.0
384,53.128608526886566,-2.5789491335414674,50.0
385,22.177361704231398,63.36973165548351,50.0
386,39.65385984355238,30.211017129935893,50.0
387,33.78098061579345,46.14351596910052,50.0
388,38.404126796173784,42.68797441150014,50.0
389,29.46093018684271,20.643902419424748,50.0
390,19.790844678397175,53.07850643060079,50.0
391,27.220297682243633,74.81197373282582,50.0
392,31.660567936246817,40.958707381906244,50.0
393,10.469902954075893,69.16392089133203,50.0
394,20.15734462668733,56.660073014070136,50.0
395,35.688777019232695,50.40797537071438,50.0
396,30.978537472557953,42.8607576492873,50.0
397,44.57634447439518,48.18432864844949,50.0
398,61.966653971152915,19.893486093024986,50.0
399,56.95339319644409,44.76744257990295,50.0
