unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,ViableCellDensity
0,4.304755344758256,63.2745194182073,51.95191628827953,38.12749623468463,61.51774463966395
1,14.25457177777238,77.6708233099464,54.2502440670023,36.4939504648371,43.57946030172871
2,21.518226306329204,38.21956475501737,67.09544003550828,41.035564743449804,50.422618722404955
3,28.133080395973018,34.96708958742863,41.47051414551145,30.80529963342093,66.15892977047116
4,23.315391662536825,86.82380766461515,69.31225145117719,35.163251592812955,37.78869343823334
5,14.7199955909461,55.66193048977322,60.578927213173664,47.217491601817414,32.90555740844403
6,6.867117423426336,53.276227669762996,53.25306861353948,30.607728450328892,53.540106129287956
7,14.999499312608823,77.51142397049112,62.49655149573861,34.900399816083855,41.27927032840429
8,9.539279776063887,53.91878175857459,60.11320613117968,42.63752847743259,35.21399514184247
9,10.977935358529406,69.59693817522695,37.94855548612101,36.723157181112725,59.98197412022532
10,14.318964946487949,22.641869912307165,43.767729208785425,47.3213303769266,41.37496326086596
11,-2.0930283175676077,52.44131048552272,30.755457507410693,40.796687369533025,41.8744899314846
12,27.587252622725018,45.32166873742992,54.43965863162025,37.37466201468474,42.401203622930154
13,14.878514177525062,30.102200862551634,51.1131738567758,34.375169899473626,53.468875104151756
14,-1.5575275836564382,34.250923685724906,46.27715962713546,46.47886795765355,61.176106109305366
15,8.407958742375286,49.785407076282866,50.00558783104474,39.62510525293473,49.82338209511485
16,14.720811018976107,63.642638824739514,40.58278298959931,34.15396064167992,43.37866888785924
17,13.24624728633359,41.36712721841673,56.965825907459646,34.53242243083397,52.19150131671083
18,54.177966224990755,37.77607223155328,45.02264512554202,36.38240104269969,34.3640440255998
19,19.612589653641113,61.83792897005671,71.44308191213631,38.23748175855468,55.27966778184397
20,19.176207788489048,43.446109700312846,60.76097109919175,36.56192742494776,39.62606927366211
21,11.255580303166841,71.27173874118546,60.579382503191745,37.29224719199486,44.97922641414148
22,52.80732615750643,-4.902132305731659,53.08334413033464,23.04517115931675,50.56600700428946
23,6.604790682181442,61.68302999483046,40.9669349049168,37.86794468583828,42.24165400152815
24,14.585117081546471,45.132639040604985,51.87898071338795,42.53893777489101,56.439657439207416
25,8.696718504904787,45.48647601731573,53.37301810129725,44.86294235376099,47.10267752436301
26,33.461395075658935,23.923775591321203,46.861144830931195,34.46120262373164,39.21645314089352
27,22.54749569101149,50.67604696485653,55.42077896499445,27.52933907624819,45.33548711594827
28,5.126712219519961,28.846461038389087,44.27393276303856,47.11825780949703,59.60200809345596
29,24.143512466830764,44.480340039853225,71.94327138400263,40.697977283320775,47.055517440716564
30,15.454637615803247,70.42097960113692,58.89559075327785,42.61089702158744,42.41038712128938
31,35.047463209665366,9.175884534631852,51.64102565898462,35.11795422397005,41.13594382359802
32,6.425866826557255,46.99408569997816,57.275578911490854,25.037135247965733,78.7504724497528
