unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,ViableCellDensity,do_feed_flow_controller
0,69.34613737059341,-27.13535204337857,56.472731284354154,63.390083390736294,0.0
1,71.25317957858256,-10.230342022071675,60.518946130017284,54.332253751933706,0.0
2,62.8316745853344,-7.825985920257555,53.923973079534704,37.60580941962523,0.0
3,68.69425781990765,-23.41210479773299,57.3062188571913,43.89549844672959,0.0
4,53.95761957173508,26.97543670494502,50.819407070957304,37.586284042010185,0.0
5,54.639374242750556,25.59017762598131,38.710535007917954,65.18743502646885,0.0
6,64.16964873026264,10.762068087037772,60.32490935739769,50.85875780061807,0.0
7,69.24663736349723,14.624273998669437,58.223077036809755,54.86264861824325,0.0
8,55.55109507178182,0.7707761396300636,57.48657584678794,60.94035764559487,0.0
9,69.41888359790408,4.872610467738692,63.220143904744134,55.795201023363425,0.0
10,59.09500617738921,-18.89697584136851,48.54864282091976,50.02469880163421,0.0
11,68.21490366404655,-7.555743377680255,69.12849079837181,49.51982333739582,0.0
12,62.14593648943924,0.0872778592610075,50.29232505755272,44.65911383378397,0.0
13,68.42580102245921,-22.547628056654137,57.964896049954206,59.60461648434138,0.0
14,64.14081809768868,1.6345715188961512,52.440514891068545,64.68354949218897,0.0
15,68.97984797531306,27.343125546939213,64.9339704935736,50.246204473144566,0.0
16,64.79463125972464,-5.853586952498976,49.02129015758327,36.25797433298176,0.0
17,56.74782361881713,-19.905426669045056,43.57658095258041,38.539274110938095,0.0
18,65.61311431492179,25.437040439483372,46.68240596777675,31.081179291949944,0.0
19,64.1228325467808,16.308008074325326,62.20148106490948,39.37667026257921,0.0
20,64.93932636930616,7.193172301262109,52.14978560227936,36.02370189844404,0.0
21,72.48635851951728,21.67545203905726,49.50271149682458,44.48838031272696,0.0
22,73.55722308175427,-10.691943612557214,79.36718770625005,36.64258303834686,0.0
23,58.055815563389615,1.1908461919058304,48.83962646582476,55.307922106927016,0.0
24,57.75106757605,38.714788777741205,53.780952422129026,46.995625259777675,0.0
25,63.655647222425046,6.928477093782781,45.530626440044834,49.17106416224712,0.0
26,52.65093930347956,9.725006550099337,37.10912827320041,65.54580236466876,0.0
27,77.74993036567795,-2.822829882847776,70.66190887779834,52.71376300338383,0.0
28,53.48722990247647,19.490845686489045,46.87519241235217,77.56999772036313,0.0
29,60.990752605775,14.906349572525624,48.82735900186456,48.6668942019179,0.0
30,67.68039685309152,16.157609581782694,59.48624796020774,44.230596793162135,0.0
31,70.84765751616533,3.952234929427247,47.422852129526824,52.04377476935149,0.0
32,54.85342045028666,19.244516463510205,44.24546359466073,40.936046427902774,0.0
33,56.95547628743144,-3.03506949283223,50.720513701634374,32.20886962400225,0.0
34,57.644208882664344,-15.388367807158119,51.14739753685374,62.63344486998991,0.0
35,62.44129135705272,1.5568328302086942,49.8800485775469,46.018896979044975,0.0
36,64.11980957680169,-18.167627070242116,56.74190101803276,50.70205430125767,0.0
37,55.05774708106714,6.607886329637689,45.56862830824415,60.90753372014273,0.0
38,59.02494390404815,-7.616850800166517,40.91591505267729,20.547509413981217,0.0
39,74.10466788749977,-9.657414040469812,65.64658910548002,42.1898977172491,0.0
40,70.45582228949209,-6.214775879992253,65.4676737787976,47.75319478967661,0.0
41,64.44878790149409,33.818789252286365,64.40916162252637,46.18382499022224,0.0
42,75.65711079307675,37.668755216779076,69.24529444992388,50.180248786919094,0.0
43,55.09953575613209,4.779793782851748,36.33444690256541,53.34865683310957,0.0
44,69.55067358980443,14.83964866075673,54.86937857034973,59.12373794537763,0.0
45,71.12318159539254,7.698980002808262,69.620397706363,44.50101069517801,0.0
46,67.31642951313381,8.447848584679585,65.29407957176245,52.99469574399633,0.0
47,67.88839935816037,11.949020465977078,59.51792596718266,36.607152012022425,0.0
48,61.9310419803717,10.402509611084376,58.570987938029155,58.96097335485199,0.0
49,64.92961075772163,49.55596729872116,51.70228511339447,42.674819264065725,0.0
50,73.01330302267664,5.404292687370166,61.48338609733309,47.80195380929574,0.0
51,56.66852968691516,2.174299463165873,41.35713587490684,44.45944620523925,0.0
52,77.02557576489428,20.916547396062718,62.513706903934825,59.423626980541364,0.0
