unit_id,IrrigationRate,SoilOrganicMatter
0,49.72125912696751,50.28090987183671
1,81.74942414377935,56.24081384904292
2,68.1434778429907,38.89202496054021
3,64.68209543193387,46.560405026675475
4,97.42763302528299,56.09633657965748
5,62.66862850268334,49.288263207831264
6,72.46345168156306,45.248424418857084
7,96.04952962214,36.43357924462769
8,95.22966036053111,59.854846880521755
9,70.5259250958785,69.92424847656949
10,43.087082874314284,29.946979632710498
11,57.28873869222258,39.650409436493355
12,76.54637222992805,49.872740235338
13,63.25639010224176,39.378191648156715
14,59.15512700097166,58.913401591717374
15,35.028282732482516,46.06832430116634
16,70.90459423792512,56.559318460084086
17,95.67136113106189,40.72610214013347
18,23.934090858570126,62.38469689034309
19,64.20891580054858,74.38443492710122
20,45.09685073058792,64.8721761102121
21,81.61645169078095,50.24057414552412
22,33.18466208538654,59.21025046808489
23,59.08933728539402,47.51524449914586
24,79.49412051095489,65.74152494763422
25,54.71382728631526,38.07977079343341
26,48.978824624172816,31.419691531552623
27,51.967926484586805,77.69958752545618
28,68.45729452934991,33.736549069845985
29,57.478395053767244,56.84495399389476
30,30.279646126285225,64.25436670978762
31,91.48260912470522,63.8117679308391
32,62.353625013480645,42.475449247679194
33,50.41998204759936,49.691984602337776
34,65.63306965210992,46.881281150968086
35,60.364320332883786,40.453121693225704
36,54.789701347248275,41.84374354715881
37,74.27531182550216,62.745885843602714
38,88.70407809331653,53.79887095373213
39,54.203626346222656,40.57021227350373
40,83.56356696711441,57.07342388723159
41,15.202120271042137,40.194030530620005
42,45.789092155048024,61.755004980925136
43,76.83976428766324,72.0231788393999
44,50.07937552198116,63.55101861586615
45,28.80352800245728,49.29897314221029
46,70.34908651231873,59.4342437392664
47,37.77568359667302,49.74671823354978
48,61.67720420199949,59.096609309198215
49,33.6590299305925,44.06359812292954
50,67.20210357126759,50.18890346362875
51,78.036234774382,44.481817545886706
52,48.278393930734104,48.784901931954046
53,5.9331436562801425,67.49823057632176
54,46.579345798339105,47.9614696289201
55,61.03823738731016,57.792727202939545
56,50.65690800821111,46.25856746376576
57,73.1727280910965,68.84067869248165
58,84.12439421763085,51.08192654920532
59,44.1143170099603,51.441760700259124
60,82.14536753915571,28.02813594182154
61,68.60592117712429,56.1495776030979
62,65.29132002917427,58.693648358250655
63,45.54914692926269,45.79948624916315
64,59.274640763716334,51.36140180134529
65,34.95805619417827,50.885645680563826
66,51.584814767353805,46.05525907301769
67,65.40622604742748,57.13146721971771
68,45.49969894959594,41.67567122936191
69,89.85614952910026,32.90981114148566
70,42.098944156661155,60.258228144343335
71,70.55843395549444,62.72642339159819
72,78.22416814135393,41.035039468318416
73,82.23386636959319,22.397410913066395
74,81.5822119482675,49.41146434518201
75,81.04734763783615,43.783090302415815
76,24.887470831712854,53.624815354458704
77,54.070025446717025,52.78419347314787
78,49.21004369489412,38.50066394907233
79,49.23407834579622,57.5371516197619
80,83.65953928987113,61.27145417020398
81,73.70824744353556,45.43071899275541
82,56.109455584605755,53.766591551148544
83,43.78749364643285,53.53694800617869
84,54.84492328492031,50.84547431378856
85,63.63930819018698,56.72808460056635
86,57.50416584451445,49.988355145520835
87,13.20516846961481,52.00721448440777
88,80.77574472707592,54.138927436855454
89,39.260159852740784,37.468709952431894
90,61.4398962899506,69.18452047167557
91,54.311781358392594,29.161088429265824
92,50.20592103409494,53.71856065435007
93,59.76427536787911,43.04179265262276
94,54.509734859115845,27.926691337954907
95,51.40983098063519,71.97521709274342
96,53.68174169266338,46.78029585069409
97,67.983730500827,37.462410138849336
98,90.49601092382694,42.66828254636572
99,55.60791634152138,46.89360107399609
100,67.04496463953805,51.11226542943396
101,63.444766074767145,58.36861894910079
102,49.27495925074232,24.76287706010885
103,89.9952517616886,53.97381479860406
104,71.14094049274146,46.70995707353765
105,45.78783946885714,38.47905264931903
106,109.28646528908861,42.98729522286777
107,36.14639481161357,56.543646617357105
108,65.27898870341966,50.6458661528366
109,45.576222069049194,60.75212209090511
110,52.979146136939704,46.3714919828511
111,23.904397049051404,52.47869829134778
112,38.88678021578129,28.80928318775737
113,56.523756875723954,42.2476504880481
114,44.44528113801917,47.31936508497709
115,69.94744322825858,42.14168234087166
116,66.69049125597054,41.46179461606828
117,86.28526670758382,45.15257871567856
118,79.5492610834545,44.747704550614294
119,49.82340057122709,53.499215289004084
120,67.84263538927331,50.57002083688252
121,74.81834481729784,50.44107963113945
122,61.92546739950263,74.77227788882298
123,42.426528655861304,37.98123979034358
124,74.16214442981374,56.93549841213164
125,49.6170869665665,56.74207713939247
126,59.71368873674957,61.11109481869542
127,66.99936571756982,45.718270085694066
128,70.71478997086498,44.81265239697737
129,25.64174542256211,57.68090865045092
130,63.66991948628843,36.05274816654585
131,89.84437239585671,63.12371983298732
132,76.81677912388736,51.09523877731769
133,73.59138417191659,44.034812774900914
134,54.62920582404133,52.255322168482955
135,62.774249429493565,50.30774423686987
136,23.548033776862912,23.471612963052785
137,78.35753124269392,57.31616035179204
138,80.21037752958435,56.88279601980595
139,90.09637537253357,61.597337645359914
140,81.74634214542981,58.29880763748828
141,24.131527236285713,41.40555795519138
142,68.99058367586376,62.71632346116019
143,64.8046176041491,49.55312319724592
144,63.21636678148065,22.981908885030663
145,85.08222708243342,59.46303943498362
146,58.921851230687395,40.10632624648614
147,76.73933571672539,40.02381671912776
148,42.19220533514033,48.87957883656916
149,67.41234983041403,35.549636599616385
150,34.41503670937558,52.23067651224172
151,54.41952103306221,50.11615039583527
152,33.310066470565,51.32568457684832
153,58.66152235878398,67.40861276823452
154,49.66439422259437,40.455124151189466
155,51.43310018043742,60.73322197032739
156,49.91068325553972,26.546881594935897
157,94.11360262909123,44.87999907704912
158,62.79839561382999,35.94030970344245
159,60.77716172984692,67.0470324215839
160,95.99420421368171,48.73497072959082
161,50.910920314225386,38.91941920428082
162,57.084884572554,64.29920778899829
163,86.36592466572738,43.039948492509744
164,74.45241154123508,43.5417397677201
165,95.0393052599267,52.56979075379793
166,76.68695424178497,51.747862265078446
167,30.318224361142452,37.13712551284802
168,58.216128984636214,38.52992853169669
169,74.50652320308106,40.187867995030366
170,84.64212790231937,75.52618109269174
171,64.91055141239225,42.20440595758816
172,62.089441597202935,64.34597793766416
173,62.27835747946983,57.19433056338845
174,49.54377140321383,69.93548821000944
175,68.91805881910625,38.632836734070864
176,59.960488861745546,48.83670710073102
177,56.042025693914724,31.330943607673948
178,43.63707593289589,61.72924177963951
179,65.2781116652164,37.94988524202968
180,19.33412254508692,43.96866881946276
181,77.92917338651486,48.115420901009166
182,51.5500131061531,22.020151968714828
183,81.98790449107605,66.19569022685101
184,96.06052420494402,72.07806382115949
185,65.34290597881424,40.26534413582678
186,75.27053248683653,56.88145039477472
187,55.18418530730015,70.6127582334898
188,32.714379452952265,31.65837705090951
189,64.7623498773252,71.26511412947858
190,67.34505161964758,66.43549829998204
191,65.68211971867645,49.671419133444715
192,93.81971878571079,46.82322232628236
193,65.412061620728,45.0924868150149
194,52.08752826719343,43.2866026872091
195,47.28230233806235,59.66547418964567
196,49.27137344776219,44.954231193219854
197,59.1199453364939,38.81409623815623
198,41.87481441797432,50.15269064250638
199,39.57746502647236,51.63370380413054
200,105.96639404181462,45.063578420955764
201,71.77314095154027,28.491766618638113
202,35.56251502814257,68.25653945605026
203,64.43340533282569,42.723420194961875
204,43.72450958637978,46.811870890297975
205,53.46332928053101,49.92591432697497
206,75.76850784899658,26.556257513176803
207,44.422259145012525,71.78953579363147
208,47.6044867406324,53.90642659681721
209,102.05411209970808,53.05612061972712
210,76.71231378799993,44.04860750833919
211,44.03244337784744,38.92579028539707
212,40.19117329968971,44.70636360394366
213,58.847252833644475,43.63993504808264
214,61.41540072535831,57.67224232364056
215,70.85093261584956,54.19010562196712
216,52.71880323740301,43.99011454376427
217,59.12182327114482,66.03800150070765
218,69.76628055819758,39.117052286815714
219,81.58687482037195,46.62033082760266
220,69.58708574030085,58.45295616850657
221,61.67555521685972,39.177894422003035
222,80.6186480977161,58.865136447182145
223,49.92663601987674,56.043166711934475
224,100.05631089322735,41.65859117608215
225,39.67380475855853,54.166858487491524
226,56.56213632349103,55.06202165010588
227,83.51998962949342,72.14763089745634
228,53.43874434740884,49.893843275045676
229,45.15933474941098,41.03224106501385
230,80.3305565474562,42.8561961732255
231,63.44211177026388,28.501564437059155
232,47.499025398967646,41.96276487049195
233,77.77702570935992,35.224740860787826
234,82.54292902789716,46.803007276342186
235,69.30180416889998,38.73604435567356
236,48.968968706036385,75.85823424152632
237,58.27068103742995,50.984843955430776
238,67.87321865616667,45.139395388051305
239,22.93673179555416,47.92960104517293
240,47.103403212314745,49.57736729450559
241,18.133745218514953,63.73404337684843
242,98.79483068267383,20.789530451547286
243,108.31862076326193,24.49940793118405
244,53.065626673801816,51.18171549790983
245,90.30932103650812,64.92981938652429
246,75.15426775651399,28.824546905537055
247,80.76340835008618,57.4967341318804
248,68.43672782451398,38.55617919639724
249,66.14295245696565,49.542993033118194
250,61.9825069598962,63.65908619884001
251,52.24457714975745,50.616510089770514
252,51.4075372081655,43.05985478519362
253,43.245886344566905,72.27116068722039
254,91.88186884389413,51.412058315865835
