unit_id,CropYield,LeafGreenness,SoilOrganicMatter,IrrigationRate
0,17.17403969742477,40.22774247205008,49.611152620928436,44.698235113466296
1,-3.2099749407002713,53.54178695401473,43.28838635411972,67.19135685065007
2,22.53318091561226,39.176755138816986,51.18163712914798,59.26115275696182
3,15.092918985326563,53.09816960356747,54.57605262234468,73.8921797744056
4,8.1761813225913,54.75345522313887,41.39798129925565,72.96425068551048
5,22.55734119739431,58.76126613444058,49.115098201941734,107.05289767344956
6,-2.181216741811439,45.183772553972375,23.70963826094383,23.985249506582935
7,6.271350471992886,37.99927365709854,79.40146299903628,22.749878539039102
8,7.007699645271129,52.726535275786276,37.70833132698056,56.83254879327369
9,-5.9292828114551535,53.33887848910199,40.735608019238,57.92427981801653
10,-1.521522896052125,55.116400206916936,46.18285510123902,71.42278976350266
11,9.030032666026205,53.67198498828473,68.82681694696429,72.60622626867116
12,16.706462015421227,35.25606887960625,55.62598421889676,39.477481729872814
13,11.062978737438996,56.25554382156352,53.80345089311408,64.16431411092078
14,12.138593362986434,37.65742178136733,60.843200480535295,26.78931401360181
15,33.81182639548942,26.510100672780144,36.09034228207499,66.6854367556883
16,3.649373768502059,48.014772395246816,24.838634937224512,52.784038007143266
17,4.310590074732168,55.58230708849494,78.42784354447859,70.00376838374638
18,11.32676894515302,47.255525489978815,44.107719775692935,53.86194909339085
19,17.572543648250623,15.739826025831325,47.491679377423075,18.09377788875043
20,41.003592618067174,43.320998592055325,44.02054108720862,88.13252615614498
21,1.8939622739565367,56.28829413393989,50.77977562556726,77.41592739479397
22,39.174272472854675,33.93072258622933,34.43126398065324,81.8083211109974
23,4.916876594235393,50.75451953167993,62.18993567166433,40.715884399833016
24,35.25709017862554,24.234282300983814,50.55180585418647,65.30167696227915
25,14.541117132335767,39.25938424300937,48.51802791903824,59.362026563832096
26,14.224839531268021,54.35796429419047,49.73277098581324,76.52670802655936
27,-3.347964582119234,52.19468491519677,45.03557344635185,53.299692661820465
28,12.47881046894767,27.38691682558228,47.0486023327729,20.48495884265359
29,0.051660022046850496,53.18345916131453,53.92004573811717,53.51306541265044
30,13.130045496490327,56.412886645427214,56.15244668588493,82.59453164923022
31,5.085653811191829,53.80927506125071,43.787599469220034,71.72645808691824
32,16.78038717753094,56.157853373897076,45.05300937427391,84.67584068516221
33,3.997758141414266,53.564200574261406,35.08816448594192,58.361623994472026
34,12.620579842462663,27.57562594566008,55.077855752536934,21.940707892441644
35,16.469903571082277,26.696951866357587,51.57538911666356,30.387473756292565
36,18.128897305236173,51.39375855769874,44.50840671755716,73.30086113389018
37,26.82900458253488,25.19658071770653,29.338670813290022,40.89318635634553
38,4.406380136808312,54.78757342923225,58.56757005713399,69.42968042930147
39,8.974684446144963,49.39439881881752,50.18606702058254,53.969808529707265
40,5.281694579539103,55.273302983248904,42.00261223953641,69.07867100818439
41,13.99894335473055,42.944613298184265,55.13566836620844,52.87008889762495
42,4.938488663351419,54.968053945076505,37.15843931156325,63.33605585060713
43,14.221326343028787,37.92435224264914,17.01449044740766,40.49150117156593
44,15.69782202597463,46.64044782814391,54.66070805218613,52.76669120703261
45,6.263142672767975,43.765988640534644,51.05804264222189,46.49056233972997
46,22.799082717159152,20.56722585767841,28.99163817157933,9.736588961762402
47,10.239086372738429,53.186912325475404,34.00577011889141,64.53424141019349
48,-1.4085990097088124,47.93278470408736,67.66112405913475,34.21503942974582
49,-0.20916566021860028,53.15875145782241,23.602793252989336,50.16538219248068
50,9.68711604894166,55.740461463921896,32.10017518136276,78.77537887157662
51,10.07570629070176,58.01928906234025,42.347170471445104,75.48243504683569
52,15.461621810261361,56.7869594974173,58.11450114174996,90.01754279265268
53,-1.184352302377886,53.37522304941066,33.945599214640566,52.882797601135096
54,5.1597369023765225,51.49563133388427,49.398853942361676,58.47081610967434
55,9.161177113983669,51.736716795289745,50.18104177914765,75.59911247473221
56,6.364524055063996,43.45343324535781,40.942774289674986,38.82249158545005
57,5.781523800158836,56.77298909775514,38.569610006218355,71.811628225461
58,-2.042425365349488,55.80550027345032,66.97370227943861,49.9044158053002
59,11.620372326428871,53.16848901063638,63.47487684077226,66.35358965780044
60,4.016795662761282,49.88391520166052,22.656777564192364,53.67920813403529
61,11.132417884299155,54.88682364394752,43.248637679570685,73.31295517902397
62,22.407634602801014,56.56013651241651,47.595437963878325,93.96467931226653
63,15.749759187194705,52.7976718729387,69.68113501428223,73.31119441261268
64,29.931879869075765,26.90957382682349,30.69563090093875,39.676539591305406
65,21.167507333230564,47.22824419239724,47.4989853838811,73.16793027218088
66,6.781280536866783,51.2876358941497,48.633741549669786,43.944438608844365
67,6.053902088759493,51.93474453880193,28.987326837237404,53.24929131509133
68,8.146992173429426,53.82017594159521,51.85049211261051,75.69307592395664
69,12.78024934865962,54.74280224430461,70.11924859135807,78.41986235777269
70,18.837051275406502,55.41912142096148,44.69786461767917,90.39047474894804
71,10.126411711190935,53.233310864696904,31.542688416705563,62.25855166234096
72,11.749976666551044,57.75542508097123,61.547091159457516,89.7362699926379
73,8.962552785360817,58.346002764065254,46.20431265300221,80.37338872985819
74,20.843792074689645,55.523214373017325,50.77814320586846,99.72362772521869
75,3.8568970484871916,50.4225568172209,49.14799556762436,49.79346937152644
76,10.54815013260142,54.735315514526924,44.810155493092246,93.66802962600585
77,-13.332795502450839,56.21597988827943,55.40623637447405,48.81379164430813
78,23.3780112870264,31.82386360688101,47.19969618524709,33.771474724326
79,29.248090545435698,40.349508657201426,71.72399432562118,70.21343034113134
80,3.012417685750753,54.53756077215521,47.40736607132146,58.01721444368085
81,10.310575326624086,55.884607901957075,71.68414501473126,80.5935405416482
82,7.795135707692498,54.76030003980239,46.09583885683095,84.79075074402238
83,3.0448539991877124,32.78382371456291,46.186294694193954,23.75217549991009
84,1.9945642747043002,46.33208872077362,51.42123661524307,36.23913988910872
85,5.413805728174246,44.66392402175384,50.15222924803305,41.79220099254609
86,9.515680069928212,54.79015543270475,56.68645481801086,85.36794090160816
87,2.7033925275971913,50.697933285798186,64.79331494753285,51.73666950093836
88,10.867449439217873,52.43940683312815,66.1809220406595,71.24385115447365
89,9.524380695995397,56.37143449145701,71.83976202675237,76.68319082356871
90,14.014434323075124,34.216188700275275,32.20550897866745,29.414674777946665
91,-6.888092189608338,49.511920302992436,53.81261323073377,45.47416106982231
92,6.905523723810749,53.340602600949104,51.75740419161833,61.99037957428414
93,-1.7228556117660574,53.132183118845155,47.756114879425596,60.73488115439086
94,6.2820180928828755,52.750446202043314,38.81099049984229,64.65082404391644
95,5.612665119745201,50.613054360908635,46.07631856693046,75.03052681689412
96,25.006109518832428,32.54011855401548,51.15629881433003,59.24023526949657
97,23.643892544617728,32.17765374107185,66.21144667335551,65.88973905119823
98,-0.9950413709886874,56.37051830613999,53.95955825809003,72.84461474243535
99,6.372273943958096,56.84149624262989,37.88292135219781,66.43566521468358
100,6.546229769857448,50.911064160096664,54.01423465134965,61.36078196174062
101,12.744627618960914,44.475902996237984,36.30358340257471,52.32628160801432
102,19.19502205172101,21.75605516640974,40.70390480355615,36.54975697927967
103,-2.1928380534321845,54.45295420616271,44.26154115077601,64.9188959711309
104,15.812829741345839,50.12739271649112,42.81227674295972,72.28633383329023
