unit_id,JobThroughput,RackInletTemp,NetworkTopologyHops,do_fan_controller
0,27.148276246139396,47.16313865295189,38.283120449403896,75.0
1,30.67925919529261,41.092402952156974,47.678843845510215,75.0
2,26.989360758580446,51.63203579056355,57.332466998582824,75.0
3,7.95916709444116,62.275613499937215,53.62222481516175,75.0
4,24.73238168642371,64.56447884296146,25.69659188305806,75.0
5,14.665634723507916,49.69476936773754,50.26683364872529,75.0
6,30.342333226683785,36.101370249740974,45.15770379435829,75.0
7,8.075000580525831,70.03518528553309,56.4254151321603,75.0
8,31.570038981878636,32.38421880317572,43.55969345695971,75.0
9,17.123402709201592,40.59966495994292,66.04513343428727,75.0
10,21.001205008813432,52.48008224185707,54.731011458601174,75.0
11,-3.024136525108958,77.93915638918949,53.77246965654303,75.0
12,9.612313120112564,59.23957952185525,56.86263368753666,75.0
13,7.537444648329301,62.11966671850601,41.977879842125645,75.0
14,1.5802964774245136,81.11471900844269,49.3435115580127,75.0
15,1.281101209215871,71.85657933208626,57.13521896846861,75.0
16,5.997362677909689,70.82298094712131,45.00609301692596,75.0
17,16.804678718364155,46.377920962334116,53.91006312462987,75.0
18,6.491378470048296,57.41348492772253,64.74504735978134,75.0
19,18.979166796004925,43.06482626198386,62.01533896446389,75.0
20,19.357755102055915,51.61682921877515,53.84074856060977,75.0
21,6.57420768614338,58.64774239799241,62.04049177020644,75.0
22,25.35623509896742,31.067112188670965,40.04346039953251,75.0
23,12.982220383716829,52.667105923094226,65.7372184342019,75.0
24,31.138341260279134,49.25138718464988,69.15963037058283,75.0
25,19.6851531789301,53.09645875050921,45.1565671678529,75.0
26,18.78364511981084,56.143197731472824,29.688091279910214,75.0
27,16.006314441284164,47.77779877348437,33.478952381580235,75.0
28,20.007482135709505,44.950920982223145,55.89457899050242,75.0
29,6.288781995934893,60.77405983470854,47.71140346584984,75.0
30,26.95035081574911,47.40159173590769,33.889779620010856,75.0
31,6.212242532719982,73.48125287583768,43.88704961514179,75.0
32,35.68379238744437,56.70033529148651,33.35464675010537,75.0
33,22.136468404161494,74.3126099869672,56.3199010598591,75.0
34,25.898077367132196,33.677128848954226,56.28076984441402,75.0
35,38.355276414981674,39.89775117961461,53.160943430311534,75.0
36,18.137044414011903,58.68672960686299,55.463660222776596,75.0
37,29.222611473034416,33.31297231253129,76.13181977692369,75.0
38,56.84497042810853,59.98146742631826,37.30282120254189,75.0
39,8.176531298064123,73.10230153013374,57.45809405819555,75.0
40,17.55819513577885,85.15212490909244,55.94890592660504,75.0
41,21.687872021709907,53.408805669787895,40.951186208876685,75.0
42,14.566594950888549,61.83193312328994,47.265286000323016,75.0
43,16.863520157510273,62.6904588571416,49.1541468870761,75.0
44,8.40859440937534,61.42449893070343,61.75520319827387,75.0
45,29.42374411681596,51.819955623495275,65.41125710500596,75.0
46,21.267980918444895,39.04691648708543,60.201948563720535,75.0
47,9.543152470351535,70.58115410258252,46.425250833050214,75.0
48,7.702155524174022,59.52709824255491,18.480684758608962,75.0
49,23.004832178426387,56.869066495015524,43.38902711261217,75.0
50,19.065739328695127,43.0110358886696,53.068770079329866,75.0
51,-1.2365640624088332,73.00289698568321,52.15592674041949,75.0
52,25.76124422384362,44.79431214788382,52.00696907340428,75.0
53,-2.013716668586812,68.27031449742158,51.87241641161859,75.0
54,49.98719410034437,56.475082866855395,54.95442058892973,75.0
55,19.003555029482175,62.6328335633802,44.90252675337651,75.0
56,24.22525279335586,57.43711294106555,55.450987820580366,75.0
57,24.71840114316418,51.970425067379814,57.94386475356499,75.0
58,18.13984323401986,66.80997058327016,37.634192860290895,75.0
59,33.05716254141655,56.53006458242813,52.96872823974506,75.0
60,25.236021153111114,59.99855256459462,50.95876717600366,75.0
61,9.045635506327045,61.41952682790812,66.70248751901525,75.0
62,12.272194304092617,60.289187818807136,23.50158809107482,75.0
63,10.574575426662093,77.22029641186646,68.33698444913081,75.0
64,-1.9297125121815588,68.27290415885719,12.865907118106906,75.0
65,16.44122104004373,45.50065344746211,50.549572132659904,75.0
66,15.336023664478681,57.07437498074346,44.80932872390472,75.0
67,32.565723426289125,64.27149466985918,41.17920576713167,75.0
68,18.43104497655931,55.447484208276634,61.924129382186194,75.0
69,21.196218701396255,45.545080485227125,43.264123042533406,75.0
70,19.588392319399713,50.68127822907613,48.5839907579904,75.0
71,23.393098476275526,43.44618069498576,45.721593688842894,75.0
72,42.79615887859573,48.704548348771326,40.840099516284056,75.0
73,4.749191224533185,61.88082436936038,38.319974533523734,75.0
74,13.31378246070895,53.00804653958176,60.192217158186246,75.0
75,49.51787513951221,56.47669406897755,58.28169005420128,75.0
76,5.441279911846414,51.55759629135162,28.267448494701977,75.0
77,-6.872807358312569,83.39549190955373,50.74067970407504,75.0
78,22.991901477802447,59.49671473383242,61.28172399736061,75.0
79,14.513975987475796,63.105335774839304,69.3700172599153,75.0
80,25.042974479377236,44.03017463197092,64.03141979318359,75.0
81,4.153429369350119,72.0682537025468,51.48900605250403,75.0
82,40.08496439620527,56.77089096241194,53.69573526423839,75.0
83,26.00091143179713,48.38198232559964,50.20304874808132,75.0
84,6.3305631882840405,66.53911940865223,64.13669982405139,75.0
85,31.61943634565827,78.79979131110066,45.338643935402885,75.0
86,20.324226821066638,59.42961435428172,26.154855664188194,75.0
87,34.4638525076598,55.189988801629916,52.549344987718854,75.0
88,18.800444048038386,48.60225645165697,56.8479592933935,75.0
89,33.33342418424344,50.086160655742184,28.105846322497346,75.0
90,15.013690685050069,44.91697919300009,55.94621176961236,75.0
91,23.71389056336517,54.971734994157266,30.158483963821887,75.0
92,47.94803073947929,34.08928248530488,43.930199251580525,75.0
93,15.982401202956986,60.35144587642114,35.626597894356,75.0
94,27.790917164667814,52.72566868321964,60.47196758169418,75.0
95,0.4384859943879267,78.69029525690799,49.25273730713747,75.0
96,19.656774333646045,48.91449337021932,50.922081224361754,75.0
97,6.288258817786435,64.25142196908942,44.78617923823396,75.0
98,7.424915962485194,75.54605382338958,41.81279853712646,75.0
99,15.115054557279095,60.0702605802777,49.52188308267956,75.0
100,18.708262117009436,45.082531507329634,47.75550362959005,75.0
101,48.1088308007491,47.57720773405077,37.38679467161227,75.0
102,45.59521337780237,41.65844794772701,44.598678288760894,75.0
103,32.05939049471676,31.809534219937717,38.715327435924245,75.0
104,29.55019393285442,38.35226951948398,47.72095778988844,75.0
105,38.27425605525015,35.49344642717326,38.560817971466136,75.0
106,25.213827270219234,34.860215388503576,37.652070334420074,75.0
107,30.426579549282575,45.93204260124596,34.06204954411314,75.0
108,35.59942182409048,45.60374344800089,63.25021631511165,75.0
109,18.109928812440153,71.05382630697031,71.93677692720777,75.0
110,11.660123125009235,70.68047398987162,66.41135493346022,75.0
111,21.156885158479994,59.89652655274178,84.30491356384594,75.0
112,30.762494618365032,64.51785126557662,70.74136940431168,75.0
113,9.635053528629383,53.50340850322224,56.30673008735251,75.0
114,23.6219194580831,73.29623784474603,34.81385595985675,75.0
115,10.621074796381617,65.08829214837138,48.12769686006779,75.0
116,16.2564591922524,59.408619155066646,64.59123370118229,75.0
117,23.531709732735646,55.08085247410955,37.472912256605106,75.0
118,15.747112868595055,63.278242373215825,46.10026984440246,75.0
119,21.75526286637694,64.48459278792176,61.331448382214305,75.0
120,46.25122288451994,29.014036554700233,49.02480958443023,75.0
121,29.929019714859827,59.898349686969084,55.429703995679944,75.0
122,10.799236363104368,57.73383455108336,35.34900413807438,75.0
123,18.70583659662962,51.68409572787936,63.137792547387036,75.0
124,14.31926482348064,71.51068286133233,60.54671373448973,75.0
125,-6.272120648358003,76.04469644474447,58.03697248896648,75.0
126,26.769664821038422,54.13475191575456,59.830345127062415,75.0
127,0.2220870650657769,81.61475615853266,43.01816200117259,75.0
128,23.59046216237789,45.430216673054154,61.21263404490956,75.0
129,11.197637513976023,52.34906348101097,41.949108328209164,75.0
