unit_id,JobThroughput,RackInletTemp,NetworkTopologyHops
0,15.876691394434616,47.02811449821783,33.71423163437539
1,23.846990827486493,50.44736901532999,36.962591932701535
2,26.575854055834878,54.32236088537111,68.18666754490678
3,16.310629938301673,48.33518134056914,47.93352770100206
4,14.335719084185563,72.81369141915293,34.36567951675574
5,2.808125454094638,74.8016295123794,53.440921854737006
6,34.30320193700453,56.401197878799046,51.32972716545286
7,34.64584291860947,54.42966429154237,49.35680275762481
8,18.659163667382735,58.58724716171811,54.52739905363392
9,37.70598486966606,43.734551303728,57.029254358670066
10,19.998591103631387,51.779077721968925,63.16955038246008
11,38.46945087068317,41.2660692837419,65.54403494431818
12,10.203344142416459,58.97541816939441,41.777134387414314
13,15.608160440099903,44.357976955168326,43.94035564820057
14,11.042687159645798,59.28409156190527,50.40085378262186
15,14.452982952691393,55.5233853566858,41.17872825101804
16,23.81158650082793,51.3667808095913,32.52396924706064
17,6.527476538835402,62.54128049416877,58.56870178029384
18,10.631651693379503,63.66267283610058,37.92784329388132
19,34.179489021506534,56.92043243898235,50.19518016296546
20,25.206267072693485,54.93563420125382,34.39168631326809
21,31.422145220452613,59.75334376094571,25.9910348625385
22,69.37964313244125,29.720556388313266,34.315380300420976
23,6.149428781006826,58.1987697110747,53.74837471961892
24,13.022359674187566,67.99492614967014,63.07420710755361
25,9.558851550865832,65.69259321427967,71.5084914942201
26,0.06082867114206447,67.19637048268105,61.29913815645392
27,33.85453811968496,33.39697458844969,64.27817962689097
28,1.865831289422263,67.86689783566698,58.47066297126429
29,14.566770575334452,60.81993106083768,41.279145177641
30,53.82655420996357,52.8152115550453,34.66637682389314
31,31.638924214798628,60.542658074211445,43.46674744675574
32,8.009878146265166,71.85974801776413,40.528697949190395
33,10.572376131078986,60.41920095185422,53.655901285098736
34,56.31631968144123,54.99864083223664,53.86514872928346
35,42.48589030911732,60.37297167294847,60.86329134027548
36,15.936172325255043,44.606686381969304,43.72135381218921
37,24.302560738090193,65.80507296224033,38.03910199165679
38,13.613691548626862,61.47522577667675,36.05807845282511
39,20.282559446114377,43.71163405230642,52.228953945986106
40,20.237955408067744,43.96550102919775,60.06158142530495
