unit_id,JobThroughput,RackInletTemp,NetworkTopologyHops,FanSpeed
0,3.771233551940469,67.87168808333934,60.96239665895046,61.687571819711415
1,14.769402970642385,60.24379389296641,57.698634302476755,59.22872922671673
2,11.24823926383845,41.56512244216587,56.88405920285863,66.03313839518049
3,0.7204767950866078,69.68758846169999,50.48032273478864,50.50380829097652
4,24.46743179945775,47.964846749837925,38.76164930024753,57.28669736490866
5,17.174604009640124,51.967155471152736,54.21264321285861,75.5837949368777
6,14.347533853641501,55.84392265050256,64.62701364120784,50.31082339418914
7,22.57643630704443,54.34329225963259,43.13661827908844,56.79333398612208
8,12.845812319233959,51.28471087754955,46.20656729878316,68.73106988860499
9,9.117078541428052,66.69862033941118,57.703187365530376,59.48086835362943
10,13.783575680078325,49.905461993512546,46.128638440579316,75.7791622366575
11,15.93239704000407,77.02999509578255,43.98294681002573,65.81201797951279
12,18.435452622030944,55.524262003546625,47.86342304212998,60.64369129740736
13,21.20899352935926,48.61633868164845,55.71023154619826,56.05108835939752
14,6.177610860459246,61.91687686409966,33.20415290350339,74.5241144677624
15,17.56785231278338,65.54221236205692,68.17302681036256,64.05757465872531
16,20.869905620165845,73.69207582225205,49.24256274217533,55.58562270643571
17,15.972146885326557,49.42682679756145,43.0681939202831,56.19983535390461
18,37.82223004085358,67.64739285555076,60.256626619822484,59.01531773074999
19,14.062015107084843,47.29698572412395,78.08277847346707,61.87158231521874
20,16.99498725269679,50.64149507309586,71.08086718286793,59.252065367011646
21,14.425409166448393,53.25539205142135,45.99668083848564,60.41883149322626
22,50.96393075130961,55.446286020440695,53.62204701006642,38.7460075401317
23,17.49424024264366,70.0106527553718,37.640932695937494,61.29408733998035
24,12.914315605900349,50.7557007068435,34.528323493100814,68.51278247745037
25,3.740155617684729,53.11022370080929,46.14714231272296,72.08157144494277
26,39.23827394033168,64.1428228824254,68.82929788485914,56.10160800822212
27,19.962559224904055,50.014769916986445,37.686442209926945,45.60955687703527
28,6.111793037541448,62.61795791336178,70.235561233834,75.53001470792974
29,24.156289988501456,34.88376221473046,56.67946656095825,65.59780295459417
30,22.599542782710383,57.57175971393616,53.09016391121976,68.54230945319948
31,39.962783500427705,49.190672841001714,44.32316689735016,57.08803772358101
32,12.527764580543149,50.70657315057915,45.77759706189108,41.72096518239975
33,50.866779686436224,47.901083842328575,41.16321344596275,62.8908660838405
34,38.874535201902354,50.631677141974805,46.01913924799808,55.984018863813
35,22.360367524507563,35.46099450598155,67.24673138367275,80.42657935413301
36,32.596221312230966,44.17677942314438,56.532622636372324,47.74066190422915
37,34.79007431124696,61.29925692069754,44.96682488426838,46.78078621220371
38,6.72289929843724,60.755742501940574,29.997377911611338,59.93243795213532
39,3.468899901881618,76.64453815281769,57.62972586224778,52.23786192267399
40,1.5609709102364562,61.30239638573383,60.45356885309939,51.617651298594964
41,8.019078709623756,73.77459460282638,35.68859738209722,52.46113810805869
42,40.04459080183624,45.92680108299487,53.357423950628466,56.395532557626495
43,20.45852463248158,49.418643600543525,59.21662785622419,44.68544786757408
44,27.764031277660017,60.131498093995596,67.91392709033823,50.646638326024764
45,14.65322617660299,65.80469333579771,19.806702543976634,68.56222794533599
46,34.3391649833909,59.06780663574812,68.12858313752758,57.84140660424334
47,31.378226470842836,50.00346608212576,21.81575155408366,66.30236866938836
48,13.705295585594843,62.928359502713775,53.302640301906415,56.442452394687585
49,34.63760189308625,51.02163175757067,85.83389121289242,69.7560411774153
50,5.724580039549729,69.05297821156606,49.537919331595525,43.43086707078618
51,13.843643323908871,71.22084622113594,67.76827138558656,49.7368950483789
52,13.02526966600486,55.67628121527923,30.178944327076735,57.84116870310293
53,45.93783389986066,44.791835518549455,53.97078668715024,64.54096851547679
54,8.90738627947918,62.62082979245921,41.36987020709866,57.6854568615015
55,16.992752878284502,64.69921152694157,53.10295136828319,61.75670511793624
56,12.594575898935284,63.68146126590707,54.71624918621425,59.84099201852628
57,25.17992553728545,52.53262491056948,50.27512187888618,65.63968849743935
58,4.213696704912952,67.32442699233361,28.39961158563559,44.34069515454715
59,25.7291238296536,25.54266199815321,51.62524651320932,65.07789489459161
60,27.739827517712516,52.7588546690473,43.731841291275785,62.607452493779775
61,8.567199060816357,75.1345017146738,33.36627176415637,58.1564349918907
62,52.732642006921324,56.206731709838785,61.876251148425105,81.29504275633819
63,21.979876260415814,57.3064983086967,46.94535152311197,61.55000945336645
64,1.5627245550722235,69.9314416220481,39.6853471273344,57.77050827134096
65,12.079108535664808,47.34632798383375,46.222782462961064,61.18573322185166
66,14.913859598620148,44.37750389229109,47.63987230461514,57.47342647959736
67,14.060750177458644,64.02545906468367,62.1615567281468,66.46793565716288
68,42.42392530519918,59.254085169242245,55.33971502644205,54.90257288160589
69,5.3018259545126005,48.691279611925694,58.8759694420906,64.92166314738799
70,15.593714710485726,38.922635401546756,43.620045868407686,65.02396912162487
71,12.216627913460833,55.145907339909314,48.373754925228646,52.2628756537129
72,22.615508710877794,53.80489993318246,41.988192132957934,68.35738723309291
73,5.198219438525722,60.088680344323315,64.7191432087852,60.47165182877559
74,14.08974327222565,47.51687261276547,64.0475059542617,61.01143365531948
75,7.0872902371879825,59.68748334005504,57.36340390511727,52.961938619827976
76,14.781176788327679,61.4834046558037,47.02640778367041,75.6175134974042
77,5.133952936317096,57.29047781789655,51.40143330580598,68.23317553686461
