unit_id,JobThroughput,RackInletTemp,FanSpeed,do_fan_controller
0,18.192180617704437,53.86162195655431,28.482224334376763,30.0
1,17.327751429824445,45.48127836494067,30.107973468918868,30.0
2,10.133366834827186,80.5795290052662,29.768091758733537,30.0
3,2.478273125117021,69.3913597533373,30.45372997090634,30.0
4,37.98995559848314,29.83941281961117,31.059109022005696,30.0
5,4.580602826626132,67.07233552090908,31.219400918439582,30.0
6,24.148786564244702,50.77197765328055,30.81708721303971,30.0
7,19.38618081947159,48.17746987247741,30.723334222118332,30.0
8,13.318327805048893,58.79132010016687,31.55400509885999,30.0
9,19.60766734248206,36.88517673433142,28.606476675362178,30.0
10,29.100475180145953,40.94309698177402,30.590448809557888,30.0
11,15.562010863463687,45.076833666555316,31.411260552693783,30.0
12,19.795850495805244,37.78021631360018,29.810591979654788,30.0
13,27.609013826489683,38.89797022920157,30.479115598787992,30.0
14,7.008990983754394,62.01516024239612,28.103809056567666,30.0
15,11.232994557507007,54.866993683528634,31.93311343074886,30.0
16,19.561574249560014,56.65180494745275,27.731844592075127,30.0
17,6.940178641680422,70.2077240087328,29.524708257538116,30.0
18,19.357949377899818,57.42959584898719,28.16340476650267,30.0
19,22.884056946787084,40.784396221217754,30.303195490206345,30.0
20,12.176003873199818,49.90807955556955,28.421318895546964,30.0
21,10.50717296194802,69.1939507070923,29.45086762863184,30.0
22,10.880794775771404,51.343903236848945,30.45256271975148,30.0
23,21.31845012730733,41.303555724103404,27.494374031318056,30.0
24,15.362794804322277,41.83196642556794,28.68812808963621,30.0
25,16.424550866066298,41.01609404373716,29.955916298323896,30.0
26,12.367332246947573,54.92652139745501,29.227014867646652,30.0
27,15.900231009427916,35.35669397732774,31.82958458014408,30.0
28,29.70999410702608,52.09708634617177,30.163142293744723,30.0
29,18.088253505569334,43.41641424057269,28.43597369981629,30.0
30,5.853477854755048,61.35454883663171,30.777896372454776,30.0
31,38.075069138142,35.18737667380299,30.39963802931916,30.0
32,13.112804028507503,69.87313666030465,27.893296743788692,30.0
33,30.03706732824698,36.47390293079918,30.427422554900073,30.0
34,5.212240331084303,72.77251373860197,30.841991476125422,30.0
35,21.39343943323722,51.872724225955665,32.32153287266435,30.0
36,27.83517290782043,63.90902545205398,29.199105868738865,30.0
37,31.22921166986384,39.772538384553606,30.812955473021052,30.0
38,17.158336708616723,47.154880805954505,29.976423831734436,30.0
39,21.360371957367782,46.64642593594303,29.36925314800763,30.0
40,25.470495523200892,63.04528759520589,31.041837498281623,30.0
41,3.2105523898524053,61.440335078467065,31.602217792255498,30.0
42,22.271861134990438,45.1083846389226,30.116245024907887,30.0
