unit_id,JobThroughput,RackInletTemp,FanSpeed,NetworkTopologyHops,do_cooling_setpoint_controller
0,11.656012763634038,55.60707536212539,54.43154663180995,45.62584620829454,40.0
1,25.42591131988596,42.93881104162395,70.31531116702183,58.63291639877974,40.0
2,16.09945828416862,65.53323421956375,64.8657132641069,56.49215044277798,40.0
3,22.543417726052297,57.60286462437442,62.08583872509927,74.8231443731697,40.0
4,19.672786218853783,48.30748544269107,79.8367732196212,18.937265955209384,40.0
5,-0.8308675952271463,64.86683207016002,65.151019870007,54.88745921153615,40.0
6,5.869897793652417,62.0288018992841,63.78332034310033,38.578793919627586,40.0
7,30.257042806510057,29.285089502241,76.19190905909366,58.72281609043881,40.0
8,4.192486749594995,63.206703712110794,78.69127751344229,34.90349470189088,40.0
9,29.620056325132726,51.41322981177304,62.3942279939583,44.19094455719575,40.0
10,32.44272024213655,48.88691605274856,54.27143153062096,34.7708146249112,40.0
11,4.40708952221512,57.7979645006497,60.413186684119296,47.54131316407189,40.0
12,17.106464400156003,47.709900296648435,66.34977243173284,56.01631902526901,40.0
13,18.003642782048395,42.81571464151402,62.385763254264766,45.35338754671667,40.0
14,20.3456516416403,54.967095330035036,57.831215627613425,71.36397308449418,40.0
15,13.975149890311233,54.0930492365127,46.28773460832707,60.29625550483009,40.0
16,16.476096965573895,50.196796456237465,66.7379045561191,62.612076372883564,40.0
17,22.19384557029247,40.48544199765723,78.26718376978265,49.75511281100186,40.0
18,9.346093688492621,53.127242969032835,41.199174174665444,45.25280330870763,40.0
19,2.531370053859418,65.90979200284681,66.39591385959301,46.79322981952598,40.0
20,8.441414222584138,54.09190313905212,53.63397568003857,66.1823054446691,40.0
21,12.153692093717092,53.60771361500682,72.13285524992773,59.623061394832106,40.0
22,27.479329860391584,33.73338110806354,44.14759918534279,59.56589983691816,40.0
23,7.055686492617145,52.55410437705561,58.850634502736995,54.577011751896954,40.0
24,11.6415002078836,50.35543696320149,71.74009977069953,43.991303063236025,40.0
25,42.89317948232692,34.52608965388517,57.907136675230575,35.7959339760893,40.0
26,8.052337165717429,53.724925940845985,56.13255804523987,41.622047342603445,40.0
27,23.717366676145804,42.61372194236573,58.07684031845169,34.86301686206737,40.0
28,9.207643758752162,50.03935502771144,64.70523371595283,50.28300511762586,40.0
29,5.888840877767225,74.70431678382202,59.18099279137319,31.022422022589144,40.0
30,7.785618033454561,66.5969204099601,45.66407863988511,64.40404530288104,40.0
31,10.118314429655188,45.01042535478473,77.05023824881103,36.30664643032353,40.0
32,27.1748484268702,30.810484278176435,63.77516253692489,47.130254061169495,40.0
33,6.888780014886922,57.212933022241465,55.08186294698786,43.95766899102936,40.0
34,28.294882795298168,50.705658949106414,63.2925577128559,61.978003651379005,40.0
35,4.131868621190054,61.84051327158213,61.751762256845865,62.51846144338773,40.0
36,12.50811224150963,47.01051497647784,59.76903898478436,63.758946188566966,40.0
37,6.850044739733939,49.850602559347955,69.38465139644345,45.79599257112769,40.0
38,59.31347833744804,47.41159985423437,74.65120301200712,56.28536277949489,40.0
39,0.922080550326063,63.95331705035085,58.929115784191836,37.70354124425237,40.0
40,0.8290538705782238,69.6713409514443,73.65846904834955,61.4834218745928,40.0
41,23.432556653559605,54.36392096689141,35.28255267530065,58.52306190960559,40.0
42,8.802921624861645,61.13840491090439,49.806437914178844,43.65631494185088,40.0
43,25.33094614628343,47.51213255181887,65.16111903563969,62.741065675493154,40.0
44,25.689868954675067,59.24665564024596,55.562263008176025,47.84014540924185,40.0
45,13.67839028366469,39.74831236244816,48.30873945116103,33.914929373393676,40.0
46,17.252256841728595,68.93882117999186,65.01153813137793,65.48649970865837,40.0
47,15.558650424505846,48.66868049613788,49.49626073975752,52.645293800302674,40.0
