unit_id,RackInletTemp,NetworkTopologyHops
0,62.94451073351491,69.81330265178407
1,38.858095948228886,64.13995876015869
2,58.576037694065434,57.716194552889874
3,77.34429332998181,53.25576407626664
4,66.01527633087758,51.38023780246999
5,69.35863715306819,31.873547388178842
6,47.32812002094474,62.4696494997296
7,40.44012261085403,33.16436507954337
8,53.72430878502894,56.13255921971741
9,67.29562758595824,33.907850302467025
10,66.17912327070293,41.59017586398438
11,52.12464788525852,47.55281895857945
12,36.89833309703001,54.87567657064057
13,66.38818840107018,39.54566369079465
14,42.23364518974996,41.582262790754264
15,54.19428093668291,56.44426539864553
16,53.54826552726078,44.648964452889885
17,54.55180299006307,51.24279362254744
18,59.26178424539925,52.846822573851746
19,48.54112323965361,48.94067699181637
20,58.86839317348602,67.96337051388373
21,50.382765580393276,39.971372667543974
22,68.24471885973185,47.70924005976403
23,40.170837139392944,53.628569338621986
24,53.20734506166935,48.77010988703185
25,56.98652738033708,46.63677908477213
26,54.84029362505763,61.62521984039695
27,59.5289435480514,70.31887230590358
28,44.887647735843366,55.67143234713316
29,50.24686061091969,45.549569592367746
30,46.92141527767274,45.47363492889195
31,45.78867686395973,67.48636530255467
32,54.7243466923038,59.14454980714416
33,45.29577674029335,56.40558088252897
34,60.93933885118698,50.32742286429016
35,48.92500568641745,36.905664583490605
36,52.57031456327607,41.907316349545866
37,51.11459296685005,65.18825840543431
38,46.24465031639708,50.601904964705284
39,60.02389526371858,39.718901090620385
40,53.45319546185061,54.596289138865714
41,59.061341869748965,45.31129211692012
42,52.11401725064217,45.40581190326639
43,61.92104797106596,48.62570439275062
44,52.33357656644538,69.55792806214528
45,61.74709824855239,93.83281076723912
46,69.55384668237542,67.21389553339684
47,50.858078728118045,42.06975705888487
48,62.690324721766885,46.57028608791046
49,44.67994208784089,65.09967939373108
50,58.1083293547923,50.25606504379092
51,53.329926953454034,37.97952097850794
52,61.015364773724684,60.14897655024993
53,39.93202462209799,53.30678496052876
54,51.91787686813797,31.586117326986106
55,75.21844008350227,46.158730067077464
56,73.2659568049008,47.71901276404897
57,72.30316345051995,56.353016979063575
58,45.882751940338736,79.41413662498618
59,49.916561241405425,50.94233703084838
60,81.94151781170602,43.78374312032211
61,49.39293986583537,52.968894900654604
62,55.61610817081418,49.21202628257641
63,49.809083976017085,36.06678944136475
64,60.475849872080154,51.40817584727805
65,67.68573569530756,46.69214936098602
66,45.68184602982132,47.51510106717426
67,59.254474427446034,45.584986063353725
68,59.88870495450888,49.55693128175796
69,61.69436764021664,60.198091650329445
70,65.39719031108027,53.22305121206303
71,53.41292091689183,56.91570907924143
72,44.57026684766458,42.66597497297535
73,40.94994703787319,68.57637793598664
74,75.21800376000954,38.878832228490936
75,45.141160106813686,43.12881829931488
76,44.92032849435066,56.607154510718985
77,41.444326299833705,59.26705630213973
78,53.91862058247767,48.59153083264142
79,34.64584550968815,65.56438948295836
80,45.40631119971369,38.10632075919263
81,70.47562929881346,58.20908866779507
82,70.10934245730365,40.9482672886221
83,58.39419046056454,57.70737641759895
84,47.276607836773564,53.082074921628944
85,50.779992808182094,39.04999686697314
86,40.66712895019117,47.17376404517052
87,38.23076329982481,61.48101036017396
88,47.84312313482753,69.61060096622474
89,44.23263858748299,56.311660195685135
90,36.76996983029039,53.25357998441103
91,41.468089103696386,41.48199292068734
92,46.60694088706426,55.6853673843649
93,60.29720063277203,60.804946286199666
94,42.14494359735785,41.541541181199676
95,48.85374378110172,54.027236132624516
96,46.57123505186924,49.670443354351704
97,56.322113059798745,49.23455751786434
98,42.20382269806966,31.44964673645912
99,45.855952070153066,62.67370676709712
100,72.71508230516609,76.63221624918225
101,48.32018492050599,37.627469282991164
102,46.6843778673729,44.57287157517591
103,64.22217375645252,53.52441266726642
104,59.390375155820266,51.73062027534212
105,33.04476743087602,33.16550915634072
106,58.590773192566274,42.38869246004747
107,31.333513511358483,40.19102535021398
108,67.77207817086324,29.426713681119686
109,39.67045363609998,42.971873337062576
110,57.29360003465951,40.73542885410747
111,45.085532872453896,42.91810289121932
112,55.86927822050555,38.19069018256421
113,53.24315686681376,49.603792232644416
114,54.92930434933082,26.408586698742766
115,51.346319086486275,41.99827933293723
116,45.483272918020816,43.38517791053068
117,41.64217137722581,30.497993704842056
118,65.56036762583244,49.253642533945815
119,70.65621697572178,43.23951352423393
120,67.83955088296413,51.53144436962581
121,35.029982453681995,34.718881017710146
122,51.68589378478404,54.89232225578442
123,48.86271686136843,54.5164706458755
124,70.17589744956605,49.298621876657634
125,33.506656266387395,29.058317835708472
126,52.84113673368521,56.90450167298076
127,54.68740480977555,47.808009904853506
128,52.03221843033203,41.68507613222663
129,47.83244291428427,46.22658682500021
130,42.06971616830093,56.77239518105184
131,47.10482878900382,19.221714770214376
132,48.178203606835666,55.957696889480445
133,57.13657763759037,35.31663445659112
134,56.652645214089155,51.79171693314553
135,59.71013252463704,55.103513521767326
136,76.82365532937368,59.5334542770653
137,66.33955911741846,62.405170239436536
138,50.39098772183591,69.63289761524378
139,57.27475091073628,44.535850916329146
140,35.38335457081196,50.16433195317647
141,60.56416974833044,33.9142454583702
142,58.89197810285404,44.009825176711566
143,47.317851174119504,44.41729081331005
144,65.02148925442924,38.22448299357988
145,32.808467248517836,49.73439536489826
146,42.03201578393575,45.552845916851155
147,47.09713129714866,64.57171142325622
148,41.75471872178979,52.67030631048371
149,67.34123145919477,37.81847448410643
150,57.430157618703355,57.18621841012651
151,54.4650876468736,37.79598564775455
152,55.103691914875014,44.21930682470572
153,49.63915840598584,49.616607857258096
154,76.84439187361815,69.46260791299626
155,55.264574388878756,81.41140858454706
156,58.69473140180193,60.45277794821198
157,67.19626988238008,48.22825019846638
158,46.33694684439666,74.22687389418549
159,50.3920230888695,43.923770367211304
160,59.86217595036869,61.079280208967475
161,54.4391059880892,48.438130591828255
162,61.46830395980232,64.56852272916161
163,64.77573341112827,48.82721990001609
164,58.879489168918205,45.598003141578964
165,53.3011504898226,41.94882241138478
166,64.04661387369494,38.09558332666848
167,79.44714892023055,51.6398358798138
168,37.608010404899765,51.626610462344196
169,33.48774301301079,68.86458616899014
170,37.60009718584519,48.08459164419289
171,32.53636076238258,27.556747319100662
172,42.46346372669899,37.7738451704176
173,57.64956869580983,51.320760295613056
174,43.17892358082979,58.108862425742764
175,47.78795703458873,66.78983555068248
176,68.79138133620503,59.34896024624097
177,47.44762478117849,43.34886278506451
178,43.35996955130941,52.32431574502638
179,71.48960956555466,56.237417885839605
180,58.65101408187063,62.5250315459108
181,62.87970546743888,33.27940686406244
182,81.5502706067677,64.83268490373447
183,76.8932298955625,75.09952070137054
184,48.57095643060604,50.815944471273895
185,29.75168119236063,82.50579436484426
186,66.27203268063879,49.49307976103009
187,62.37057052096932,50.09571464367332
188,54.31262868428855,49.793242841735214
189,60.27613871292546,67.06461866628842
190,50.41776935226601,38.93414464151495
191,56.77369909665618,58.233118632047706
192,48.13498531147834,49.93001587027103
193,57.095926097679865,53.689134363035194
194,43.204264233415294,68.14475429013044
195,27.08996620549446,8.05366715750154
196,64.80606594442335,46.26435146563643
197,73.36042033644249,41.74087879435959
198,57.25084288195622,47.46074663347084
199,47.28594992653427,60.680832971424806
200,51.24022472988619,36.56886378673829
201,53.56863508814024,58.535263226670686
202,45.01516173148172,41.53364622702315
203,50.5946355959952,60.0595217040573
204,57.88102590115506,59.3693267424216
205,63.06000255140225,36.12217823137232
206,44.45945205470858,59.03014769939812
207,69.16019316730548,58.12331178905417
208,51.32116137918446,63.09611867059606
209,47.30646791145269,46.60965190932405
210,51.281501122497765,53.47634362105595
211,60.5736576803791,67.79752448402039
212,58.52038895317146,43.92131980653808
213,34.263843121871446,54.87113230768929
214,56.34383291236827,53.788246932495895
215,42.60867526525342,41.366020549958805
216,57.640546359061084,36.09542968862786
217,55.78261526263152,43.5383164418559
218,46.66261984175845,44.98103257857812
219,59.1242370504082,67.81452756561043
220,55.049860495226035,49.05687323709413
221,62.22593821658248,37.99008601852111
222,52.807490696369,54.92336682822125
223,68.42037633727365,30.134322880437278
224,44.193736504344415,73.46936715552751
225,57.083429287068284,25.330509513664236
226,52.66552052233193,72.5328173295632
227,58.43058414113205,62.58679624236306
228,31.212994798868902,32.345592074022875
