unit_id,ConversionEfficiency,EffluentByproduct,do_GuardBedAdsorbent
0,29.805273397908636,7.914144071371252,100.0
1,25.812412575296786,19.663312890225768,100.0
2,24.48286056919128,1.9658267967389031,100.0
3,33.291776425393444,12.647114631230291,100.0
4,23.929903851460477,20.908077972504945,100.0
5,28.497683656722007,4.217154109254337,100.0
6,24.394276447728213,2.1167631968621095,100.0
7,24.34877603518152,-13.049901224750336,100.0
8,22.21395728967315,1.755620582846385,100.0
9,22.584981917449348,14.965649585325979,100.0
10,17.900692606963744,17.756599593886754,100.0
11,28.15517678147327,-1.3104377010640231,100.0
12,28.637750810325205,9.919644991455641,100.0
13,24.834509294484185,15.885587320027287,100.0
14,28.589666897789407,22.277827610514855,100.0
15,28.440384473930177,16.860537019490064,100.0
16,22.930663375103716,-0.18146059192268282,100.0
17,22.78084745104984,-3.560037618650407,100.0
18,25.755825160612346,0.6497398524123206,100.0
19,18.48336645879342,25.1857645914166,100.0
20,23.359106065152492,8.016989124892804,100.0
21,27.982273616281002,7.0484445669199385,100.0
22,24.874739257904416,21.414227997412574,100.0
23,29.170458088727404,-0.45555996598200643,100.0
24,21.67318696512323,21.870957585383497,100.0
25,18.105643023326135,2.4630534073808494,100.0
26,24.167466375473207,10.460660097509635,100.0
27,28.62441040149589,20.924635401644576,100.0
28,22.067988821627356,-4.112918046221582,100.0
29,23.47357938722777,11.770787883129092,100.0
30,22.44246619453844,7.816418574080951,100.0
31,22.366253529246656,-3.589258888441739,100.0
32,25.272071142972905,-11.469295335275703,100.0
33,33.40280965923889,10.555936566759138,100.0
34,33.22024345929291,8.671733434641432,100.0
35,22.6268122315909,5.333849929016904,100.0
36,24.190142216120556,11.212155231581018,100.0
37,27.419544377118648,14.715054187073985,100.0
38,27.24590761825552,6.803156503589043,100.0
39,31.905559641636764,2.907290556671745,100.0
40,19.86572207514455,16.58170706857651,100.0
41,19.909081187090337,13.26717047737774,100.0
42,35.27196253519741,5.778921734622573,100.0
43,31.15366052977279,5.574783550715874,100.0
44,29.26376558015259,12.537536540243782,100.0
45,16.26734835000975,-0.12662082933083063,100.0
46,32.01643899954041,34.65433384591746,100.0
47,24.709230564359732,2.493322197997138,100.0
48,27.23399317723012,2.9060039829467366,100.0
49,20.448291957364624,5.7868110873406104,100.0
50,21.92088488767354,14.181483043405045,100.0
51,25.936303435174683,-1.8092381365048489,100.0
52,23.401100680587543,5.6890685294371215,100.0
53,17.444053489427546,28.686266863326043,100.0
54,20.11484382951212,-7.484339634900909,100.0
55,27.0244308905822,17.265315718996142,100.0
56,17.021661474352722,-3.4530578491577977,100.0
57,31.551774499823402,12.448426011869344,100.0
58,24.02238060109896,9.35009055222876,100.0
59,27.75750541221746,18.809847740596563,100.0
60,24.009424110175516,8.430614897159993,100.0
61,23.93006441997129,-15.250925171581486,100.0
62,29.47483414580443,22.42069612545827,100.0
63,26.519446698918408,11.386200915044764,100.0
64,26.623399624359966,18.5405578197756,100.0
65,21.007036258000216,15.577721889539509,100.0
66,17.447360314814187,12.353676492745521,100.0
67,28.538656745424998,6.299826891277066,100.0
68,20.349257521571797,-2.555147661338946,100.0
69,30.107285852449156,-10.294337548613626,100.0
70,29.376509334491903,11.500016740088782,100.0
71,16.356745523682488,15.374131388294295,100.0
72,23.034174020811193,-0.7925949556571883,100.0
73,15.7562416796191,3.698232633906553,100.0
74,27.850200605161866,3.5795878614904906,100.0
75,30.68689693253709,8.796234219045855,100.0
76,18.518654973929113,19.75630512220479,100.0
77,20.679642938112185,7.899701946512092,100.0
78,25.95043862892702,7.569092074813167,100.0
79,19.155334675517167,15.42256344444894,100.0
80,25.145800889927642,-0.6458895249570098,100.0
81,32.56098237704035,12.251727981826264,100.0
82,33.66061102819126,-4.185093772382103,100.0
83,22.207526667813152,3.172225442248056,100.0
84,25.91995886419047,-7.677467381915239,100.0
85,26.081911358518067,26.312794232312346,100.0
86,26.822733440884175,-1.5461984542182314,100.0
87,19.02538934451743,11.301486745510275,100.0
88,15.839137572194174,17.771008767425606,100.0
89,22.526233193138342,23.481940436023717,100.0
90,19.03897809335474,8.251565884380291,100.0
91,30.368138710047134,16.978751484190504,100.0
92,25.078699209580705,2.13141645259899,100.0
93,30.46273583794951,-3.06442919696088,100.0
94,31.342365953233795,6.743702403170148,100.0
95,29.35131364003215,-0.4954217440343154,100.0
96,22.6914209533195,12.242946489229876,100.0
97,29.695313513669184,7.02482747493015,100.0
98,28.708870400573968,10.490017183623735,100.0
99,22.235173624138568,14.391801982539045,100.0
100,29.33676296670732,-3.082280826633651,100.0
101,31.559829691325774,11.713465255787526,100.0
102,18.62956087748851,6.088094176144774,100.0
103,24.409996421629668,1.3267361205017867,100.0
104,25.387772215261855,-7.545047286034787,100.0
105,23.70550023682928,7.923702820958584,100.0
106,26.11303423186066,9.87379802404481,100.0
107,30.709670856058093,12.863472337360397,100.0
108,29.502848766036124,9.236879713936958,100.0
109,25.816318541790363,20.79993326902741,100.0
110,34.33384515956514,7.068494563979531,100.0
111,16.833009844266286,11.312636412744148,100.0
112,21.111968013286774,0.03586402201564454,100.0
113,24.161255007819026,7.7231826425388945,100.0
114,29.63835083938349,7.029288541842437,100.0
115,21.996417817573,0.18032922070845991,100.0
116,27.159931034274255,3.6029194192646354,100.0
117,25.946510220831822,-12.533836675790095,100.0
118,33.906228542144774,12.754779253449058,100.0
119,28.009555275478732,5.40017148888294,100.0
120,15.5281233239488,4.68999951401929,100.0
121,29.985688538598986,-6.969529844334016,100.0
122,22.441157444914964,35.53453306178646,100.0
123,19.493018557583852,1.7726307289149643,100.0
124,23.976767416703762,13.007915328836432,100.0
125,23.199951301053552,18.949585650572363,100.0
126,31.138215547783787,0.3621893408511774,100.0
127,29.6458971458524,20.34372171638745,100.0
128,13.943812468111972,30.250978342605514,100.0
129,28.0974763272353,12.731897012456148,100.0
130,25.089594426484854,6.96735345376881,100.0
131,27.392241718865005,18.238460055455615,100.0
132,21.333896776844572,-3.898366385988325,100.0
133,29.360535367656535,10.833324164268852,100.0
134,22.79016331857337,12.91916577376425,100.0
135,28.469953738448325,-4.9083767858186,100.0
136,23.658795830174114,7.428369896539337,100.0
137,29.53819721776528,4.88170308630838,100.0
138,31.229980680919283,10.066425854892257,100.0
139,29.88014026246435,13.32624473276488,100.0
140,26.16887026985573,11.196235990618927,100.0
141,27.41795103317231,-3.167344757265589,100.0
142,21.331393178950403,23.36949923460351,100.0
143,25.44568223398309,-2.012317725281692,100.0
144,35.16901057882268,6.031469554197431,100.0
145,24.266746241949654,15.806403278099843,100.0
146,33.222734542196044,16.575631081513354,100.0
147,23.332215720663676,4.719335399315463,100.0
148,28.28068475486612,9.657918754645218,100.0
149,27.811474777926396,10.757251795888187,100.0
150,19.210575541717436,5.080752420903245,100.0
151,25.442718142545253,12.725132750358592,100.0
152,28.897482395405504,22.777118933197723,100.0
153,24.209940013182145,17.719447123764123,100.0
154,28.033000822451935,-0.04030567088783599,100.0
155,22.3214402912453,15.009643064152076,100.0
156,22.566039938110443,-3.4001869671707965,100.0
157,24.585923291673577,24.41047766533282,100.0
158,27.341207060734558,6.25522657343972,100.0
159,33.36746052947725,11.401263354989238,100.0
160,36.280017093837685,-2.777639454235958,100.0
161,20.413769985664338,8.847489415556172,100.0
162,25.19792528440273,7.5665693370597955,100.0
163,26.429491791059522,2.5474114900472893,100.0
164,27.156666773194054,7.896988218889408,100.0
165,17.967394992495105,3.8719422290567733,100.0
166,22.695798828301005,19.380525782532864,100.0
167,22.809246142542598,3.5057376635956405,100.0
168,21.28440924465194,7.8589060601074054,100.0
169,19.953754393193304,2.8105046475779627,100.0
170,29.165083069815438,-2.040296435670932,100.0
171,27.1692394873376,-5.162325725206822,100.0
172,26.79315772988261,12.525708682605263,100.0
173,27.132271073681988,1.631928894630109,100.0
174,31.80708160139789,3.227178155207465,100.0
175,28.466681600985712,-4.575978816573642,100.0
176,30.22062638393476,11.211678043346238,100.0
177,19.735787576157563,4.326550001545152,100.0
178,19.119561215969,15.211509326275674,100.0
179,31.362028932127785,14.99501675282978,100.0
180,27.930890452621348,3.5428057481082664,100.0
181,24.321027631300858,15.489845380890031,100.0
182,28.712326083548547,2.94343475282819,100.0
183,26.238507299316687,19.033651578270884,100.0
184,28.010815455381447,22.468237558566827,100.0
185,18.99690699972531,6.268791540735789,100.0
186,29.967080615909627,2.7946090682332807,100.0
187,22.444162876044473,8.077540152861392,100.0
188,26.18658734336798,-4.911828132718629,100.0
189,31.55227070576534,15.50300831548104,100.0
190,18.549227924485496,11.391523266451895,100.0
191,37.97212914252311,7.4484526399100535,100.0
192,22.581519204452647,-3.517243973203861,100.0
193,29.113979425454595,20.13201675878115,100.0
194,32.28999760152594,8.877600845797073,100.0
195,17.847327467530405,16.804579916771864,100.0
196,29.37925722178576,4.745473406540492,100.0
197,20.716680388057952,6.128584043114382,100.0
198,16.335349777371327,21.342531819816877,100.0
199,19.10512832308106,15.665546780918323,100.0
200,35.83301949191958,17.137572530223096,100.0
201,26.139711135759573,11.206238070475097,100.0
202,26.447724565607974,10.564869908107664,100.0
