unit_id,WaferYield,ChamberPressure,DefectDensity,do_set_ChamberFlowUniformity
0,20.969134731598643,59.6225364321725,8.82123289011141,75.0
1,29.200333439754008,90.2951838866142,9.640142130688726,75.0
2,16.919486076354183,72.55870490550431,9.233082660947174,75.0
3,24.649878003993564,72.93766101605448,9.584375097392757,75.0
4,25.98953556460587,51.83770783565162,9.201658276046969,75.0
5,17.337021663546917,52.47068976847864,9.739283584816214,75.0
6,19.59338605107059,78.4295408361045,10.553834686507745,75.0
7,30.597379116689485,88.14960405056769,9.412648292860636,75.0
8,27.931791073719786,65.850154613788,11.306756033585373,75.0
9,17.665268127435514,59.56633871253931,9.816577427176512,75.0
10,19.029779098663823,72.53160853726735,8.891650830929668,75.0
11,24.214162651230286,80.63528742204879,9.569399855172922,75.0
12,22.81610922166629,66.03978894592969,9.194391923539394,75.0
13,21.17170354435116,76.50714936087567,9.968624237496124,75.0
14,22.078202324730352,80.86353622617199,9.32537448371382,75.0
15,20.703347236641516,62.326346857279425,9.086622572155166,75.0
16,22.868465251057945,63.50363991291475,9.95113989652591,75.0
17,21.27054863103098,88.1141295137866,8.916173745874914,75.0
18,20.308372044466772,82.97277076009973,9.365354405556594,75.0
19,21.101289987982582,69.81496617351344,8.676243823942768,75.0
20,29.150642433009825,73.96523638177446,9.617526283456147,75.0
21,22.052975319100693,70.76075872051257,9.15023155124489,75.0
22,24.22714747433385,76.12261350554992,9.443441391874098,75.0
23,28.231564170821535,63.92818227772314,9.504420265660539,75.0
24,25.519349385912783,95.98300859570136,10.508519802858869,75.0
25,24.878013419393632,76.79864286204868,10.432792860402598,75.0
26,26.322825865537002,77.33027571709243,8.66718834419636,75.0
27,22.654396935129636,92.77275693351656,8.738643554291615,75.0
28,20.961899637879377,63.25886329211195,9.31099259088369,75.0
29,24.352847357547308,84.68892629272297,9.104659151901435,75.0
30,23.352785270907848,90.22312247169074,8.905310055583055,75.0
31,27.871522972282825,85.53881277608953,9.266446141817928,75.0
32,26.436712284511557,73.57155379389417,9.940026926863627,75.0
33,16.790331375721326,76.22012468706497,9.939247906341313,75.0
34,21.97976823381797,72.0542696300321,9.360806743318555,75.0
35,25.169917024752365,75.98382588570458,8.600078173461728,75.0
36,27.845552324795513,88.76542626021947,9.590966404153045,75.0
37,19.97871311331154,81.4733365607714,8.339564974880764,75.0
38,24.007587640746582,77.41201153574978,9.432312571833974,75.0
39,28.97131219515979,71.09533008702007,9.486896881786668,75.0
40,21.646616529426424,83.2016646745983,9.88864533123725,75.0
41,26.692872993505752,88.13624817986091,9.412784769567986,75.0
42,22.292573441783574,94.42032483391043,9.597217431191773,75.0
43,22.735561553566043,59.16602354064707,9.456224662978533,75.0
44,22.17849666947628,81.89831577664748,8.611201664072233,75.0
45,26.642035373486834,85.30903983651882,9.956668912622764,75.0
46,27.56284068380085,84.52640167518898,9.62139804268841,75.0
47,21.25548039985553,64.14756305790912,10.098971022875588,75.0
48,24.12530067162996,80.23741280685208,9.884468179135304,75.0
49,22.245202842316097,74.12840135933348,9.069355980916276,75.0
50,26.789711284205175,83.48297120401092,10.638973705489814,75.0
51,25.674100258904453,90.48952842165338,8.707439807147965,75.0
52,25.786845907189385,62.08904696935601,8.76598446162263,75.0
53,21.681580048958853,75.21382377782447,9.330276948525583,75.0
54,22.3232003363269,68.26823421574959,9.904160746703145,75.0
55,27.615630919509414,68.72240822254466,9.809906058438708,75.0
56,19.92285783973062,63.37495370244893,8.960315948879115,75.0
57,23.184453738145745,56.79997354219085,9.376207597030545,75.0
58,16.69351300216303,72.2176991529041,9.694878936693964,75.0
59,23.30950850193186,77.56585091050904,10.15474293317031,75.0
60,27.570344949380242,67.21247240763087,9.706933811611245,75.0
61,26.142303977709222,89.73860381566035,9.29491760716423,75.0
