unit_id,WaferYield,ChamberPressure,DefectDensity,do_set_ChamberFlowUniformity
0,21.119082496302703,73.45526296540878,10.17493092557402,95.0
1,25.054516687837914,58.53243750038425,9.897813369727798,95.0
2,20.5575317571566,63.904698807419805,9.07239482648419,95.0
3,16.23758212712893,63.30340168206772,9.294960812212915,95.0
4,27.96331843848443,63.49626957003873,10.559696982956563,95.0
5,26.707606680487565,66.97686377675917,9.534807787655856,95.0
6,22.1931290149938,75.12284941433353,10.09204261782324,95.0
7,19.727696309169165,82.76337465329243,8.97101596948227,95.0
8,25.6640906926623,76.24717444602541,9.995634579579113,95.0
9,19.896965563319895,76.04287670330258,9.384746358028217,95.0
10,25.75881395232295,61.288853671881796,11.006662122060222,95.0
11,28.89202503577533,92.29341713953282,9.430577069156957,95.0
12,21.879452073868535,72.22205249691304,9.263147655161012,95.0
13,24.577018674653132,84.68561845901249,10.424035938217424,95.0
14,24.051776188129907,63.84693867769342,9.233561371839347,95.0
15,17.15733919360052,54.42765120170801,8.967852375697934,95.0
16,28.335024599751407,67.61287700188262,9.393037300680806,95.0
17,19.05260991193603,65.95684467652694,10.88566103804339,95.0
18,20.06979727466225,72.19956341653467,9.5428156836066,95.0
19,21.48478998332949,63.501887645905484,8.842695992891429,95.0
20,24.977456546641307,76.54388125227909,9.463987834315208,95.0
21,22.14783675579975,58.60259452290816,9.836119296656163,95.0
22,17.736108746317658,85.26411429096369,9.003586611439546,95.0
23,21.55416691440031,79.09504428463678,9.582536025323517,95.0
24,22.75036914374777,74.40854848594915,9.420246525514463,95.0
25,26.984727870392184,83.9719070875073,9.268188785898149,95.0
26,16.530292272030806,63.65920123859238,9.449423640845824,95.0
27,24.956486296734546,61.82253406537914,9.549360534177351,95.0
28,25.116079993384382,78.55384824091075,10.966269314879623,95.0
29,19.150923774429423,72.20018586058868,10.307406386407182,95.0
30,25.824069683214347,85.43492019138168,9.601152636150303,95.0
31,25.773171406257376,84.90771316863326,9.288693858670378,95.0
32,25.401430916207136,79.9686252838767,10.228657809218243,95.0
33,21.369179299795288,86.23999301730498,10.386934786716836,95.0
34,17.254246126316296,74.80586137079965,9.552522929856615,95.0
35,26.66449696199484,93.59064559973106,9.211282795685229,95.0
36,28.08373372569536,63.5443021718801,9.39360126642966,95.0
37,25.348217556297318,82.862333822603,10.217191121255455,95.0
38,19.585591430365177,74.31238870021389,9.590459422197336,95.0
