unit_id,WaferYield,DefectDensity,ChamberFlowUniformity,HumidityFab
0,20.293136855142407,9.97518699959016,46.929991634782795,51.09953946571708
1,23.992184697435572,10.26473647276165,60.93176657333886,52.74740089393892
2,17.831502665787003,9.337416926776697,54.479040378044175,34.620482823794156
3,13.577242061213553,9.626821073890989,31.90539582685053,54.1254090667438
4,24.884595898746724,10.552504896920176,53.42659550811789,66.56456518049949
5,25.36002182444101,9.604500695883429,46.25675634840231,41.46240652089326
6,22.216262625552563,9.372382933417587,56.47491925330815,36.27811232675038
7,23.363832764359213,10.2329120085677,51.838214245592646,41.159997033441556
8,25.392690884477414,9.794383682025899,46.77898769203868,69.9729125656158
9,24.09186379501572,10.225258243642466,55.85848988661147,48.79436184946784
10,20.90322234885657,8.946428134420357,24.95574009895214,71.54812789762265
11,26.187340321272387,9.601740827576583,63.66015760812245,65.20112296253417
12,17.146124599902425,9.752500425037796,73.062168317919,50.40877363279511
13,29.049431795358725,8.758161167123014,45.26514352620567,47.986243991641274
14,24.295414786217858,9.045461919126465,79.50607049690363,73.94934214760795
15,26.184340976228846,9.404014771252893,57.44601012812717,51.969838677719956
16,27.37963755405989,9.957087193296445,41.332803433830954,62.28338286314777
17,24.799714706920522,9.020837300444159,37.96039047023934,52.86326894080549
18,21.88301711507189,10.140533817337658,56.12127888902756,55.56871537355963
19,19.894656021771468,9.901753309170436,62.80244318364689,50.01073522339002
20,24.422728627066107,9.489556933388181,70.34268973428678,33.958611530031256
21,21.17149313603866,10.306462420425229,20.29185618362381,59.089564224411866
22,17.03705370205578,8.868479181040378,53.88995887895912,32.890159212785406
23,24.684135298121408,9.72180392120313,56.83330060088677,21.095694265995547
24,29.222276034314884,9.902798802001602,39.94668550341919,63.290694139479434
25,17.34881819018947,9.602672595210917,33.528572840503564,49.339567702878476
26,22.219325649392875,9.416499838397794,42.9180386218986,26.329433548106305
27,20.93892481174476,9.563552456091164,31.355693293680105,36.03260542296367
28,26.836899411139225,8.723217112309769,65.82655391547662,58.68992204273005
29,21.175001684090446,9.333369071684576,32.34043342649345,63.42028649678518
30,23.742736763909537,10.176011488534938,37.10262755781471,25.86359816786938
31,25.76847968311691,8.63781827966956,47.293266087043676,28.26329572532571
32,24.887484046839546,9.099061783497824,63.176770661911604,52.06479403334343
33,23.518581906434058,9.194472045503193,77.47252975211859,42.68735579361092
34,29.279942030695018,9.974377838464626,30.29428749326893,31.135040378502026
35,23.432597738721952,9.949186834486996,62.05139431418259,57.25159323038818
36,22.535835023290808,9.15077863502843,58.42723340957883,31.926621508637815
37,24.280760622146204,9.516979321869398,58.7595202935171,51.2698435901525
38,22.199475284317085,9.588928407486824,43.22323698413263,50.456170882081196
39,22.114964139282126,9.688650560248366,46.26404544334927,79.10521408651321
40,18.210771167371565,9.208621123983791,42.706468653643675,35.57460427300487
41,16.286964593473726,9.560327040244282,43.346177208341466,40.73966167277802
42,20.438066591854454,9.220565178584208,52.87598180441812,58.39032539937472
43,20.249627249867064,9.82311395123215,38.94730475407982,59.43620898246746
44,29.984941066914544,10.210142500784439,46.602746048795005,78.38122828529521
45,24.463021997355202,10.159074586393857,66.25526665120294,70.02642509078791
46,26.336533827006345,10.191913033119196,63.90481551601651,53.208551973116336
47,20.070232663779795,9.14794630422577,37.19745873791567,61.8884060803374
48,26.629146654502136,9.027326536757956,32.61978367823705,45.62499923386392
49,24.318282450366993,9.418143414237873,65.20296547095569,58.88485552600033
50,24.65738790756667,9.146262185207874,63.387046733102814,51.89654492654741
51,30.257855107553286,10.402942573797457,41.868792736904325,45.57320562190611
52,23.52806790342948,8.757793134875344,45.00192254685399,67.60728826192864
53,15.488975605621986,9.121535934748469,32.9120962300661,45.07873441953286
54,26.26085702870703,9.723503096511719,53.16487035288568,67.60305200105545
55,15.61453250741951,10.210152832156945,46.53594052719136,45.0259991732048
56,20.091298064260307,9.120918640775965,61.20135415506331,28.086285441070988
57,28.678093866271432,9.604822806758733,68.97120904319367,52.47608640396612
58,26.088712561329533,9.351400247627135,52.60273415518501,36.76344858930814
59,21.009833536166102,8.853982559663967,45.930585769618325,72.82674665491172
60,25.850957482788775,9.48979150303373,65.02650339650194,58.3725673010884
61,21.63400157361784,9.665802523364448,36.56104787788934,57.858067908827884
62,24.60496186652733,10.168444135167382,56.14811700638532,43.3457778683555
63,26.802844892501057,10.11059523808742,76.12038817978265,71.78479665945756
64,21.89066970839157,9.268114045333855,56.0182042349236,49.908299138223974
65,26.63885030357086,9.362452727660731,39.27400465953543,45.9161948661151
66,21.27173822986933,8.932109189313291,58.176084122358205,43.32741284991979
67,27.018458775265586,9.995058270703396,62.67030386645039,49.312355590312954
68,23.46985519088145,9.35816016836775,51.74720375923405,64.88957918548829
