unit_id,WaferYield,ChamberPressure,HumidityFab
0,25.029719982534235,76.58690495675363,57.313115531900884
1,12.896344439491418,52.78832641166384,40.560058875091485
2,23.71083578324438,67.65522902262671,54.62121817585362
3,23.547183048962022,65.10559471340378,46.419785151668194
4,21.905299908427484,64.74002326836695,63.241050059665554
5,23.574092162958486,80.49983227613957,54.48649118693974
6,22.63663664245051,83.71425321713703,54.193745876979705
7,24.23055550491629,84.60247506101395,41.36331538993496
8,27.209883759581864,93.00622682621716,52.863916491988185
9,15.841997057209621,51.764326339878025,22.34700462258876
10,15.826272924502085,70.2527593141505,56.891794028435555
11,20.588424037672443,71.81404046665142,48.217697587777614
12,23.081417028985786,77.68511845952568,34.478334833226256
13,27.96334769784201,86.33250108107859,51.03679462382363
14,29.174009528272236,86.31531768416184,57.88275620849434
15,19.056829708139055,58.37891440549484,64.7167469462406
16,18.2894267339469,66.40043011491697,42.56100315148597
17,19.951568008198535,66.7465248437596,63.949046389742044
18,24.6807729752886,73.78922871048813,63.53382187983315
19,17.315903467025183,63.43680559968927,54.34700518210563
20,32.08470387926245,92.69084136271853,47.94348854888994
21,15.22055316753815,49.90354898741838,54.88252893467177
22,23.466967480033986,78.15892111568905,40.264192019157484
23,27.499824129692563,93.95000977186331,36.710912333653695
24,18.174404841121316,73.00730019277718,41.36283291224431
25,20.78824961884992,57.1829693953083,28.683097875767455
26,24.34807663282926,76.08494843993687,48.09721929472721
27,15.667591362662053,72.44208521770538,44.131945500417174
28,21.20268551534874,79.5603616205297,52.288208290453895
29,20.3031568586931,72.31389839539528,54.507558026793895
30,24.367086385451646,88.34921012877744,44.58279978372497
31,19.178832174024482,62.50852164086392,63.30897697804334
32,27.110596828785496,66.18817652430579,47.09708164272471
33,25.449829770610826,70.91145435671584,52.53643477149026
34,23.826611015171288,61.59733821720693,48.08483479252228
35,18.237872307750532,77.25977094345822,44.05829986038847
36,29.386761080249357,64.51905756572401,51.366231753025104
37,22.659932108392276,71.37936390988456,31.828092278989402
38,19.802692790364944,71.43687135668581,33.71537283604553
39,25.156093615080053,82.85793102553104,35.51189311246142
40,22.427659431468545,58.61860416279742,27.642489886706674
41,22.62342906005177,73.67936576376198,50.709990061996784
42,23.2644034407358,70.66023762039599,62.12773446036781
43,24.388766552483883,76.88224881199892,25.81006678039858
44,26.602246936530904,74.74913561616216,33.64805619986045
45,20.797169171501995,62.2264524131131,51.97649445166204
46,25.006866624437276,91.96545618924576,31.540634422863615
47,21.942692301888897,84.2899220432859,90.21056962458168
48,23.868739433460135,68.3833113126771,57.90533229599377
49,19.301461885951618,72.187321189902,72.7058911702346
50,18.78178192643731,87.95370705416201,42.640153024452694
51,21.87260811696273,89.47459122856681,39.03545612497221
52,22.901286610880177,80.1751961999928,30.807536578807483
53,21.536159800214822,57.468973737932494,77.12901753687652
54,19.215613428184504,65.73138348374738,27.45360442876689
55,18.31644615274442,84.48566455333115,49.75937611371489
56,20.26718417520333,86.02927072387214,47.84648817458319
57,22.94277863660433,77.17444697426788,45.65256698854877
58,22.150618947148235,88.92076295475329,50.31920495458
59,21.37775184453517,92.49554045540233,37.05149988293383
60,22.041109752791375,58.47646687611554,38.54758964286056
61,27.302034114566762,58.14116840917441,87.17337703074882
62,26.712820248537685,77.147251256542,47.93115049813521
63,26.768599625095412,76.95894533796968,60.79490068032844
64,27.723277958406428,78.42555100939151,54.81326856588423
65,24.77365795118967,77.67531334696136,31.577129481910536
66,29.55055785624439,90.11192868151107,42.75307294009407
67,23.85445179846144,87.52606001288461,47.897460368145786
68,19.97742580485089,63.001113203875796,55.1101778771966
69,23.258370989140577,76.95656078781357,43.50666501226504
70,20.550056070488857,78.99964927256497,54.954548115323504
71,25.334316785147394,77.10160511336274,29.224571869041316
72,21.03872914666064,71.92435348422651,50.41014612066413
73,22.71970258624953,76.99976796371455,37.63157358802048
74,19.760086073934474,76.73304617809612,49.839154204913406
75,25.26349505403692,72.0190073955927,38.39004698268949
76,17.35634985949119,77.61921790276693,61.12673912512216
77,14.620370552949925,47.61741972147474,38.3848819900101
78,29.134539552160227,69.1211806786417,67.50827642521699
79,25.566496644938663,72.59670241392386,46.958995909462715
80,20.22768986492528,83.97926458570693,69.64196347654152
81,19.887230852747685,74.41486255271535,37.5641601506157
82,17.79582446087798,57.68880381691274,47.16838984469145
83,18.51733556992965,69.80138864155956,49.24948261783481
84,22.921623267709688,66.25245433822634,34.858123066073276
85,23.11347517470507,66.84887377517016,64.34580732075807
86,18.132935476151598,60.975691464959034,58.307698533585025
87,20.75613270044796,66.71267274945556,37.09540362031562
88,21.25514740869646,83.99194846675498,52.98815599506608
89,22.158818415590112,74.54434121182403,34.03706954403294
90,20.964544620069773,85.41900976342298,47.562654443709526
91,18.595738834410408,65.3526735847903,51.18316961896364
92,21.868162920137763,85.93048881838963,52.063769407504864
93,15.830988733118872,68.40395909351419,31.616007407054536
94,20.90318359262121,83.22953745334164,69.44634874677374
95,13.549868756197032,65.76151097576685,28.33805759457711
96,20.713169290511342,75.30664874230807,53.63927477922588
97,18.405209377642866,66.80169390299501,65.016709480857
98,14.74163241991932,74.54971117523945,68.67651516808421
99,25.121669499795527,83.99048596424616,46.354197515175215
100,22.05072302652908,71.97900073492836,53.69874314639774
101,23.18080747903666,84.1797426087689,34.10083175414223
102,16.141148866735556,62.8769859858271,12.671003508735105
103,18.40474417796868,57.31440072488319,43.72387272445585
104,22.27036884244341,73.30289499272743,57.61757645007488
105,26.933552714026366,83.98718254560004,36.88874611333749
106,23.06431464398773,76.78627689465365,61.33745459106959
107,19.20761558943547,64.60105105550856,41.56362226431112
108,18.31335195207705,98.13968838878684,43.799711705647915
109,27.728563703076425,69.52335599717576,41.84952512136284
110,25.19100814627751,71.75487647214739,52.92017717830828
111,21.639406333323816,59.53894245583323,41.14267116593513
112,19.815560040226934,69.18745026103275,55.795039796406755
113,19.062742672497365,57.531441033866344,56.40429134890298
114,25.389514398673853,92.39821556595737,39.375472167081185
115,19.868125057185694,52.13222136293377,48.50644505292997
116,19.97242817530059,67.20335259560153,48.1373053442604
117,20.133846688956737,74.77696765341786,46.26929555782084
118,32.197442924136965,81.31239097731523,49.863596892656446
119,16.396918664539264,82.29175180175285,45.037734310013846
120,21.70995362162576,63.22864698880222,39.33811821724509
121,27.478970591300847,86.53258889624172,49.7624368854769
122,26.610006154878224,68.23949164222927,41.41819095531958
123,15.594807216008185,58.543854230517745,49.24985588637928
124,22.48165754272071,49.08727731755226,49.13765452742135
125,27.302127717698454,62.55935487589178,44.16032858896383
126,24.789950818885192,49.26593572375018,49.27060704975054
127,30.78724279274766,86.99544616210332,49.51619350803799
128,28.390247115750174,77.03824844519896,32.985570206145724
129,15.993183975038047,54.671547460195306,53.582826793082354
130,24.522415626014777,67.36294851853894,65.55122135154652
131,25.465160196692104,86.79705225725769,53.7476610833046
132,13.785992801317843,85.88237425053264,66.5011333752054
133,23.600896269365542,82.49058595109334,33.72045268946399
134,20.98198229852051,86.05049500326484,45.95025577539752
135,22.283462691666667,79.3938900746931,62.667117906378486
136,20.727339122578094,82.86482635598625,65.77586812901298
137,17.979872523322747,85.61123480652617,36.0506677668824
138,21.990879727039108,80.01520679159756,55.82710487684606
139,17.554917964639664,65.23514306850119,52.101132513527446
140,20.923101161183432,84.88686340712037,37.01833255452531
141,16.40630818244316,89.90543843037086,50.61968821237893
142,21.217160640059824,65.66434826910857,48.65639574770342
143,23.04280504495622,72.42179117415706,68.09642196605189
144,25.162676956896146,72.49271601658404,65.00240793076159
145,26.970069132626783,68.34331307940134,62.35294177575857
146,23.737969915996448,74.8093529041132,54.921312864438754
147,24.478272962013108,71.75961389679873,61.08851942823376
148,26.693111648814522,79.13217748268593,71.5580425265175
149,21.112775701275957,75.83296333288587,34.039237157164365
150,19.51204186301914,64.606226358653,44.405552428419334
151,27.480312358669543,95.04943911966726,48.65048393968445
152,24.91166884428925,71.78102551345799,30.73167552335807
153,24.1267371821757,76.93955538253161,39.69594508401285
154,21.109642118928264,72.5064040809446,53.96349823337041
155,25.4303022662364,70.50272909598688,42.26840026838216
156,24.37290955346741,61.08813874679276,52.930522946918536
157,23.934713540177707,64.61263698007123,36.67220251984174
158,18.749073906759076,63.90974251040847,53.153662829287825
159,16.717479199869427,57.7201547689618,45.97188482590579
160,20.305266306137497,78.86419183102774,61.339322886155315
161,18.044391709825973,65.08714767020767,52.28335479064303
162,22.81025116163541,95.42962251795844,38.56341444910803
163,24.895447928299067,109.81868259114425,44.43082176010753
164,23.85267826157954,77.2574002906188,29.074835008170844
165,24.070048674989543,100.79977395392531,50.86314802104574
166,17.21522651379892,55.03350814353587,46.76699044656909
167,12.509806232503434,59.86345794682206,36.60807155574693
168,20.51529156895662,98.7243272700743,66.87993038743699
169,30.196101491766125,82.34934837040255,45.657744105795004
170,22.79039091010644,69.26724086435772,66.28834364863091
171,24.43490478731765,76.9620893094261,52.90648378939722
172,24.781870712145476,77.94082435853392,61.45854384230613
173,21.1168363679857,92.17010967940078,65.32178475929149
174,27.746362997407033,84.7877572217091,57.52384275290574
175,18.918721130221208,79.37356701157324,74.67547222749253
176,25.329003244718592,73.44838003074838,45.65741978403142
177,19.11379448858858,85.43806678217041,41.19424991756506
178,24.541848981993798,83.90422739272202,50.1439076027833
179,20.773391177485223,81.28467512671693,44.89248965300834
180,30.012393219114458,72.91354594927249,47.61179593424324
181,27.581602775978087,74.28400473139835,56.43334584477576
182,25.442456340590073,63.10491583248491,67.26010841253402
183,22.8473130356757,67.31274187748765,65.81560808126274
184,28.74987067809307,78.24950217602789,56.99185755379224
185,25.3316882986919,77.15568826684436,58.76009806823111
186,20.27772147937274,66.44922576830629,41.23678126916799
187,29.186100281903002,51.28849333993475,50.49771521559697
188,19.599210517680667,67.15708603105752,65.10340746983906
189,23.299342204553646,66.8806752181095,38.637227550179794
190,27.183510171995295,79.34114832471388,57.933614402826265
191,24.06403937278309,68.0390192760246,49.08313552291491
192,25.950183030191507,96.04276254105059,56.52463488827252
193,25.3223092091174,71.36227438277228,34.789873254769766
194,28.585687907628948,86.20232941318874,43.108771754139084
195,22.13693550986274,64.63556889211,49.408484732599504
196,15.370017499627345,47.99108352703554,51.0427923258177
197,23.854830251104296,72.6343310262697,35.58436756263356
198,21.783608663277068,83.02405941973494,48.90943593156767
199,20.35779981109969,71.52562504154054,53.781019977703295
200,29.526206727152527,85.34444937574793,52.83167628681858
201,24.559414775490822,79.96057087784122,42.51563866050531
202,25.79363492737892,82.07597266664683,39.660783773508
203,20.975746608457293,77.96182858111361,52.49363407765013
204,23.444853930619818,75.87236429248414,67.92671350185041
205,23.09557222639461,89.26782225203311,57.5820899591287
206,23.831916002326615,88.67613360994385,47.80594457885195
207,25.559076411697646,66.90685010317904,64.4276542471876
208,26.499829060593463,81.11954108840312,57.59911092069164
209,19.50042038687632,66.01450887678611,40.46023557425228
210,19.924446872024234,68.86598603697372,64.12025544643002
211,20.556332464274014,61.901051021457945,39.405371044773844
212,17.95373021424338,58.30130498254915,16.45468127621365
213,25.48346582779465,74.05338800145098,21.82508767656631
214,18.65497860341548,62.88847008702642,52.94200726818843
215,16.230534193952188,82.67871287176268,20.79083835691756
216,27.302554733656812,87.56445851821047,44.4778700025682
217,23.056570243451162,89.69915727217986,47.26679770058459
218,17.023547383249582,50.81193493821512,43.43821388322705
219,22.94441107313551,88.87147983024332,39.39856693827534
220,17.44923159451171,92.6769637287374,41.588583628297954
221,28.97803005364282,80.79753088850482,46.1911814914224
222,23.201709068201144,79.75200572374523,32.09905817800565
223,32.69073575224072,72.5551200839035,54.575206742140956
224,16.583853179166617,70.62283757860818,46.46226305633397
225,18.676835413869334,59.19857047560602,37.01507007592302
226,18.32451958531704,53.598504937866096,44.319832095391014
227,28.7520120424918,87.47898443309994,38.07953532760067
228,23.172756218353275,62.020931288711886,40.22570684132018
229,21.152643835662317,62.15269067315616,62.355871796422136
230,22.97352868922252,82.54470178190616,70.07832364597897
231,26.57677458711562,66.82868671209137,47.07774517421077
232,32.381195849270675,97.92024234420326,56.94717729491485
233,20.878126810282822,75.64697996997695,68.0799005169822
234,24.886592856746574,85.61920392170119,33.04491743520792
235,23.240723206298387,68.78464011531784,55.216328076687184
236,25.514242522600025,57.17723200505057,58.04502160221776
237,16.232707008605516,73.08043293985374,30.586213556003273
238,27.456101900811838,63.61149535703029,61.96004138529846
239,22.470244855218446,67.81997746082499,67.5080575509924
240,21.772501093805857,79.32038151548743,39.742159552519276
241,20.596575380494265,53.75887101897194,54.82344709156181
242,18.92891668999462,64.91037126247465,51.25254664720863
243,18.551313646630536,65.70852131652298,45.48964273404348
