unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,UVDose,LineFlushRate
0,10.616072394224318,26.968624781417603,88.11596620273696,50.895486761711766,47.757191540774706
1,24.37190448848958,25.653464419574426,78.77779239863905,46.288093871818354,37.612354474058534
2,19.141779586577087,7.355596071574252,86.9224881635239,43.558369433314866,45.97531754924801
3,12.25795965944996,16.118699552928398,70.02518708746179,53.769089866638176,30.944785591323857
4,26.99139536865048,28.778859079085365,78.51671051043365,66.96439914280926,40.16420545840308
5,24.720420607585304,14.382465782502521,84.213069478883,37.6958165437434,32.837182352004845
6,23.555759214886308,10.646103113269234,79.76357914381045,53.474964283753465,35.677767159421116
7,24.021994344975866,24.37003649181888,77.24529219386811,41.266853391084446,44.26122883148067
8,16.02686330988189,20.016543422622888,90.95422065324884,43.61015184630165,56.97857067226792
9,10.70594782821489,33.92840328556118,70.8822534874648,60.16622331408512,51.71452604679749
10,17.752244469408144,0.7958852514036376,64.88306480823576,33.25114261362999,42.735161932012296
11,14.158012728097754,21.20598013114718,72.38010965211242,33.89840578063328,48.9026885242855
12,15.315206074168017,16.71250647221015,64.07502596032633,65.99577218811756,41.299186595302835
13,23.696401827591917,4.323256289641066,75.5648489421798,58.960982900500454,49.9977720448369
14,20.66314857739471,4.056140394239328,89.21708615062418,66.48026353040768,46.82437200064753
15,23.560441010298277,12.903717810165727,80.95411271529466,37.32444204531822,35.66456022734886
16,24.538794286776252,22.502361166205247,69.87875990494625,39.20465966797379,38.12382685919858
17,26.9657006269456,4.573086760794616,82.90002739204458,77.43474403647625,14.560109722285071
18,17.434733629021686,24.724187239852814,51.62239166063582,59.46645990490023,37.342872668490685
19,21.40673062928314,17.92495204627897,88.91337328512618,41.43444787144773,44.64249159582373
20,13.393309456301122,18.512548966956416,80.3135542984737,30.672362360723362,54.04145089956655
21,8.292510749632196,32.80165812650973,80.2405585275907,41.8442540834312,60.55198187433545
22,14.506475129988232,1.8706349185982134,52.60386315025217,54.18995839063652,36.275888345239274
23,23.918523072785668,17.846890655291393,73.28354255622257,56.44343849505151,13.194065446437317
24,10.550391855265069,25.01501535438802,92.13153517344995,81.6973732228654,57.288953810990414
25,15.511998548180852,11.721210503951184,85.30837662286847,56.934300186746384,46.593294232237774
26,1.928149749393348,24.639688293462182,58.06213692261744,59.54894869370356,47.750583275823345
27,22.29267458623605,13.026010563080595,67.18791527081922,47.254832043121475,29.547281551656152
28,24.357084548154745,2.0297248063329665,89.69193188926651,48.04328644414919,32.09451118182654
29,22.460589018205056,8.018369651127756,75.47113305638977,52.98797295337275,30.352958457583078
30,22.116374801719537,23.302165856381734,75.37763478288066,41.85004577728194,37.159854097707424
31,23.171628391308403,-1.4988141055017312,58.072829685962496,53.851678270054705,37.86322540441378
32,20.836078403747614,11.46755284960226,89.83395907359824,60.05792116990585,55.656893513614804
33,20.619168483730608,6.300123781982678,57.43487873600821,32.785516376021484,42.45417231805013
34,29.278519826327802,20.254032336349425,62.48087667948616,65.30627787920024,27.186656750557127
35,23.878168120566528,11.948203625714847,84.39084947608686,29.992805997935868,39.72971715257669
36,22.410365162584853,5.921561843932039,69.27357071350825,59.95295094074743,48.276008999410436
37,23.39286192717816,13.282735163574603,68.53886068929049,70.22684217677795,32.86582255175922
38,22.096022340306135,14.847283535682756,91.27906822990506,53.33872321196431,39.916994662661025
39,19.5489121536142,18.664717985901177,85.13313374597475,66.56776629119787,33.621744424225994
40,18.71035693992192,8.865183796511209,83.37942604292074,51.538915298411524,34.21515903031823
41,12.45588136392708,16.06800131374562,62.355419532284245,37.760084583755855,36.38396350113992
42,19.196788397012988,7.587157342182325,58.805280710496454,63.13503841164685,22.406978603371634
43,21.932013260007,17.225046879973558,75.2611177268962,41.988527044095356,26.131143782291286
44,30.845379428530904,24.6441646708549,72.11717172570097,40.140989598265215,29.18215080528761
45,22.318884394653352,24.8960713747132,64.37986451962779,74.40444034075854,36.80183673827067
46,26.40918208317135,24.415106175722855,69.64698197484127,44.750186687551896,17.227132669288988
47,17.130775621139502,6.688608003938571,61.763191858587646,27.016524474788916,41.561378055767165
48,27.067076478137153,5.938987824269184,76.44674041923882,32.735349774746844,18.860177209479417
49,22.321656283029636,11.931970064549724,69.1178807137023,64.19646765385798,21.7442395121436
50,-14.449467849936315,40.71291579047463,76.83208145276367,43.550529793418434,69.06852527920026
51,31.8865263346557,28.890337226715683,90.4245526124487,58.3008959575345,34.0554030265009
52,20.64353897038193,1.6060438263623364,72.5104868457977,46.70469617268296,44.81336054812652
53,13.20368480488555,6.41350638344926,53.66841174052073,45.335660510925244,20.453421689387746
54,27.94842117368077,17.15798333560127,93.4889538996312,86.19663921425166,44.48285853736662
55,13.073915460884123,25.695580959429705,62.39693415768337,47.546233299034405,27.715684499968784
56,17.67153639834564,7.96063773422813,72.41398734660488,38.89516000587221,33.40316230183079
57,28.91057706318057,14.97940042644607,84.59721743490526,61.01387943772964,28.141234460443375
58,28.410020130119594,10.952805076574258,88.1667559865542,80.63166909635967,29.190732926284458
59,23.393195875226677,0.6600481568805936,85.71274441951138,41.845548352337374,24.11036980768288
60,24.351252592666466,12.214571823978883,69.66322368529892,48.791857321735506,41.20790378744855
61,14.15344744139487,19.721786074870558,58.96360221568091,70.64716594670352,46.81474803227802
62,17.928784922432566,15.749319310403873,59.18906558795378,54.374744763040546,46.50895381025697
63,26.60073404559903,22.881716217194423,82.30477682219284,59.39954310769079,37.026523072769905
