unit_id,JobThroughput,RackInletTemp,CpuClock,InterfaceErrorCounter,GpuTemp
0,-0.08943054304162246,67.87168808333934,45.929419594010774,47.12168465954761,61.51774463966395
1,11.30981078272583,60.24379389296641,58.352409999892515,53.91872662593193,43.57946030172871
2,5.674771527257477,41.56512244216587,53.01266639654162,30.722229293183364,50.422618722404955
3,-3.0707776173586474,69.68758846169999,37.41690227638322,45.91640907492619,66.15892977047116
4,21.20112864790051,47.964846749837925,52.890781171567426,73.70329348611311,37.78869343823334
5,13.86409943367216,51.967155471152736,46.86002737934734,49.66033228983496,32.90555740844403
6,12.322333879464168,55.84392265050256,54.81921918001523,64.70988465925734,53.540106129287956
7,21.134000119450686,54.34329225963259,51.18266877161492,46.09825759883493,41.27927032840429
8,8.374350714179167,51.28471087754955,47.20232789247196,85.0442435054337,35.21399514184247
9,5.071148052886435,66.69862033941119,57.02077958301654,33.382422948516925,59.98197412022532
10,11.40597721486196,49.905461993512546,35.11851775415651,54.8052419161697,41.37496326086596
11,16.38740057841781,77.02999509578255,60.239034976032244,40.41416770677583,41.8744899314846
12,17.31704658655638,55.524262003546625,67.00924048678995,61.36712886262285,42.401203622930154
13,18.790900670216686,48.61633868164845,47.895893913728834,63.30564762281326,53.468875104151756
14,3.2597674403783534,61.91687686409966,69.87566849069827,63.78721356909881,61.176106109305366
15,16.800103928777318,65.54221236205692,53.62519860633441,54.95191063112597,49.82338209511485
16,20.77106654453189,73.69207582225206,43.90799801472503,24.65764393365643,43.37866888785924
17,12.734461135706232,49.42682679756145,41.69708407624096,45.56063633961518,52.19150131671083
18,39.38715872050041,67.64739285555076,55.20374330115787,18.33482136265927,34.3640440255998
19,9.280086768078235,47.29698572412395,57.54762146170246,53.63352774950879,55.27966778184397
20,13.537703948958868,50.64149507309586,63.66076758515952,35.44208632570208,39.62606927366211
21,11.108671484824729,53.25539205142135,29.170079328776456,46.76383953668438,44.97922641414148
22,52.08232448939477,55.446286020440695,52.03177126314987,23.596840311129025,50.56600700428946
