unit_id,JobThroughput,RackInletTemp,InterfaceErrorCounter,do_cooling_setpoint_controller
0,23.666961986259878,42.89190960984439,65.88592108206471,66.25
1,49.504750983963,52.45723361600512,23.414991906431865,66.25
2,34.75561094590442,36.8596240009832,43.33014002559089,66.25
3,26.88464843517465,44.26295138677018,22.828872046652226,66.25
4,42.27574648669011,59.25981019674808,29.967764996888548,66.25
5,11.431550297662422,74.17760050659625,37.682307324747626,66.25
6,9.087311056516524,75.89280267163367,44.89326467531792,66.25
7,8.145085654185122,60.24879491475403,50.45194339406587,66.25
8,10.853262985493451,64.0634311060902,63.85731631297936,66.25
9,47.9457669254038,55.82678215193898,16.433862410566892,66.25
10,22.067881590642703,61.57088793249712,41.102783878093476,66.25
11,24.67104711382286,51.7997784315175,47.52004826998284,66.25
12,30.113386355838653,46.067814803454674,62.79866379427277,66.25
13,4.586860627110074,67.93981797859338,63.290479031994956,66.25
14,19.12078069259968,60.82055706116904,63.26129220657864,66.25
15,45.58695651431799,26.40574592287972,8.310536548367303,66.25
16,25.680137791510134,45.64335406329148,23.61405967452251,66.25
17,29.80588170370649,59.940556676677545,41.06378551036615,66.25
18,33.77559719751759,49.99743992641649,42.58748345228297,66.25
19,36.315948196291004,40.22816011228882,23.175238565026646,66.25
20,29.18420839244436,39.46995515423126,34.45572240652027,66.25
21,43.05607701901952,57.54782681988455,14.642136119970045,66.25
22,31.21618829987613,36.520978525630156,49.56681531594962,66.25
23,10.203111972002583,71.79499769673407,77.02014047479014,66.25
24,28.4359308390281,28.68120371748618,65.72988019983498,66.25
25,40.65202810303729,33.96442486513206,24.564961992708007,66.25
26,18.067326639717848,50.032674422049595,54.15902250941658,66.25
27,21.500258978433195,58.62352732222889,10.753192763401952,66.25
28,21.56613683037839,56.00185595412659,39.052082219492405,66.25
29,20.248122528495518,57.59674698927199,33.74741729166857,66.25
30,10.66557484449343,63.58640790797056,40.489935415556104,66.25
31,33.25561000434726,52.84021930644669,44.85107856852726,66.25
32,24.437121930577078,55.656126502619045,50.147180042904566,66.25
33,25.88375218075235,61.51206498130956,11.509260842593157,66.25
34,47.50897337899523,52.4704352172376,42.17720490473653,66.25
35,24.290263251515196,43.0685987288579,31.447273987943547,66.25
36,39.17393139193098,44.58537845805674,33.71686594080952,66.25
37,32.47925384428794,34.556185469908684,71.69644617537095,66.25
38,30.257241374045282,60.96570629142122,27.20218479963724,66.25
39,16.98093831559076,51.04027513602258,8.286859919979165,66.25
40,38.20596386564533,58.27338990062402,22.11685179314793,66.25
41,30.19182712071551,45.010565297913004,86.02370063171784,66.25
42,13.45613848296761,59.41623305750416,52.892840869215306,66.25
43,25.938492507983334,45.95706741470777,23.60412146748389,66.25
44,33.00475521951768,47.916649556883115,20.970176990992986,66.25
45,43.16183329053948,45.73072033177779,46.422248674483264,66.25
46,18.60136659301558,49.90849754084367,53.481042594026434,66.25
47,9.427923331210986,47.75483162420844,39.502920265491504,66.25
48,22.23239791727193,59.82931128438058,36.01581085472162,66.25
49,14.474665439784124,55.58201071810737,70.35572909662329,66.25
50,12.8480944896847,59.53515715852013,41.56474360380247,66.25
51,-2.0178973921673693,76.6783749287906,53.43041515373073,66.25
52,15.221992492498211,60.66314695112358,52.05538964881488,66.25
53,19.29338600386074,55.05842668073323,34.85882610401927,66.25
54,29.235563119975456,47.12185393174069,49.349636546019795,66.25
55,13.09978901578118,49.58292077321575,31.804788726017797,66.25
56,10.264749811652369,47.8313159075042,35.36180626945617,66.25
57,16.54028371535761,69.37835075912243,11.317438151733128,66.25
58,7.693867602255263,79.43290515502495,52.3533741976551,66.25
59,11.79842224880792,54.65194801942434,46.718326801017966,66.25
60,53.26265665683556,52.32799113758793,18.056652291779237,66.25
61,56.205187423880986,58.61080068094533,22.61196624904752,66.25
62,21.46486853723467,56.30772716072781,38.93421861210217,66.25
63,23.49291883119845,50.49469221415292,82.26709129952224,66.25
64,26.58863652409962,35.06052039172204,49.45376473911523,66.25
65,26.621492335491006,41.20339043866617,49.81611138631029,66.25
66,3.7721800916812644,62.35215040748419,61.917437738195986,66.25
67,4.976368461255028,51.82936911386978,59.42567952659388,66.25
68,37.53520903323637,51.02903046406875,12.019687700634197,66.25
69,10.335820078058795,49.80787612724657,43.30634697131899,66.25
70,22.106173260344825,53.519218347092476,31.030142488943984,66.25
71,30.4806932459219,58.43750752625907,23.86468535067378,66.25
72,18.98261197056203,69.17498929383282,40.799946898487526,66.25
73,11.359386682227221,78.25600156655184,22.933031016624067,66.25
74,21.747530936102436,49.39833081339411,54.678723368238295,66.25
75,20.38707547006226,56.56568380529874,33.71568209118053,66.25
76,21.71313405489409,54.52808572397721,23.05354254110392,66.25
77,51.50530265149764,76.14169034598392,-0.43171306864750036,66.25
78,32.98918474064236,36.05920702344958,49.57137685982966,66.25
79,34.9297567425582,34.89247637060888,64.25130986699908,66.25
80,5.081793893258011,60.29771657765876,19.947789300357595,66.25
81,26.988275163608456,60.11095419737383,9.302656375911216,66.25
82,46.14683440511385,53.46769136375623,16.66247006863475,66.25
83,32.23300713694076,62.87774075278903,50.094320193665986,66.25
84,27.722728911146163,54.07410650526321,20.893735319990412,66.25
85,42.44228549242098,54.95433844232917,23.21976154842625,66.25
86,33.036990345966515,48.823682557648326,40.869578303728396,66.25
87,43.04443985862469,57.99993455482035,7.904372106505555,66.25
88,12.061945957900457,47.67042258686577,25.367711147391052,66.25
89,10.058521222803616,62.04300422057279,59.139996013048204,66.25
90,22.28860529505578,51.73167782515441,38.993660348527655,66.25
91,31.82883005828592,62.650546329470956,26.620913212407597,66.25
92,18.135403126650896,60.866691853538015,38.193262658367104,66.25
93,23.321925840242987,55.54174075403536,11.886193851868509,66.25
