unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,do_chelator_dosing,do_feed_flow_controller
0,68.55749778431581,-27.58215681998191,56.472731284354154,41.59533593859372,70.0,50.0
1,70.46453999230495,-10.634937035825311,60.518946130017284,42.70504109749406,70.0,50.0
2,62.04303499905679,-8.224577547989183,53.923973079534704,33.52289148553235,70.0,50.0
3,67.90561823363002,-23.849613076844083,57.3062188571913,29.900313449810085,70.0,50.0
4,53.16897998545747,26.663740015104036,50.819407070957304,39.25172446091131,70.0,50.0
5,53.85073465647295,25.27502211197312,38.710535007917954,31.543049805115896,70.0,50.0
6,63.38100914398503,10.409888579174545,60.32490935739769,26.554259166596452,70.0,50.0
7,68.45799777721962,14.281737951259723,58.223077036809755,37.919060667147114,70.0,50.0
8,54.76245548550421,0.39364958570589437,57.48657584678794,33.42431326289298,70.0,50.0
9,68.63024401162647,4.505725697405306,63.220143904744134,42.96334919089289,70.0,50.0
10,58.306366591111605,-19.323210390251475,48.54864282091976,41.084933243179236,70.0,50.0
11,67.42626407776892,-7.953660242509068,69.12849079837181,32.34530671254885,70.0,50.0
12,61.35729690316163,-0.29155530709854016,50.29232505755272,35.27950292440157,70.0,50.0
13,67.6371614361816,-22.9829778420297,57.964896049954206,38.0459988010932,70.0,50.0
14,63.352178511411076,1.2596017574295746,52.440514891068545,32.887159174697956,70.0,50.0
15,68.19120838903545,27.03234693161007,64.9339704935736,33.783012484629644,70.0,50.0
16,64.00599167344703,-6.247253738862918,49.02129015758327,40.99263929532106,70.0,50.0
17,55.959184032539525,-20.334179197522722,43.57658095258041,39.61428706883726,70.0,50.0
18,64.82447472864418,25.121502560465203,46.68240596777675,37.218797593446,70.0,50.0
19,63.334192960503195,15.96967610700464,62.20148106490948,38.766351945560544,70.0,50.0
20,64.15068678302855,6.832081692810179,52.14978560227936,36.17701842624052,70.0,50.0
21,71.69771893323968,21.350521929326415,49.50271149682458,38.252072022037794,70.0,50.0
22,72.76858349547666,-11.097691189582974,79.36718770625005,31.956903316287605,70.0,50.0
23,57.267175977112004,0.8147685020322868,48.83962646582476,33.169454015276386,70.0,50.0
24,56.962427989772394,38.43240382840658,53.780952422129026,33.289982548254706,70.0,50.0
25,62.86700763614744,6.5667255734520005,45.530626440044834,31.253025902103094,70.0,50.0
26,51.86229971720196,9.370237625165103,37.10912827320041,32.728545985118636,70.0,50.0
27,76.96129077940034,-3.208929235829318,70.66190887779834,29.208501111340244,70.0,50.0
28,52.69859031619887,19.160460879248667,46.87519241235217,28.57720658143136,70.0,50.0
29,60.202113019497396,14.564517833664864,48.82735900186456,27.076659981540825,70.0,50.0
30,66.89175726681391,15.818902087639179,59.48624796020774,37.14538460406419,70.0,50.0
31,70.05901792988772,3.5830520928309104,47.422852129526824,50.59341773797969,70.0,50.0
32,54.064780864009066,18.913516602030178,44.24546359466073,30.850894910948757,70.0,50.0
33,56.16683670115384,-3.4216987824179785,50.720513701634374,47.26342931199509,70.0,50.0
34,56.85556929638674,-15.805841786667276,51.14739753685374,33.578613549840746,70.0,50.0
