unit_id,ProductTiter,BrothTurbidity,do_chelator_dosing,do_feed_flow_controller
0,65.25005147557233,11.14497494854217,0.0,0.0
1,69.09327605142713,-7.388595911611369,0.0,0.0
2,66.80765697474185,-0.528016304459971,0.0,0.0
3,60.06190832059848,19.801783293138453,0.0,0.0
4,62.29837983124508,-13.611720469883416,0.0,0.0
5,72.12331745400051,16.131944611446475,0.0,0.0
6,67.55068946555578,18.187689959171625,0.0,0.0
7,46.04062902816729,19.19286982537634,0.0,0.0
8,79.59036905419146,-9.961995332793476,0.0,0.0
9,66.65494381774535,8.90262439065583,0.0,0.0
10,58.39186779648261,3.9946242626287884,0.0,0.0
11,68.8385803567936,-13.541864212241427,0.0,0.0
12,65.95966703086141,-14.00440496529113,0.0,0.0
13,73.00458586445235,-13.738255026926332,0.0,0.0
14,78.33122301179141,8.197493537379605,0.0,0.0
15,56.51561162310405,-0.4666403746393897,0.0,0.0
16,54.4679059667173,5.097878495195643,0.0,0.0
17,59.84274343708081,-9.598041405185697,0.0,0.0
18,66.96948056283411,29.673423564214307,0.0,0.0
19,73.51551883682788,-7.575777760265599,0.0,0.0
20,64.38544103026908,-9.291034321107906,0.0,0.0
21,62.78024871606849,-15.101494947244017,0.0,0.0
22,68.07440433056472,-1.1482616545590592,0.0,0.0
23,60.17643502983851,15.477405979069463,0.0,0.0
24,69.7440192899375,13.144299002055106,0.0,0.0
25,57.71502817952303,-17.171178238230468,0.0,0.0
26,60.35107970585468,-0.5143257834211568,0.0,0.0
27,61.31032589222069,-4.527644089026706,0.0,0.0
28,66.9650652916305,-13.087131497424224,0.0,0.0
29,63.19678227783621,-5.861430294142439,0.0,0.0
30,68.90179826347817,-30.487926533548176,0.0,0.0
31,58.79427438073312,0.0762481328446567,0.0,0.0
32,62.81930014482509,6.976479367361749,0.0,0.0
33,64.53996399578438,57.44391307989537,0.0,0.0
34,60.595414664094214,8.002784825741998,0.0,0.0
35,65.44701043909636,21.399543455896715,0.0,0.0
36,64.7250030255424,-2.7491494750576573,0.0,0.0
37,53.85840060237132,13.033025051991885,0.0,0.0
38,51.91344545257934,5.500928376227096,0.0,0.0
39,75.99469165582161,-0.3886286255537348,0.0,0.0
