unit_id,ConversionEfficiency,EffluentByproduct,do_set_BedHeight
0,25.447456617986177,9.912754579300907,75.0
1,27.123578532601968,9.573870955390888,75.0
2,20.816696417233363,9.986519705862873,75.0
3,31.23922793289154,9.117573463351034,75.0
4,33.238585668474144,9.34414464573951,75.0
5,29.285132107779376,9.644148298426108,75.0
6,28.856364317951222,9.585772026972348,75.0
7,24.7139960314556,8.956281733022864,75.0
8,29.677972846800554,10.21989971882485,75.0
9,23.32126661492196,9.172417272536247,75.0
10,29.041787363848236,9.472462325356778,75.0
11,26.077137829264444,9.205008088163725,75.0
12,28.650605634140522,9.030285796442746,75.0
13,30.611798546411734,9.786230918531205,75.0
14,20.939373477909594,8.97605160955608,75.0
15,27.5306740682347,9.559209839622685,75.0
16,23.265507740095323,9.802596836373137,75.0
17,25.611273929894082,9.828370363946236,75.0
18,28.78755122138201,9.398993644025467,75.0
19,22.85164873471102,9.414133700154965,75.0
20,24.38871771087972,9.833852679528409,75.0
21,21.193352440008212,9.554967970862503,75.0
22,30.02995028759655,9.050995936875605,75.0
23,23.316316677223295,9.83710763660814,75.0
24,24.99639729685445,9.328234190231646,75.0
25,24.060133904601358,9.669991204828177,75.0
26,32.15927546108968,8.83492352665133,75.0
27,22.568780812509328,8.247353065053773,75.0
28,23.324628298988657,9.37548328647023,75.0
29,24.733785647153788,9.331793975762146,75.0
30,28.288172417800116,9.492893328744968,75.0
31,28.564208592590514,8.657425209102922,75.0
32,27.4790506022723,10.330014463423403,75.0
33,22.972914712206833,9.047831519301994,75.0
34,21.40765268182368,9.228311182989055,75.0
35,33.813393359072336,10.123244129972989,75.0
36,27.05582009550588,10.363750502043695,75.0
37,26.731295643213212,10.105193717715396,75.0
38,23.185648497368373,9.607317125187109,75.0
39,20.899836708359793,9.617716998225562,75.0
40,24.530382466594748,10.033290268587246,75.0
41,26.25407107610917,9.326813922806487,75.0
42,29.36416799198574,9.370497645843567,75.0
43,22.08327084422241,8.9310430640803,75.0
44,34.883526360345826,10.088950694255454,75.0
45,28.3685034957828,9.27520557995628,75.0
46,31.6829879168522,9.94013708303967,75.0
47,22.439054122840542,9.151870259993165,75.0
48,27.80119317944176,9.33877549270039,75.0
49,30.417575271124846,9.97851649207123,75.0
50,28.83343934549308,11.01566924027816,75.0
51,18.38027052761447,9.710487992158976,75.0
52,35.16854749919665,9.643714791863104,75.0
53,20.978181975882173,10.232201214456321,75.0
54,26.604796399454173,13.574385089041881,75.0
55,26.153631423503278,9.134139241104704,75.0
56,27.670499116469394,9.336236877868545,75.0
57,26.314478940667996,9.303279805863768,75.0
58,19.746067070491904,10.117854089696996,75.0
59,22.650573540280732,9.296659289661346,75.0
60,24.754196615197838,9.347709774744292,75.0
61,30.80170446674711,9.34064285755799,75.0
62,21.186194477909147,10.028341242430049,75.0
63,29.304971384499957,10.232255687782951,75.0
64,31.203741951053694,11.482262878211108,75.0
65,28.24324504641658,9.2910001990431,75.0
66,30.58725633075574,10.108712811212962,75.0
67,22.31895546732901,8.824191205293086,75.0
68,27.176755088990085,10.590746866428322,75.0
69,30.47533239396716,10.087626087011007,75.0
70,31.518296486990625,9.29343212177339,75.0
71,31.24366729860983,8.62690739735622,75.0
72,26.533513658472806,12.40746715679793,75.0
73,28.237991386339964,9.469062292003594,75.0
74,26.32110317127322,9.794564327919424,75.0
75,26.335470786980146,9.005083946898742,75.0
76,31.638401349622065,9.191496383941601,75.0
77,27.28621931674107,10.00839017568529,75.0
78,23.299292764248115,10.104542214217872,75.0
79,27.20005330390368,9.579941218609994,75.0
80,28.796443605553915,9.645357691002427,75.0
81,27.20490971763166,9.50195200041827,75.0
82,28.046068782553757,9.259678348859701,75.0
83,29.257377406479247,8.89284666544535,75.0
84,19.860279044052756,10.028464135615438,75.0
85,22.73122794405063,9.438071344201001,75.0
86,29.233542722565453,10.049306258818508,75.0
87,31.958243844070694,9.265015164712626,75.0
88,26.31735047506341,9.146552559998518,75.0
89,23.076440861725942,8.998248928163747,75.0
90,29.79026618520805,9.725834483799343,75.0
91,19.532959861335918,8.61796726364649,75.0
92,28.542265863934905,9.220998950373598,75.0
93,23.09432514040203,9.872481238973808,75.0
94,28.295552037836483,10.000762667429791,75.0
95,22.104008674700534,9.599012707967853,75.0
96,29.29100797368381,7.992494842426391,75.0
97,28.826080212456286,10.318441971175332,75.0
98,30.895574611286968,9.799912348556191,75.0
99,24.61398300995903,10.282119407867281,75.0
100,24.274529070618243,10.12137823937256,75.0
101,27.42613403988259,8.99143889746249,75.0
102,26.183609978415774,9.065759388080762,75.0
103,25.53484936667843,9.461239617848852,75.0
104,32.53799677410964,8.786631150710935,75.0
105,37.91650975212111,9.354990909281605,75.0
106,27.679939474287277,9.543173390485537,75.0
107,30.047671580246835,9.724460233881691,75.0
108,28.0629525897163,10.161633865319967,75.0
109,27.87863824487006,9.878837148456112,75.0
110,29.941441328900048,10.323087932725672,75.0
111,33.89251603340011,10.558057549469675,75.0
112,27.330576572882446,9.248969294638991,75.0
113,21.959263184425797,8.693664146519192,75.0
114,30.24473673342757,8.645320532016948,75.0
115,26.965045522122512,9.348346531398008,75.0
116,25.501970291258946,9.035428716829642,75.0
117,21.166770565116966,9.381059902650144,75.0
118,28.848034547714505,9.247576323044344,75.0
119,22.708157299123314,8.70747113571368,75.0
120,25.774476872536688,9.974966478662166,75.0
121,26.950320903098913,8.838919090680255,75.0
122,27.055206852759284,10.625129447116013,75.0
123,28.0373088484933,9.1005534863331,75.0
124,23.631317566961847,9.996784302376495,75.0
125,22.335706094390627,9.979280042838878,75.0
126,27.023576130752463,9.42415633518706,75.0
127,26.206211253972185,9.350181351335506,75.0
128,24.212163527850024,9.949165562275027,75.0
129,32.25248322647017,9.649807967476404,75.0
130,23.384823584789196,9.725665943078228,75.0
131,33.19228172661991,9.689890560895812,75.0
132,29.80837927247392,9.136086957977838,75.0
133,26.119116133224114,9.901694915497513,75.0
134,23.139953251132532,9.861734610796912,75.0
135,27.032967670888965,8.793626471264648,75.0
136,35.46382865014074,9.736535727307007,75.0
137,27.234706692381398,8.7735793607307,75.0
138,33.7708523476172,9.328616042930596,75.0
139,19.43328469917602,9.686060912181846,75.0
140,21.37122954883412,9.188845426441649,75.0
141,24.46479743142051,9.781027005369012,75.0
142,26.42340838080887,9.562671435109827,75.0
143,23.725387679988547,9.137139534291011,75.0
144,21.372069559082146,10.27271111692441,75.0
145,29.07842096868476,10.109302044650665,75.0
146,32.77392895339393,9.269967624754047,75.0
147,35.38729168062014,10.11004246686924,75.0
148,36.46994265961231,10.20213637740321,75.0
149,33.35702116369397,9.308548335186613,75.0
150,30.059187509180436,8.78119557300736,75.0
151,24.68297658285921,9.179096476642691,75.0
152,20.70761615717041,9.192291904670546,75.0
153,25.173563184573176,10.306787050207518,75.0
154,25.75547111611513,9.333245571086016,75.0
155,30.94290047981721,9.056298757596782,75.0
156,29.526357579944886,9.653894989331453,75.0
157,16.871176130882382,9.417194385281032,75.0
158,22.445169787386998,9.50808615439983,75.0
159,29.939745512965942,9.89583522867367,75.0
160,28.988843215429913,9.489177381828009,75.0
161,25.241054929380248,9.366814764231409,75.0
162,30.65070357818212,10.066565222555935,75.0
163,25.860730147739485,9.70478297567231,75.0
164,23.64701542189008,9.832508150611462,75.0
165,30.299870291939335,8.887087886567233,75.0
166,26.967042759508683,9.66351844800959,75.0
167,23.647181807807286,8.34369507523833,75.0
168,28.66863656937702,10.519213062083292,75.0
169,25.55134721545592,9.623867990893078,75.0
170,21.09048096278947,10.408808698236593,75.0
171,27.11937998889786,9.800905196183917,75.0
172,28.465211160417855,9.912334305457321,75.0
173,30.306814652005507,10.270580491458013,75.0
174,26.174532635041746,9.586717485595624,75.0
175,24.55053623391904,8.438721571434893,75.0
176,31.484376433880904,9.629578631184307,75.0
177,29.060443312420976,9.430552155749584,75.0
178,27.426335980262234,10.330618135845533,75.0
179,24.554648480762165,8.09715488648404,75.0
180,32.18851164419929,10.004688994975226,75.0
181,27.451872457344045,8.688313175848611,75.0
182,22.54649231377007,9.725133656788117,75.0
183,23.50719912220801,8.95291587589249,75.0
184,15.207682194668049,8.765456596708091,75.0
185,28.261324602200272,10.043379934677766,75.0
186,34.83161511018979,10.040641233126465,75.0
187,23.361188645209687,9.908593462450353,75.0
188,27.55751177071402,8.116233034610682,75.0
189,28.2407744801652,9.304895774071726,75.0
190,24.26930708788024,9.29793721012488,75.0
191,30.268570992162015,10.356649024339903,75.0
192,29.69319389932048,9.341125340605528,75.0
193,26.49048504283267,9.500838958720973,75.0
194,34.187243106364264,10.422696484893216,75.0
195,23.78534460274692,10.10318593699972,75.0
196,28.60844606398836,9.881135124333996,75.0
197,23.716235697836183,10.14986036657199,75.0
198,26.002637038261877,9.488689690919948,75.0
199,23.244918977292528,9.353031966574543,75.0
200,22.36649682795052,9.312707077860138,75.0
201,25.51010365997518,9.378685453188002,75.0
202,20.144235425644425,9.392961659199951,75.0
203,31.925885167973412,8.651836900428545,75.0
204,23.544086632919473,9.430482038142102,75.0
205,31.82043379234515,10.275703851330453,75.0
206,32.226365235283005,10.412485895449626,75.0
207,24.194481177210495,10.491130406231939,75.0
208,29.62848354286686,9.777203902015303,75.0
209,25.618797990146675,9.210567946913935,75.0
210,28.04275868227516,9.892119624387995,75.0
211,28.343530078296016,9.61436173058596,75.0
212,21.232985966046137,9.676069482309503,75.0
213,20.636683018067984,9.59301306925667,75.0
214,27.009689355961168,9.606665687146695,75.0
215,26.338177077329295,9.59376389123649,75.0
216,28.900481216536843,8.753733311001112,75.0
217,23.198362929004716,9.833703141182129,75.0
218,27.1298074282874,9.452730396644629,75.0
219,28.725281153550473,9.328011594935672,75.0
220,24.853752470747306,9.365612951734272,75.0
221,25.599611637289428,9.702092291183424,75.0
222,28.622875431775377,9.472141086858572,75.0
223,29.696811848076642,9.031230332899636,75.0
224,28.465003124134732,9.594165273141906,75.0
225,24.208784803304447,10.136309590072244,75.0
226,36.45855692433577,15.10391416051459,75.0
227,23.943265113574874,9.098626505847268,75.0
228,25.756967389839083,9.541805178823807,75.0
229,32.61693725989335,8.87547367464392,75.0
230,28.092812005108264,9.430052309597087,75.0
231,23.275063501321842,9.26684577884472,75.0
232,29.314553228630427,8.790520790434089,75.0
