unit_id,ConversionEfficiency,FeedMoisture,PressureDropBed,EffluentByproduct
0,29.037047711281467,50.36114754671788,64.80532852309202,8.671524308776862
1,16.889665541953107,53.27929086923387,40.96844583329306,9.122296550753369
2,27.71737867815188,47.04199102619882,51.55134304159229,8.847170900645896
3,27.54174985972585,32.3073801503273,42.255296608435515,8.43832229714331
4,25.91135804512234,53.16770903018396,45.2617513850822,9.331517403819333
5,27.47653809715595,46.89484583178119,58.85048516928914,10.599580096947287
6,26.645048007098595,56.35410819101455,59.68392981119697,9.343322330001469
7,28.23805400434223,66.96700765199161,38.93226290979901,9.59721781858724
8,31.209591289116286,42.64883333116437,50.727721771566664,10.94313397356691
9,19.824515603712772,50.429807120759214,39.238533129760064,9.554249193386688
10,19.823379215286568,43.77226287965528,49.73202512911881,10.459015445049708
11,24.57095350831531,61.427203802461484,42.91502986951948,9.42514021722537
12,27.088783865376318,71.63525454072249,46.70836856468186,9.221077481412907
13,31.95793312944658,21.90540215900373,81.92951214216377,9.457920905852886
14,33.180765707240965,36.969073724062085,41.930840032419795,10.173858833733403
15,23.032453754695002,44.279444361681215,59.1206629696242,9.255943256235458
16,22.290697678956533,61.63854990813779,44.62052743464268,8.91048799096526
17,23.938796795311504,44.17986475191591,64.05061075983572,9.368134417179528
18,28.682867159804662,55.42819265349336,34.5414011122172,9.289171703330803
19,21.324231484254923,52.84654676502306,24.937957499173976,10.085586165409664
20,36.03340849697521,81.5548001784269,66.88264865372147,10.24878547551913
21,19.16951457289919,46.21154421995036,48.81411207365458,8.981561030022661
22,27.460069937820382,54.919609562593735,70.89763158657617,9.5146157332925
23,31.507639402321455,48.39386136177234,50.53890860858638,9.786005927284837
24,22.176479381060865,44.073699319789455,42.70787464633676,9.651029344923469
25,24.791042036571973,53.698089685756266,51.74861070488596,10.04807025685764
26,28.348001707752587,68.56479627048878,58.0146701454657,9.453910906121271
27,19.670789862830333,70.12841102288212,71.65348688791299,9.159888362541295
28,25.21067788687472,73.40930799660134,28.97362923807824,9.874723387081518
29,24.291821852521075,44.840146763873,74.27146409758647,9.31469347291907
30,28.350819116521198,41.47667915552028,66.36555287193482,10.732222733355226
31,23.18286630855098,39.889378930433146,68.274581314063,9.510545076775157
32,31.026638343834087,47.2937855290515,60.52293867666608,10.200730908491623
33,29.457043771002873,57.74556065577678,32.67447275663341,10.210349099249353
34,27.834196057138392,51.157125746117785,64.61639578537468,10.022668241021554
35,22.24598558409429,43.90433198811364,25.454509764232373,9.357105729899507
36,33.380137185899024,21.005641479341847,55.886304172716436,9.89073840514386
37,26.667508311080248,36.90698871133859,44.012301836023724,9.417595603746005
38,23.80759524749932,44.833751790983825,61.50566658365196,9.610974760803886
39,29.15891955833982,35.89015532358297,32.6080728597498,9.878593601530529
40,26.42243366861128,40.9514047127565,61.389001597127034,9.404572121010132
41,26.624797844508343,30.143375189139178,45.101412339957385,9.163344918416461
42,27.264707412084828,40.049897103929766,29.33608455454252,9.500074396722974
43,28.396020849226137,62.65334471166043,57.57847316037575,9.618228963999012
44,30.594959820808487,32.434989890808225,56.86483134394251,8.618377243590652
45,24.79697602740487,49.1716352658682,42.22866209980835,9.226962268743925
46,29.01302434735409,34.558154421963025,48.7056045718473,9.07044386855013
47,25.913088105450825,28.888254420725495,61.37228462471637,8.976455684202715
48,27.873887180000736,46.27276361212386,30.82899520841256,9.46484330350278
49,23.296407885048644,18.563966344840303,43.61762499218739,8.479953666429449
50,22.74187460853826,65.21356868608709,49.36821784361308,9.745541628275518
51,25.82126419627532,52.34838727874349,54.009651360553356,9.381648295644405
52,26.887479790936297,46.71104726662603,42.18649849611075,10.162916297447675
53,25.543331954326085,37.178954825772486,47.173133790676346,9.159354175891572
54,23.196596673957302,60.17396269887261,45.91510547614696,8.439270677684174
55,22.30297655043372,58.24624385675494,31.112452277011396,10.428911078333803
56,24.272509085581053,42.23622857125479,58.81834857231685,8.959474849827506
57,26.928438557261185,68.32374208000006,51.13678086216612,10.23292876287679
58,26.157349690223096,34.77081402575984,57.46251548761176,9.728653990034491
59,25.38016863774008,34.371358595453,61.738671188698234,8.843538774791043
60,26.041183984900435,42.52235869391473,51.680789235807,9.112637132356996
61,31.29480987802816,32.18974947308091,48.920317416677854,9.914142312046513
62,30.68396534892896,32.76496007300685,31.8778624433929,9.801626395103513
63,30.74305053324779,47.994450619309866,55.414504993189354,9.980291660449874
64,31.73137019624373,42.4117526521392,57.20125645919819,9.559871110029386
65,28.708991474821936,50.07062013663479,60.3091132893379,9.825890752209292
66,33.5552985104657,48.41394762793566,59.169638828305125,10.029443925499066
67,27.84901089949058,52.249019853379934,60.58507161275599,9.617848792430745
68,23.96363566995644,43.93131346178246,70.8435862045211,9.535187049657758
69,27.233094560590786,18.496643600187326,33.56750655624899,9.926885467746944
70,24.542516595733375,54.612255953990044,46.97954248690219,8.73616222734469
71,29.318571021176155,44.13357376666445,54.69258098941811,9.319190144845265
72,25.030314584158322,54.36061293490988,55.79902677070573,9.946333998407367
73,26.660598769290683,64.88748364958002,43.06489426826764,10.174326099737305
74,23.717234431822142,53.66270059363785,54.31066287993976,9.411636310490664
75,29.27041162937174,60.06090527906566,53.89145543650498,10.00017502540784
76,21.32469564223542,45.066918633115534,31.301832310077195,11.304951018967389
77,18.622491396602374,56.08435216618322,77.39989976538095,8.70731814573739
78,33.14050829233154,57.08397671502165,54.59186707977945,8.95783271913062
79,29.55332834446737,53.08073279135159,58.49543959450564,8.95756147309181
80,24.23316368765522,43.62466466596421,18.195010304535376,9.00831145771594
81,23.89045767512811,59.338185362187154,65.13669760940607,9.270882372807232
82,21.79664793474621,53.758169859488476,69.07329846670449,9.753135289391961
83,22.525447609985058,64.9269042215493,49.55798570537455,10.178325292545253
84,26.929916472782057,54.79539027805799,31.73352807612325,8.83339897965734
85,27.12117136000698,58.778223554862194,50.594781037110494,9.335292600274967
86,22.095749680184117,38.15994242600692,56.75033306948685,9.748891572411877
87,24.760416268286185,51.58898221497794,39.30924987715221,8.858504527355802
88,25.256288447171634,56.68014394634269,64.60949768596427,9.74987892866784
89,26.15498756597063,44.52605493475398,51.386378448827244,9.509623082932078
90,24.971484888860267,69.28896477467282,36.08958646415035,8.49264138692895
91,22.599648524768195,42.758361903661644,41.14318321980822,10.677159738632753
92,25.869846055975955,49.44579324862083,44.477456354695434,9.475398423366428
93,19.836187764598968,61.24759693653752,49.28088414315744,9.360020372760067
94,24.90528178490588,42.16787970193794,59.15512872009157,9.898408905647738
95,17.554024726551575,73.82299927183752,47.81148133585426,9.35866888703557
96,24.706211564347083,37.908739007359664,49.85072603988084,9.948623577150848
97,22.397737256843595,46.93189619964591,52.42897630090538,10.475695589846424
98,18.6860527313759,67.36112676001741,54.67383016265098,10.187833267764397
99,29.126538682343625,50.84974454610247,71.50410584771731,10.055751098987509
100,26.03858582165352,64.0310777650704,26.456375426915947,9.87900135247592
101,27.184417826350227,49.99146694796272,55.080423331845275,9.592037348356039
102,20.14959923921362,41.58993660690246,32.08089168928279,9.943803014477398
103,22.407618736533188,42.29922288301567,48.99074117732406,10.062381347631483
104,26.26850947477446,49.388789305873715,49.131301144119185,8.984362765557423
105,30.93692222110477,62.11448260381489,22.991019994498163,8.66450942158921
106,27.071099847631693,46.49911338849188,50.886593584889056,8.714810736249097
107,23.20467461807207,55.65901943343067,38.6629804084842,9.037053399767464
108,22.31829310533778,48.99144073606658,57.54295099730847,9.435086007470224
109,31.7169910957419,71.76475778707595,58.24192108355276,9.557375828017891
110,29.191403930337906,39.71252396083207,31.237995334945794,9.20688047914909
111,25.611335773653984,50.792342291396885,51.267989595126984,9.680055987580333
112,23.819639909183106,39.058091917181564,57.3678465923052,10.13855234765928
113,23.059226072046414,26.46553620741885,55.64765707317069,8.804035234859427
114,29.232596159506198,79.03596184830448,41.5470072571676,10.049285428706348
115,23.861787821507388,68.8190017498935,61.27753487226081,10.144475974467259
116,23.979852892253774,44.575553006509466,54.1265670914288,9.903377314639533
117,24.142305028397352,33.999266836789815,36.5574408866334,9.623550077054007
118,36.20453324801354,68.2196776876622,33.3874802025093,9.694875375023912
119,20.40473649500764,51.149974169232706,49.504266009200606,9.263949651434505
120,25.706458376467157,42.85365036734261,36.41808509154931,9.91329739257279
121,31.467749509959937,46.808373991582634,66.74651738131277,10.448490509587511
122,30.590555448396767,42.87993673733942,20.681495470886336,9.015035157125011
123,19.601910383935866,41.514786366573226,27.958168837595732,8.990181016641612
124,26.489399538076874,47.79771672185031,48.48930065909954,9.664003459933872
125,31.24824849499261,46.5222793632935,41.18205878213001,11.056310249086692
126,28.796096820480873,48.9470386836326,69.64360839145287,9.453852839494083
127,34.790304805514026,73.27458748008313,60.16800427426081,9.94984774759783
128,32.39538973287283,69.76035854554651,40.61395067260477,10.055009301618803
129,19.986250981207974,36.70114976824633,45.254437815086575,9.68019604447926
130,28.51344867377997,60.53295080439907,30.238864214862875,10.182456417596338
131,29.46888986788357,56.87872789194352,66.85871656265256,8.812378777445325
132,17.791967582121593,66.41967746454303,38.30710973906723,9.122557148933575
133,27.577818062495055,38.367497056966016,39.72184575940142,10.123666423155443
134,24.985916756667645,43.19821841331321,40.59612815437692,8.768171985096473
135,26.29079002093416,61.181757050736906,21.507742860070167,10.179135264735583
136,24.733941717255068,70.26965020257857,59.11739546024526,9.678185766558077
137,21.987884617304253,62.858403885070814,57.22103260042528,9.22820364015227
138,25.999204499633723,46.91919706206022,39.87481000514808,8.839405474011073
139,21.56277431954919,67.75903513594369,46.50807072902087,9.707636300786163
140,24.930191134394313,62.5196414513348,31.246238038448016,8.989959281803864
141,20.39798425709748,26.66388442273553,47.915780604741734,9.495017881498145
142,25.210407106413193,47.80701594111133,40.29332570436085,10.03631408508947
143,27.049107426842912,54.21260529319331,36.640872142042845,9.821924571752838
144,29.17058419774555,66.26393591229397,55.10463157545459,10.161904198873781
145,30.967104090306847,21.066080090770093,59.88200795559021,8.683019967344409
146,27.744302032277712,47.82353269155564,33.425707215139525,8.457995147077966
147,28.479802794385773,51.903737959917656,43.158899155225704,9.683336868191594
148,30.699341187178387,51.78539860541898,62.56473678164953,9.761796112324475
149,25.09255909004839,47.471647949250894,48.83341516260886,9.172362363421966
150,23.504051609846986,46.86138751728628,22.5397494789258,9.694750661404289
151,31.463351949835797,63.57515601549496,41.52249692397897,10.06457104918718
152,28.914367509870644,37.425103265378766,58.686839279980525,9.317105222797343
153,28.106653404210828,62.67308531679611,63.16353658969753,9.89302483807693
154,25.111446247845677,44.69339612318273,57.36067411437549,8.841308657015546
155,29.434127477803173,52.70450993657162,52.00649290807624,9.173104867702913
156,28.375280230204616,44.75810940493869,40.498402672609394,9.39598870034266
157,27.928089523321557,61.464431397005654,65.0775864157553,8.900164225806149
158,22.752554422789142,48.58124421763608,64.80403799639681,9.643303705883277
159,20.720418984764187,48.173259903203835,54.31978954931691,9.61822914286039
160,24.312397417001087,49.876769414782196,16.804326021614557,9.895607991686958
161,21.985857453717102,34.571866177257036,31.394015236799582,10.238012567006125
162,26.818451712474594,63.0787374390197,48.72539630233096,10.291041890814784
163,28.86036147038237,90.81288825493755,45.345696965898064,9.657149511747244
164,27.8602417954963,34.86382452510515,33.97702824001906,10.167169439510372
165,28.07354783323779,35.4236731903363,58.92693837010383,10.101450075778095
166,21.20648302187578,40.6229691447666,51.412393510236605,9.692286498880836
167,16.502027014536694,37.73692022740816,60.07618915699473,9.246903638498686
168,24.51904354085614,58.82031223844194,62.181153955628204,9.25456064582697
169,34.19408528869978,65.36454539129672,27.538689832960678,9.353448865387998
170,26.795142743354866,62.979251409344954,47.17017289028203,9.644867708133088
171,28.436720446173922,66.9519095758212,33.48574235321658,9.15277781995022
172,28.783493000070568,51.678327521937376,66.565378401625,10.232933769730373
173,25.123039200280136,71.04784642754348,55.41710065638249,8.72480467910677
174,31.750560503012366,53.81634608318238,45.49315574281125,9.818756733561964
175,22.922400427247084,42.0109851304046,45.62897308900427,9.372796438591097
176,29.331468826755906,66.5272160211907,57.19445708749345,9.870026063592826
177,23.121539628888726,42.3631270579818,44.634721138212555,9.85815461207336
178,28.54925881756856,51.842487584798896,56.418524547996306,9.189901465993568
179,24.778452979665353,44.885842089912884,37.4421373579377,10.218875319343157
180,34.0132542468438,36.90314249674222,55.68862773591902,9.533805318085436
181,31.58584259773748,51.966756692811586,81.52835139357855,8.791346831548855
182,29.3884432037887,45.47726388627764,61.05198708642236,9.492660376773893
183,26.83919434572542,42.22537482038311,40.521430904682795,9.7492002690951
184,32.74110770957639,48.135765799824334,32.8729169642148,10.321241173154725
185,29.338211417333262,47.13773551428604,38.1444877887122,9.685960710312001
186,24.28408700946422,46.1719128489042,54.068736066775614,9.462140858206784
187,33.142725633550995,46.39421824379173,65.54483469190528,9.664085806838159
