unit_id,FeedMoisture
0,69.76256625919171
1,52.78203966042156
2,54.39488443417986
3,48.13770738793346
4,50.034128054660634
5,44.722376837155736
6,55.23759813723986
7,52.93205729459634
8,34.3551110000862
9,64.94070617535843
10,56.73377057507273
11,52.73748673151698
12,71.19174087800671
13,65.29427740372151
14,80.13558301046506
15,38.69575357003098
16,43.89477975995824
17,44.4955537533823
18,64.24142118793219
19,45.266273960005826
20,49.021651859545116
21,61.258010582452094
22,51.22681825912319
23,47.53840150288382
24,60.67304253068275
25,26.25575412938297
26,53.702030401812706
27,51.58534037229285
28,33.41250853668679
29,52.47149915017636
30,74.41924045519447
31,73.74515468902368
32,39.13227254699246
33,44.29536880971877
34,47.09405227475736
35,41.42862674192105
36,36.652454926136336
37,42.45321074640148
38,34.828952629676905
39,30.621583619284817
40,33.06409850801144
41,35.33050000193349
42,47.54938331975204
43,42.4126586771072
44,29.008903695175363
45,34.424053286037775
46,52.18817106410748
47,60.34749683543721
48,40.900307564890745
49,54.38249491191621
50,68.17890041157303
51,55.220344835911924
52,61.92064046701757
53,43.45501437483834
54,42.886368946693025
55,38.61710322041346
56,37.83832550302402
57,64.22011282201669
58,76.56886697056133
59,57.108772842069165
60,54.416810999051684
61,43.34852059132456
62,47.22718002243293
63,60.37006731275857
64,61.129358561972225
65,58.28035785721494
66,42.964056321832274
67,59.454828676740505
68,19.558794537054425
69,63.157980618740076
70,53.17288625138347
71,19.724459864384098
72,53.261889338965
73,52.86313380574309
74,48.81148115216576
75,61.009747030365126
76,48.8077106528462
77,27.40412119676548
78,49.85965083641687
79,35.42896565033082
80,61.14499063421937
81,44.10178280016546
82,46.37657725367982
83,27.77767770100268
84,63.22154819164003
85,58.67226500237099
86,39.266843105490814
87,32.67340023162286
88,49.42871927734737
89,24.974603045069895
90,50.20431831010984
91,48.83324131330249
92,36.01076565724813
93,66.92992654047232
94,70.14472877184109
95,42.097890056236814
96,45.45740586667549
97,46.153341458354205
98,69.34405805793429
99,61.62913765582759
100,62.597647022271055
101,68.7545576581895
102,44.673958374149095
103,47.41691631082627
104,22.557943810647792
105,62.60600022452736
