unit_id,ConversionEfficiency,PressureDropBed,EffluentByproduct
0,24.276773196799716,58.046552879070376,10.432561917398878
1,27.99355302025082,49.43796091373247,9.16158142218557
2,21.816708061138268,42.30605237206944,9.647057465576765
3,17.584706186599597,64.61424471319123,9.27413507848074
4,28.885453758960843,48.60996274620243,9.230770418844614
5,29.353394365530583,60.79645760359907,9.720470020287184
6,26.22331188730644,35.23962214952491,9.278309654518738
7,27.365345483587927,71.98372678192425,9.484064563454336
8,29.34717484204865,48.27663330235268,10.078418920576617
9,28.07229894831916,58.72365048337356,8.342347120265686
10,24.8725635275532,49.48048055643546,8.44665536681571
11,30.16665690558304,39.56403291437846,9.378034804522157
12,21.144637832430906,57.02945356256268,9.158309964962841
13,33.044697463262295,32.59257732034817,8.931082693005333
14,28.263680719577035,53.027897956678956,10.181842715892566
15,30.184452326290604,53.53568767419374,10.176369585120234
16,31.38444355931044,32.05921973938575,9.380718953730787
17,28.80789923060932,45.7302493358833,9.271630533215992
18,25.885646340802026,83.06574769594638,9.035368028429932
19,23.89007718595567,70.98976908766552,10.161045559865242
20,28.399943770443052,64.86176514389197,9.979704344779893
21,25.139110024183882,39.577839478778635,9.637473054097477
22,21.04499190437837,57.851266518236756,9.695489879849317
23,28.692134324175434,63.02539591378587,9.147078517594677
24,33.13811966784041,65.55588157526057,9.561538446184825
25,21.31470572067483,59.12714406766467,9.453065421423732
26,26.20832170291705,46.788224960123685,9.793510729786425
27,24.946660128940835,55.863020137886636,8.617263292892925
28,30.832160828090565,45.61793145567354,9.861399587549762
29,25.171760180920103,38.33456862590761,9.216525740074337
30,27.732938332998746,55.43065592999134,9.695490536058633
31,29.770527025157993,34.29202447830022,9.06863572987623
32,28.891452096280517,47.848215833483444,9.467053011977033
33,27.509856106444975,47.13245114706686,9.209134107598349
34,33.286080965955826,65.78717022155902,8.66696211152277
35,27.379309606016314,39.380878989240266,10.035623190500695
36,26.541078656764697,32.70324461814729,9.964988076882587
37,28.28814210782113,51.44543771850671,9.671714475736207
38,26.198222036589573,60.67126665144097,10.209404963477903
39,26.117735584904747,61.931490448748406,10.081043917297086
40,22.216272204306865,62.8898298647301,9.279224993442941
41,20.292451176282952,73.02660584298188,9.171421584817057
42,24.4455949931585,45.07696584942053,9.484625813452272
43,24.25772703361228,72.14718162106973,9.55662860611492
44,33.99173515147903,78.84339651321699,8.795764805997802
45,28.46190306520088,33.36816091825737,8.20059447311777
46,30.344401019572523,55.22607771289074,9.257743798768624
47,24.06772779554021,58.15804824222236,9.547163449404973
48,30.636902657693334,51.80609286752118,8.67689540147991
49,28.323633932915694,65.06742249593252,10.108959491852652
50,28.65426682859848,43.397802367867335,9.466081043299912
51,34.26309703417164,47.99151034352249,9.196161240528244
52,27.524986891387805,47.121286129696045,9.30110921645985
53,19.496134027461714,68.89128995755013,9.217294785070338
54,30.260647765438144,55.894972218224865,9.025587377583276
55,19.620373655733914,50.92857124554084,9.381725701186282
56,24.097684533825053,47.70015866182765,10.03147080691666
57,32.68280423843172,45.727606777676286,10.090210951844272
58,30.096729853620364,48.690441462422946,8.962633590413184
59,25.014889440831734,59.29379934213377,10.062247968045387
60,29.84797600931564,62.654397070888976,9.425180531499983
61,25.629293749079185,49.24897414071055,8.591468425008914
62,28.532696177890248,62.14761081090727,10.215104078121309
63,30.803244987369116,58.34615814869736,10.145486124052573
64,25.88893859611978,52.65662394140991,8.948587829478186
65,30.5906817232139,45.18270482346805,10.094901272690517
66,25.267185231996493,53.37669558997525,10.677670348712256
67,31.025068543382247,39.38871026116512,9.281679396574269
68,27.478082981042192,20.549146770497057,9.237833240251067
69,23.949952873009895,35.349535804260874,9.201998540731514
70,28.101847757319476,42.814327328058134,9.939224396238718
71,20.731656869365423,70.11743364237294,9.428932375838595
72,27.56769470997914,31.55268326886936,8.564307319278603
73,26.87713739791574,61.697730620206414,10.263688091240075
74,29.705187468832506,48.057982361038505,8.760017640580728
75,18.73292995486349,57.4072822362917,8.642597252059117
76,30.990378646431907,47.70821280453905,11.252643354168521
77,28.438252023989122,53.72834455057718,9.667816774426516
78,35.825674045976,44.913033586128954,9.870799767130206
79,24.694059183654776,72.50979454519722,9.617126254071147
80,26.262872326446704,79.61614448639139,9.564194278790092
81,26.84338458687172,64.80117362980087,9.52339581583429
82,25.15825206297627,60.32470960525678,9.360900651552
83,20.967457145289373,63.59379246299364,9.415363456618135
84,28.047216584733302,51.752760432179684,9.22046106035544
85,27.853563515404023,32.85284921477573,9.89169318151219
86,27.488896395199767,17.198707157837696,10.183665513403554
87,23.600756876368315,58.608665621713065,9.560417801654951
88,27.408250374211924,38.813124656332995,9.03361852915411
89,31.74788602796575,78.26707872693552,10.158392011726596
90,24.101212408787983,61.676572673921186,9.33448572449433
91,27.24808548129784,45.55586547428914,8.277842270390753
92,31.87006611341029,52.3073241316666,8.72069787402757
93,29.416752962955574,57.64950243201805,9.681838174280703
94,23.949691521663432,60.189767169381255,10.21922326735459
95,20.531086897803668,37.52679445475218,9.578926229495865
96,32.95408520854318,77.02237910057976,8.97463692405523
97,26.320612586010764,47.71417110410266,9.368099341327321
98,25.2505970713149,41.52506722491263,9.531320856706097
99,23.66129560695505,59.1693595711668,9.05919055278202
100,24.742787225373984,43.68590748197818,8.990360633019948
101,26.267736256141863,32.15363379271026,9.84972049926444
102,29.78603244339336,61.746650893628,9.307645740259316
103,29.693317040294964,66.73802551227809,9.063518327967998
104,26.07821370989017,30.062140639959026,8.933214584770074
105,37.55306052584176,56.82247872003072,9.606623843236708
106,25.88755331752619,59.803521884202965,9.502917286703989
107,27.90070461828733,65.36713954137593,9.777070289664708
