unit_id,ConversionEfficiency,EffluentByproduct,do_set_BedHeight
0,24.97705656265464,9.13995438133572,75.0
1,33.206723014212656,9.730904667822601,75.0
2,20.88482041835777,9.902394660190804,75.0
3,28.647774542340528,10.287512045138984,75.0
4,29.96651910116384,9.336593495693766,75.0
5,21.32408199859916,9.2494274922253,75.0
6,23.527167218855418,10.822921590919858,75.0
7,34.56977265162888,9.542232250332846,75.0
8,31.82794791579323,10.131978982035502,75.0
9,21.655106336050803,9.035250150875317,75.0
10,23.032489543927333,9.168244486731037,75.0
11,28.222124130268973,9.226057410264303,75.0
12,26.81314458841459,8.881828247930729,75.0
13,25.125219565027976,9.780574476199252,75.0
14,26.069170196086656,9.41147229953734,75.0
15,24.709012942695868,8.91824566173802,75.0
16,26.862969060458656,10.010572879049823,75.0
17,25.277677262224582,10.118480011049222,75.0
18,24.30850739485095,10.125790527664483,75.0
19,25.107976912388516,9.631598852806063,75.0
20,33.15002544581846,9.596769770824297,75.0
21,26.055008079408456,9.599444066973316,75.0
22,28.232923472919342,9.529024745811794,75.0
23,32.23919727068575,9.528169693932572,75.0
24,29.512353575748406,9.843919974305157,75.0
25,28.840587618589716,9.587969923222234,75.0
26,30.330607080831797,10.069817314106672,75.0
27,26.65653436190812,9.88569705971323,75.0
28,24.940230457590513,9.903225800393876,75.0
29,28.358708083939042,9.20357990555856,75.0
30,27.35679130054483,9.151497384555851,75.0
31,31.854203062487734,9.553872199677514,75.0
32,30.427219031033335,9.005964242322822,75.0
33,20.79641522773903,10.250498255634508,75.0
34,25.98788242941952,9.77751466556681,75.0
35,29.171657365272342,9.239678819304691,75.0
36,31.849079323446375,9.290500424563866,75.0
37,23.974252293952162,9.825949325840131,75.0
38,28.012624995562682,9.985046148163187,75.0
39,32.97928468768426,8.738529123536967,75.0
40,25.644505612135823,9.858449281532208,75.0
41,30.698808708061975,9.467790829105732,75.0
42,26.2994433327743,9.954611882053726,75.0
43,26.72498020885923,9.05886579143777,75.0
44,26.18509757528122,9.621815301105721,75.0
45,30.612095562165685,10.492409918542336,75.0
46,31.5453127564749,9.6458627662032,75.0
47,25.25915436977482,8.84020615589517,75.0
48,28.132846626547785,8.64567983641154,75.0
49,26.24863707242681,9.891137933853424,75.0
50,30.7978009809527,10.001853124478306,75.0
51,29.67971144930697,9.191065286267282,75.0
52,29.783652957343346,8.903085790937508,75.0
53,25.68704577601478,9.699220094140943,75.0
54,26.304975391526163,9.480976797857052,75.0
55,31.622885691219537,9.192802603524285,75.0
56,23.930369865323808,9.723324819811594,75.0
57,27.17438128512971,9.801210495333121,75.0
58,20.694851099592135,9.780102873012305,75.0
59,27.316145238000388,9.057255717404384,75.0
60,31.530602046657172,8.981571859977038,75.0
61,30.12927537270394,9.719449129905055,75.0
62,33.90546645405817,9.498072919438735,75.0
63,24.604583507958733,8.675952195138423,75.0
64,24.237136985484195,9.315261402422138,75.0
65,27.390387585350343,9.473504292818149,75.0
66,23.806872665551992,10.043094742775361,75.0
67,28.558123968055693,10.312876932286372,75.0
68,21.68936284871371,9.253904232938753,75.0
69,19.2542191106451,9.802913022313467,75.0
70,32.29237185652664,9.317685123750865,75.0
71,22.749911746961057,9.785583043052243,75.0
72,20.15778621658634,10.223135272448904,75.0
73,21.587815594462302,9.866573483429521,75.0
74,32.93039115940831,9.948570825757036,75.0
75,32.65231448288815,9.984711456527801,75.0
76,23.1709056134898,9.986259235562176,75.0
77,22.533793100075677,9.247863766563588,75.0
78,22.476374117082084,8.68153913017705,75.0
79,30.95592493263546,9.667260831530951,75.0
80,25.273393772074662,9.74768238958219,75.0
81,32.41279265254827,9.690571333433141,75.0
82,28.56933785574018,8.318050635621216,75.0
83,28.829710333506668,9.478529459406014,75.0
84,28.59090590343038,9.809854042413514,75.0
85,25.847434052120217,10.138790137383195,75.0
86,28.909602141398864,9.511664787156896,75.0
87,31.481742212401844,8.317802787739588,75.0
88,25.318492708268455,10.52270938519461,75.0
89,29.12606537967909,10.041063999004352,75.0
90,21.620853271401064,10.259793618934758,75.0
91,29.425692779856984,9.824146162764713,75.0
92,29.057775356007504,10.377484817809892,75.0
93,32.49025801955814,9.970741724192244,75.0
94,28.661015941258313,8.503925471903962,75.0
95,23.511279313535532,9.904014137008604,75.0
96,28.047667354352402,9.258167779591032,75.0
97,27.263237916572535,8.93396679195602,75.0
98,25.141893914751343,10.306929133415654,75.0
99,24.724036005250095,9.0189526718016,75.0
100,32.4965505458546,9.666852025514999,75.0
101,24.434834225524565,9.430461518311233,75.0
102,25.703512950560974,9.891711785936934,75.0
