unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,LactateConc,AmmoniaConc,do_chelator_dosing
0,63.571831078555185,9.434587746623965,68.33008804532217,37.672930546193214,56.46275700554584,52.861147690990876,75.0
1,66.92476245479764,-5.891032657174096,58.97288216633362,42.81355672264188,61.43842843054756,50.36115611685003,75.0
2,64.56418653528534,-0.02490391485424759,56.746658903046566,38.92184683023171,59.23001067855325,46.333121343841746,75.0
3,58.02137449947806,17.038109553189756,55.09363134753137,39.3500907638884,61.88563179096611,57.94657370721215,75.0
4,60.59019741550843,-11.507432812242858,52.95701463243587,35.128274059589195,49.120697731720085,29.149235098303123,75.0
5,70.25769649641666,13.798737931549546,62.52353130540447,38.61449079279816,25.784909983701535,34.04823548941696,75.0
6,65.26839813267564,15.853234731008474,65.72860029465156,36.02904261815543,51.16693477877844,41.34395462700786,75.0
7,44.58959746031287,16.078729079899162,30.766791433800066,35.85235503318569,67.05883730938655,49.06750884285571,75.0
8,77.15745951224177,-7.871230597549443,80.97940142739284,30.967421909146875,59.06618470428412,66.77540015014755,75.0
9,64.14990501417594,8.158083902342774,61.24453967155127,37.03658862358993,43.39601157371561,54.2546327416813,75.0
10,57.67864300443565,2.653112405704115,52.86219018278626,49.184100774670746,67.61557435812054,46.43193296653818,75.0
11,67.02031432227592,-11.365413276759565,60.83688696892885,29.040105915551703,56.72140687314206,73.6917241490477,75.0
12,63.76358450159525,-11.472709205531181,58.97355009748345,32.156890325104676,42.073583407696376,39.08636076240593,75.0
13,71.17078780065495,-11.520030344227383,81.26226241812071,38.106720553543155,61.23158424063548,44.85972219133635,75.0
14,76.15394294521059,7.314247130339396,71.93908614812086,36.10330270674111,40.49661945239518,51.86242076987698,75.0
15,53.920163967312,0.29201551884816546,38.37949658420544,33.35653117839964,38.77750918740889,60.2002480868467,75.0
16,54.35662660236527,3.1342709468205845,37.67816467526164,33.860780611479925,35.68144318809578,66.11218199240847,75.0
17,57.525437471953936,-7.650044133035324,62.319209147118585,36.892617099935286,63.99337791700352,52.567918083626196,75.0
18,64.78708551162264,25.50443908836059,63.21962441280504,35.319152619277,41.86158333190569,54.714488186390845,75.0
19,71.28883002753449,-6.005752424279722,66.9330484199679,24.778235583294617,47.700458715018705,56.342548669724394,75.0
20,62.8036007592294,-7.943672197415879,56.4591575571082,39.81646576208881,63.278910677418544,50.04423109646533,75.0
21,60.803372198127896,-12.566755336866827,55.839744654235226,37.76811198489232,51.77097241022602,40.38494725931922,75.0
22,66.0795188983822,-0.7372609069916356,71.9148095502826,27.27755117396624,62.69304040240477,37.13673364599225,75.0
23,57.948239128983595,13.517380696354756,51.769365813175604,31.239608791453787,59.5140864525007,38.017419498019144,75.0
24,67.12437096506974,11.836307842792017,59.98574825071103,27.521355942101632,75.60624203084183,61.37749562572664,75.0
25,55.50559731441375,-14.144362378826063,37.406465238619866,46.32127938397222,28.8907324147913,42.46976333213751,75.0
26,57.65107970585468,0.3303343303531916,50.010528721726686,35.291361072243674,46.77535348448427,28.251991336788358,75.0
27,59.69629152469133,-3.8856835291938285,47.6829111706824,39.34283034984254,21.845492986676255,51.637986060482675,75.0
28,64.65906875604686,-10.613203765139248,68.2230318322891,38.232260846394894,58.51422348263792,53.07947200036797,75.0
29,61.21765683982611,-4.740350216877928,68.47239904426665,32.6012825864204,61.49019369727819,44.287210354914556,75.0
30,66.8997403751258,-25.577406319728514,65.79302258718754,40.01742542073638,35.48953649906889,63.671590499049884,75.0
31,56.34885076336531,0.6388187424228828,39.945915431430684,38.845497623446185,26.1104900104154,46.324714984815834,75.0
32,60.514082031779324,6.376565692987804,52.91004411951922,46.64181451707401,38.03793682341076,56.78472154854983,75.0
33,61.92467530252917,49.347020691887096,57.39069604272107,42.82183589761253,57.01917630876059,48.5496348573128,75.0
34,58.19087544548152,7.3204284603285,57.298791742952034,39.565945182435016,35.39400734285516,66.5236189466079,75.0
35,63.66115634921426,18.19942606877632,55.43011053211574,32.83676914760909,58.045530660857594,63.94800505335943,75.0
36,62.54725548738091,-1.955285482185448,44.43938816088195,33.39056555498458,41.36946850476385,59.45401534557521,75.0
37,52.85145574454724,10.528143537394953,46.85598977773721,38.00935819639275,22.59355534109082,51.8401671786598,75.0
38,49.668412130464745,5.081730031107406,38.390086819735615,36.45281438983565,47.28816874446439,49.83215234463471,75.0
39,73.42123654844968,0.3415232594042372,75.53624925034329,43.00597966632465,53.62276570722013,46.78202426942087,75.0
40,61.651376296955654,-14.470862586035722,54.36532102029439,41.278388686521154,49.95738881762539,61.99859081576729,75.0
41,78.85246282419531,14.233397960771326,64.83888290022126,45.91995584606783,39.26197886343,38.97405174353764,75.0
42,62.33973265245624,4.487490880941208,61.10287176576628,36.923385560772715,53.974111135638246,65.29836500897574,75.0
43,60.690629983425495,12.249280699455536,52.73114169173314,44.770189199106284,54.33215521081962,57.93111971644705,75.0
44,66.55250036612782,5.389334726737295,57.73483735987276,25.781400806552586,62.51167323757717,24.514489526361306,75.0
45,69.11026697148533,-15.19249130121747,63.14120385486889,34.76446332333022,39.21121608909664,42.226478155129364,75.0
46,53.861656498915956,12.788221065910658,48.12924983175666,38.11068432144936,44.08332617512022,67.63455749126653,75.0
47,54.330655287362234,4.759238317343308,43.42531117654192,37.53572321008338,30.651346452638624,58.02033939004541,75.0
48,63.13065260091477,6.63861294457376,55.72854779623637,40.96447243672608,47.533390837563346,50.74081901406519,75.0
49,56.38731860399884,-17.05439091565965,44.13384795523936,36.2865563457004,47.169014804897714,62.01503015645815,75.0
50,70.84712673915756,5.632999005399899,65.91811599099222,32.431109826382524,65.90581248794092,57.75882323752991,75.0
51,61.09786459864954,-6.6822060194826545,66.97331452696135,25.89637330408391,54.84118235982486,22.979026143536796,75.0
52,55.407233793292804,13.603625123872828,46.22889534816494,27.016309302094108,41.47626500425481,54.19573817942318,75.0
53,60.74572101378649,7.630157732128788,48.68088054134194,31.24474299179917,24.15276202106153,55.46211977099559,75.0
54,66.30739248035017,-8.162640561778089,53.60403991379492,25.987912447028727,68.5171080115807,42.3037639640074,75.0
55,59.634536836782495,24.37837739313695,40.91052670071689,38.533504769856535,35.84243898510508,34.70688700574964,75.0
56,63.63117339708127,19.340196577408758,66.44162315555403,36.81376227962003,52.584859699201914,52.869195061696395,75.0
57,61.47441994794305,-3.126538399311668,61.40642969091836,45.67138959320713,29.065721201572757,62.81103930964506,75.0
58,55.793714530599054,8.240153021517616,37.66330173365526,26.07201714472701,53.781703504031995,28.37156697500019,75.0
59,64.97230420533656,-1.949531023032641,62.80675451725628,31.527010672006806,39.09723390748233,55.69279966782888,75.0
60,65.85225459640608,11.085377754134143,61.66928775805981,33.01863412782287,52.308577254187284,51.383169714697935,75.0
61,67.04876921513146,9.876941551275728,56.92538497782515,37.22069627040908,47.77206244210678,37.553607133450555,75.0
62,60.012505488910264,19.607082018501732,52.81663258950913,45.30571468201082,52.598210355536786,41.39550484035221,75.0
63,60.17600697306118,12.781839545132087,53.04252684325442,47.192791698253885,63.50508605403685,31.92254580183086,75.0
64,60.97714085771457,0.25672802634345615,47.1963513423391,32.952233643151544,57.941187081218196,50.0381847648172,75.0
65,62.00783755571195,-7.175829102363682,43.44290260767668,33.44067927917164,58.89188078433936,34.26918642068453,75.0
66,60.39743096643191,-1.1125172370285945,43.465369773640504,35.92355645153886,27.92828411558761,61.10827501934568,75.0
67,68.1710384643705,10.539312557904033,61.784460520279964,35.98957657450132,51.90781498629922,42.80422081387154,75.0
68,63.16705237298663,-2.9577697275800423,54.54090055708699,33.69991549190843,57.91727954737431,49.418859117017455,75.0
69,68.23779052552953,7.082308249846967,62.359500263590725,34.475760645630224,44.6049067226834,58.35582749666211,75.0
70,61.342173175166685,24.163820532155874,45.26637780636011,34.83577277651202,47.639966769292116,51.508756906048525,75.0
71,66.69991675033232,-7.5245826810822205,68.65154554391304,29.11387899708653,60.36489194535114,34.14647726886841,75.0
72,59.67919549254744,-13.25104686919153,57.436829462290476,34.826018242101426,63.52059132988393,50.039032883704316,75.0
73,58.31269862262155,16.73136937397495,54.50845888005857,48.21388337778404,54.38942892723756,31.308169298116898,75.0
74,64.50370539933094,6.661079092162529,54.38241088259204,24.98467062385315,35.235633458321274,49.80768731948818,75.0
75,84.50735269264872,8.99621047418553,90.59002917075577,32.638270412344895,56.60797426700115,53.63403152005564,75.0
76,72.07038152556598,20.240882009287226,62.3257855839963,37.44788683378871,38.012238947416655,44.07239009021758,75.0
77,48.40990340334078,-11.466831435699984,37.92322516428528,45.67141889579461,53.61616307702682,45.73783973653615,75.0
78,57.66017786831286,38.655576427221945,45.4596676095999,22.8261809308347,64.47856264147146,59.511662065476095,75.0
79,66.09969856625528,-10.730675022708454,64.69106349798821,36.82212673474559,46.70352577596966,50.388912503219004,75.0
80,66.32692965805329,9.191685323989265,65.03397556420781,33.242739730608875,50.99618966416344,61.916778113684046,75.0
81,67.37160254438962,15.415018482199708,66.39334410957517,44.10353882857176,53.535346278262594,41.97654326458365,75.0
82,70.4962932986086,3.3815601648030875,82.94451102860778,31.686670110694056,41.998099975378715,66.51697839194149,75.0
83,60.54289505104086,9.017537861598663,48.33823709687662,41.38403449619451,63.905317426580154,42.90567766117165,75.0
84,63.8356629392185,16.034480249047313,52.941209461655184,38.956280417952335,57.89274222681781,56.742976781763794,75.0
85,61.51774188467083,18.00147864433622,47.3979916681391,38.62852307272684,46.42903216005797,37.65626686480963,75.0
86,65.1867365142545,6.297988062820973,53.340033134419954,33.21371151952674,64.93419435081027,57.23554168104126,75.0
87,65.59546484666733,6.797859258822872,60.69239713630996,30.636147616072044,59.91903629532738,45.42621201285951,75.0
88,65.68603316885128,3.6390514178787683,57.54930242318287,38.13599122501962,28.84587381252147,42.936792388539224,75.0
89,63.359307475093416,0.5014855142309749,49.779218811623416,44.03432812656243,35.9599874594418,49.44301909862143,75.0
90,67.4561161990365,18.758177515630116,68.4391038696544,34.320138710782004,48.24171427589975,52.3241260961018,75.0
