unit_id,WaferYield,DepositionRate,ChamberPressure,do_DepositionRate
0,48.39297453337882,10.978217885284698,78.0144405453798,10.0
1,41.249427246790226,7.597566325623362,63.802526075584765,10.0
2,38.1085953811476,8.891565312899798,61.06432843921954,10.0
3,34.140687272482765,12.655465342615388,58.20744569926507,10.0
4,45.040908289367046,6.358654526711135,77.05142364995561,10.0
5,50.17987952774267,11.94089807313593,65.31901532818495,10.0
6,39.90956826962538,12.394095896545988,77.1733866761124,10.0
7,36.39432193069269,12.44383729703658,75.90304161471985,10.0
8,47.86199166349689,7.160757956422916,84.93371987145561,10.0
9,33.85787687851215,10.696636154928553,74.68567054245223,10.0
10,52.089429844364425,9.482304207140613,68.54039761163708,10.0
11,57.12096109249649,6.389982365420685,97.52719132987849,10.0
12,41.687246806029265,6.36631414583871,75.88451592064973,10.0
13,56.93636833500401,6.355875659361606,97.41172887951639,10.0
14,48.092036226373565,10.510495690516043,60.00702673940517,10.0
15,15.94839262072703,8.961474011510624,51.207475194040555,10.0
16,56.90840568645983,9.588442120622188,68.17806455080472,10.0
17,31.30419815764938,7.209549088301031,80.05659137316898,10.0
18,39.64379339979628,14.523038034197189,66.82134547279901,10.0
19,44.164525743243054,7.572260494644179,62.49116480537134,10.0
20,51.74521990595915,7.144778191746497,79.83160906738658,10.0
21,39.40171327848286,6.124980440397024,67.30472074472293,10.0
22,48.14641652562159,8.734427741104787,83.92466198204201,10.0
23,35.70917653645022,11.878833977137079,78.1697737517286,10.0
24,31.804807317552502,11.508009082968828,72.53365331455379,10.0
25,37.914505032317976,5.776978887023662,86.76538388527747,10.0
26,11.330885194269438,8.969926690519086,65.54000364837313,10.0
27,44.17462856088347,8.039922750913126,64.6635398090602,10.0
28,42.22768103983519,6.55591093416046,94.09670830806728,10.0
29,42.41595766723086,7.851393334512222,82.47650533698447,10.0
30,52.93997451423447,3.2549839000598864,96.15849759737159,10.0
31,32.240693629125545,9.037974722593283,85.15539428206125,10.0
