unit_id,WaferYield,ChamberPressure,DepositionRate,do_DepositionRate
0,8.239336363814413,69.04676931854192,26.21196500068651,25.0
1,21.796759002998073,67.92053067696096,28.645334809040094,25.0
2,20.012078574193648,62.646857348941566,26.155094972058414,25.0
3,16.238009821997178,72.758794155448,27.1201435001592,25.0
4,19.350687451539773,78.65457011741438,31.178048024163495,25.0
5,13.594299561960542,91.58591258344478,23.84675935934386,25.0
6,29.569192466464454,67.8797321488198,29.03401593539639,25.0
7,34.22550442655214,69.89415471769746,25.255731970499518,25.0
8,22.242326169248933,70.88224436707821,30.415831219199113,25.0
9,20.064187845168156,57.90006018746184,22.80835159986494,25.0
10,43.62524562815489,84.55230238377723,22.28935399189593,25.0
11,21.429273247363387,55.58299718011824,27.715657342253234,25.0
12,8.310501394686465,76.92144890686711,25.439267315683306,25.0
13,25.893048303472153,78.39188961201019,24.46936107551619,25.0
14,12.193467378507503,81.28326796250353,26.99215936823044,25.0
15,12.75362386626934,87.69158571160608,28.72738545588694,25.0
16,20.14679838452044,64.69018874476322,19.892034621183463,25.0
17,17.964751239456056,77.87912504325001,26.820808139393638,25.0
18,16.350863277166837,94.42654775283108,21.500122447777514,25.0
19,32.85320448243903,69.3982570559301,29.792305095477158,25.0
20,20.207553142269365,67.46523655369579,22.471832905051468,25.0
21,22.83779336068814,70.02364269543709,21.387772091647815,25.0
22,42.268570337399325,44.8909598105784,27.322848766361396,25.0
23,39.793440802859195,108.91352035601905,23.56059629169721,25.0
24,13.374285999554232,81.01175410232864,27.586752547453365,25.0
25,18.157541189231402,90.15318285502549,25.624751184058685,25.0
26,-13.06948414200572,75.58857045636671,19.91276585548548,25.0
27,52.05871190522895,73.76275873479929,22.077586491808553,25.0
28,-16.943868824940118,74.67174764512538,25.911400647549474,25.0
29,21.493655910229904,80.65889651921307,22.948820380090527,25.0
30,32.00718136222287,57.460480204268784,24.705129115710175,25.0
31,24.602679686001366,64.77900958319773,23.738817816035784,25.0
32,14.640842732032613,81.8532743351793,26.979870738827337,25.0
33,-3.1213893897572547,64.42053845987682,27.427955127554426,25.0
34,9.651940333928083,41.15524372302593,25.996049658511545,25.0
35,-1.7474179514093002,51.53621177384932,25.90302752324192,25.0
36,11.609996910720241,63.7649681347477,22.918421967853366,25.0
37,16.10059295328287,66.07828737064884,25.797648119801355,25.0
38,11.380198486889304,68.46185381019869,21.724536240227724,25.0
