unit_id,WaferYield,ChamberPressure,DepositionRate
0,-4.7868721134066305,84.45696686026722,60.844083227372124
1,3.8809053442762758,87.60303280324769,57.92525829487324
2,12.880470402974225,84.44536385312335,26.34662245679555
3,-1.8784701089587905,72.84667505074378,12.661322724657841
4,19.840091503524356,89.09058633503815,60.24440243785833
5,7.734821220919669,83.28531488365296,65.53006714400901
6,5.8284958816573536,80.51616537500124,76.7313982407989
7,9.754674783236023,83.23607175477503,78.20011055741779
8,7.29411357370702,88.6819387448431,64.38865494879362
9,-1.1583361439972406,85.94554247447904,44.44830972943587
10,-1.337034260397505,68.88124694907293,52.84219842841085
11,13.391862138464276,74.16975783654783,95.97598194520896
12,-6.2418081596323525,68.82854964092597,47.121941033793576
13,11.965215553012772,74.18147673512124,71.45473036636956
14,6.310524031777024,80.12603977649538,80.76563536834955
15,8.29813011676995,74.77527420435592,85.4564487635774
16,6.56897159434795,74.48970582147152,75.6801819036643
17,7.399622635896579,80.89368152986991,64.36188732285748
18,-7.409139962249128,60.46371797189763,30.709033391737723
19,8.918632871542542,86.83903527956774,44.87095851618285
20,3.2677247835086085,76.39237500734001,55.81317013438875
21,4.29486780753032,85.59247345821271,65.39427316639585
22,-8.920088227667556,45.98777755978065,64.72928347370386
23,7.660293654584334,77.88134578509019,82.08214834131248
24,8.999502766678614,94.86161801998416,33.852919417738235
25,-3.876338913152046,86.50523401316595,35.973825055732256
26,1.4312258760064884,55.04604979150841,82.30587031229712
27,3.0853432586470464,74.75822857640513,53.18911041173177
28,2.500114976562679,80.58647208734656,59.93872173267815
29,23.169255010624205,76.40587970927169,58.89390056046559
30,7.297086150552503,79.2218024026911,78.16077017829208
31,6.2313481945647835,54.626290084309126,74.04945753191245
32,9.061592526563217,86.89002924576457,73.1002087815444
33,15.453228382816434,57.31758223924696,105.43919404412098
34,15.871629365299954,72.94020249502101,72.65850088408881
35,27.705198237298813,83.69935862797726,50.808100306206896
36,5.745983526638062,62.759895178675,66.89354880529395
37,11.41341290763535,67.30097945835601,97.89970173745964
38,-2.408261719277552,86.31525578197643,42.79469277455073
39,2.349061312173391,81.99398688958499,80.23881693284392
40,-7.269373415005948,82.81459508724754,46.294783426115266
41,-16.237815054407143,65.46666317570204,32.95993253389843
42,2.2418444002242404,56.69279563155195,45.792044375494434
43,5.286080973625965,77.39300048783404,57.77646193852896
44,15.60931044976896,83.43219328399407,79.72047674450423
45,-1.4478280536376693,80.04770542583648,39.46196751656505
46,13.512112904998219,77.12033584964584,88.84044818741316
47,-2.6080944960968546,58.569454697154015,58.37728715082232
48,10.433146650054958,79.25018950146318,78.3920046231624
49,3.883898380277901,63.59135209278407,65.03461771909845
50,-5.587075631505221,74.27353058802737,42.91476574226129
51,18.949883975074528,100.0788032786024,90.28654148494572
52,-3.27085901371579,68.16395819312166,45.346979957031365
53,-2.8984806936788114,52.90234093794577,58.13969626699165
54,15.864336231737568,99.07227965105874,88.78835041397708
55,-3.358596545734192,69.02435120544868,21.424363165333045
56,-9.405672842574718,65.12957001747932,40.281515604955416
57,14.18685289304946,80.71411227422095,82.32272757909932
58,0.0480566831863527,91.2768892442658,42.696956122481126
59,42.02638350649052,76.04662115246003,60.47511006202627
60,7.68480550609788,70.1801114575689,72.87607106963465
