unit_id,ProductTiter,DissolvedOxygen,Temperature,BrothTurbidity,ViableCellDensity
0,8.786041244479932,48.29291694580979,39.73074909242266,40.17559200911113,61.51774463966395
1,18.77601025103071,63.075484471610935,36.079363973269984,47.245155524627165,43.57946030172871
2,25.26876881220695,64.61831572510773,42.48983838023525,16.878469457431546,50.422618722404955
3,29.674489875378974,44.29200210879343,31.058520185705476,17.887726322793004,66.15892977047116
4,27.83746495895241,79.88612727578169,33.90055979111704,65.26761145984699,37.78869343823334
5,19.47701054904473,59.651172617943615,47.70139501626915,45.10167795633209,32.90555740844403
6,11.799404863395374,54.00565484473027,29.71682404803944,63.22063847707085,53.540106129287956
7,19.640751093610685,68.48733105664553,34.991261750347434,47.45823067800535,41.27927032840429
8,14.765603461829508,57.84092422277394,41.66879357929535,75.89809283841866,35.21399514184247
9,15.330158520289435,53.011844473135255,35.851175909745834,26.95567824155785,59.98197412022532
10,18.288204336548258,47.7659113496226,45.21571529810735,48.090294943746244,41.37496326086596
11,2.762666947816165,32.5451056918461,40.26246316488969,52.09109774478876,41.8744899314846
12,30.007010346642634,59.19318231221989,36.1762480593596,48.08643631871691,42.401203622930154
13,19.75167912726534,49.72980164971725,32.93709429952883,60.820008570567246,53.468875104151756
14,3.7520381111214283,37.18611325300665,46.59891216920375,61.882749276235785,61.176106109305366
15,12.942686925875542,43.826749320106025,40.185285639309434,56.991420285697366,49.82338209511485
16,18.501724743103445,45.193728906124576,34.85286278088366,28.60832419322201,43.37866888785924
17,18.07200222785969,54.959480045284984,34.73068638046416,41.73353226211289,52.19150131671083
18,54.58968372918507,53.86397143680383,36.251823557012365,5.987577559265738,34.3640440255998
19,23.746656307935456,69.36874390657786,39.424348044421535,41.268417227133575,55.27966778184397
20,23.266520355504507,56.83979180805806,37.888064870983705,29.002428535710983,39.62606927366211
21,16.018940238417247,65.93129743381377,37.44007034437561,43.16238718507215,44.97922641414148
22,53.018157305608135,46.467258539863124,22.982819500002954,21.33914092415141,50.56600700428946
23,11.12692466838207,45.56473813378442,37.85992113339366,40.28413687648828,42.24165400152815
24,19.59278596278628,54.60906355992216,41.01094546033096,61.260652631560326,56.439657439207416
25,13.065404054214383,54.56987549159472,43.614751660100694,61.69122054631702,47.10267752436301
