unit_id,ProductTiter,DissolvedOxygen,BrothTurbidity,do_do_controller
0,19.906800059871042,78.12740970355645,20.406160528552565,80.0
1,28.887765351488174,82.74605152630703,58.08438218974789,80.0
2,18.715723414703078,81.19848826844813,23.124061335028046,80.0
3,20.415484865374086,86.59496131022938,40.744825535667786,80.0
4,42.65970569500958,77.5004661207837,11.668661862343196,80.0
5,41.19225614783508,77.51971043040629,22.795337203842685,80.0
6,27.479769396711042,86.31892243650205,53.354624439878556,80.0
7,25.080297542078757,78.81917604279772,45.17476526997487,80.0
8,24.74766100549638,78.11587395928458,70.96643225855888,80.0
9,26.723963012830872,76.00382937520057,37.583006990355635,80.0
10,15.172903370326305,77.98314311258696,24.68563737082635,80.0
11,20.711828610211086,78.81905334708775,52.04535265501938,80.0
12,28.93774376433961,75.28825206332489,36.591951795412676,80.0
13,16.93989934722829,79.38351283550068,43.7580953014535,80.0
14,14.108717985589031,79.09393813719171,44.97558160924083,80.0
15,23.79859279285759,76.1933043911022,29.89961220917551,80.0
16,44.38012789176573,84.13818725644914,40.07861574545667,80.0
17,19.563934225892744,85.89920941771658,30.769072041121703,80.0
18,16.43356480119587,85.46039358196872,40.58718536310948,80.0
19,32.18356544483689,81.97274989131493,16.794744053182853,80.0
20,22.156539913589942,81.17472796631948,52.034581268451824,80.0
21,27.640869642542427,81.38454882433831,32.42268120418843,80.0
22,8.512348506515066,81.08738008812931,48.92528065925698,80.0
23,53.76576054672045,81.21260020847134,36.5000634454493,80.0
24,9.792520978641683,82.69832440497431,81.05143785124193,80.0
25,22.909084086042963,78.48681355083234,63.00612042363494,80.0
26,23.2074555692914,85.55631382270545,24.91925662635618,80.0
27,11.327015363432174,83.6820157152868,29.26673495949886,80.0
28,31.72404729260192,82.12933136038717,26.955070316490342,80.0
29,20.265612330766146,78.4898464545474,39.73584201258869,80.0
30,21.03226385842744,77.94129673952118,33.66074685145096,80.0
31,16.980700459464025,79.64378401199176,43.47720949524734,80.0
32,23.486403509026566,75.81708258013131,57.95029497375802,80.0
33,20.320937525652177,86.88105996633487,55.823097626241356,80.0
34,15.590580841370631,83.24157123397815,41.86725208397289,80.0
35,29.672549286427067,78.48563254696903,20.070682779755582,80.0
36,11.658530517869204,79.0192566339054,58.64511084107839,80.0
37,17.625037620429403,82.7348252300543,12.104598907926999,80.0
38,29.411537163287083,84.68302552778395,43.643143824933766,80.0
39,22.70575978485232,74.91961023448096,50.00125175708185,80.0
40,20.905891243991768,83.16192902270372,55.77722862743292,80.0
41,13.49159033067395,80.60886633462152,51.129309137256094,80.0
42,10.917352515167075,84.56986508243685,56.345402871419445,80.0
43,28.847497838649357,76.16291959679552,31.98361834998785,80.0
44,23.29683871710492,81.88836459941925,21.088752389627448,80.0
45,18.919469745599116,86.25467054327919,53.703319998410116,80.0
46,15.041268862010078,80.36491618644699,48.353060304546396,80.0
47,27.86372856553891,75.42735377475559,57.99614408061929,80.0
48,13.111813966782782,74.14648437433756,61.87463945785018,80.0
49,39.871589059840495,83.8177598342558,25.286830398588563,80.0
50,24.120118791795697,85.0345367645391,80.68863944363454,80.0
51,24.68822046202269,78.37198471876192,26.374914617204144,80.0
52,24.531148081380252,75.44207656067046,21.202175898494847,80.0
53,26.212718815846568,82.42687912154899,42.38712081395193,80.0
54,25.071699415368414,78.9962627525819,49.29201175288971,80.0
55,15.687935891803113,78.50276014980287,55.551771130308225,80.0
56,29.120506628942017,82.76523148956335,14.782869688649576,80.0
57,42.73823929504056,82.13786508152454,16.583461581509674,80.0
58,23.94805141459591,82.78042102350149,45.39426622041754,80.0
59,21.50248452197297,77.37443585966376,67.69084774699131,80.0
60,15.699873195339043,73.47085735284254,40.16084564952241,80.0
61,11.989435666340512,81.27355890553133,45.59381787211124,80.0
