unit_id,EthanolYield,OrganicAcidTiter,do_SugarFeedRate
0,9.478476339525884,9.391296628310757,0.0
1,13.323219718673911,19.859230572928695,0.0
2,8.763326071527917,4.36558416276043,0.0
3,12.737403521901998,13.887444631680848,0.0
4,10.830152101823447,21.21076814534169,0.0
5,9.824133467746567,6.416564479505763,0.0
6,14.78180976371037,4.319404665109095,0.0
7,13.01183951385658,-11.23386122175962,0.0
8,7.017052187465865,4.046175359171668,0.0
9,12.993645611388274,15.780113227886531,0.0
10,2.183326209594452,18.286590952341218,0.0
11,8.99460410524849,0.922183910148652,0.0
12,12.672545012973352,10.921612741922768,0.0
13,13.472408306787786,16.31743222999345,0.0
14,14.896069194839594,22.74760519900866,0.0
15,17.684846226146885,17.658444126709313,0.0
16,9.141612211464915,1.6098852006697761,0.0
17,11.757902458862254,-1.9490873596182414,0.0
18,10.724167964426925,2.5175437976209114,0.0
19,9.845416866236263,25.938850488377927,0.0
20,12.077604999755765,9.418204853195274,0.0
21,9.113915480495924,8.494670699284866,0.0
22,15.260304653798816,21.233536752851265,0.0
23,14.820762608597295,1.462604684877821,0.0
24,10.646061760037643,22.186790371549968,0.0
25,5.3111303655356,3.4694281191575698,0.0
26,16.255027046505862,11.677799845535496,0.0
27,11.698748030030194,21.030363573134608,0.0
28,13.597988772074528,-2.0567069853290914,0.0
29,11.97755304267368,13.954884369652545,0.0
30,8.796397656981506,9.845606061996158,0.0
31,9.776743243526631,-1.791534033879497,0.0
32,13.373101751706523,-9.70160357368734,0.0
33,12.300767036212587,11.923534336076493,0.0
34,8.382760865355799,9.880514268767458,0.0
35,9.715926317774006,7.295097007678225,0.0
36,10.574748063336722,12.100937514817781,0.0
37,10.861161812443562,15.483368832080757,0.0
38,5.249876659271533,8.000990921208208,0.0
39,12.898510426308677,5.1535883454672495,0.0
40,8.995980334679604,18.136190066206172,0.0
41,8.662442791433145,14.32048459450816,0.0
42,17.489541510162834,7.672775237263396,0.0
43,16.04905100917738,6.859047117432196,0.0
44,7.359520964985768,13.861688026059934,0.0
45,2.2017015454247613,1.2300365784327916,0.0
46,14.822998648576311,34.88797569575567,0.0
47,8.868050737116672,4.034421878612939,0.0
48,9.097814515857822,4.703950625486829,0.0
49,6.955465007950656,7.245782722793063,0.0
50,14.378382303810799,15.133761034095418,0.0
51,4.887142852130388,0.6999580418767515,0.0
52,14.42600540674379,6.922149440826484,0.0
53,3.1731082070319694,28.474049874122798,0.0
54,9.505140313823482,-5.148484957635203,0.0
55,13.668662777719318,17.843392484137865,0.0
56,6.284985232428516,-1.657638322655849,0.0
57,12.622897705417982,13.847160230165406,0.0
58,16.809197936935398,10.438050644006777,0.0
59,10.868496067686085,19.4218719425654,0.0
60,8.549318425189373,9.822339127140863,0.0
61,2.2357579996410504,-12.053339493136264,0.0
62,15.674260728706566,22.516575252211055,0.0
63,16.806390277337776,12.938443738375092,0.0
64,15.555791751198033,19.67903349050798,0.0
65,3.5053626956795023,16.78569247892881,0.0
66,6.202002014476701,13.630922990500181,0.0
67,11.776784647434795,7.182212730862937,0.0
68,9.431745711261007,-0.7348069998886526,0.0
69,14.719253240228436,-8.315641101300567,0.0
70,11.408394920924911,12.82471823842403,0.0
71,3.8055382132787376,16.374026587456818,0.0
72,11.954581620380992,0.5405098968817192,0.0
73,1.1445667095324703,4.803357080405987,0.0
74,11.838664467286215,4.766207999836837,0.0
75,14.215808019578695,10.797074658684853,0.0
76,8.89612037323704,21.281724932453557,0.0
77,7.503099180345077,9.934861687735266,0.0
78,15.225852663843362,9.231007017166439,0.0
79,6.99719282976133,16.699470108975458,0.0
80,12.361554541609982,1.52823832988717,0.0
81,16.65350834394681,13.958456772123556,0.0
82,19.803629125740883,-2.0940752431319716,0.0
83,11.955045763863207,5.334897463815084,0.0
84,7.7144593518364,-5.008937324299541,0.0
85,8.838459765703815,26.513863169807724,0.0
86,10.789229171703774,-0.13052915236476714,0.0
87,6.195910534941772,12.455129475660591,0.0
88,2.0820220413340946,18.59412847219567,0.0
89,7.487855450404545,24.292672876755674,0.0
90,2.593559756326385,10.460312608271847,0.0
91,11.43243001817683,17.848556337652735,0.0
92,17.578931896602043,5.154876685200991,0.0
93,11.84128998173344,-1.5292008370511088,0.0
94,15.026685057789987,8.311501775852529,0.0
95,13.1813608005622,0.7349433370628411,0.0
96,6.532481797286433,13.160650898598604,0.0
97,15.382597996199696,8.634498020571037,0.0
98,13.32835871364477,12.343397651059503,0.0
99,2.762809586000391,15.979944494161739,0.0
100,9.571665543280833,-1.5484726370092012,0.0
101,17.968758452671445,13.036868547009853,0.0
102,10.325669783812327,8.657504383987929,0.0
103,8.442680550842233,2.4007282210930496,0.0
104,9.742284976331055,-5.972918384592523,0.0
105,10.156932834701454,9.359158736927142,0.0
106,13.73663665727559,10.995855685780034,0.0
107,17.83926372048644,13.87396396268238,0.0
108,15.04740084594247,10.295609184915454,0.0
109,9.648260574646892,21.922637255349727,0.0
110,13.116716132329406,8.6391391045439,0.0
111,3.8230674047898265,12.415850794306966,0.0
112,4.25362567353913,2.46361399724994,0.0
