unit_id,DiskIoWait,JobThroughput,CpuClock,MemoryUtilization
0,57.13863714452443,-1.0855813302571369,38.18041713623447,29.815748993045805
1,37.10024664162363,7.242048245380093,39.54413290008641,47.915414450978545
2,66.62117825281759,7.214247059549339,61.37900754689999,25.941846342823883
3,64.50028926752121,-5.4534369037922845,53.02595822739191,36.126427863680604
4,40.11265405285792,2.8912539113749767,56.732271088486655,23.943054366678243
5,48.496364350833254,11.773356225294922,53.92357772289189,59.51412641207153
6,44.91478962434136,17.93264078391811,39.015953158279636,33.041715486979946
7,23.778717663059062,-3.465816815717715,36.4502006226755,58.738242289639004
8,53.283152145414306,20.041626587935156,64.51016231877335,69.77392342173735
9,48.66792217213786,5.983861799991957,55.7141103202195,65.54926304285384
10,51.59294115872326,12.49986659662162,58.6889795578213,55.374339643062825
11,10.51112280891277,12.030187220053167,70.39678461207123,53.065669718935276
12,65.54776973782461,17.680581065566514,55.485180358302806,40.26341701659427
13,47.55577144137383,12.252740523204697,44.306117108997675,52.63905081208294
14,27.506225592608235,19.43037100709443,41.10636247856496,68.53633814023074
15,61.64876338232256,7.823012322101251,36.59491079292847,57.692513498506635
16,37.255061889697984,1.7978577917544607,38.98296519643084,48.05292354425652
17,52.501791540380545,10.885071410282187,72.59147562726065,52.16520791407235
18,70.93914360412202,15.581081140494788,26.759844584536584,49.8396240615782
19,45.67132974495273,11.618940357886018,59.943904107054934,51.305150698263965
20,79.96030414091179,20.652404307035464,43.65988818027085,59.33672139394989
21,41.21529225205841,2.2348770264539364,41.492785533398035,53.192061738816705
22,40.754315137075885,13.162765072249359,63.42049492262698,42.95966745803029
23,56.67285770174724,1.656539220587102,66.86133690465071,39.80415549238609
24,51.52634323682919,13.065021940006066,59.68310938221772,44.57750803047226
25,49.29630693847954,3.0064508923884814,50.32967603222656,52.16385708946795
26,39.41510396727586,10.680360448214895,57.774252107050884,38.449107098173805
27,37.29399557316994,14.265490114829483,56.16729607224441,46.532875993793475
28,64.41735641096476,18.586760935029258,58.726380594847,56.424777248076296
29,42.00040732430188,12.402015427266639,44.49440931843614,63.82340821444751
30,29.971615435383754,4.231014173288397,66.08041632091344,59.073241515268144
31,38.81111967588865,8.429127843970688,52.23923425435857,34.029581440345495
32,64.38864158652434,0.1015434847927521,44.418285451889105,62.918923830036135
33,46.13479576816353,12.05369170261525,40.37137229027643,36.362903588573516
34,42.50188853589709,12.387565575441677,51.8605044918632,63.44391713890796
35,45.53443297894137,17.004642952593215,61.35298259661766,38.34525803009527
36,62.1292430518356,8.455082970256871,64.51104509380382,51.44972310883295
37,40.21626332500291,13.4421710111556,51.678122258633145,38.831813591350866
38,40.34689212323064,14.426049600624822,16.90792761408346,33.93976962984543
39,38.8555509770891,15.570409334396317,43.80818919691393,54.81309704351632
40,53.68884303918421,6.0893099393225265,48.81979754389974,48.3274337047102
41,38.153744975428616,9.970035362622106,79.60956722242187,50.61138454641949
42,51.390662820225856,-12.27150316108768,19.76294640844368,47.458008761633174
43,57.62262658646358,14.590171993586942,47.42483623944052,45.01794490288337
44,57.48274608025659,9.16650027204716,63.89363313299672,54.1448096446309
45,62.94033228003064,11.163751274837391,40.45748033374378,59.377191182483365
46,59.10106820201948,22.248689395988514,43.2558138346778,76.56669970690861
47,44.45070406813935,13.098175334062669,33.34435121260332,57.68716037906752
48,54.41978869785933,8.252204123605537,52.19779493489866,61.44618379805247
49,55.052878534565,10.316028093342794,41.32333483012584,53.054356513617066
50,15.378078641812897,19.43744669125927,32.84714176715624,58.00139738842531
51,47.29952774947527,14.205655665150212,66.07646115281993,57.98216277999579
52,55.923466614581336,13.279903900562902,67.35155091245642,48.875749570785416
53,71.94953557163781,1.0347275120131219,59.61844430105931,29.74603568088962
54,38.42382351838908,9.768755469109484,51.68885207550568,53.55381578514362
55,34.18918300682358,16.907632982552325,63.224456625415485,59.40009637294983
56,44.45401699829389,15.372902176467433,32.08521019427187,50.59358484743224
57,46.41720863842272,13.38747069860099,50.790795514464676,60.49107703546956
58,46.73315883476376,20.884535352963685,59.883200876186486,42.12311929040884
59,42.17033542202742,20.205275082572832,53.118789456873415,34.78211442030674
60,46.183900495066084,10.549491811326623,79.82240821703527,51.40937082746584
61,68.9213255692561,6.471340016000287,38.510228663810985,52.11635338455969
62,46.61685164385127,11.501706065173765,60.04009795099563,49.513246494638906
63,49.49260086217257,-2.8667617237139065,32.903803194157376,60.75586066746365
64,74.9830102650817,12.446799747092033,34.639682415645,32.70469607185771
65,50.42480787409782,12.98411387279162,38.043262513383695,64.92955569593484
66,37.28196819110609,-18.665270758695936,42.07541912958197,60.35359154990481
67,53.96894722942747,13.361749340996893,40.33123060124769,63.46531655052755
68,44.86209872658475,9.578437360627772,43.63534253919987,50.62802603209542
69,46.476278790591465,8.439173706617145,46.49364265241884,56.86468475750135
70,40.26514111955048,15.035447227776304,46.40880957379862,33.412020587064404
71,53.519603473502826,16.90670410883124,48.797090403388225,58.712951569125025
72,50.52573765474967,10.27257538013303,38.217065843246075,44.118135477883015
73,36.31861909790513,-14.880289133225894,65.99512227654209,63.42103490984147
74,48.738384065511234,12.958942536073954,40.71659603622866,47.795110951286254
75,24.368393908526198,-8.181891429418075,56.047848091276656,43.92487482296163
76,39.52339476721612,15.785699539744119,51.12468273804131,62.919448585960076
77,40.791069852729464,5.889065358343144,40.74201340490786,47.62508793812255
78,41.324834962515524,5.0578007485384155,56.612954316721456,52.36360185374411
79,74.17702671199034,12.890106091107818,56.33503337043018,48.126163406111324
80,6.405600632915975,13.894181519992637,45.37359096207677,34.029300465449865
81,22.88651122206645,14.723685333899848,44.62621034431155,28.539551762883658
82,32.929308779733695,0.5266999793169274,47.62662406706259,35.39618222306922
83,48.09494753813481,16.2959380396165,57.71631888388874,54.10799138910923
84,43.966170945773335,10.029677874627254,44.21863457166411,21.449432130053538
85,61.17442733541084,14.345856701279956,66.08808649751055,35.49065354148198
86,34.485269058225434,6.947859638101416,65.27563122310818,54.191798174673835
87,58.10467732312538,14.538249711555228,67.55990919150193,41.65983433606493
88,53.66460421123856,14.261660643943559,58.10574146451156,42.931720470519544
89,41.70254957956605,8.68822301454259,54.56644196531912,43.200279453227544
90,50.83840426499855,18.640068998962555,35.27057360726388,44.96698812875907
91,61.658009734750536,12.399464714123246,68.89982721201403,68.99920208206835
92,49.06838104783339,19.975304109302602,41.54393386205306,45.99408813115308
93,64.10148979696604,11.60486621352459,51.196872004638394,36.74326429758648
94,48.69551897176272,17.886843068000786,36.03652668655448,47.66403767781845
95,65.69937840454804,13.133615602428485,50.329884984475505,30.078507248016525
96,62.82424595759262,13.915498809376633,57.5065936584226,63.160061392923105
97,18.451705528127967,11.385954325369298,44.518812331455585,63.78347310047877
98,57.3002517352156,11.989370734514356,48.11864008019039,68.07388597172061
99,41.58885326152025,16.8993163027532,51.1923399929845,40.91580024436034
100,44.58145137363312,14.383030264086155,63.89731121208982,63.818656761151935
101,43.84510551046063,17.025484784870162,40.12374129627381,51.16683231056723
102,50.16915174839239,12.46024936124929,40.25523184967817,25.93841650705804
103,31.614998947629918,6.434440503154295,78.14424411503254,47.61439862887839
104,55.45698321002909,14.080295085771333,47.100078412777265,38.75441364092783
105,42.825246998857644,9.915195258164783,46.761835065851486,31.217098620558847
106,46.33665645027194,6.094905640732887,59.9092630232664,39.80296240577411
107,41.98386839588541,-6.4284636415241385,55.78358928608618,41.96692251177392
108,45.81257892176843,23.493472074523584,54.537928033869925,59.56458895310539
109,38.02474939122935,-17.68131517107931,45.89843884257279,52.74020685927452
110,55.491936347447236,15.158233973217692,34.275398827715456,42.222210591880824
111,62.84958705186841,5.128551967417723,41.31021455045426,55.286559508341945
112,56.68393987399825,9.378547615057116,56.09810276586999,50.47606394010357
113,60.558998293643015,6.8720683500089565,42.83950834918875,45.50618304202019
114,38.7947067678632,21.444986692671673,43.82638010638744,64.46542580082865
115,57.416345541913955,4.358574268384469,42.682521816143115,61.852952117116295
116,42.04696465257671,13.893763609371863,33.65905613300602,57.23507619834722
117,48.01712748955499,15.43005070294162,30.900631599862663,22.976821316239757
118,55.152370298960825,14.482136900058522,28.75985934067566,47.99412351229493
119,45.95104334087506,19.186509625453677,49.953889236626054,30.420242485668556
120,66.36170558550398,14.366820409497382,46.48637887469287,78.30421205113498
121,48.848855817577096,14.753121057442506,62.60381356379767,55.08611301459359
122,17.18771408817975,-0.06947265092003807,49.65368651244432,56.19416763720883
123,34.63491051361238,6.773501307750485,39.953267937708745,35.772983477463136
124,51.728365339515406,7.365049252900154,53.5098310858869,34.277486726200245
125,56.10878312034168,2.630220614996669,53.952763311845146,65.1112873188117
126,74.21307597178006,-4.066388693720749,47.308165430554546,50.506347433357206
127,53.262002759037685,14.588719141427141,59.754421929993335,64.4640355932793
128,43.44100387000553,11.82080714692451,37.55226326802056,41.783310498297524
129,45.26228791883866,6.8693715382465275,41.44710289389128,56.46190033771049
130,61.071392769538164,6.537714189013636,68.55639331508108,58.69599627138504
131,55.54207010918454,15.916636147651394,54.032826495936455,38.59184448026893
132,43.0900431909144,19.94685557125764,55.95058414690231,44.63183996494095
133,26.997625027572408,9.514846981067436,55.98205272504094,54.48073284353484
134,56.76048246471606,16.22924870045991,64.4788287773509,46.411993402598185
135,55.095623244307504,14.615213633889866,44.66314959636354,55.471860785504724
136,50.786850833546794,19.20024942669808,38.38606726179294,67.25965527099318
137,45.137118485636236,20.0783617553395,75.76682214299456,37.24889651827495
138,46.619420268927804,18.533403957895445,24.1961078383873,37.4516131742583
139,53.71035133819563,13.36398535800842,61.348618089428555,45.71936432752066
140,57.88129460450811,18.647265999478336,52.4824640850789,51.41326944132809
141,50.25590224839524,19.172206342893872,54.23475500573509,55.66476934946383
