unit_id,HarvestBiomass,StockingDensity,do_StockingDensity
0,17.623751734195096,23.965074116802136,25.0
1,8.122620407063696,24.0423648510761,25.0
2,17.430501903821515,22.614769974179055,25.0
3,16.000163740824963,20.076347778625763,25.0
4,13.032243120497983,28.597894000752312,25.0
5,16.41611947817516,27.674514776596027,25.0
6,15.780203110145793,28.966232568216245,25.0
7,17.354023810298706,24.47868824505663,25.0
8,23.738328651381025,27.42940234140182,25.0
9,8.74339070290483,23.233593380318084,25.0
10,10.028539604710723,26.538447836076802,25.0
11,14.893869511886908,24.822756274316166,25.0
12,19.666952814536764,27.19307969121061,25.0
13,24.130903317879323,21.230538585586107,25.0
14,25.443925775943068,27.050094675868927,25.0
15,14.349484295583608,20.358862160137456,25.0
16,11.013052854613775,22.523674755327477,25.0
17,15.124232729582003,25.16208681386861,25.0
18,20.85732407858823,26.834634459239485,25.0
19,13.133478455491048,22.928264219705454,25.0
20,31.056831394811375,26.81907709280613,25.0
21,6.896395938668857,21.408123050939157,25.0
22,17.385294452437137,26.852122255552587,25.0
23,20.445780408383943,31.471535735073683,25.0
24,15.85544814107838,21.836152398566522,25.0
25,13.705387941429262,19.49990715381215,25.0
26,21.9176834588255,20.539023558638583,25.0
27,9.924555899181529,27.125286753806996,25.0
28,16.706080588425685,27.859444148211864,25.0
29,16.60915256155429,23.68250030141671,25.0
30,17.96158836106874,28.234180759959337,25.0
31,12.397344150415124,23.63536338497625,25.0
32,18.859781012712013,20.686335730685062,25.0
33,22.118368447124897,23.70059629408934,25.0
34,17.247646700950064,26.02520496124277,25.0
35,15.153221858551422,25.757363116749723,25.0
36,23.889865118313146,21.490423219478636,25.0
37,18.68720167957284,22.785809306917308,25.0
38,14.965955424021567,28.29811374596351,25.0
39,22.068345685179626,23.531616868017338,25.0
40,14.260667523241633,23.100965791940517,25.0
41,16.225876150290844,26.230991015223367,25.0
42,14.79681957156188,20.954531191947297,25.0
43,19.513083634713453,24.976044986949002,25.0
44,19.908858089951316,27.04370977192334,25.0
45,15.820227307228851,24.477026406608474,25.0
46,24.73674176842402,27.00219347020522,25.0
47,20.354627463138797,19.94371853196398,25.0
48,16.566619074989664,22.72923540738276,25.0
49,13.933700659946025,21.84753920412392,25.0
50,16.577309885273607,28.92990943364755,25.0
51,15.846256560753233,26.121688738614456,25.0
52,17.8872715637046,25.711853607979865,25.0
53,14.51048573731909,15.285417883612382,25.0
54,14.747816951399614,22.33836267509426,25.0
55,14.874264912532041,25.74164869843582,25.0
56,16.60538027442054,23.50946798166684,25.0
57,16.272313350074896,27.230994078377915,25.0
58,20.579205495616453,29.346879579616985,25.0
59,20.354223921038052,27.15854949609026,25.0
60,16.526048784923503,26.073035367333958,25.0
61,18.25686708261549,27.124543747421832,25.0
62,21.30662020763613,24.492991593402504,25.0
63,19.148619101478193,25.061377318518307,25.0
64,23.63054216998676,21.50934046739295,25.0
65,19.495560550881045,24.652018720965344,25.0
66,21.502833299651705,22.561933778314657,25.0
67,20.878252516197687,19.46053981316608,25.0
68,14.863299408391844,24.245592599265734,25.0
69,18.57559523308214,18.56886516521876,25.0
70,15.291885773252401,27.894170397846228,25.0
71,19.772517712765158,29.410934943547886,25.0
72,15.011237506849517,25.749358334090942,25.0
73,11.554933982511708,28.592123590756444,25.0
74,16.980901057310433,24.895219985556484,25.0
75,17.02866338947765,23.196414874023098,25.0
76,12.313798722593978,28.43026975877709,25.0
77,4.813625852989772,27.12312436258618,25.0
78,22.981350831011564,20.27715410250734,25.0
79,22.60437059597582,22.88870795198869,25.0
80,16.39186314234933,22.998850314979684,25.0
81,14.44522022447357,28.88304624490634,25.0
82,8.68317416474935,25.974888863415927,25.0
83,12.604309721782476,29.121263248346473,25.0
84,16.20666842304533,22.747474902655927,25.0
85,17.480394482209825,27.887782999448326,25.0
86,13.285060038504813,21.724077143587603,25.0
87,14.119377946959819,29.510140708945944,25.0
88,20.149270777038623,21.483479620005006,25.0
89,18.043426841154357,20.425962813742174,25.0
90,15.687342284655161,30.84753917435068,25.0
91,12.955809525614189,26.177458793810818,25.0
92,18.034749294726687,30.11904712231092,25.0
93,12.548389052436804,23.961439353527165,25.0
94,19.13210215233416,27.05312699100515,25.0
95,10.843666907073565,27.03523338207348,25.0
96,18.072765661697616,22.23663552426365,25.0
97,16.647317654690532,21.94953162705515,25.0
98,9.575664844089044,24.65820910147379,25.0
99,18.51216142530403,29.98187934916606,25.0
100,20.01247031912437,25.66587058154629,25.0
101,21.057068571556904,24.116463675930287,25.0
102,11.234915255548312,24.888732310307187,25.0
103,10.867838002749389,23.058771391789453,25.0
104,19.67724296664852,25.396526043046002,25.0
105,22.039338962962187,23.953130104180858,25.0
106,16.78204826759277,24.454840274779897,25.0
107,9.705150729981884,25.92157139400536,25.0
108,18.291530630933877,27.46898152394579,25.0
109,17.851535700187803,23.46217075217963,25.0
110,21.17604046273922,26.68679077808925,25.0
111,13.240641162251201,25.695809487911404,25.0
112,14.856454705461395,21.115827850514513,25.0
113,13.238092234486064,20.50019573619908,25.0
114,23.185302198347358,29.371871888866597,25.0
115,13.329536797461142,19.918555208085394,25.0
116,13.963555875593798,26.849410552953866,25.0
117,14.846317507186942,27.57391148293452,25.0
118,30.98047139688641,20.561555422967785,25.0
119,13.307095762140813,28.842498700270305,25.0
120,15.027852475884522,28.183182557020736,25.0
121,27.318421124136524,19.723259840019118,25.0
122,18.9384657287275,21.99048804363267,25.0
123,9.639562130722311,20.4922670489766,25.0
124,11.549907516979797,28.21907013822,25.0
125,19.28286607777099,21.546786954814504,25.0
126,15.949693111391207,16.919392734414817,25.0
127,26.083825138470385,27.02111409377548,25.0
128,24.12124635529614,22.87262508690388,25.0
129,8.165033222068079,24.56523961106829,25.0
130,17.89498969184886,21.17253635819737,25.0
131,21.285541656922707,26.725581653428527,25.0
132,12.558348007773482,28.51590074134188,25.0
133,17.566186840830444,28.040140347351745,25.0
134,17.44297157172873,25.326021311691296,25.0
135,16.928980286248564,24.21339067930847,25.0
136,16.307059617439656,28.76624604437914,25.0
137,11.52406548061553,31.67445679929157,25.0
138,18.369145693166825,27.643109550469728,25.0
139,10.518584678961572,28.20888410317233,25.0
140,20.31187859557387,24.60653790713186,25.0
141,13.363723623330486,27.56693625890748,25.0
142,14.85134896793007,26.195020573957002,25.0
143,19.0066668101825,18.33447319005858,25.0
144,17.195509206519475,27.02933599400003,25.0
145,19.845909936476716,21.765679588848357,25.0
146,18.236823595950266,26.707742263238885,25.0
147,19.3708482994787,26.09258979367663,25.0
148,22.086732997878954,23.193012246059368,25.0
149,16.701781781939367,25.46352973157524,25.0
150,13.19361445857664,23.070505121113495,25.0
151,22.84698457090082,24.226280185798498,25.0
152,17.570422715896854,22.53703252455242,25.0
153,14.960366702792788,28.82600827718324,25.0
154,12.72062162279739,25.497017646419156,25.0
155,22.533961750216065,23.129497304167348,25.0
156,16.442861649641408,24.61251909909614,25.0
157,16.90529526726742,25.63117567872942,25.0
158,12.967464129214708,26.157937018513127,25.0
159,9.88680865217907,21.642841167102056,25.0
160,16.476318176997424,28.276301755733442,25.0
161,13.654620590896318,25.89677933119522,25.0
162,22.705159774599604,24.823467332799147,25.0
163,24.349366144346856,33.688387691509796,25.0
164,18.248270596810976,23.00630276459845,25.0
165,21.445592257051004,31.00945467749511,25.0
166,14.082470653723131,18.333921979341216,25.0
167,8.141906249319936,25.434758435033775,25.0
