unit_id,HarvestBiomass,AmmoniaLevel,WaterTempAqua,do_Aeration
0,13.394165306942213,63.70781577838942,54.86738051521208,100.0
1,27.712464014037593,61.26145064547824,59.69919904631955,100.0
2,15.257135715868133,35.09411685866176,28.237767936232906,100.0
3,20.61382222875735,43.73317781108442,30.525214531525638,100.0
4,17.785647391212084,44.07725826566413,55.56517636776632,100.0
5,14.047661101541891,68.05707308217576,74.58277300700419,100.0
6,17.408873581406702,61.96054922567252,52.44850630178261,100.0
7,27.847719188442543,37.291088828572754,52.94823228646767,100.0
8,20.408447600449602,39.32817888460171,48.79500972814909,100.0
9,15.23694516115084,36.63397245861184,79.31369022401893,100.0
10,17.78552709127195,32.1711959407856,42.72945892696243,100.0
11,22.900786624672023,48.53007570327501,44.58461361485525,100.0
12,18.085841838578634,60.18954728227843,44.0934406120276,100.0
13,20.27621054282144,52.22507555922076,30.313199973818236,100.0
14,18.51641411008322,36.90163255167089,48.11521373832368,100.0
15,15.743797057342443,44.49782617189896,52.831755286295426,100.0
16,18.03078163566544,33.16604812630487,49.437048888640604,100.0
17,21.435215764972046,53.99911015077497,35.4327516475189,100.0
18,19.15764198173303,40.26416719643525,35.9728791186087,100.0
19,18.000567705435962,45.85185740199238,51.507855885091416,100.0
20,23.827634478083493,26.65073443321589,35.03145892079523,100.0
21,18.663333560995955,65.06262225094387,37.551741620090496,100.0
22,19.887495105802483,56.023278441733915,56.91811555333885,100.0
23,23.620993331226998,42.36233686745532,38.018769015428894,100.0
24,24.366953922885983,52.7546787107339,51.22650258413255,100.0
25,23.45775794897846,44.44175075916205,47.92321546915278,100.0
26,21.247893731186483,75.76440956784845,44.52616514655169,100.0
27,23.366657794847807,52.214533012474845,51.311055869740585,100.0
28,14.248278024348979,38.92590107985734,34.895086000039,100.0
29,24.11684218195947,36.06622744953043,69.82258462171727,100.0
30,25.210421857358483,52.318631111750804,47.1443857430905,100.0
31,23.90388665462864,55.28124322715647,52.37594557902077,100.0
32,24.05698728010523,37.3932162746351,61.37234705263911,100.0
33,12.96593377787772,41.528852022567726,57.97881961392357,100.0
34,16.362362727414226,48.5605967447493,48.725982600602954,100.0
35,23.709043724037063,49.551277802649395,35.27634441613317,100.0
36,24.70744309744393,49.567515215798515,44.02901781230612,100.0
37,18.520577951659476,41.890452278805185,42.920757831743614,100.0
38,20.900327303744707,38.023534296266625,38.05846081528651,100.0
39,25.15826929151781,62.49142379765431,43.58875564693835,100.0
40,21.18966127142162,46.24467978991139,52.95756468799885,100.0
41,25.236968319450764,57.60712440090538,64.70161127995466,100.0
42,22.053966647877502,62.20481782261074,36.19010935038632,100.0
43,17.50571634658916,34.65562539036755,57.80775743120609,100.0
44,21.587413649364816,65.69822529977698,34.672716598965515,100.0
45,24.36881369948828,55.26714140245777,57.112178534020565,100.0
46,26.784278376038642,30.427438102844704,59.213527765542835,100.0
47,17.77669333460175,40.03350590702826,43.638263379562495,100.0
48,23.91673405077362,41.24200249238542,82.83279908977805,100.0
49,20.695492151748464,46.03342015069227,41.72384096375788,100.0
50,24.864436930513243,59.7998688838958,46.73127434364214,100.0
