unit_id,AmmoniaLevel,WaterTempAqua,HarvestBiomass,FeedProteinPct,StockingDensity
0,38.443840275733734,54.6509110024461,21.78375246047471,43.81381939816197,35.74968408686911
1,62.75032424980022,51.226268128381136,17.564068851058803,41.165316197137884,38.398540800175866
2,49.95401603975972,47.596230133428435,22.64700102468913,27.36992148873817,22.321198657990315
3,27.665831950233674,56.91177564565862,16.65055218883196,50.037731196502946,13.467092728065374
4,55.69479911554621,69.77578519357651,19.14330917431698,77.66329707357333,38.13820123245189
5,45.82751154178057,38.96177119644954,21.70287528456339,43.27710971185804,43.72927115722318
6,54.13773398999723,50.427629353270405,11.530495288026339,37.29134174353746,53.64283238264375
7,50.14852392037338,46.1282972547251,13.794889324949018,50.283288210282024,54.47549565553119
8,45.072148715204605,37.978636773900405,21.691483402213674,25.780459339872614,44.992912228553266
9,64.19867400767674,67.92863084610165,9.325652484329428,25.959873248496194,34.37171930268197
10,30.129064723124753,27.713501872693318,9.341360324877337,52.58638841245799,42.29126275287542
11,65.10736358772874,33.07486811635172,-22.222463526167385,35.41474938699291,64.83640583039866
12,71.131618944342,64.70247999454644,13.342363255152138,62.75033972027747,32.22076311607355
13,52.6521303526994,52.09341752921412,9.21764215908009,55.8689605725109,49.089115592199846
14,74.73877852229496,60.148644472311915,8.598085039559646,37.64338558957741,55.47044487512344
15,54.46609133969381,34.961314728498095,5.331665128067007,42.33077393018743,51.91130327706258
16,45.27694866342502,45.49625615619371,4.159641036236163,33.019778465320485,53.23316287009532
17,38.7858714594152,76.73375740861628,21.13352441839891,43.13131580164864,42.567871006477745
18,62.49173453381532,65.56808645312768,9.463197914390612,53.24160958155075,23.917084694342385
19,55.97944515569609,44.69031444511751,25.21210708502447,31.18583515322062,30.37061614428456
20,69.67765036062032,33.107710781708,19.205493989385364,30.330269071528157,35.40965046459777
21,17.35449405355926,46.45747333158998,17.336009843002966,50.604509719075644,45.35730596757411
22,49.410447107812566,48.97511720056479,11.7101375709119,35.06021250199057,43.30799626864653
23,57.988317612731635,59.85926300138622,-1.0871543265840593,51.44711779923177,53.70666906884711
24,47.80815322562148,77.55037192036046,18.71261374800665,44.78399874322224,21.961154468754458
25,29.349440879776658,52.77171068760342,19.29168770351326,58.64916741523383,26.659882928089843
26,41.493449927668465,59.749798152012445,-4.401089475798774,16.037662151088206,47.05339541299246
27,34.36011389712383,45.45242091498633,13.676259444235066,56.41649557247233,36.654759205936585
28,65.889119555754,39.94786166140942,21.588374200944042,34.58029461601829,38.716194646539655
29,31.626508596900884,54.19753281261468,18.707392913090487,67.21672039091074,33.32090858850788
30,35.46568577122385,46.73975613003178,12.251657933738146,45.96179592206821,48.58978535894328
31,52.887756624738685,50.770429054178706,4.738773154084612,44.268367499831704,48.70536978067119
32,61.640922184285415,58.84310582256389,17.30408104734719,46.38175926074709,51.28946487366417
33,77.98978956472386,29.871484372861072,-14.403545955829195,52.60242200299646,67.15853453867243
34,40.51902964790205,70.29631913573888,9.14192197547193,58.74619957834034,46.96684141421636
35,60.863560029291854,30.072740131625235,22.603107155612776,52.659028683837626,33.002016021505035
36,55.787933967133505,57.31634839759423,18.569550841932706,29.838408261542583,48.18580019993919
37,56.602673090481204,67.61254022999137,-9.491513445031728,49.64586935645226,61.62840305493233
38,38.23387043950649,52.6253299412164,24.601747703204794,53.94264017769393,24.34228207612071
39,39.39147205110455,66.35901048505964,6.861002709199019,56.25093496008639,39.6965853938413
40,38.4241194253585,52.31708622216961,18.863568373758657,38.81255530759613,29.407774675549984
41,41.72481860323576,40.031467388516,11.88557306295871,38.010161039033115,24.133962900038828
42,53.420207895974436,56.632291429876766,15.203866573516924,34.42472668409459,27.85013882410775
43,35.62341381860183,45.66495814252471,20.09644551937012,52.06284499097368,37.934898276427056
44,54.98734138954989,47.487819419632174,4.136343210283669,51.41701336648001,51.540029800084554
45,76.39873268331817,73.81165937872635,9.677653516980909,44.95505786449814,33.43691221573502
46,66.19015121501887,48.09904083881034,2.6493393098088136,44.43325926925727,56.20304943642873
47,35.91829394745542,22.744595963080926,14.300242871369006,32.17181421588451,42.62735214439147
48,37.6310757053256,30.73373759613128,-0.9167641922741909,57.937846344582965,51.670949695805476
49,63.89286326457209,59.90527714220682,19.87995855981574,63.52484503354168,38.16701775853888
50,66.20187358233379,44.39999818503227,12.763774338884096,67.25212056561305,29.529426849271832
51,45.33046587600938,63.88613511813426,-4.243248166103366,47.26926495794482,53.66443469278813
52,47.819770219975666,41.65380882990256,14.913928719424485,62.727370476764435,30.62024393199297
53,29.38752781825786,42.56829677603036,12.8468604268637,69.0477780753618,39.9765590481989
54,53.2164512958787,84.29537406078768,-2.425366473910399,30.797016458670257,60.220033096605675
55,44.27100482093067,55.11339768844246,15.355099707554182,29.428041765806086,16.919365040831085
56,57.56404762477967,33.946597876935876,19.372833969588434,58.78669395550849,30.404607934970223
57,68.46901788413514,65.51915197043321,18.38463559908118,39.15682312136615,53.011488735943175
58,57.1213825397394,83.00784072177453,19.475624557025093,47.969130363140394,32.7090997537864
59,39.53331958714167,41.27561308531231,25.834875884503106,55.89745975666892,35.621765535693
60,67.73644540002658,48.10373372180551,12.410387945032616,33.774013114826836,48.58732053655888
61,45.52836487042748,72.97625220300276,8.423172843094623,52.271607604247926,12.772177406358692
62,54.21088247984399,52.367558722902004,-19.92600872737216,31.32971508625953,76.89943061548279
63,74.93450946633733,62.54217083987114,22.278004631537993,79.0385908596098,42.6076985491786
64,60.107911887037105,51.643687052633794,14.822829017307729,22.347294535469587,17.169135697393674
65,35.65237385956026,41.56588396178617,11.514554298243079,42.22208129091143,50.62786507563072
66,49.892864047506535,54.18813274931081,25.944207665531415,47.08107070764996,33.527268836401575
67,61.91711186223109,62.962703189858715,-1.371997493639177,57.89602640713049,59.04003595316522
68,52.18019719994856,60.94720919640527,-8.583025864656413,46.90661717291016,62.88106292488479
69,47.066658652761824,40.7094200197484,16.18487462574824,57.32058464352587,34.3059679046318
70,31.10676314944967,64.77579449815984,23.195239541997626,47.085727618533774,34.88668910157027
71,41.81612791881235,48.4056717512474,16.990405235089213,48.94591596670226,18.10058266625516
72,63.22889970000709,20.99692937986638,8.769992350189984,63.44167474406055,50.53125154018344
73,49.46875703882409,33.457659921657324,24.54343027101457,26.87020178712404,29.108417470155672
74,51.55595076270363,47.872219086005664,18.0518929235406,73.4664631832276,43.44108672059039
75,53.42240407492031,67.07728455249546,14.706720755967769,51.680530402497965,36.194919382036886
76,51.451828286818234,54.32722147009216,23.289879742496602,52.26844415309912,46.1897881214956
77,61.55859906783873,78.29597436987109,26.780838953336367,40.79811304716054,33.20607876624586
78,39.50374481373906,54.693121299417314,20.908893831525738,52.33503776183912,37.15335461789241
79,63.76131419489643,59.75616827584262,13.365678046632377,43.05603198208996,22.529491554765507
80,39.65426320004673,62.135630841121205,3.734067043205493,72.32744364354838,40.3515521563375
81,45.63971743333358,42.74065222037133,16.742791025836667,45.55278080304833,39.50366662928677
82,38.925355493173896,49.75939438001965,20.912760148692335,56.091235358211165,39.4808450527388
83,45.39178861940268,72.36099275167513,-8.322561971688051,38.827407671114514,49.90269188705495
84,41.181570859716416,66.039972486941,19.636290737312144,48.32199454923315,31.304527069457095
85,49.75299266249225,68.61802120637705,21.07538372476435,57.04679349368456,45.779461336871464
86,40.40975223118998,52.133403970451376,0.7972547715822778,58.38586528693594,60.28166840336003
87,50.54302707285059,59.33781991131167,18.25805779209687,38.05899749077034,41.407216166723
88,49.47593080036253,45.57172836217534,12.55047415121496,52.28708591521227,47.40837444273396
89,68.77906250524738,53.06076814423807,-11.171553363866671,47.2548177732823,64.69611980536177
90,44.97126241297579,46.58048893346537,14.492582592755626,57.130062080278464,37.06551674294364
91,47.48560620858128,59.99005780340073,3.634132423197226,43.731606545165924,50.15650715359342
92,49.28050396577823,43.831558175452074,17.689212673162793,46.47171468114293,45.91143398332425
93,45.07460662385941,60.387151679730216,3.780350736307965,53.342103420416045,64.26339848733913
94,38.19068398888347,48.78407143330147,13.00697363615055,42.17281942075113,20.243819405872607
95,44.294701133901484,53.63891155935096,13.87284673358537,59.02330716701946,34.590491231125725
96,53.39544598238771,74.72447178732067,21.427813603845436,41.440638441989655,37.37720413773658
97,32.76704895963455,70.4907189409717,12.200537565490738,38.05786285874532,34.30921506878556
98,58.687417804772565,53.03594059863606,12.069978187746614,43.84930760892149,47.565881203803784
99,42.18231854408266,72.24976273237382,9.823838218508133,51.55930812655679,48.23905442933899
100,51.23342344400775,46.648054619036714,16.317863314082423,43.00428425151062,31.511760191306486
101,46.5306486376449,70.44261353484323,25.566812145165372,74.03201726529504,27.3673696174826
102,52.13983203199055,70.51189586040348,21.300109733945057,71.39299606212036,24.660980918857696
103,34.20886690606638,68.46923702635414,-1.4368900550380599,44.1692179720046,59.75437429353386
104,47.0170695887359,58.0329208235649,10.40739623116409,48.80136813905631,47.850684921694096
105,59.21078749611353,57.5728367125047,13.272685387486984,29.380332351532516,45.814903577329545
106,50.32190781217535,33.505804805966676,3.167702277395781,55.901982292574274,49.59644613854438
107,45.966583805676976,65.1543361663665,11.248393718609789,60.87464358300196,45.6559946448503
108,29.277180345026277,57.48096339741914,17.236684433056755,42.1839195275024,35.67609221779462
109,48.591289164495244,48.819537509602256,13.404837936537842,58.83340121208545,43.08655195660322
